Star Name,Star Mass [Ms],Star Temperature [K],Star Radius [Rs],Star Distance [pc],Star log(g),Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star T Mag,Star Metallicity,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius [Rj],Planet Mass [Me],Planet Mass [Mj],Planet Period [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,FGS1_Flag,FGS2_Flag,FGS_Flag,Tier 1 Transits,Tier 1 Eclipses,Tier 2 Transits,Tier 2 Eclipses,Tier 3 Transits,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,Max Tier
1848.01,1.03075,5923.0,1.62432,296.945,4.05015,9.67,9.943,9.611,11.048,9.543,9.581,9.549,10.5038,0,204.440006,48.250123,1848.01,8.64837,0.7715572189475746,56.54245860660462,0.1779024701171943,5.4809161,1420.1548673978846,9193474545.886349,0.3,2.3,18111.6,0.5,1,0,0,0,2.0,3.0,17.0,25.0,34.0,47.0,Transit,2.0,17.0,34.0,2
1846.01,0.4848,3512.0,0.411452,47.2496,4.81618,9.804,10.385,9.596,13.971,9.433,9.323,9.239,11.8467,0,257.954965,54.527848,1846.01,1.7902006,0.1597112746441559,3.86828623119718,0.0121709895998389,3.9306746,571.7228292266434,5728295226.895445,0.1,2.3,5149.85112,0.5,1,0,0,0,6.0,1712.0,84.0,12590.0,168.0,22136.0,Transit,6.0,84.0,168.0,1
1849.01,0.8927,5595.0,1.13705,189.09,4.32171,9.447,9.841,9.382,11.133,9.348,9.387,9.303,10.4985,0,208.099647,37.748612,1849.01,17.1815,1.5328333960443128,515.7522307995933,1.6227379935152553,19.7258442,750.1737619004954,20580315964.624016,0.3,2.3,9280.8,0.5,1,0,0,0,3.0,3.0,34.0,19.0,67.0,39.0,Eclipse,3.0,19.0,39.0,2
1853.01,0.7591693333333335,4968.77,0.839658,165.105,4.50368,10.175,10.582,10.055,12.178,9.997,10.057,9.956,11.3719,0,211.459347,16.99237,1853.01,3.89334,0.3473411270351927,14.760199852687013,0.0464407823417452,1.2436239,1477.799220879675,3088626448.3783126,0.3,2.3,4359.6,0.5,1,0,0,0,4.0,16.0,53.0,129.0,107.0,268.0,Transit,4.0,53.0,107.0,1
1850.01,0.7963986,5224.61,1.13555,171.205,4.27753,9.427,9.803,9.357,11.451,9.273,9.334,9.31,10.626,0,195.761884,21.923072,1850.01,16.4641,1.4688311448833435,433.27774002546255,1.3632442256113997,7.39143,989.6779419901962,10297273997.475365,0.3,2.3,4507.2,0.5,1,0,0,0,2.0,1.0,32.0,6.0,64.0,12.0,Eclipse,1.0,6.0,12.0,2
1852.01,0.8305600000000001,5356.0,0.904338,543.277,4.49389,12.399,12.775,12.364,14.165,12.29,12.35,12.389,13.4891,0,197.072025,23.120937,1852.01,13.4654,1.201304589884183,120.06186917039798,0.3777568860404362,2.3601883,1315.416723172618,4878442981.129764,0.3,2.3,8838.0,0.5,1,1,0,1,1.0,3.0,21.0,23.0,43.0,45.0,Transit,1.0,21.0,43.0,1
1854.01,0.7414666666666667,4836.0,0.871731,346.457,4.4494,11.752,12.181,11.615,13.978,11.58,11.662,11.615,13.0383,0,206.845428,19.758454,1854.01,12.697976,1.132839488692441,107.53680948220968,0.3383486411249291,2.5267353,1161.654920269585,4915829783.1970415,0.3,2.3,8155.570680000001,0.5,1,1,0,1,1.0,2.0,12.0,13.0,24.0,27.0,Transit,1.0,12.0,24.0,2
1856.01,0.9273440000000004,5709.18,1.00497,210.486,4.44236,10.03,10.333,9.954,11.526,9.918,9.941,9.914,10.9374,0,234.099145,57.890738,1856.01,12.0713,1.076931104599116,98.33415648391916,0.3093938566961521,197.0336254,353.57720741417785,96671913533.00778,0.1,2.3,26416.8,0.5,1,0,0,0,1.0,8908.0,16.0,62031.0,31.0,158318.0,Transit,1.0,16.0,31.0,2
1859.01,1.305625,6415.0,1.40156,224.385,4.25577,9.26,9.479,9.243,10.33,9.181,9.219,9.189,9.93689,0,279.831764,69.522873,1859.01,11.1305,0.9929984061153696,85.74740537601288,0.2697915088671296,63.4834243,646.4479376063478,50922084854.63418,0.1,2.3,17632.8,0.5,1,0,0,0,2.0,81.0,17.0,487.0,33.0,865.0,Transit,2.0,17.0,33.0,2
1858.01,0.6589302,4220.93,0.76919,205.385,4.48554,11.211,11.787,11.065,13.97,11.01,11.081,10.971,12.8777,0,199.412592,22.850101,1858.01,18.3695,1.638819839282717,652.3283320536596,2.0524544644795424,2.0912089,1034.5560935512633,4166178537.7654,0.3,2.3,4118.4,0.5,1,1,0,1,2.0,1.0,36.0,2.0,74.0,5.0,Eclipse,1.0,2.0,5.0,2
1861.01,0.91584,5684.0,1.06113,135.758,4.39085,9.009,9.32,8.894,10.595,8.849,8.898,8.819,9.9486,0,130.80013,-83.061258,1861.01,11.2275098,1.0016530556618923,86.9653036100099,0.2736234452476628,742.52145,232.92691095439,233134027326.6828,0.1,2.3,23713.137,0.5,1,0,0,0,3.0,4323380.0,23.0,66872194.0,45.0,129726691.0,Transit,3.0,23.0,45.0,1
1868.01,1.06,6016.0,1.56043,766.271,4.0969,11.714,12.019,11.664,13.182,11.614,11.646,11.721,12.6053,0,247.125627,69.030975,1868.01,12.1777996,1.086432378850221,99.80838706029078,0.3140323048203051,8.8263579,1200.567560524987,12749195231.401287,0.3,2.3,12354.69276,0.5,1,0,0,0,7.0,28.0,105.0,189.0,209.0,382.0,Transit,7.0,105.0,209.0,1
1870.01,1.341625,6511.0,1.43103,876.378,4.25387,12.049,12.267,12.011,13.21,11.81,11.843,11.807,12.8079,0,285.020668,63.42983,1870.01,16.4097207,1.4639797403439545,427.0261299388255,1.3435744605528923,2.7633917,1761.9253790486346,6358653221.807433,0.3,2.3,12622.19868,0.5,1,1,0,1,11.0,2.0,161.0,15.0,321.0,31.0,Eclipse,2.0,15.0,31.0,2
1873.01,0.91974,5699.0,0.971675,182.014,4.46949,9.79,10.133,9.693,11.215,9.686,9.728,9.664,10.7447,0,212.568476,84.371858,1873.01,3.93465,0.3510265647205282,15.022050924628724,0.0472646579504338,24.9341884,692.2093867073737,24300300456.145405,0.1,2.3,17870.4,0.5,1,0,0,0,7.0,781.0,81.0,4815.0,161.0,9569.0,Transit,7.0,81.0,161.0,1
1871.01,1.149375,6159.0,1.66632,526.243,4.06274,10.799,11.04,10.742,12.096,10.687,10.747,10.683,11.5906,0,251.235703,77.344038,1871.01,8.60495,0.7676835393470599,56.04761529169358,0.1763455189301907,3.40612,1721.1838209099903,6942571149.327682,0.3,2.3,6170.4,0.5,1,0,0,0,8.0,15.0,114.0,122.0,227.0,244.0,Transit,8.0,114.0,227.0,1
1874.01,1.529875,7013.0,1.63559,639.003,4.19824,11.058,11.208,11.006,11.545,10.982,10.999,11.056,11.5816,0,281.44921,56.381701,1874.01,19.3843075,1.729355056030745,768.9936955834456,2.4195247486614373,17.8683999,1065.462011509538,23056969179.83944,0.3,2.3,20299.302,0.5,1,0,0,0,12.0,4.0,172.0,28.0,340.0,55.0,Eclipse,4.0,28.0,55.0,1
1877.01,1.081875,6051.0,1.00959,565.519,4.48286,11.987,12.298,11.934,13.435,11.887,11.92,12.388,12.8746,0,249.519983,77.756401,1877.01,14.4297,1.287333821546467,199.3969147802839,0.6273728547951157,3.801591,1281.7888279712176,7320865303.738198,0.3,2.3,9907.2,0.5,1,1,0,1,3.0,3.0,39.0,23.0,78.0,46.0,Eclipse,3.0,23.0,46.0,1
1884.01,0.7965,5225.0,0.882285,340.55,4.49624,11.48,11.889,11.399,13.256,11.365,11.432,11.368,12.6183,0,261.129456,67.989121,1884.01,9.69244,0.8647030655737704,68.48972379627317,0.2154927702344045,6.7822711,897.7791550066524,9723855229.476477,0.3,2.3,8967.6,0.5,1,1,0,1,2.0,23.0,33.0,196.0,66.0,379.0,Transit,2.0,33.0,66.0,1
1883.01,0.4708,3477.0,0.493576,115.369,4.74303,11.234,11.871,10.994,15.792,10.909,10.809,10.525,13.3462,0,134.089246,-12.930644,1883.01,5.8994432,0.5263139746254127,29.334889281286163,0.0922978836145908,4.5062989,595.2369342116738,6213723758.046814,0.1,2.3,7429.578839999999,0.5,1,1,0,1,2.0,79.0,26.0,540.0,52.0,1120.0,Transit,2.0,26.0,52.0,1
1885.01,1.195,6232.0,1.75776,560.901,4.02733,10.967,11.282,10.932,12.693,10.856,10.86,10.663,11.9742,0,304.665223,66.155954,1885.01,14.1513,1.2624965944441335,167.39120216316945,0.5266716211954041,6.5440665,1429.5459995665174,10869616754.094473,0.3,2.3,13597.2,0.5,1,0,0,0,3.0,3.0,43.0,21.0,86.0,43.0,Eclipse,3.0,21.0,43.0,1
1890.01,1.01425,5857.0,1.26949,372.335,4.25612,10.712,11.013,10.638,12.367,10.601,10.638,10.585,11.6819,0,279.744502,79.23835,1890.01,10.0136343,0.8933581509655626,72.23253973271626,0.2272689861382784,19.9676936,809.0173748453972,21650108083.193844,0.3,2.3,22609.7748,0.5,1,0,0,0,2.0,38.0,29.0,287.0,57.0,571.0,Transit,2.0,29.0,57.0,1
1886.01,0.9552,5744.0,0.924044,529.373,4.51952,12.152,12.475,12.106,13.773,12.012,12.053,12.019,13.0934,0,333.559696,-55.373338,1886.01,12.5236817,1.1172899660209532,104.94242987848727,0.330185810018926,2.5128027,1364.3538728846177,5329218072.908739,0.3,2.3,9163.69668,0.5,1,1,0,1,1.0,3.0,20.0,24.0,40.0,47.0,Transit,1.0,20.0,40.0,2
1887.01,0.65264,4176.0,0.705729,138.272,4.5557,10.494,11.126,10.338,13.418,10.263,10.31,10.12,12.2415,0,271.368524,75.145628,1887.01,2.81502,0.2511396948190007,8.399153563994448,0.0264266924847465,2.2001438,965.498540713526,4295875977.34445,0.3,2.3,5803.200000000001,0.5,1,0,0,0,9.0,172.0,136.0,1441.0,279.0,2895.0,Transit,9.0,136.0,279.0,1
1898.01,1.23994375,6303.91,1.61034,79.6682,4.11765,6.721,6.923,6.663,7.87,6.654,6.647,6.691,7.4098,0,144.5553,23.546746,1898.01,9.16745,0.8178665143652437,62.47231998864796,0.1965599005387792,45.5221234,720.602470470875,40099792917.66436,0.3,2.3,14486.4,0.5,1,0,0,0,2.0,41.0,6.0,114.0,11.0,181.0,Transit,2.0,6.0,11.0,2
1938.01,1.24125,6306.0,1.10563,245.295,4.44427,9.878,10.208,9.87,11.283,9.809,9.834,9.832,10.7347,0,219.389377,-42.0294,1938.01,12.1832475,1.0869184087695127,99.88380012059348,0.314269580843272,12.7006348,913.9209662600384,17127599537.787945,0.3,2.3,9343.74924,0.5,1,0,0,0,1.0,6.0,9.0,43.0,19.0,87.0,Transit,1.0,9.0,19.0,2
1895.01,1.40575,6682.0,1.37387,206.229,4.3114,9.129,9.322,9.072,10.158,9.01,9.035,8.976,9.7556,0,243.713459,-81.680597,1895.01,9.5710516,0.8538734992720864,67.09837725565043,0.2111151044507507,748.0739416,289.3792174807057,270266474192.2985,0.1,2.3,18234.73188,0.5,1,0,0,0,10.0,1238370.0,95.0,11410348.0,186.0,32898100.0,Transit,10.0,95.0,186.0,1
1944.01,1.6468,7317.0,1.82219,525.922,4.13699,10.437,10.545,10.355,11.278,10.241,10.287,10.423,10.9572,0,159.580056,-61.289786,1944.01,24.9943945,2.229854355178901,1413.9463977350626,4.448772886239405,6.0988471,1658.4737919928118,11540870750.316076,0.3,2.3,19471.7448,0.5,1,0,0,0,3.0,1.0,37.0,1.0,75.0,2.0,Eclipse,1.0,1.0,2.0,3
1943.01,0.9536,5742.0,0.953159,129.892,4.49257,9.119,9.51,9.01,10.6,8.849,8.907,8.827,10.1598,0,183.704117,-63.086718,1943.01,2.86502,0.2556004037095059,8.674388150355568,0.0272926773389956,1.742564,1565.3929194505392,4172929363.094889,0.3,2.3,6192.0,0.5,1,0,0,0,4.0,27.0,49.0,223.0,98.0,441.0,Transit,4.0,49.0,98.0,1
1945.01,0.8836,5560.0,1.65963,279.155,3.98927,9.598,9.963,9.467,11.524,9.446,9.483,9.42,10.6707,0,137.66287,-64.471528,1945.01,7.59717,0.6777752752335925,45.15552937063676,0.1420751840732204,1.57363,2095.744764784658,3800844605.05487,0.3,2.3,9208.8,0.5,1,0,0,0,2.0,2.0,21.0,12.0,41.0,25.0,Eclipse,2.0,12.0,25.0,2
1951.01,1.348375,6529.0,1.95583,278.462,3.98574,9.125,9.306,9.019,10.449,8.96,8.962,8.942,9.8722,0,172.156226,-78.801587,1951.01,18.3984,1.6413981290214288,655.6507641464563,2.062908004892731,4.8294029,1713.3552206022791,9241142142.204988,0.3,2.3,8377.2,0.5,1,0,0,0,4.0,1.0,42.0,1.0,83.0,3.0,Eclipse,1.0,1.0,3.0,3
1952.01,1.01375,5855.0,1.40929,241.981,4.16537,9.517,9.817,9.436,11.059,9.225,9.235,9.259,10.5,0,154.996219,-79.802603,1952.01,11.3151,1.0094673433391148,88.06494457304089,0.2770833026430823,6.89132,1214.8964259314423,10650541635.117178,0.3,2.3,19328.4,0.5,1,0,0,0,1.0,1.0,5.0,8.0,11.0,17.0,Transit,1.0,5.0,11.0,2
1949.01,1.457875,6821.0,1.45156,200.156,4.28172,8.861,9.023,8.829,9.805,8.668,8.635,8.615,9.4306,0,182.772117,-52.672196,1949.01,15.4381,1.3772973984501762,315.3256525787691,0.992125455233152,4.6211026,1544.6558984209246,9210084844.55976,0.3,2.3,13975.2,0.5,1,0,0,0,1.0,1.0,6.0,1.0,11.0,2.0,Eclipse,1.0,1.0,2.0,3
1954.01,1.492375,6913.0,1.98083,232.276,4.02335,8.489,8.597,8.415,9.353,8.367,8.379,8.243,8.9718,0,165.033297,-59.978409,1954.01,7.86596,0.7017551540871706,47.88463658065376,0.1506619156346236,4.90427,1785.886391236129,9657588509.755575,0.3,2.3,18932.4,0.5,1,0,0,0,1.0,2.0,11.0,13.0,20.0,26.0,Transit,1.0,11.0,20.0,2
1956.01,1.095,6072.0,1.11181,191.877,4.39908,9.464,9.818,9.402,11.214,9.38,9.432,8.989,10.4877,0,213.978422,-62.906643,1956.01,3.8492,0.3434032132266547,14.480410302565808,0.0455604659687723,0.88958,2186.0049830670414,2791179975.2075224,0.3,2.3,6638.400000000001,0.5,1,0,0,0,2.0,6.0,31.0,54.0,61.0,107.0,Transit,2.0,31.0,61.0,1
1961.01,1.372375,6593.0,1.52345,240.34,4.5,9.341,9.553,9.249,10.396,9.168,9.205,9.174,10.0032,0,211.593423,-40.523909,1961.01,5.02216,0.4480478752307951,22.39162030619025,0.0704519163220869,6.7018963,1364.9621148088509,11565094767.77912,0.3,2.3,6746.400000000001,0.5,1,0,0,0,8.0,53.0,102.0,445.0,203.0,885.0,Transit,8.0,102.0,203.0,1
1955.01,0.4108,3327.0,0.31097,22.4731,4.91379,9.038,9.589,8.756,12.911,8.588,8.411,8.311,11.1825,0,206.105083,-40.336403,1955.01,2.23088,0.1990261249930062,5.7016960870301405,0.0179395421199763,16.3152,301.182970251282,14000112978.289598,0.1,2.3,7171.2,0.5,1,0,0,0,2.0,112341.0,18.0,1027925.0,35.0,2826817.0,Transit,2.0,18.0,35.0,2
1964.01,1.363,6568.0,1.71404,405.208,4.10356,10.068,10.304,9.988,11.294,9.914,9.943,9.967,10.7892,0,201.642206,-39.629886,1964.01,6.88932,0.61462501947071,38.190816530355086,0.1201617468354855,0.6467049,3148.1859812875746,2427518306.622915,0.3,2.3,3571.2,0.5,1,0,0,0,4.0,4.0,58.0,35.0,116.0,69.0,Eclipse,4.0,35.0,69.0,1
1967.01,0.91974,5699.0,1.49908,186.789,4.09074,8.931,9.279,8.815,10.747,8.765,8.815,8.759,9.9666,0,174.845028,-65.176299,1967.01,5.09474,0.4545230402562524,22.966055633587903,0.0722592919860571,0.4262195,3134.4202988773627,1612514749.6161106,0.3,2.3,1620.0,0.5,1,0,0,0,4.0,3.0,53.0,29.0,106.0,58.0,Eclipse,3.0,29.0,58.0,1
1963.01,0.87502,5527.0,1.18915,158.09,4.27437,9.054,9.473,8.963,10.894,8.878,8.921,8.872,10.163,0,221.343502,-54.761146,1963.01,19.222,1.7148749258658311,750.3343306387537,2.360815820958546,12.6513671,881.712684955197,15203984765.046144,0.3,2.3,15397.2,0.5,1,0,0,0,1.0,1.0,13.0,2.0,25.0,4.0,Eclipse,1.0,2.0,4.0,2
1968.01,1.397875,6661.0,1.555,357.686,4.5,9.745,9.963,9.685,10.922,9.645,9.679,9.697,10.52,0,212.193247,-56.322341,1968.01,13.8556,1.2361159620656856,135.50807999937868,0.4263561002972008,3.97195,1653.585935640457,8210162543.190713,0.3,2.3,15469.2,0.5,1,0,0,0,1.0,1.0,6.0,3.0,12.0,7.0,Eclipse,1.0,3.0,7.0,2
1970.01,1.429375,6745.0,1.56996,421.946,4.20465,10.366,10.498,10.274,11.336,10.256,10.282,10.254,11.0048,0,190.720365,-53.688304,1970.01,17.4735,1.5588839359648634,549.3214408721418,1.728358540250586,2.5599662,1940.5518908933864,6171603389.540315,0.3,2.3,9741.6,0.5,1,0,0,0,3.0,1.0,40.0,2.0,79.0,3.0,Eclipse,1.0,2.0,3.0,3
1975.01,0.87814,5539.0,1.47972,205.367,4.08448,9.112,9.526,9.069,10.747,8.952,8.968,5.999,10.2081,0,168.076087,-60.93258,1975.01,4.18335,0.3732141307419012,16.598481851569005,0.052224664338254,2.8319354,1622.4357835450269,5611814096.695984,0.3,2.3,11556.0,0.5,1,0,0,0,5.0,17.0,59.0,128.0,117.0,257.0,Transit,5.0,59.0,117.0,1
1972.01,1.171875,6195.0,1.48357,202.033,4.171,8.907,9.177,8.809,10.336,8.755,8.787,8.783,9.7472,0,176.070255,-59.911853,1972.01,4.06445,0.3626065650002797,15.844812220635353,0.0498533544889905,4.7631,1456.084807998203,8738026488.359306,0.3,2.3,6616.8,0.5,1,0,0,0,9.0,58.0,117.0,479.0,231.0,945.0,Transit,9.0,117.0,231.0,1
1969.01,1.075,6040.0,1.3858,106.955,4.20389,7.729,8.022,7.631,9.18,7.525,7.599,7.829,8.5941,0,222.333572,-60.080256,1969.01,3.5729712,0.3187596879471829,12.729482987601587,0.0400514325449689,2.6855915,1684.899269155762,5794588292.545248,0.3,2.3,7376.82732,0.5,1,0,0,0,3.0,14.0,29.0,90.0,57.0,173.0,Transit,3.0,29.0,57.0,1
1981.01,2.98928,9748.0,2.14492,540.252,4.17144,9.811,9.803,9.783,10.228,9.733,9.758,9.801,10.001,0,155.59062,-63.65462,1981.01,4.99607,0.4457202773317294,22.18513067141752,0.069802227274512,2.47707,2930.771754521925,7721011143.991661,0.3,2.3,9399.6,0.5,1,0,0,0,7.0,38.0,92.0,323.0,183.0,642.0,Transit,7.0,92.0,183.0,1
1980.01,1.21375,6262.0,1.45459,343.388,4.19895,10.125,10.395,10.077,11.408,10.018,10.037,10.108,10.9805,0,218.270079,-43.298512,1980.01,15.0807,1.3454122513008449,274.2378591543556,0.8628487997427176,9.27898,1160.1029435966127,13790172565.41418,0.3,2.3,23450.4,0.5,1,0,0,0,1.0,1.0,17.0,7.0,33.0,14.0,Eclipse,1.0,7.0,14.0,2
1982.01,1.38775,6634.0,1.406,266.509,4.28605,9.592,9.798,9.54,10.551,9.49,9.505,9.452,10.1919,0,207.584824,-23.383379,1982.01,9.89011,0.8823380321014939,70.77673481094085,0.2226885116068373,17.1725007,962.438957471874,21736314102.01195,0.3,2.3,18057.6,0.5,1,0,0,0,1.0,11.0,14.0,71.0,28.0,145.0,Transit,1.0,14.0,28.0,2
198.01,0.5928,3782.0,0.447336,23.7262,4.78389,8.143,8.655,7.856,11.688,7.588443694789117,7.436473187305246,7.2266547371449725,9.92801,0,2.271509,-27.121745,198.01,1.4777754,0.1318385172989984,2.8581129057765424,0.0089926288729172,10.2150168,451.5386803292173,11578578628.48146,0.1,2.3,7085.90376,0.5,1,0,0,0,5.0,13999.0,44.0,62902.0,85.0,146083.0,Transit,5.0,44.0,85.0,1
1994.01,1.8704,7876.0,2.22276,515.603,4.01844,9.843,9.915,9.775,10.514,9.767,9.823,10.041,10.2396,0,147.174575,-51.756564,1994.01,13.2596,1.1829443120908634,116.60290915260322,0.3668737807357364,4.0337212,2215.452309576929,9140610653.41425,0.3,2.3,15192.0,0.5,1,0,0,0,1.0,1.0,10.0,8.0,21.0,15.0,Eclipse,1.0,8.0,15.0,2
1996.01,1.3225,6460.0,2.32076,422.884,3.82408,9.554,9.757,9.455,10.625,9.43,9.448,9.409,10.2372,0,178.547176,-46.896887,1996.01,20.0285,1.7868261602696809,843.0520290069393,2.6525383241847225,7.72433,1584.1496291446751,12557376067.04203,0.3,2.3,28908.0,0.5,1,0,0,0,5.0,1.0,47.0,1.0,92.0,3.0,Eclipse,1.0,1.0,3.0,3
1991.01,1.0725,6036.0,1.73314,268.254,4.00962,9.3,9.6,9.239,10.811,9.199,9.237,9.175,10.1405,0,169.958638,-51.866071,1991.01,14.9765,1.336116133973032,262.2587095325763,0.8251581799830552,6.65642,1391.941718886212,10604398483.08862,0.3,2.3,19267.2,0.5,1,0,0,0,1.0,1.0,12.0,3.0,24.0,5.0,Eclipse,1.0,3.0,5.0,2
199.01,0.7873333333333334,5180.0,0.878413,102.27,4.49515,8.952,9.329,8.814,10.701,8.761,8.824,8.764,10.0391,0,80.105873,-59.895433,199.01,10.0307,0.8948806533598164,72.43366882272966,0.2279018090258496,104.8723269,380.3236215628701,60120134439.577225,0.1,2.3,22626.0,0.5,1,0,0,0,1.0,1628.0,5.0,8305.0,10.0,20637.0,Transit,1.0,5.0,10.0,2
1998.01,1.05379375,6006.07,1.39974,218.438,4.1913,9.403,9.642,9.305,10.742,9.27,9.297,9.306,10.186,0,184.259218,-51.075153,1998.01,4.58274,0.4088453812174789,19.13008920143101,0.0601899918462213,1.10833,2269.167546494298,3190737374.3370214,0.3,2.3,8236.8,0.5,1,0,0,0,2.0,5.0,30.0,37.0,59.0,74.0,Transit,2.0,30.0,59.0,1
1997.01,1.3346875,6492.5,1.61196,254.439,4.14721,9.173,9.396,9.104,10.261,9.075,9.078,9.033,9.8916,0,181.632505,-31.645713,1997.01,4.94145,0.4408473989397414,21.752839991030918,0.0684420886858367,1.8359753,2138.807336680204,4833156758.345344,0.3,2.3,3909.6,0.5,1,0,0,0,7.0,17.0,95.0,144.0,188.0,287.0,Transit,7.0,95.0,188.0,1
2000.01,0.88022,5547.0,1.18093,175.713,4.28485,9.417,9.715,9.303,10.984,9.249,9.301,9.241,10.3579,0,146.397063,-66.686631,2000.01,7.99427,0.7132022252419852,49.18740731660852,0.1547608907700217,9.1270513,982.2672425976656,12253980903.374088,0.3,2.3,12445.2,0.5,1,0,0,0,1.0,7.0,13.0,50.0,25.0,102.0,Transit,1.0,13.0,25.0,2
2001.01,1.8012,7703.0,3.96115,500.027,3.5001,8.479,8.57,8.425,9.204,8.373,8.382,8.37,8.9578,0,128.181355,-58.575511,2001.01,24.4152818,2.1781892917890118,1347.369836495403,4.239299598584018,2.7434565,3309.8804899715324,6980917289.599351,0.3,2.3,6379.69284,0.5,1,0,0,0,10.0,1.0,115.0,1.0,231.0,2.0,Eclipse,1.0,1.0,2.0,3
2005.01,1.6388,7297.0,2.22759,328.475,3.95988,8.977,9.099,8.905,9.867,8.863,8.882,8.846,9.4916,0,164.031654,-43.376697,2005.01,12.2024,1.088627083310021,100.16013527947142,0.3151390284859126,17.30714,1292.7086890957405,23095036361.887783,0.3,2.3,14896.8,0.5,1,0,0,0,2.0,6.0,17.0,40.0,34.0,76.0,Transit,2.0,17.0,34.0,2
2008.01,0.89634,5609.0,1.94771,139.212,3.85553,7.651,8.024,7.58,9.293,7.517,7.556,7.526,8.64807,0,63.857632,-16.902144,2008.01,13.1361697,1.1719325793595088,114.5455745801935,0.3604006822658648,723.8345008,315.1930274615273,227567500585.106,0.1,2.3,26578.6056,0.5,1,0,0,0,8.0,109227.0,32.0,433050.0,59.0,1131069.0,Transit,8.0,32.0,59.0,1
2015.01,0.3692,3223.0,0.324155,47.3444,4.89993,10.519,11.118,10.263,16.11,10.098,9.926,9.771,12.8387,0,232.132653,27.361073,2015.01,5.37673,0.4796805462569238,25.19786905288888,0.0792813623013364,3.3491408,514.0469909898491,4701494822.324421,0.1,2.3,4345.2,0.5,1,1,0,1,1.0,38.0,6.0,292.0,12.0,505.0,Transit,1.0,6.0,12.0,2
2013.01,0.4207999999999999,3352.0,0.325635,15.8095,4.8984,8.1,8.694,7.869,12.675,7.624466071099068,7.442619715731276,7.194195468916721,10.2705,0,239.577568,35.408114,2013.01,1.0972867,0.0978935307624629,1.3808235260554929,0.0043445566771394,2.6162769,569.2677689935399,4165567493.353256,0.1,2.3,4085.6148,0.5,1,0,0,0,2.0,1252.0,19.0,7964.0,37.0,13524.0,Transit,2.0,19.0,37.0,2
2016.01,0.7866666666666667,5175.0,0.837198,115.834,4.53541,9.285,9.674,9.188,11.162,9.127,9.179,9.057,10.408,0,246.797267,42.687767,2016.01,3.07719,0.2745289758154758,9.70130000904775,0.0305237033813021,6.8161204,866.5261821701907,9715866653.29672,0.3,2.3,9745.2,0.5,1,0,0,0,5.0,185.0,57.0,1318.0,113.0,2461.0,Transit,5.0,57.0,113.0,1
2016.03,0.7866666666666667,5175.0,0.837198,115.834,4.53541,9.285,9.674,9.188,11.162,9.127,9.179,9.057,10.408,0,246.797267,42.687767,2016.03,3.23582,0.2886810208414927,10.592387777569304,0.0333273790441196,25.3369848,595.6556253868871,23314529957.15848,0.1,2.3,11570.4,0.5,1,0,0,0,8.0,2373.0,90.0,15669.0,179.0,27364.0,Transit,8.0,90.0,179.0,1
2016.02,0.7866666666666667,5175.0,0.837198,115.834,4.53541,9.285,9.674,9.188,11.162,9.127,9.179,9.057,10.408,0,246.797267,42.687767,2016.02,2.91282,0.2598648414088289,8.937512414916801,0.0281205588596577,2.459032,1217.230185786576,4923789717.840808,0.3,2.3,6681.6,0.5,1,0,0,0,4.0,43.0,49.0,353.0,99.0,708.0,Transit,4.0,49.0,99.0,1
2018.01,0.6586446,4218.89,0.622512,27.9956,4.66932,7.255,7.844,7.104,10.25,7.034486549460088,6.906046895170519,6.726808425757358,8.962,0,229.837442,29.207877,2018.01,2.4515,0.2187085569014714,6.704539931543389,0.0210948417209719,7.4355668,649.052391081725,9704047023.336235,0.1,2.3,8744.4,0.5,1,0,0,0,2.0,208.0,11.0,828.0,21.0,1395.0,Transit,2.0,11.0,21.0,2
2026.01,0.77,5050.0,0.769141,108.076,4.59137,9.329,9.806,9.253,11.384,9.199,9.259,9.096,10.5782,0,5.469534,66.168119,2026.01,2.5183227,0.2246700891410228,7.0052495616469725,0.022040980026624,7.1926106,798.9479909987507,9998796625.230366,0.3,2.3,9583.27956,0.5,1,0,0,0,8.0,507.0,91.0,3307.0,181.0,6806.0,Transit,8.0,91.0,181.0,1
2019.01,0.89088,5588.0,1.79774,198.007,3.92293,8.672,8.961,8.598,10.263,8.555,8.625,8.564,9.6087,0,234.431765,48.955206,2019.01,6.0861555,0.5429713589569463,30.928415407748798,0.0973116775153193,15.3474527,1024.6431843485816,17397642386.861076,0.3,2.3,25734.03876,0.5,1,0,0,0,5.0,36.0,35.0,180.0,67.0,333.0,Transit,5.0,35.0,67.0,1
2023.01,0.7577333333333334,4958.0,0.695992,36.9284,4.66667,7.187,7.676,7.105,9.366,6.99,7.11,7.09,8.5049,0,232.863345,33.902516,2023.01,1.6608182,0.1481685302050579,3.4582410674320947,0.0108808432338849,11.1900486,687.5424129874269,13353237501.582487,0.1,2.3,10706.94252,0.5,1,0,0,0,7.0,1422.0,37.0,5415.0,69.0,9110.0,Transit,7.0,37.0,69.0,1
