Star Name,Star Mass [Ms],Star Temperature [K],Star Radius [Rs],Star Distance [pc],Star log(g),Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star T Mag,Star Metallicity,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius [Rj],Planet Mass [Me],Planet Mass [Mj],Planet Period [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,FGS1_Flag,FGS2_Flag,FGS_Flag,Tier 1 Transits,Tier 1 Eclipses,Tier 2 Transits,Tier 2 Eclipses,Tier 3 Transits,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,Max Tier
4267.01,1.419625,6719.0,1.4792,963.819,4.25335,12.275,12.493,12.156,13.626,12.125,12.134,12.243,13.079,0,166.070243,-49.821498,4267.01,11.1279,0.9927664492530636,85.71476397887164,0.2696888075463415,1.2125595,2409.847632264149,3741562860.533439,0.3,2.3,4838.400000000001,0.5,1,1,0,1,8.0,10.0,121.0,85.0,240.0,169.0,Eclipse,10.0,85.0,169.0,1
4265.01,1.02375,5895.0,1.5284,538.114,4.09898,11.136,11.435,10.994,12.768,10.64,10.726,10.805,12.1162,0,128.701521,-56.331828,4265.01,8.61993,0.7690199677306552,56.218337375004666,0.1768826706754996,3.7353995,1559.764767407645,7103664957.816731,0.3,2.3,6609.6,0.5,1,0,0,0,8.0,20.0,124.0,152.0,247.0,303.0,Transit,8.0,124.0,247.0,1
4266.01,1.36525,6574.0,1.97,1039.14,4.5,12.156,12.559,12.074,14.084,11.995,12.054,11.766,13.453,0,145.77866,-58.510776,4266.01,16.3456,1.4582592648128463,419.6546188145143,1.3203810927753163,0.8118585,3130.6567583816163,2826511459.149153,0.3,2.3,3967.2,0.5,1,0,0,0,26.0,1.0,389.0,15.0,774.0,29.0,Eclipse,1.0,15.0,29.0,2
4274.01,2.4693846153846155,8878.0,1.7011,1321.29,4.32686,12.492,12.708,12.439,13.83,12.433,12.541,11.326,13.3992,0,173.718159,-63.445819,4274.01,20.4459,1.8240641580876185,891.0376053229724,2.803517831744061,0.4459299,4346.048103905579,2309761309.310918,0.3,2.3,4557.6,0.5,1,0,0,0,12.0,1.0,174.0,4.0,348.0,8.0,Eclipse,1.0,4.0,8.0,2
4272.01,1.241875,6307.0,1.38832,770.937,4.24651,11.966,12.215,11.933,13.395,11.915,11.919,12.193,12.8441,0,159.97958,-43.770389,4272.01,13.7961,1.2308077184859845,130.85498907813712,0.4117158389967827,2.7302636,1709.705205571568,6147362284.5861225,0.3,2.3,9522.0,0.5,1,1,0,1,3.0,4.0,44.0,29.0,87.0,59.0,Eclipse,4.0,29.0,59.0,1
4270.01,1.0215,5886.0,1.58092,683.062,4.06963,11.577,11.879,11.51,13.214,11.455,11.505,11.247,12.5695,0,168.563889,-37.910133,4270.01,11.6401,1.038461951127399,92.36523054869087,0.2906135154447785,3.4671474,1624.3495572301056,6754410550.591731,0.3,2.3,8658.0,0.5,1,0,0,0,5.0,8.0,72.0,60.0,144.0,119.0,Eclipse,8.0,60.0,119.0,1
4273.01,1.423,6728.0,2.22828,1370.72,3.89746,12.316,12.525,12.224,14.018,12.171,12.2,11.757,13.3012,0,149.751407,-48.198662,4273.01,23.898,2.1320404213058803,1287.9015439923007,4.0521914255284175,2.9346956,2205.043426706653,6749995263.105758,0.3,2.3,12409.2,0.5,1,1,0,1,39.0,1.0,577.0,9.0,1147.0,18.0,Eclipse,1.0,9.0,18.0,2
4280.01,1.043,5972.0,1.16259,709.048,4.34861,12.23,12.517,12.173,13.727,12.137,12.154,12.538,13.1296,0,304.700911,-58.687351,4280.01,13.7987,1.2310396753482906,131.05831742091414,0.4123555815073894,3.518972,1401.463814435,6869077838.531328,0.3,2.3,11556.0,0.5,1,1,0,1,2.0,5.0,36.0,36.0,71.0,71.0,Eclipse,5.0,36.0,71.0,1
4277.01,1.044,5976.0,1.27114,748.416,4.27108,12.147,12.433,12.041,13.799,11.959,11.99,12.045,13.2152,0,295.351296,-76.219867,4277.01,14.6729,1.309030709589884,227.35592810098169,0.7153417485144041,3.2738129,1501.8989021157934,6548309494.557925,0.3,2.3,11901.6,0.5,1,1,0,1,6.0,4.0,83.0,26.0,165.0,51.0,Eclipse,4.0,26.0,51.0,1
4279.01,1.0287000000000002,5914.8,2.77296,628.105,3.5856,10.12,10.462,9.94,11.99,9.635,9.689,9.683,11.2851,0,235.165334,-81.203316,4279.01,12.8941,1.15033653010127,110.51076009183168,0.3477057361734365,2.0976705,2553.011512403521,4842997235.53546,0.3,2.3,10857.6,0.5,1,0,0,0,3.0,1.0,41.0,10.0,81.0,20.0,Eclipse,1.0,10.0,20.0,2
4285.01,1.255,6328.0,1.22799,746.443,4.35658,12.075,12.346,12.04,13.478,11.967,11.978,12.066,12.9526,0,250.890747,-75.988414,4285.01,9.82528,0.8765542769540647,70.01267597329756,0.2202845136576619,1.1703152,2135.946822601913,3507057877.2434325,0.3,2.3,4748.4,0.5,1,1,0,1,6.0,10.0,95.0,80.0,188.0,159.0,Eclipse,10.0,80.0,159.0,1
4284.01,1.08375,6054.0,1.80569,1038.06,3.97786,12.146,12.415,12.087,13.719,12.035,12.064,12.089,13.0528,0,345.719245,-80.13947,4284.01,13.2886,1.1855315232473564,117.0862807607082,0.3683946378966303,3.5008785,1762.320670650415,6933526662.897644,0.3,2.3,16988.4,0.5,1,1,0,1,5.0,7.0,76.0,53.0,151.0,105.0,Eclipse,7.0,53.0,105.0,1
4283.01,1.46425,6838.0,1.39644,417.879,4.31828,10.525,10.713,10.487,11.987,10.447,10.452,10.441,11.227,0,276.828678,-77.131653,4283.01,17.061,1.522083087618195,501.8991834922575,1.5791514322768745,3.0131053,1750.2538761738842,6935446265.260955,0.3,2.3,7945.2,0.5,1,0,0,0,3.0,1.0,45.0,3.0,89.0,5.0,Eclipse,1.0,3.0,5.0,2
4291.01,1.068125,6029.0,1.27897,753.31,4.27356,12.199,12.547,12.156,14.084,12.097,12.123,12.22,13.3404,0,290.530405,-83.233448,4291.01,10.0438,0.8960493590891287,72.5880598573298,0.2283875775455812,12.1525595,977.8764427912164,15818998741.687458,0.3,2.3,18914.4,0.5,1,1,0,1,8.0,102.0,124.0,653.0,247.0,1397.0,Transit,8.0,124.0,247.0,1
4289.01,1.065625,6025.0,2.17628,610.604,3.81186,10.714,11.101,10.571,13.031,10.488,10.486,10.413,12.0021,0,121.188359,-82.065763,4289.01,18.7018,1.6684657105690146,690.5305529684123,2.1726520935211524,2.9757428,2038.3715985310444,6186687628.125379,0.3,2.3,15947.999999999998,0.5,1,0,0,0,8.0,1.0,107.0,2.0,211.0,5.0,Eclipse,1.0,2.0,5.0,2
4287.01,1.291875,6387.0,1.86491,939.295,4.00396,11.705,11.938,11.647,13.139,11.624,11.643,11.882,12.5483,0,234.853397,-85.473742,4287.01,14.6498,1.306969862082471,224.70028168770816,0.7069861504678764,4.2337624,1722.3248414090297,8344832295.414748,0.3,2.3,8686.8,0.5,1,0,0,0,16.0,8.0,242.0,60.0,481.0,120.0,Eclipse,8.0,60.0,120.0,1
4288.01,0.7681333333333333,5036.0,0.819265,372.21,4.5355,11.915,12.372,11.791,14.029,11.785,11.838,11.697,13.1853,0,100.198832,-56.546373,4288.01,8.06637,0.7196345674620935,49.919460703424335,0.1570641883092797,6.0597,870.9827739097018,8911950124.183537,0.3,2.3,4471.2,0.5,1,1,0,1,9.0,140.0,131.0,1062.0,264.0,2185.0,Transit,9.0,131.0,264.0,1
4295.01,0.79442,5217.0,1.13525,575.978,4.27727,12.233,12.616,12.13,14.493,12.049,12.091,12.147,13.4783,0,4.632474,-84.360009,4295.01,10.0728,0.8986365702456219,72.92984153697898,0.2294629429709412,11.3929129,855.7523323332307,13728814445.837397,0.3,2.3,16056.0,0.5,1,1,0,1,7.0,97.0,99.0,697.0,198.0,1464.0,Transit,7.0,99.0,198.0,1
4292.01,1.0195,5878.0,1.12794,641.969,4.3588,12.071,12.398,11.996,13.624,11.945,11.994,12.13,13.0566,0,266.633808,-70.409811,4292.01,9.82252,0.876308045823309,69.98069293339178,0.2201838837603897,1.7201092,1731.373727206793,4230186840.795149,0.3,2.3,9439.2,0.5,1,1,0,1,3.0,7.0,48.0,49.0,95.0,98.0,Transit,3.0,48.0,95.0,1
4293.01,0.924,5705.0,1.06443,472.755,4.39244,11.697,11.939,11.576,13.2,11.366,11.417,11.286,12.6211,0,302.978454,-49.001569,4293.01,14.9916,1.3374632680579643,263.9946515603005,0.8306200644203958,1.6242109,1691.438402086553,3940143734.4302554,0.3,2.3,8182.8,0.5,1,0,0,0,2.0,1.0,29.0,4.0,57.0,8.0,Eclipse,1.0,4.0,8.0,2
4301.01,0.91636,5686.0,0.984251,143.833,4.45618,9.27,9.574,9.174,10.714,9.119,9.171,9.098,10.1737,0,166.25097,-46.034539,4301.01,3.43752,0.3066755205057908,11.870900515662813,0.0373500299826935,6.5446289,1020.1292775088576,9949590022.31926,0.3,2.3,8301.6,0.5,1,0,0,0,6.0,118.0,71.0,849.0,142.0,1737.0,Transit,6.0,71.0,142.0,1
4297.01,0.7673333333333334,5030.0,0.821739,132.887,4.53132,9.664,10.117,9.607,11.984,9.509,9.6,9.483,10.8724,0,14.351872,-21.550474,4297.01,2.9241556,0.2608761376428132,8.999911398459906,0.0283168880179343,16.5272651,664.137745480132,17390890121.14326,0.1,2.3,12940.45524,0.5,1,0,0,0,10.0,1532.0,114.0,9805.0,227.0,19382.0,Transit,10.0,114.0,227.0,1
4299.01,1.43425,6758.0,1.44712,284.376,4.27843,9.643,9.847,9.598,10.71,9.435,9.465,9.459,10.2696,0,182.100526,-55.047088,4299.01,3.55715,0.3173482125972137,12.629197386550892,0.0397358987570197,6.6019866,1360.4300754369383,11619421492.42092,0.3,2.3,20714.4,0.5,1,0,0,0,10.0,107.0,105.0,807.0,208.0,1580.0,Transit,10.0,105.0,208.0,1
4307.02,1.099475,6079.16,1.09843,36.0469,4.41343,5.904,6.146,5.8,7.17,5.75547583252742,5.686724154995964,5.58593229385956,6.6418,0,81.327498,-75.693734,4307.02,0.5879367,0.0524522892948861,0.1515539978103943,0.0004768422037356,4.6544193,1252.2138187741118,8423616439.956589,0.3,2.3,10376.65476,0.5,1,0,0,0,10.0,14453.0,30.0,34167.0,52.0,60946.0,Transit,10.0,30.0,52.0,1
431.02,0.7488,4891.0,0.726632,32.5686,4.61853,6.846,7.305,6.723,9.12,6.651,6.709,6.67,8.1705,0,83.26925,-26.72387,431.02,1.4741529,0.1315153389398813,2.844746318644069,0.0089505728865575,0.4900589,1850.0322955934305,1652522037.8672657,0.3,2.3,3644.39808,0.5,1,0,0,0,2.0,14.0,17.0,86.0,33.0,165.0,Transit,2.0,17.0,33.0,2
431.01,0.7488,4891.0,0.726632,32.5686,4.61853,6.846,7.305,6.723,9.12,6.651,6.709,6.67,8.1705,0,83.26925,-26.72387,431.01,3.2809492,0.2927071853147205,10.878447554763005,0.0342274237577393,12.4610086,669.9315877638976,14289505606.167336,0.1,2.3,11950.47972,0.5,1,0,0,0,1.0,112.0,5.0,357.0,10.0,578.0,Transit,1.0,5.0,10.0,2
4311.01,0.7845333333333334,5159.0,0.850729,134.988,4.519,9.557,9.977,9.488,11.388,9.43,9.487,9.39,10.7236,0,41.685522,-31.17932,4311.01,2.7293235,0.243494352030297,7.941496000852784,0.0249867407571927,15.0700779,712.10109156006,16474310957.176046,0.1,2.3,13923.23076,0.5,1,0,0,0,10.0,1274.0,114.0,7888.0,229.0,15575.0,Transit,10.0,114.0,229.0,1
4318.01,0.91558,5683.0,0.846842,120.871,4.58721,9.271,9.649,9.173,11.073,9.108,9.153,9.119,10.3687,0,59.771874,6.924473,4318.01,1.7532446,0.1564142754890057,3.751163430320843,0.0118024800568084,1.1343824,1696.463139761946,3092180803.665519,0.3,2.3,5200.2,0.5,1,0,0,0,9.0,109.0,121.0,861.0,242.0,1779.0,Transit,9.0,121.0,242.0,1
432.01,1.4083750000000002,6689.0,1.31913,746.646,4.34978,11.892,12.092,11.828,13.089,11.778,11.777,11.549,12.6038,0,57.865664,-10.614078,432.01,18.1799,1.6219048311699211,630.531338116142,1.983873451941808,2.24704,1846.9272780381723,5629974556.617707,0.3,2.3,9766.8,0.5,1,0,0,0,9.0,1.0,127.0,6.0,252.0,13.0,Eclipse,1.0,6.0,13.0,2
4330.01,0.7481333333333333,4886.0,8.70538,290.313,4.5,6.24,6.71,6.095,8.43,6.053,6.057,6.039,7.6581,0,220.350188,-33.950483,4330.01,17.7728,1.5855857393834276,583.7298811965036,1.8366196006542983,3.3513304,3370.646437617844,5952018785.225324,0.3,2.3,9860.4,0.5,1,0,0,0,111.0,1.0,404.0,2.0,724.0,3.0,Eclipse,1.0,2.0,3.0,3
4324.01,0.4715999999999999,3479.0,0.395397,17.038,4.8309,7.723,8.298,7.495,11.967,7.293738387019022,7.121570384876335,6.885628221515649,9.75311,0,145.646473,-19.235699,4324.01,1.3119877,0.1170479039524702,2.246376332265912,0.0070678903636536,6.250999,477.83714680562986,7733047524.082595,0.1,2.3,4295.64852,0.5,1,0,0,0,4.0,6514.0,38.0,30569.0,75.0,70216.0,Transit,4.0,38.0,75.0,1
4327.01,0.5488,3672.0,0.565454,84.4016,4.68064,10.115,10.809,9.888,14.037,9.805,9.803,9.651,12.1285,0,73.206864,-76.339681,4327.01,3.44971,0.307763041333296,11.9481690842169,0.0375931440875086,0.8303285,1082.3899906843958,2117537571.93348,0.3,2.3,2394.0,0.5,1,1,0,1,3.0,17.0,52.0,144.0,105.0,292.0,Transit,3.0,52.0,105.0,1
4331.01,1.048,5992.0,2.25131,346.327,3.77459,9.223,9.564,9.145,10.863,9.106,9.154,9.099,10.1952,0,231.248546,-40.216633,4331.01,6.62177,0.5907557661976165,35.77156689923554,0.1125499362454875,2.9034242,2084.6214254660576,6052301434.035866,0.3,2.3,7754.4,0.5,1,0,0,0,7.0,10.0,93.0,80.0,185.0,160.0,Eclipse,10.0,80.0,160.0,1
4332.01,1.447375,6793.0,1.68004,269.304,4.15178,9.179,9.354,9.122,10.071,9.1,9.1,9.09,9.783,0,209.699173,-40.619073,4332.01,4.10411,0.3661447992922285,16.09620446254308,0.0506443229382907,5.4468433,1568.595894704105,10252192148.938265,0.3,2.3,12600.0,0.5,1,0,0,0,10.0,59.0,108.0,436.0,213.0,862.0,Transit,10.0,108.0,213.0,1
4336.01,0.426,3365.0,0.326568,22.5455,4.89744,8.867,9.453,8.632,13.6,8.479,8.333,8.218,11.0196,0,206.107013,-40.337351,4336.01,2.111239,0.1883524515456274,5.144910163387085,0.0161876976904344,16.33603,310.1527802630735,14182757435.49408,0.1,2.3,7148.68272,0.5,1,0,0,0,2.0,111302.0,20.0,936715.0,40.0,2545184.0,Transit,2.0,20.0,40.0,2
4340.01,1.30225,6406.0,1.43827,231.084,4.23298,9.313,9.531,9.236,10.58,9.192,9.224,9.173,10.0116,0,175.66163,-40.060512,4340.01,3.45609,0.3083322277877245,11.988609893681634,0.0377203851038106,2.6680587,1767.0997992565358,6150184857.146794,0.3,2.3,10720.8,0.5,1,0,0,0,8.0,40.0,89.0,294.0,175.0,592.0,Transit,8.0,89.0,175.0,1
4341.01,0.2408142857142857,2891.0,0.133376,23.7607,5.22041,11.417,11.943,11.119,16.9,10.747096712069013,10.522048599123032,10.218146808859029,13.7827,0,291.534894,-43.187188,4341.01,1.2834433,0.1145013387753874,2.14105094655324,0.0067364996398314,18.4043334,179.9785581440458,12696984937.354086,0.1,2.3,28365.5916,0.5,1,1,0,1,1.0,160410002.0,18.0,2365153193.0,36.0,4852729570.0,Transit,1.0,18.0,36.0,2
4342.01,0.6116199999999999,3883.0,0.598175,61.5204,4.65275,9.179,9.832,9.018,12.669,8.921,8.918,8.832,11.0318,0,324.38942,-77.979147,4342.01,2.2721409,0.2027071822622111,5.89371628342472,0.0185437052231173,5.538329,654.0273254601511,7779282106.543842,0.1,2.3,8014.99968,0.5,1,0,0,0,5.0,614.0,64.0,3964.0,129.0,7170.0,Transit,5.0,64.0,129.0,1
4342.02,0.6116199999999999,3883.0,0.598175,61.5204,4.65275,9.179,9.832,9.018,12.669,8.921,8.918,8.832,11.0318,0,324.38942,-77.979147,4342.02,2.4642245,0.2198437627070161,6.761816041396244,0.0212750525160564,10.6886084,525.3092989265365,12058717774.438578,0.1,2.3,9602.0082,0.5,1,0,0,0,6.0,2697.0,67.0,19100.0,135.0,32357.0,Transit,6.0,67.0,135.0,1
435.01,0.6336,4040.0,0.672832,165.285,4.58297,11.101,11.746,10.945,14.338,10.875,10.902,10.786,12.9383,0,59.410574,-25.189938,435.01,5.2933196,0.4722391560001119,24.537716387796987,0.0772042897320057,3.352907,796.4523055093373,5633079172.975756,0.3,2.3,8606.42316,0.5,1,1,0,1,3.0,46.0,40.0,382.0,82.0,751.0,Transit,3.0,40.0,82.0,1
4365.01,1.244375,6311.0,1.41267,253.221,4.23141,9.509,9.775,9.468,10.929,8.914,8.71,7.727,10.3593,0,231.955685,-56.319054,4365.01,4.57722,0.4083529189559671,19.09509966095368,0.0600799024402673,3.3784254,1606.904267120295,7090112217.107519,0.3,2.3,7534.8,0.5,1,0,0,0,6.0,30.0,84.0,231.0,167.0,479.0,Transit,6.0,84.0,167.0,1
4367.01,0.83004,5354.0,0.913016,87.7559,4.48559,8.414,8.785,8.311,10.157,8.204,8.246,8.215,9.462,0,202.167147,-61.83472,4367.01,1.5872395,0.1416042669802215,3.2250517766852687,0.0101471476739275,2.5110467,1294.3475744917112,5083107890.224016,0.3,2.3,10702.8,0.5,1,0,0,0,10.0,200.0,91.0,1339.0,180.0,2549.0,Transit,10.0,91.0,180.0,1
4364.01,0.48,3500.0,0.465777,43.9662,4.76752,9.307,9.952,9.075,13.564,8.949,8.857,8.764,11.3993,0,80.066927,-4.239248,4364.01,2.093707,0.1867883485802607,5.063319648318589,0.0159309852211411,5.4240691,545.4178628793712,7076584262.423116,0.1,2.3,6075.01332,0.5,1,0,0,0,5.0,1361.0,57.0,10010.0,113.0,17182.0,Transit,5.0,57.0,113.0,1
4373.01,1.8496,7824.0,1.62589,302.514,4.2854,9.356,9.473,9.331,10.158,9.286,9.318,9.279,9.8459,0,203.175914,-65.241367,4373.01,5.82885,0.5200160603284284,28.776178507601287,0.090539982929529,5.9423119,1657.3380119526803,11790241346.580584,0.3,2.3,6861.599999999999,0.5,1,0,0,0,5.0,30.0,63.0,235.0,126.0,485.0,Transit,5.0,63.0,126.0,1
4372.01,0.8669600000000001,5496.0,1.02575,150.664,4.5,9.346,9.723,9.255,10.941,9.193,9.235,9.195,10.4286,0,218.855499,-76.214095,4372.01,2.81928,0.2515197472164717,8.422603550752415,0.0265004743943285,3.2752127,1279.644282056678,6156763723.471687,0.3,2.3,8902.8,0.5,1,0,0,0,7.0,81.0,86.0,650.0,173.0,1302.0,Transit,7.0,86.0,173.0,1
4377.01,0.7517333333333334,4913.0,3.41348,455.82,4.5,9.339,9.809,9.148,11.707,9.083,9.165,9.072,10.7934,0,164.932471,-82.22135,4377.01,13.942648,1.2438818778156997,143.40393223146611,0.4511992296973899,4.3771602,1940.016618790184,7123214536.392368,0.3,2.3,30285.20988,0.5,1,0,0,0,3.0,1.0,27.0,4.0,53.0,8.0,Eclipse,1.0,4.0,8.0,2
4379.01,1.28,6368.0,2.06072,645.158,3.91383,10.837,11.135,10.732,12.661,10.687,10.716,10.91,11.8994,0,252.047881,-32.433753,4379.01,16.6046173,1.4813672802709394,449.4320371574056,1.4140713285284294,3.2532293,1973.8195575866655,6979209483.536124,0.3,2.3,18531.36648,0.5,1,0,0,0,6.0,1.0,80.0,4.0,159.0,8.0,Eclipse,1.0,4.0,8.0,2
4384.01,1.7584,7596.0,1.61326,283.585,4.27063,9.26,9.361,9.216,9.916,9.171,9.186,9.102,9.657,0,223.193604,-68.666543,4384.01,6.03394,0.5383129960555028,30.4562706530722,0.0958261439856537,14.3172763,1205.6803357858626,20835597375.46811,0.3,2.3,19324.800000000003,0.5,1,0,0,0,4.0,43.0,35.0,301.0,71.0,578.0,Transit,4.0,35.0,71.0,1
438.01,0.792795,5210.75,0.796856,72.4646,4.5847,8.305,8.688,8.207,10.236,8.107,8.139,8.185,9.4464,0,56.504694,9.990299,438.01,2.53963,0.226571002391876,7.099793675954073,0.0223384490770468,5.8123478,896.4944372585709,8759537121.3043,0.3,2.3,6904.8,0.5,1,0,0,0,4.0,170.0,46.0,998.0,90.0,2073.0,Transit,4.0,46.0,90.0,1
4381.01,0.83602,5377.0,0.841058,289.745,4.5569,11.132,11.549,10.999,13.078,10.951,10.969,11.036,12.2907,0,263.167427,-64.352997,4381.01,16.7115651,1.490908540316539,461.7270822430114,1.452755866570007,1.4974223,1480.483550142708,3609897584.126354,0.3,2.3,8005.83336,0.5,1,0,0,0,1.0,1.0,14.0,1.0,28.0,2.0,Eclipse,1.0,1.0,2.0,3
4382.01,1.209375,6255.0,1.45476,164.406,4.19885,8.498,8.765,8.451,9.85,8.4,8.431,8.352,9.3397,0,266.167558,-44.24599,4382.01,3.7848,0.337657820175684,14.072198996997034,0.0442760895659753,10.6895417,1106.1429354018371,15136292566.12386,0.3,2.3,13138.803,0.5,1,0,0,0,9.0,128.0,80.0,763.0,156.0,1499.0,Transit,9.0,80.0,156.0,1
4386.01,1.9708,8127.0,1.75076,351.087,4.24828,9.414,9.547,9.394,9.911,9.339,9.364,9.327,9.7688,0,246.621368,-63.457879,4386.01,5.8853272,0.5250546272914451,29.223168020862552,0.0919463692184403,2.0131673,2535.5838261722097,5852308662.61214,0.3,2.3,4821.891839999999,0.5,1,0,0,0,4.0,13.0,55.0,112.0,110.0,224.0,Transit,4.0,55.0,110.0,1
4387.01,1.54075,7042.0,2.42923,631.098,3.85746,10.225,10.405,10.181,10.879,10.053,10.074,10.083,10.8267,0,266.746645,-47.208394,4387.01,16.4534086,1.4678773204227045,432.048624092005,1.3593769944012424,3.5620305,2229.344669254825,7886826289.524711,0.3,2.3,22118.78592,0.5,1,0,0,0,5.0,1.0,61.0,3.0,120.0,6.0,Eclipse,1.0,3.0,6.0,2
4388.01,0.7965130000000001,5225.05,1.04312,284.225,4.35079,10.65,11.111,10.545,12.967,10.453,10.511,10.407,12.0996,0,302.582047,-78.726156,4388.01,5.7006805,0.5085815237655962,27.76177937981273,0.0873483263414437,4.4751215,1121.3089412310596,7369883750.180842,0.3,2.3,10379.10564,0.5,1,0,0,0,5.0,33.0,64.0,278.0,129.0,564.0,Transit,5.0,64.0,129.0,1
4385.01,1.465,6840.0,2.76397,612.688,3.72526,9.913,10.103,9.891,10.923,9.844,9.873,9.927,10.6163,0,268.198087,-45.082806,4385.01,14.0521119,1.2536476096540872,155.9882358426319,0.4907938768404771,9.2169868,1696.6344912238835,14617226592.296236,0.3,2.3,26935.81704,0.5,1,0,0,0,3.0,2.0,36.0,15.0,71.0,30.0,Eclipse,2.0,15.0,30.0,2
4394.01,2.98892,9747.0,4.42729,1337.35,3.54199,10.14,10.168,10.072,10.426,10.065,10.08,10.029,10.3355,0,239.561368,-65.084504,4394.01,15.4738,1.380482344597997,319.4298333992828,1.0050386522141497,1.488954,4988.790454788089,5499021423.47018,0.3,2.3,6537.6,0.5,1,0,0,0,20.0,2.0,281.0,26.0,564.0,52.0,Eclipse,2.0,26.0,52.0,1
4395.01,2.9018,9505.0,3.13459,483.206,3.82952,8.805,8.828,8.757,9.209,8.667,8.687,8.678,9.087,0,262.519987,-42.456376,4395.01,7.61924,0.6797442321378615,45.37961284146928,0.1427802295197034,3.7589382,3021.1872174621594,10095451420.357624,0.3,2.3,9900.0,0.5,1,0,0,0,5.0,11.0,49.0,82.0,97.0,161.0,Transit,5.0,49.0,97.0,1
4392.01,1.53625,7030.0,2.42506,307.139,3.85896,8.602,8.767,8.545,9.749,8.467,8.49,8.562,9.2752,0,241.778637,-55.768002,4392.01,6.3435,0.5659301369383988,33.25538452266429,0.1046331411310089,3.9693722,2145.855294256284,8468925423.674032,0.3,2.3,7218.0,0.5,1,0,0,0,7.0,13.0,83.0,102.0,163.0,202.0,Transit,7.0,83.0,163.0,1
4400.01,0.91272,5672.0,1.63563,534.436,4.01502,11.04,11.329,10.937,12.649,10.906,10.942,10.707,11.943,0,317.159425,-55.56516,4400.01,19.861219,1.7719023233914282,823.8208953420556,2.5920304109024173,7.0673086,1279.4969736073997,10458635325.630432,0.3,2.3,13571.63424,0.5,1,0,0,0,11.0,1.0,150.0,7.0,298.0,14.0,Eclipse,1.0,7.0,14.0,2
4396.01,1.0055,5822.0,1.44612,205.112,4.13885,9.117,9.441,9.035,10.55,9.0,9.037,8.98,10.0288,0,256.820009,-66.127056,4396.01,4.85036,0.432720879483019,21.03190703467032,0.0661737799336867,7.4398907,1194.5104582837837,11178019321.172785,0.3,2.3,10404.0,0.5,1,0,0,0,6.0,46.0,71.0,366.0,142.0,701.0,Transit,6.0,71.0,142.0,1
4399.01,1.0463575,5985.43,1.08958,58.5146,4.40494,6.966,7.201,6.881,8.31,6.841,6.823,6.836,7.7582,0,287.741144,-60.272636,4399.01,3.004038,0.2680027802803111,9.366036208571998,0.0294688454972385,7.7121208,1046.2972433592192,11602076026.40146,0.3,2.3,8763.65316,0.5,1,0,0,0,4.0,72.0,20.0,272.0,38.0,533.0,Transit,4.0,20.0,38.0,2
4406.01,1.026625,5906.5,1.41293,261.834,4.16721,9.769,10.034,9.73,10.937,9.693,9.721,9.681,10.5663,0,18.048516,-56.925387,4406.01,12.0155026,1.0719531854341744,97.56177580678953,0.3069636753117842,30.0817797,749.2996046059903,28567095742.22108,0.3,2.3,14163.3216,0.5,1,0,0,0,2.0,27.0,19.0,169.0,38.0,356.0,Transit,2.0,19.0,38.0,2
4412.01,1.468375,6849.0,2.04921,389.597,3.98516,9.603,9.744,9.529,10.825,9.439,9.453,9.61,10.2956,0,249.808328,-52.099838,4412.01,6.17442,0.5508458037542662,31.726523645707864,0.0998228068586977,2.0341258,2419.6715592350192,5342247364.772708,0.3,2.3,13168.8,0.5,1,0,0,0,4.0,6.0,45.0,47.0,90.0,94.0,Transit,4.0,45.0,90.0,1
4409.01,0.7549333333333333,4937.0,0.732008,179.419,4.61752,10.546,11.04,10.476,12.691,10.418,10.48,10.416,11.8911,0,81.818658,-54.946098,4409.01,7.7549125,0.691848142676803,46.75713729532185,0.1471144061548627,92.492276,347.4737670543052,54521312936.90562,0.1,2.3,24831.08172,0.5,1,0,0,0,2.0,23045.0,26.0,174836.0,52.0,440184.0,Transit,2.0,26.0,52.0,1
4416.01,1.19875,6238.0,1.95996,236.604,3.93636,8.733,8.958,8.658,10.141,8.609,8.628,8.646,9.5378,0,251.780014,-39.947307,4416.01,15.2895,1.3640401716275947,298.24214361719146,0.9383747249425014,9.3305377,1341.7762503081497,13783952953.373863,0.3,2.3,18835.2,0.5,1,0,0,0,2.0,1.0,15.0,3.0,29.0,6.0,Eclipse,1.0,3.0,6.0,2
4417.01,0.7428,4846.0,0.763766,56.8503,4.56977,8.045,8.532,7.957,10.259,7.841,7.916,7.936,9.3456,0,244.467204,-54.166478,4417.01,2.88855,0.2576996133133777,8.803913546697112,0.0277002098114052,5.2574854,853.2186690426386,8016826339.173759,0.3,2.3,7379.999999999999,0.5,1,0,0,0,2.0,75.0,21.0,401.0,42.0,782.0,Transit,2.0,21.0,42.0,1
