TIC ID,Star Name,Star Temperature [K],Star Temperature Error Upper [K],Star Temperature Error Lower [K],Star Radius [Rs],Star Radius Error Upper [Rs],Star Radius Error Lower [Rs],Star Mass [Ms],Star Mass Error Upper [Ms],Star Mass Error Lower [Ms],Star log(g),Star log(g) Error Upper,Star log(g) Error Lower,Star Distance [pc],Star Distance Error Upper [pc],Star Distance Error Lower [pc],Star Metallicity [Fe/H],Star Metallicity Error Upper [Fe/H],Star Metallicity Error Lower [Fe/H],Star TESS Mag,Star V Mag,Star T Mag,Star J Mag,Star H Mag,Star Ks Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star RA,Star Dec,TFOPWG Disposition,Comments,TFOP Master,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Imaging Observations,Spectroscopy Observations,Time Series Observations,TESS SNR,Planet Number,Planet Name,Rp/Rs,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rjup],Planet Radius Error Upper [Rjup],Planet Radius Error Lower [Rjup],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mjup],Planet Mass Error Upper [Mjup],Planet Mass Error Lower [Mjup],Mass Flag,Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Period [days],Planet Period Error Upper [days],Planet Period Error Lower [days],Planet Semi-major Axis [au],Planet Semi-major Axis [m],a/Rs,Eccentricity,Inclination,Periastron,Impact Parameter,Planet Insolation Flux [W/m2],Planet Insolation Flux [Earth],Planet Temperature [K],Transit Mid Time,Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],Transit Duration [hr],Transit Duration Error Upper [hr],Transit Duration Error Lower [days],Transit Duration T14 [s],Eclipse Duration E14 [s],Eclipse Mid Time,Available Transits,Available Eclipses,Planet Albedo,Heat Redistribution Factor,Mean Molecular Weight,In PLATO FOV,Assumed Parameters,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
265612438,TOI-145,5507.0,64.5,64.5,1.585,0.08,0.08,0.97,0.117664,0.117664,4.02478,2.0,2.0,438.421,8.695,8.695,,,,11.6789,12.342,11.6789,11.041,10.709,10.61,10.563,10.64,10.665,333.174716,-55.978803,PC,Some confusion about whether source is this star or the close pair of equal brightness stars to the NE (260985864)- but difference image seems to indicate source is more likely to be this star.,3.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,10.0,22.0,1.0,TOI-145b,0.0581033561853358,10.045259601377982,0.524885,0.524885,0.896179576225996,0.0468271837198567,0.0468271837198567,191.42,347.08000000000004,-123.39,0.6022746740951859,1.0920358054798722,-0.3882283566848029,True,72.4,131.4,46.69999999999999,5.13002,3e-05,3e-05,0.0576355060020039,8622148974.616854,7.819234762633242,0.0,90,0.0,0.0,852299.7947568445,626.1504767020411,1392.572941780225,2459060.6424,0.00377,0.00377,0.3376,0.000201525,0.000201525,4.78,0.69,0.69,17208.0,17208.0,2459063.20741,95.0,93.0,0.2,0.8,2.3,False,,15.0,206.0,412.0,4.0,31.0,66.0,Eclipse,4.0,31.0,66.0,yellow,green,green,1
260985861,TOI-149,5095.6,1212.6,1212.6,0.83413929916,,,0.77608,,,,,,380.81,9.2885,9.2885,,,,10.8727,10.727,10.8727,9.665,9.419,9.346,9.255,9.269,9.224,76.635176,-80.768009,PC,multiple stars in pixel; no stellar radius,3.0,5.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,117.076,1.0,TOI-149b,0.0952579591595138,8.667034689570778,,,0.7732223738817123,,,94.95,171.24,-61.09,0.2987461096298083,0.538781293449272,-0.1922106354637702,True,48.1,86.70000000000002,30.9,3.3399431764227,1.3291042e-06,1.3291042e-06,0.0401897943582364,6012307659.863039,10.36049749185826,0.0,90,0.0,0.0,355787.8760275531,261.3830832178199,1119.4121751468608,2458597.939863,0.0002238981,0.0002238981,0.90740787832356,0.007709109,0.007709109,4.2534704091359,0.029700065,0.029700065,15312.49347288924,15312.49347288924,2458599.609834588,372.0,373.0,0.2,0.8,2.3,False,"Star Radius, Star Mass, ",4.0,58.0,116.0,8.0,51.0,108.0,Eclipse,8.0,51.0,108.0,orange,orange,orange,1
129637892,TOI-155,6540.0,151.8,151.8,1.79013,0.08,0.08,1.35,0.213853,0.213853,4.06263,0.36,0.36,187.131,1.351,1.351,,,,9.0284,9.557,9.0284,8.534,8.337,8.281,8.242,8.286,8.273,321.11498,-37.850181,PC,,3.0,3.0,3.0,4.0,4.0,4.0,4.0,11.0,6.0,26.0,1.0,TOI-155b,0.0311929479209644,6.090762569765863,0.246683,0.246683,0.5433823748982215,0.02200762102473,0.02200762102473,32.23,46.71,-19.099999999999994,0.1014069206252629,0.1469660956377919,-0.0600953206311673,True,9.6,13.9,5.700000000000001,5.4499753,7.9e-06,7.9e-06,0.066986256424391,10021001327.253092,8.046454234740981,0.0,90,0.0,0.0,1601408.6682410843,1176.4907221408002,1630.2735321226037,2460168.813769,0.0018141,0.0018141,0.0973,0.00239056,0.00239056,4.319,0.361,0.361,15548.4,15548.4,2460171.53875665,70.0,69.0,0.2,0.8,2.3,False,,2.0,18.0,35.0,6.0,34.0,65.0,Transit,2.0,18.0,35.0,green,green,green,2
348770361,TOI-161,5388.0,,,0.9849,,,0.925196849756466,,,,,,333.651,,,,,,11.4964,12.492,11.4964,10.837,10.56,10.517,10.481,10.504,10.381,46.686553,-82.316371,PC,,3.0,4.0,3.0,3.0,4.0,4.0,5.0,0.0,9.0,45.0,1.0,TOI-161b,0.0568691226522424,6.109411033828985,,,0.5450460822870341,,,32.39,47.150000000000006,-19.21,0.1019103369237439,0.1483504904586146,-0.060441419336373,True,15.5,22.700000000000003,9.2,2.7684331,5.5e-06,5.5e-06,0.0375996388572944,5624825912.140234,8.209088634295986,0.0,90,0.0,0.0,708529.3208604659,520.5280756177154,1329.7350515251876,2459388.787312,0.0011539,0.0011539,0.32340971112358,0.0054286329999999,0.0054286329999999,4.223,0.117,0.117,15202.8,15202.8,2459390.17152855,450.0,450.0,0.2,0.8,2.3,False,"Star Mass, ",2.0,34.0,69.0,11.0,78.0,163.0,Transit,2.0,34.0,69.0,orange,green,green,1
147203645,TOI-166,5399.0,152.9,152.9,1.00217,0.0537965,0.0537965,0.94,0.118538,0.118538,4.40931,0.36,0.36,172.157,0.9805,0.9805,,,,10.7258,11.328,10.7258,10.062,9.697,9.609,9.576,9.638,9.562,323.196086,-44.018036,PC,,3.0,4.0,3.0,3.0,4.0,4.0,4.0,0.0,12.0,39.23764,1.0,TOI-166b,0.072636319635283,7.940098833554486,1.1914712,1.1914712,0.7083693891665342,0.1062961234924187,0.1062961234924187,62.57,110.15,-39.8,0.1968672362247193,0.3465706579855017,-0.1252248042471445,True,24.3,42.7,15.400000000000002,5.0611314751549,3.9168817e-06,3.9168817e-06,0.0565159482102204,8454665512.84046,12.12643181636722,0.0,90,0.0,0.0,327360.93270752585,240.4989480572628,1096.3060607556909,2459065.316593,0.0005116646,0.0005116646,0.5276034930159,0.0262575319999999,0.0262575319999999,1.5562414194691,0.055441506,0.055441506,5602.46911008876,5602.46911008876,2459067.847158738,78.0,81.0,0.2,0.8,2.3,False,,2.0,26.0,53.0,6.0,48.0,94.0,Transit,2.0,26.0,53.0,green,green,green,1
149990841,TOI-167,5766.0,158.9,158.9,1.03269205918,,,0.9728,,,,,,310.951,158.505,158.505,,,,11.6349,12.319,11.6349,10.987,10.649,10.541,10.534,10.579,10.544,90.662482,-64.819484,PC,no stellar radius; Gaia DR2 Teff + plx indicate sun-like star,3.0,3.0,5.0,3.0,4.0,4.0,9.0,1.0,5.0,88.0,1.0,TOI-167b,0.0768765243751302,8.659548665554347,,,0.7725545144040198,,,94.71,170.76000000000005,-60.89999999999999,0.2979909851820868,0.5372710445538291,-0.1916128286093241,True,37.5,67.6,24.1,4.4531846,2.7e-06,2.7e-06,0.052492633344841,7852786175.824039,10.930271037358091,0.0,90,0.0,0.0,524253.82796978427,385.148261580658,1233.2302657934845,2459387.893848,0.0003729,0.0003729,0.591,0.00010276,0.00010276,1.687,0.13,0.13,6073.2,6073.2,2459390.1204403,279.0,280.0,0.2,0.8,2.3,True,"Star Radius, Star Mass, ",6.0,89.0,178.0,9.0,74.0,142.0,Eclipse,9.0,74.0,142.0,yellow,green,green,1
394698182,TOI-170,5973.0,131.5,131.5,1.22084,0.06,0.06,1.1,0.144306,0.144306,4.30614,0.08,0.08,428.915,5.21,5.21,,,,11.9692,12.557,11.9692,11.386,11.103,11.029,10.999,11.03,10.993,54.989595,-83.088518,PC,,3.0,5.0,3.0,3.0,4.0,4.0,1.0,8.0,8.0,156.0,1.0,TOI-170b,0.1108151614175605,14.756678409612675,0.66669,0.66669,1.3165049315217172,0.0594782002042186,0.0594782002042186,374.23,496.99,-213.25000000000003,1.177459258628364,1.563705413637898,-0.6709595353191851,True,145.0,192.7,82.69999999999999,3.7115129,2.2e-06,2.2e-06,0.0484447933023031,7247237924.526165,8.53280391763732,0.0,90,0.0,0.0,990653.3652465496,727.7932961048937,1445.8779479126854,2459387.008657,0.0003683,0.0003683,1.228,9.58993e-05,9.58993e-05,2.685,0.064,0.064,9666.0,9666.0,2459388.86441345,335.0,336.0,0.2,0.8,2.3,False,,5.0,69.0,137.0,1.0,7.0,14.0,Eclipse,1.0,7.0,14.0,yellow,green,green,2
309257814,TOI-171,5196.0,183.0,183.0,1.10723,0.0651181,0.0651181,0.88,0.109325,0.109325,4.29407,0.42297,0.42297,256.345,1.463,1.463,,,,11.6626,12.145,11.6626,10.745,10.334,10.187,9.891,9.893,9.759,124.269428,-63.213403,PC,,3.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,22.0,64.7628,1.0,TOI-171b,0.1103065316191339,13.322009922851246,0.7835738,0.7835738,1.1885121620452292,0.0699058923205393,0.0699058923205393,403.02,608.34,-242.75,1.268042728836286,1.9140516938620071,-0.7637769153516162,True,261.3,394.5,157.39999999999998,1.2386010346057,1.3787512e-06,1.3787512e-06,0.0216395665078115,3237233072.439648,4.2025619193400745,0.0,90,0.0,0.0,2337996.0885408684,1717.631958112842,1792.2437893565514,2458570.408133,0.00017813277,0.00017813277,1.2167530917843,0.025457571,0.025457571,1.9048913439245,0.03809019,0.03809019,6857.608838128201,6857.608838128201,2458571.0274335174,1006.0,1006.0,0.2,0.8,2.3,True,,3.0,44.0,88.0,1.0,1.0,3.0,Eclipse,1.0,1.0,3.0,green,green,green,3
270341214,TOI-173,6680.0,197.0,197.0,1.46863,0.0610553,0.0610553,1.41,0.233008,0.233008,4.25346,0.320295,0.320295,152.023,0.6405,0.6405,,,,8.8784,9.32,8.8784,8.454,8.231,8.242,8.177,8.202,8.17,33.458853,-80.582711,PC,unrelated longer duration partial transit at end of s13; potential multi,3.0,4.0,3.0,3.0,4.0,4.0,3.0,29.0,22.0,128.69139,1.0,TOI-173b,0.0796920945937889,12.76610218630866,0.5028346,0.5028346,1.1389173103913062,0.0448599754134728,0.0448599754134728,416.04,657.1500000000001,-255.05,1.309008230125176,2.067625128417362,-0.8024770432973418,True,68.3,107.8,41.8,29.753745141383,1.0696793e-05,1.0696793e-05,0.2107803310216407,31532288706.27861,30.86178884575081,0.0,90,0.0,0.0,118488.67188200868,87.04887510136956,850.2583720219063,2458333.410136,0.00037007008,0.00037007008,0.6350829940745399,0.0047828358,0.0047828358,8.0780445040627,0.031075664,0.031075664,29080.96021462572,29080.96021462572,2458348.2870085705,40.0,42.0,0.2,0.8,2.3,False,,6.0,32.0,60.0,3.0,12.0,23.0,Eclipse,3.0,12.0,23.0,green,green,green,2
141608198,TOI-210,3264.0,,,0.330146,0.00996591,0.00996591,0.311261,0.0202744,0.0202744,4.89378,,,42.8091,0.09895,0.09895,,,,12.5395,15.366,12.5395,10.873,10.258,9.995,9.817,9.68,9.538,88.96184,-73.985288,PC,,1.0,5.0,1.0,3.0,4.0,4.0,1.0,0.0,3.0,37.48086,1.0,TOI-210b,0.0642267179605777,2.3128765282998733,0.2008962,0.2008962,0.2063413778485623,0.0179227893081743,0.0179227893081743,8.77,4.32,-2.89,0.0275935058604888,0.0135922400589865,-0.0090929568913127,True,5.9,2.9000000000000004,1.9,9.0105413669537,9.414113e-06,9.414113e-06,0.0574322007444742,8591734940.988304,37.406995483779696,0.0,90,0.0,0.0,4582.661835447908,3.366697857352634,377.36249845325386,2459338.99312,0.004372806,0.004372806,0.4125071299987599,0.0102422775,0.0102422775,1.8443264188546,0.11363892,0.11363892,6639.57510787656,6639.57510787656,2459343.498390684,137.0,138.0,0.2,0.8,2.3,True,,8.0,103.0,205.0,17972.0,132451.0,322709.0,Transit,8.0,103.0,205.0,orange,green,green,1
234345288,TOI-213,4566.4,64.0,64.0,0.672062,0.05,0.05,0.72,0.0812661,0.0812661,4.64058,0.12,0.12,54.3256,0.0575,0.0575,-0.08,0.08,0.08,9.7806,10.879,9.7806,8.782,8.198,8.119,8.046,8.123,8.039,38.887291,-71.624247,PC,outer candidate to TOI 213.01; near 3:1 resonance,1.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,14.0,23.0,1.0,TOI-213b,0.0352562051276083,2.5844943292968847,0.206315,0.206315,0.2305735366430993,0.0184062230948917,0.0184062230948917,10.19,5.59,-3.59,0.0320613255095076,0.0175881069281793,-0.011295403197167,True,2.8,1.6000000000000003,1.0,23.5199045,6.22e-05,6.22e-05,0.1439931183544738,21541063901.282368,46.07186634787683,0.0,90,0.0,0.0,11599.244951113824,8.521500063948407,475.7086525547819,2460177.887219,0.0033012,0.0033012,0.1243,0.0089763,0.0089763,3.222,0.919,0.919,11599.2,11599.2,2460189.64717125,52.0,52.0,0.2,0.8,2.3,False,,10.0,85.0,167.0,7465.0,33661.0,76747.0,Transit,10.0,85.0,167.0,green,green,green,1
415969908,TOI-233,3568.0,64.0,64.0,0.380272,0.0114291,0.0114291,0.36905,0.0203196,0.0203196,4.84496,0.357198,0.357198,33.773,0.04565,0.04565,,,,11.3018,13.342,11.3018,9.943,9.33,9.091,,,,343.708612,-18.912445,PC,possible multi,2.0,2.0,4.0,4.0,3.0,4.0,6.0,3.0,51.0,18.524107,1.0,TOI-233b,0.0527616387307966,2.1884836378713817,0.51462334,0.51462334,0.195243768403562,0.0459116981599899,0.0459116981599899,8.15,3.82,-2.6000000000000005,0.025642767703875,0.0120190641262334,-0.0081805148503159,True,4.5,2.1,1.4000000000000004,11.670028524666,1.4950281e-05,1.4950281e-05,0.072224908223915,10804692481.80061,40.84097095893444,0.0,90,0.0,0.0,5493.967278259177,4.036197417187954,394.7860685439579,2458365.261451,0.0010309186,0.0010309186,0.2783790521559099,0.013991542,0.013991542,2.0534143023186,0.27208874,0.27208874,7392.29148834696,7392.29148834696,2458371.096465262,29.0,29.0,0.2,0.8,2.3,False,,6.0,66.0,131.0,12028.0,77586.0,189057.0,Transit,6.0,66.0,131.0,yellow,green,green,1
415969908,TOI-233,3568.0,64.0,64.0,0.380272,0.0114291,0.0114291,0.36905,0.0203196,0.0203196,4.84496,0.357198,0.357198,33.773,0.04565,0.04565,,,,11.3018,13.342,11.3018,9.943,9.33,9.091,,,,343.708612,-18.912445,PC,potential multi,1.0,1.0,1.0,4.0,4.0,4.0,6.0,3.0,51.0,9.993935,2.0,TOI-233c,0.0407779331336177,1.6914152326554972,1.2801327,1.2801327,0.150898219316847,0.1142059863183293,0.1142059863183293,5.77,2.3100000000000005,-1.6499999999999997,0.0181544502639704,0.0072680728093191,-0.0051914805780851,True,3.7,1.5,1.0999999999999996,7.2011383286141,1.809162e-05,1.809162e-05,0.0523484329252096,7831214100.093137,29.60143365244589,0.0,90,0.0,0.0,10458.097706399709,7.683144950336282,463.7174887019451,2458359.471437,0.0021511684,0.0021511684,0.16628398306498,0.0146233399999999,0.0146233399999999,2.1444680629089,0.25020185,0.25020185,7720.08502647204,7720.08502647204,2458363.0720061646,46.0,46.0,0.2,0.8,2.3,False,,9.0,108.0,213.0,5356.0,30686.0,70634.0,Transit,9.0,108.0,213.0,yellow,green,green,1
101948569,TOI-240,4316.0,173.0,173.0,0.702945,0.0597739,0.0597739,0.67,0.0824049,0.0824049,4.5703,0.370952,0.370952,74.881,0.1538,0.1538,,,,10.7011,11.795,10.7011,9.645,9.056,8.852,8.725,8.773,8.7,14.75491,-44.160869,PC,some odd-even; low SNR; even transits look worse than odd,1.0,1.0,2.0,3.0,4.0,4.0,1.0,12.0,4.0,10.936482,1.0,TOI-240b,0.0420259781488747,3.2223288215456183,0.39549693,0.39549693,0.2874774164479957,0.0352839334363705,0.0352839334363705,13.7,9.59,-5.619999999999999,0.0431050205574341,0.0301735143902039,-0.0176824974841445,True,4.3,2.9000000000000004,1.7000000000000002,19.472301648488,7.655804e-05,7.655804e-05,0.1239499623316215,18542650438.15579,37.91651920911559,0.0,90,0.0,0.0,13663.654855831632,10.038139225308582,495.6238618611538,2458360.114761,0.004079075,0.004079075,0.17661828393697,0.01584359,0.01584359,4.2893299062503,0.363308,0.363308,15441.58766250108,15441.58766250108,2458369.8509118245,26.0,25.0,0.2,0.8,2.3,False,,7.0,64.0,126.0,2631.0,15419.0,29026.0,Transit,7.0,64.0,126.0,green,green,green,1
154618248,TOI-245,6208.0,117.0,117.0,1.46,0.01,0.01,1.4036553971980326,,,4.438,,,127.272,0.9345,0.9345,,,,8.5509,8.85,8.5509,7.88,7.63,7.588,7.444,7.524,7.52,345.779176,-33.500473,PC,two stars in pixel; variable host,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,11.0,1.0,TOI-245b,0.0332716095192282,5.298553764301204,3.72981,3.72981,0.4727061176647668,0.3327519325379063,0.3327519325379063,26.7,33.540000000000006,-14.87,0.084007594809014,0.105528641569076,-0.0467862522400763,True,6.6,8.3,3.700000000000001,8.7709021,9.7e-06,9.7e-06,0.0931949389312526,13941764424.131935,13.725964805460483,0.0,90,0.0,0.0,446772.1014020964,328.2255445689802,1184.855175557129,2460203.438659,0.0012397,0.0012397,0.1107,0.360033,0.360033,0.926,0.354,0.354,3333.6000000000004,3333.6000000000004,2460207.82411005,42.0,42.0,0.2,0.8,2.3,False,"Star Mass, ",7.0,78.0,155.0,44.0,313.0,632.0,Transit,7.0,78.0,155.0,green,green,green,1
219253008,TOI-268,5835.0,190.0,190.0,2.17,0.449728,0.449728,2.434419684965575,,,3.57327,0.343686,0.343686,320.497,2.111,2.111,,,,10.0733,10.0,10.0733,9.012,8.719,8.563,8.499,8.544,8.521,65.915528,-53.851102,PC,TIC 219253008 is a phantom split (TIC 685340264 and TIC 685340263); TIC 685340264 has the same stellar parameters as TIC 219253008 which is the composite of the binary; signal could be planetary on either component,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,3.0,142.81031545585,1.0,TOI-268b,0.0398335523023869,9.428431518915058,0.23186951399518,0.23186951399518,0.8411497659988828,0.0206860480503085,0.0206860480503085,141.82,258.31,-91.53,0.4462156215660812,0.8127341503788917,-0.2879855862497772,True,29.2,53.1,18.8,5.0661802512551,3.3694590145149e-06,3.3694590145149e-06,0.0776626046296685,11618160285.61438,7.695832851846583,0.0,90,0.0,0.0,1109092.2313563868,814.8055809029692,1487.2981895045789,2460979.011377,0.00140190372882,0.00140190372882,0.1586711889027,0.0028661652826884,0.0028661652826884,5.7133359526854,0.53833677363929,0.53833677363929,20568.00942966744,20568.00942966744,2460981.5444671256,245.0,245.0,0.2,0.8,2.3,True,"Star Mass, ",12.0,110.0,217.0,4.0,25.0,49.0,Eclipse,4.0,25.0,49.0,green,green,green,1
122613513,TOI-279,4413.0,171.0,171.0,0.725034,0.06,0.06,0.69,0.0772495,0.0772495,4.5562,0.440143,0.440143,74.3761,0.20465,0.20465,,,,10.5012,12.035,10.5012,9.532,8.984,8.831,8.758,8.822,8.732,41.18845,-32.211043,PC,,1.0,1.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,12.0,1.0,TOI-279b,0.0396862696659688,3.13855202033222,0.183555,0.183555,0.2800033380081818,0.0163757084079337,0.0163757084079337,13.24,8.94,-5.33,0.0416576986993013,0.0281283856776249,-0.0167700554431477,True,4.8,3.3,1.9000000000000004,11.4707838,0.0001502,0.0001502,0.0879605260550409,13158707403.485998,26.08752352514617,0.0,90,0.0,0.0,31550.952671425075,23.179219538885967,610.9455456630883,2459168.429762,0.0059896,0.0059896,0.1575,0.000165379,0.000165379,3.698,0.538,0.538,13312.8,13312.8,2459174.1651539,44.0,43.0,0.2,0.8,2.3,False,,6.0,54.0,106.0,511.0,3008.0,5271.0,Transit,6.0,54.0,106.0,green,green,green,1
2758565,TOI-287,5807.0,121.5,121.5,1.17009,0.0698894,0.0698894,1.04,0.133031,0.133031,4.31866,0.08,0.08,486.856,17.7495,17.7495,,,,12.3611,13.064,12.3611,11.701,11.331,11.249,11.212,11.209,11.271,356.283058,-17.449264,PC,synchronized with stellar rotation; ~3000 ppm secondary in spoc-s1-s69,3.0,4.0,3.0,4.0,4.0,4.0,14.0,0.0,6.0,42.436813,1.0,TOI-287b,0.1224833293254922,15.6324457340651,2.395861,2.395861,1.3946357933256954,0.213744769262295,0.213744769262295,360.46,436.18,-197.85,1.1341339934403445,1.3723757566964694,-0.6225057165903902,True,144.1,174.4,79.1,3.781568327083,3.0660715e-06,3.0660715e-06,0.0481442121917797,7202271630.419228,8.847655933012552,0.0,90,0.0,0.0,823118.0089046134,604.7117890069393,1380.4564665039543,2459089.65573,0.00047897603,0.00047897603,1.5002165962657,0.05035232,0.05035232,2.0137345574285,0.055884205,0.055884205,7249.4444067426,7249.4444067426,2459091.546514164,90.0,91.0,0.2,0.8,2.3,False,,6.0,86.0,172.0,2.0,12.0,24.0,Eclipse,2.0,12.0,24.0,orange,green,green,2
229111835,TOI-302,4130.0,128.0,128.0,0.743443,0.07,0.07,0.65,0.0800351,0.0800351,4.50849,0.11,0.11,195.124,0.5595,0.5595,,,,12.9317,14.152,12.9317,11.801,11.182,11.02,10.945,11.038,11.021,17.481278,-52.239486,PC,,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,7.0,21.0,1.0,TOI-302b,0.104594454919943,8.481780260317668,0.860646,0.860646,0.7566950522902159,0.0767818252755553,0.0767818252755553,85.77,153.62,-55.06999999999999,0.2698625995044618,0.4833425735790537,-0.1732695972334232,True,38.8,69.4,24.90000000000001,6.70145,0.00101,0.00101,0.0602664186463038,9015727904.201838,17.43135373667976,0.0,90,0.0,0.0,54192.515980915705,39.81306803530806,699.4706494465224,2458356.68237,0.00169,0.00169,1.094,0.0017779599999999,0.0017779599999999,1.579,0.172,0.172,5684.4,5684.4,2458360.033095,91.0,90.0,0.2,0.8,2.3,False,,6.0,92.0,189.0,52.0,381.0,780.0,Transit,6.0,92.0,189.0,orange,yellow,yellow,1
102030574,TOI-305,5852.0,135.0,135.0,1.64662,0.08,0.08,1.06,0.128405,0.128405,4.03019,0.08,0.08,689.883,10.2805,10.2805,,,,12.3294,12.97,12.3294,11.704,11.42,11.353,11.255,11.311,11.062,15.844704,-44.705826,PC,large,3.0,4.0,3.0,3.0,4.0,4.0,3.0,0.0,6.0,89.0,1.0,TOI-305b,0.1513935269422045,27.19138768808369,1.30824,1.30824,2.4258572961081883,0.1167135559782912,0.1167135559782912,244.12,237.61,-120.39,0.7680874174073598,0.7476046667629147,-0.3787893010882845,True,69.8,68.00000000000001,34.400000000000006,9.94915,1e-05,1e-05,0.0923266526129663,13811870639.758348,12.056940360989143,0.0,90,0.0,0.0,457152.4441026341,335.85156603496745,1191.7104928608317,2458364.10083,0.00074,0.00074,2.292,0.000621401,0.000621401,3.968,0.241,0.241,14284.8,14284.8,2458369.075405,53.0,51.0,0.2,0.8,2.3,False,,1.0,4.0,8.0,1.0,5.0,11.0,Transit,1.0,4.0,8.0,orange,green,green,2
9100874,TOI-307,5747.0,123.0,123.0,1.28156,,,1.03,,,4.23543,,,738.175,15.427,15.427,,,,13.1198,13.817,13.1198,12.509,12.212,12.11,12.072,12.128,11.62,350.578516,-22.67741,PC,~2000 ppm secondary in spoc-s01-s69,3.0,4.0,3.0,3.0,4.0,4.0,4.0,0.0,4.0,21.72557,1.0,TOI-307b,0.1146543158136317,16.02728759763782,0.90037215,0.90037215,1.429861285549345,0.0803259610853662,0.0803259610853662,353.41,413.66,-190.14,1.1119522127885262,1.3015199126852712,-0.5982473437073381,True,120.8,141.5,65.00000000000001,6.1668344068897,1.1755951e-05,1.1755951e-05,0.0664871052655776,9946329376.737177,11.155830058328744,0.0,90,0.0,0.0,496664.2911328761,364.8793353780569,1216.6768770964554,2459091.687062,0.0012373988,0.0012373988,1.3145612134692002,0.088275757,0.088275757,2.2619245405061,0.110614315,0.110614315,8142.92834582196,8142.92834582196,2459094.770479203,55.0,56.0,0.2,0.8,2.3,False,,19.0,276.0,549.0,10.0,66.0,131.0,Eclipse,10.0,66.0,131.0,orange,orange,orange,1
228507250,TOI-309,5329.0,255.4,255.4,0.882216981956,,,0.82354,,,,,,345.288,,,,,,12.4154,13.061,12.4154,11.687,11.295,11.219,11.186,11.232,11.079,358.039579,-15.80105,PC,No stellar radius,3.0,4.0,3.0,4.0,4.0,4.0,7.0,0.0,4.0,37.748936,1.0,TOI-309b,0.1133358349684555,10.906197074169192,,,0.9729874050069732,,,283.3,501.25,-180.92,0.8913614834978905,1.5771088725849542,-0.5692379795073715,True,112.5,199.0,71.80000000000001,6.1573300241061,8.080587e-06,8.080587e-06,0.0616463069330155,9222156253.697771,15.025711973424348,0.0,90,0.0,0.0,202366.1492517928,148.67029371808832,972.1050350839986,2459092.738679,0.0008715138,0.0008715138,1.2845011487997,0.04074089,0.04074089,2.7071868073506,0.075562544,0.075562544,9745.87250646216,9745.87250646216,2459095.817344012,55.0,55.0,0.2,0.8,2.3,False,"Star Radius, Star Mass, ",15.0,219.0,440.0,9.0,68.0,140.0,Eclipse,9.0,68.0,140.0,orange,yellow,yellow,1
175477257,TOI-310,5798.0,127.0,127.0,1.3043,0.068593,0.068593,1.04,0.129723,0.129723,4.22434,0.08,0.08,557.751,14.742,14.742,,,,12.4191,13.05,12.4191,11.79,11.472,11.434,11.404,11.448,11.434,351.105814,-36.975998,PC,,3.0,4.0,3.0,3.0,4.0,4.0,3.0,0.0,4.0,40.257168,1.0,TOI-310b,0.0927921798560331,13.20138663827096,0.76470196,0.76470196,1.1777508548866449,0.0682222566311755,0.0682222566311755,405.9,621.0100000000001,-245.53,1.2771042222089437,1.9539159719979704,-0.7725237735377233,True,155.9,238.4,94.29999999999998,4.2695674527182,5.5832907e-06,5.5832907e-06,0.05220406789069,7809617398.325471,8.60657306854765,0.0,90,0.0,0.0,864494.4301522066,635.1093862465306,1397.487986251025,2459090.953132,0.0007019589,0.0007019589,0.86103886424344,0.017987822,0.017987822,3.7002917630434,0.11175019,0.11175019,13321.05034695624,13321.05034695624,2459093.087915726,93.0,93.0,0.2,0.8,2.3,False,,18.0,266.0,529.0,3.0,20.0,40.0,Eclipse,3.0,20.0,40.0,orange,yellow,yellow,2
