TIC ID,Star Name,Star Temperature [K],Star Temperature Error Upper [K],Star Temperature Error Lower [K],Star Radius [Rs],Star Radius Error Upper [Rs],Star Radius Error Lower [Rs],Star Mass [Ms],Star Mass Error Upper [Ms],Star Mass Error Lower [Ms],Star log(g),Star log(g) Error Upper,Star log(g) Error Lower,Star Distance [pc],Star Distance Error Upper [pc],Star Distance Error Lower [pc],Star Metallicity [Fe/H],Star Metallicity Error Upper [Fe/H],Star Metallicity Error Lower [Fe/H],Star TESS Mag,Star V Mag,Star T Mag,Star J Mag,Star H Mag,Star Ks Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star RA,Star Dec,TFOPWG Disposition,Comments,TFOP Master,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Imaging Observations,Spectroscopy Observations,Time Series Observations,TESS SNR,Planet Number,Planet Name,Rp/Rs,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rjup],Planet Radius Error Upper [Rjup],Planet Radius Error Lower [Rjup],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mjup],Planet Mass Error Upper [Mjup],Planet Mass Error Lower [Mjup],Mass Flag,Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Period [days],Planet Period Error Upper [days],Planet Period Error Lower [days],Planet Semi-major Axis [au],Planet Semi-major Axis [m],a/Rs,Eccentricity,Inclination,Periastron,Impact Parameter,Planet Insolation Flux [W/m2],Planet Insolation Flux [Earth],Planet Temperature [K],Transit Mid Time,Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],Transit Duration [hr],Transit Duration Error Upper [hr],Transit Duration Error Lower [days],Transit Duration T14 [s],Eclipse Duration E14 [s],Eclipse Mid Time,Available Transits,Available Eclipses,Planet Albedo,Heat Redistribution Factor,Mean Molecular Weight,In PLATO FOV,Assumed Parameters,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
53287554,TOI-5172,4570.0,118.117,118.117,0.707615,0.0515578,0.0515578,0.72,0.0841192,0.0841192,4.59581,0.0931772,0.0931772,84.1815,0.38335,0.38335,,,,10.648,11.588,10.648,9.731,9.18,9.042,8.998,9.06,8.983,192.989892,-0.499038,PC,L1 candidate,1.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,8.0,15.906203,1.0,TOI-5172b,0.037662697283385,2.906960491637564,0.31338763,0.31338763,0.2593420901879028,0.0279586197463072,0.0279586197463072,11.93,7.43,-4.56,0.0375359777554882,0.0233773943607106,-0.014347364506708,True,5.7,3.499999999999999,2.1,4.7269293990751,1.4498867e-05,1.4498867e-05,0.0494051052591384,7390898548.476477,15.01337066766934,0.0,90,0.0,0.0,109575.96266028706,80.50106509106702,833.9924108820335,2459552.159115,0.0019632117,0.0019632117,0.14184787666599,0.0095661285,0.0095661285,2.6983295764968,0.22640745,0.22640745,9713.98647538848,9713.98647538848,2459554.5225797,68.0,68.0,0.2,0.8,2.3,False,,5.0,57.0,114.0,101.0,642.0,1290.0,Transit,5.0,57.0,114.0,green,green,green,1
288671122,TOI-5179,5702.0,129.2,129.2,1.01858,0.05,0.05,1.02,0.125814,0.125814,4.43068,0.07,0.07,256.739,1.6705,1.6705,,,,11.3617,12.13,11.3617,10.716,10.389,10.325,10.279,10.319,10.283,280.251649,83.055747,PC,found in faint-star QLP search; low a/Rs,3.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,48.0,1.0,TOI-5179b,0.0440454310910904,4.893579956596906,0.498202,0.498202,0.4365767123758004,0.0444466818133497,0.0444466818133497,24.02,27.73,-12.86,0.0755753718094575,0.0872483372304853,-0.040462084990409,True,23.0,26.5,12.299999999999995,0.2874782,2e-07,2e-07,0.0085811986544101,1283729046.7534604,1.81157458903082,0.0,90,0.0,0.0,18251186.191525053,13408.414509194448,2995.6019528973134,2459768.887248,0.0005578,0.0005578,0.194,0.00140362,0.00140362,0.445,0.075,0.075,1602.0,1602.0,2459769.0309871,4337.0,4337.0,0.2,0.8,2.3,False,,5.0,74.0,148.0,5.0,46.0,93.0,Eclipse,5.0,46.0,93.0,green,green,green,1
346972413,TOI-5180,6976.0,161.0,161.0,1.71318,0.09,0.09,1.53,0.26467,0.26467,4.15515,0.1,0.1,705.408,24.7675,24.7675,,,,12.2175,12.814,12.2175,11.56,11.369,11.306,10.954,10.998,10.796,282.877583,19.560248,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,16.0,1.0,TOI-5180b,0.0888256719648098,16.59862741560579,1.0191,1.0191,1.4808328976595324,0.0909181686062776,0.0909181686062776,345.65,379.48,-181.04,1.0875365223121982,1.193977605922271,-0.5696155417312321,True,118.4,130.0,62.0,2.7779767,2.36e-05,2.36e-05,0.044574052404062,6668183328.117905,5.59477379809327,0.0,90,0.0,0.0,4288427.401193464,3150.535619130887,2085.452046243475,2459413.390215,0.0013588,0.0013588,0.789,0.000833302,0.000833302,1.753,0.161,0.161,6310.799999999999,6310.799999999999,2459414.77920335,175.0,175.0,0.2,0.8,2.3,False,,7.0,100.0,199.0,1.0,11.0,22.0,Eclipse,1.0,11.0,22.0,green,green,green,2
346667887,TOI-5181,5943.0,137.4,137.4,1.66092,0.09,0.09,1.09,0.137298,0.137298,4.03479,0.08,0.08,480.155,6.6805,6.6805,,,,11.7242,12.301,11.7242,11.026,10.701,10.627,10.528,10.557,10.487,280.677474,21.69982,PC,found in faint-star QLP search,3.0,4.0,3.0,4.0,4.0,4.0,6.0,2.0,2.0,37.0,1.0,TOI-5181b,0.0781024967590665,14.149604842602768,0.783838,0.783838,1.2623453623706808,0.0699294627063168,0.0699294627063168,386.45,545.4300000000001,-226.06,1.215907678424849,1.716114698003016,-0.7112643027163187,True,148.3,209.4,86.79999999999998,3.8922407,2.33e-05,2.33e-05,0.0498536637510143,7458001943.745522,6.454339031654297,0.0,90,0.0,0.0,1696877.2550860858,1246.627664013609,1654.11174494301,2459415.698567,0.0013331,0.0013331,0.61,0.00042674,0.00042674,2.652,0.236,0.236,9547.2,9547.2,2459417.6446873504,131.0,132.0,0.2,0.8,2.3,False,,12.0,166.0,330.0,1.0,10.0,20.0,Eclipse,1.0,10.0,20.0,green,green,green,2
99654378,TOI-5182,5718.0,127.2,127.2,0.904521,0.04,0.04,1.02,0.129477,0.129477,4.53383,0.08,0.08,208.267,1.7885,1.7885,,,,11.1303,12.019,11.1303,10.511,10.21,10.141,10.092,10.147,10.123,124.20331,71.286898,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,21.0,1.0,TOI-5182b,0.045276925690687,4.467106061746392,0.243239,0.243239,0.3985291944892388,0.021700367396352,0.021700367396352,21.28,22.08,-10.82,0.0669543676979707,0.0694714491903756,-0.0340435271847764,True,6.9,7.199999999999999,3.5,7.3039588,6.56e-05,6.56e-05,0.0741621627894295,11094501639.805428,17.630601980275863,0.0,90,0.0,0.0,194867.5866933833,143.16140054527264,962.931918575756,2459598.659187,0.0020574,0.0020574,0.205,0.0001692029999999,0.0001692029999999,3.218,0.304,0.304,11584.8,11584.8,2459602.3111664,77.0,84.0,0.2,0.8,2.3,False,,5.0,69.0,139.0,81.0,689.0,1332.0,Transit,5.0,69.0,139.0,green,green,green,1
298829544,TOI-5183,5919.0,122.0,122.0,1.5425,,,1.08,,,4.09504,,,1084.09,43.235,43.235,,,,13.4685,14.124,13.4685,12.839,12.573,12.459,12.432,12.49,12.613,287.764397,52.24468,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,5.0,14.733875,1.0,TOI-5183b,0.0960594703718675,16.162034882161603,0.84697515,0.84697515,1.4418826537502785,0.07556219163284,0.07556219163284,352.34,406.2,-188.85,1.1085856162924344,1.278048127768595,-0.594188549800835,True,153.0,176.3,82.0,2.7395591098912,0.00052204187,0.00052204187,0.0393252233010932,5882969670.645571,5.48213130545201,0.0,90,0.0,0.0,2314313.4611276262,1700.2332815725188,1787.551757797672,2460368.824795,0.0028341457,0.0028341457,0.92274218481237,0.04735541,0.04735541,3.4295122259556,0.2019175,0.2019175,12346.24401344016,12346.24401344016,2460370.194574555,455.0,455.0,0.2,0.8,2.3,False,,18.0,273.0,544.0,5.0,33.0,65.0,Eclipse,5.0,33.0,65.0,orange,orange,orange,1
462808933,TOI-5185,6353.0,144.2,144.2,1.98054,0.11,0.11,1.26,0.192991,0.192991,3.94487,0.09,0.09,770.483,26.5795,26.5795,,,,12.3595,13.057,12.3595,11.608,11.323,11.221,11.145,11.178,11.393,277.589668,16.908527,PC,found in faint-star QLP search,3.0,4.0,3.0,3.0,4.0,4.0,3.0,0.0,2.0,27.0,1.0,TOI-5185b,0.088034084308295,19.018013377999846,1.05619,1.05619,1.696676427099827,0.0942271224612543,0.0942271224612543,314.02,271.05000000000007,-145.54,0.988017412806239,0.8528186731454404,-0.457920050505764,True,106.0,91.5,49.19999999999999,4.2788309,2.95e-05,2.95e-05,0.0557249431256542,8336332836.476479,6.050195726886657,0.0,90,0.0,0.0,2522074.122734589,1852.86670716456,1826.3295465826104,2459414.668268,0.0017531,0.0017531,0.775,0.000301276,0.000301276,4.399,0.231,0.231,15836.4,15836.4,2459416.8076834497,110.0,110.0,0.2,0.8,2.3,False,,2.0,33.0,66.0,1.0,6.0,12.0,Eclipse,1.0,6.0,12.0,yellow,green,green,2
68453985,TOI-5186,8076.0,180.8,180.8,1.72915,0.06,0.06,1.96,0.312055,0.312055,4.25466,0.08,0.08,804.742,20.562,20.562,,,,12.2428,12.704,12.2428,11.622,11.462,11.318,10.991,11.004,10.622,291.589776,17.06358,PC,found in faint-star QLP search,3.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,6.0,20.0,1.0,TOI-5186b,0.0997997995989972,18.82318096183421,0.750468,0.750468,1.6792946132808535,0.0669523855927936,0.0669523855927936,316.27,278.95000000000005,-148.01,0.9950967045036276,0.8776748528829387,-0.4656915396135642,True,95.1,83.9,44.5,2.503254,1.08e-05,1.08e-05,0.0451606129966772,6755931543.809655,5.61604485676711,0.0,90,0.0,0.0,7645809.966778987,5617.06993821077,2409.716927576525,2459416.39218,0.0010426,0.0010426,0.996,0.0003532449999999,0.0003532449999999,2.828,0.134,0.134,10180.8,10180.8,2459417.643807,182.0,185.0,0.2,0.8,2.3,False,,1.0,19.0,37.0,1.0,4.0,9.0,Eclipse,1.0,4.0,9.0,green,green,green,2
441590110,TOI-5187,6263.0,123.1,123.1,1.29795,0.06,0.06,1.22,0.176911,0.176911,4.29791,0.08,0.08,436.183,4.8755,4.8755,,,,11.6215,12.241,11.6215,11.111,10.907,10.828,10.833,10.85,10.831,113.27293,77.577697,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,0.0,17.0,1.0,TOI-5187b,0.046690470119715,6.6102348399748765,0.34412,0.34412,0.5897266663800671,0.0307003828680132,0.0307003828680132,35.99,56.16,-21.93,0.113237203639566,0.176699120766825,-0.0689994964105497,True,7.7,12.0,4.7,17.8597459,0.0001572,0.0001572,0.1428841323859452,21375161961.754314,23.67169998695305,0.0,90,0.0,0.0,155611.64038160248,114.32163119683128,910.2332374972448,2459596.505388,0.0049427,0.0049427,0.218,0.0002162999999999,0.0002162999999999,4.862,0.391,0.391,17503.2,17503.2,2459605.43526095,37.0,36.0,0.2,0.8,2.3,False,,9.0,120.0,237.0,192.0,1576.0,3149.0,Transit,9.0,120.0,237.0,green,green,green,1
289574465,TOI-5190,6728.0,127.4,127.4,1.73088,0.08,0.08,1.43,0.247125,0.247125,4.11687,0.09,0.09,675.281,9.674,9.674,,,,11.7191,12.165,11.7191,11.257,11.068,11.042,10.981,10.987,10.884,278.781977,36.615633,PC,found in faint-star QLP search,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,26.0,1.0,TOI-5190b,0.0712741187248218,13.456418802219233,0.633074,0.633074,1.2005033397084215,0.0564791764029541,0.0564791764029541,400.68,599.3,-240.46,1.2606802654710014,1.885608672997832,-0.7565717695796073,True,112.7,168.5,67.60000000000001,5.7488688,4.2e-05,4.2e-05,0.0707766121564172,10588030473.95976,8.79278025227208,0.0,90,0.0,0.0,1502134.6012372724,1103.5580466186605,1604.3823485535506,2459413.172126,0.0017694,0.0017694,0.508,0.000245816,0.000245816,4.412,0.236,0.236,15883.2,15883.2,2459416.0465604,148.0,148.0,0.2,0.8,2.3,False,,22.0,308.0,611.0,3.0,23.0,47.0,Eclipse,3.0,23.0,47.0,yellow,green,green,1
359469754,TOI-5191,8032.0,1134.2,1134.2,1.90248,0.08,0.08,1.94,0.545132,0.545132,4.16723,0.14,0.14,757.613,14.7465,14.7465,,,,12.6103,13.365,12.6103,11.678,11.446,11.326,10.943,10.994,11.049,291.567585,18.995258,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,2.0,0.0,0.0,15.0,1.0,TOI-5191b,0.0817312669668102,16.960514026428275,0.928047,0.928047,1.5131183141045457,0.0827949500741341,0.0827949500741341,340.27,360.86,-174.98999999999998,1.0706091492757752,1.1353925341865467,-0.5505801129449199,True,96.7,102.5,49.7,3.0278609,2.76e-05,2.76e-05,0.0510938326233391,7643528566.353733,5.774997356327936,0.0,90,0.0,0.0,7074385.7711811,5197.26749935793,2363.3759244790385,2459417.858614,0.0040663,0.0040663,0.668,0.000949451,0.000949451,3.669,0.375,0.375,13208.4,13208.4,2459419.37254445,157.0,158.0,0.2,0.8,2.3,False,,2.0,33.0,67.0,1.0,5.0,11.0,Eclipse,1.0,5.0,11.0,green,green,green,2
336125492,TOI-5192,6121.69,109.4,109.4,1.73875,0.08,0.08,1.16,0.15654,0.15654,4.02205,0.08,0.08,825.977,17.15,17.15,-0.146,0.036,0.036,12.5231,12.857,12.5231,11.892,11.731,11.653,11.51,11.531,11.702,281.06595,38.007341,PC,found in faint-star QLP search,3.0,4.0,3.0,3.0,4.0,4.0,2.0,15.0,1.0,33.0,1.0,TOI-5192b,0.092736184954957,17.588023931023844,0.814824,0.814824,1.5691010943107366,0.0726938532199407,0.0726938532199407,331.68,329.31,-165.29000000000002,1.0435819867510776,1.036125132829828,-0.5200604998495104,True,114.5,113.6,57.0,4.7271324,1.87e-05,1.87e-05,0.0579352864707675,8666995494.421337,7.164888304356492,0.0,90,0.0,0.0,1550318.8736217013,1138.9570990514474,1617.1549083746884,2459416.096484,0.0018788,0.0018788,0.86,0.000261966,0.000261966,4.672,0.191,0.191,16819.2,16819.2,2459418.4600502,202.0,201.0,0.2,0.8,2.3,False,,5.0,72.0,143.0,2.0,12.0,24.0,Eclipse,2.0,12.0,24.0,orange,yellow,yellow,2
336126253,TOI-5193,5469.0,123.8,123.8,0.881178,0.04,0.04,0.957,0.119929,0.119929,4.52885,0.08,0.08,253.938,1.4435,1.4435,,,,11.8002,12.472,11.8002,11.119,10.753,10.671,10.635,10.678,10.569,281.074106,37.366161,PC,found in faint-star QLP search,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,0.0,11.0,1.0,TOI-5193b,0.0544058820349417,5.229259337212496,0.334897,0.334897,0.4665240723252255,0.0298775605060706,0.0298775605060706,26.26,32.620000000000005,-14.55,0.0826231999881913,0.1026339978528104,-0.0457794196431143,True,6.5,8.0,3.6,18.9972068,0.0002025,0.0002025,0.1373125161274543,20541660033.12657,33.50810658395164,0.0,90,0.0,0.0,45142.46798303389,33.16436073429701,668.0638644949582,2459408.15505,0.006186,0.006186,0.296,0.000566922,0.000566922,3.906,0.517,0.517,14061.6,14061.6,2459417.6536534,49.0,46.0,0.2,0.8,2.3,False,,8.0,107.0,215.0,700.0,5382.0,9983.0,Transit,8.0,107.0,215.0,yellow,green,green,1
357145112,TOI-5195,6124.0,456.0,456.0,1.54162,0.08,0.08,1.157,0.224507,0.224507,4.12545,0.12,0.12,491.054,7.456,7.456,,,,12.1391,12.405,12.1391,11.323,10.974,10.86,10.809,10.862,11.042,290.124851,23.819189,PC,found in faint-star QLP search,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,6.0,19.0,1.0,TOI-5195b,0.0802496105909555,13.494318266464855,0.813147,0.813147,1.2038845092505384,0.0725442410437531,0.0725442410437531,399.79,597.28,-239.51,1.257880012310701,1.879253042229509,-0.7535827353073764,True,158.2,236.40000000000003,94.8,3.1523405,1.51e-05,1.51e-05,0.0441859719272783,6610127315.130815,6.163259943384857,0.0,90,0.0,0.0,2098333.8868343225,1541.5617504591762,1744.274941388465,2459416.086326,0.0022328,0.0022328,0.644,0.000642572,0.000642572,3.111,0.244,0.244,11199.6,11199.6,2459417.6624962497,164.0,167.0,0.2,0.8,2.3,False,,11.0,160.0,318.0,1.0,8.0,16.0,Eclipse,1.0,8.0,16.0,green,green,green,2
383828887,TOI-5196,5854.0,122.0,122.0,1.23525,,,1.06,,,4.27986,,,763.703,9.5725,9.5725,,,,13.2357,13.753,13.2357,12.646,12.321,12.284,12.252,12.265,12.082,284.160862,33.279514,PC,found in faint-star QLP search,3.0,4.0,3.0,4.0,4.0,4.0,3.0,0.0,4.0,18.0,1.0,TOI-5196b,0.1021273714534942,13.760293460203195,,,1.2276132674777878,,,394.46,573.6800000000001,-234.02,1.2411099568675532,1.8049991382035644,-0.7363092635657476,True,177.2,257.7,105.10000000000002,2.5677096,1.39e-05,1.39e-05,0.0374307606618806,5599562093.698668,6.5159418364804935,0.0,90,0.0,0.0,1567381.6983789897,1151.4924720755691,1621.6201073400305,2459418.347453,0.0025875,0.0025875,1.043,0.00115672,0.00115672,2.882,0.196,0.196,10375.2,10375.2,2459419.6313078,272.0,271.0,0.2,0.8,2.3,False,,25.0,372.0,741.0,4.0,29.0,58.0,Eclipse,4.0,29.0,58.0,orange,orange,orange,1
267810289,TOI-5201,5704.0,123.0,123.0,1.48209,,,1.02,,,4.10492,,,914.238,11.6475,11.6475,,,,13.306,14.041,13.306,12.636,12.289,12.247,12.185,12.216,12.01,293.096015,58.368884,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,4.0,63.0,1.0,TOI-5201b,0.1171750826754562,18.94264083647359,,,1.6899521277781038,,,314.05,273.81,-146.06,0.9881118033622044,0.8615026042942371,-0.4595561534758272,True,126.4,110.2,58.79999999999998,3.8558229,6.3e-06,6.3e-06,0.0484558594591504,7248893398.027367,7.030320637997846,0.0,90,0.0,0.0,1213564.3575413,891.5570620310641,1521.1672008329415,2459686.760358,0.0011175,0.0011175,1.373,0.0001728969999999,0.0001728969999999,3.462,0.079,0.079,12463.2,12463.2,2459688.6882694503,322.0,323.0,0.2,0.8,2.3,False,,5.0,72.0,143.0,3.0,18.0,35.0,Eclipse,3.0,18.0,35.0,orange,orange,orange,2
65845738,TOI-5204,6589.0,613.0,613.0,1.98841,0.09,0.09,1.37,0.314778,0.314778,3.97778,0.11,0.11,821.754,23.463,23.463,,,,12.3428,12.888,12.3428,11.625,11.372,11.32,11.034,11.057,11.654,310.938842,40.29807,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,26.0,1.0,TOI-5204b,0.0728010988928051,15.789724506122075,0.755636,0.755636,1.4086672896617414,0.0674134444637162,0.0674134444637162,357.82,429.45,-194.99,1.1258276245154082,1.3512008086416132,-0.6135071502550428,True,158.8,190.6,86.6,1.593603,7.5e-06,7.5e-06,0.0296625293573039,4437451231.428911,3.207787946319911,0.0,90,0.0,0.0,10381775.591802653,7627.074153731799,2601.3673444537867,2459825.299287,0.0015837926,0.0015837926,0.53,0.000298608,0.000298608,3.244,0.277,0.277,11678.4,11678.4,2459826.0960885,428.0,428.0,0.2,0.8,2.3,False,,7.0,99.0,196.0,1.0,6.0,12.0,Eclipse,1.0,6.0,12.0,yellow,green,green,2
159117779,TOI-5206,5972.0,128.3,128.3,2.40723,0.12,0.12,1.1,0.13836,0.13836,3.71643,0.08,0.08,1297.27,24.245,24.245,,,,12.8715,13.371,12.8715,12.224,11.901,11.864,11.834,11.853,11.661,192.905209,78.027244,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,1.0,11.0,1.0,TOI-5206b,0.0707106781186547,18.566637942152347,0.935213,0.935213,1.6564073387070146,0.0834342588723213,0.0834342588723213,319.15,287.87,-151.29999999999998,1.0041581978762857,0.9057403115232534,-0.4760430372510794,True,116.3,104.8,55.10000000000001,4.4716261,1.56e-05,1.56e-05,0.0548489554953294,8205286952.220353,4.899527314148887,0.0,90,0.0,0.0,3002658.108879561,2205.932487387928,1907.7774436156967,2459634.597943,0.0018283,0.0018283,0.5,9.75158e-05,9.75158e-05,6.451,0.192,0.192,23223.6,23223.6,2459636.83375605,223.0,224.0,0.2,0.8,2.3,False,,9.0,130.0,259.0,3.0,20.0,39.0,Eclipse,3.0,20.0,39.0,orange,yellow,yellow,2
147892178,TOI-5207,3850.0,157.0,157.0,0.564611,0.02,0.02,0.558209,0.0201886,0.0201886,4.68137,0.01,0.01,156.815,0.4225,0.4225,,,,13.2754,14.865,13.2754,12.048,11.399,11.238,11.159,11.118,11.146,142.729233,71.740257,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,4.0,18.0,1.0,TOI-5207b,0.1152822622956367,7.099740981529626,0.298545,0.298545,0.6333975543318708,0.0266344467143176,0.0266344467143176,39.98,65.66,-24.86,0.1257911475829355,0.2065894634891333,-0.0782183073764827,True,12.9,21.300000000000004,8.1,24.6951647,0.0001775,0.0001775,0.1366592656342203,20443935150.30505,52.04669494869988,0.0,90,0.0,0.0,4588.562730365818,3.3710330081863527,377.3541699519471,2459585.838983,0.0038425,0.0038425,1.329,0.00138769,0.00138769,3.696,0.411,0.411,13305.6,13305.6,2459598.18656535,25.0,25.0,0.2,0.8,2.3,False,,3.0,41.0,83.0,7371.0,56710.0,122412.0,Transit,3.0,41.0,83.0,red,orange,orange,1
111108561,TOI-5209,5900.0,209.1,209.1,0.916865,0.05,0.05,1.072,0.132283,0.132283,4.54365,0.08,0.08,404.438,3.271,3.271,,,,12.8462,13.547,12.8462,12.051,11.665,11.594,11.556,11.648,12.205,291.871283,25.453331,PC,found in faint-star QLP search,3.0,4.0,3.0,3.0,4.0,4.0,1.0,0.0,2.0,38.0,1.0,TOI-5209b,0.1466287829861517,14.664096289276497,0.764196,0.764196,1.308245293776009,0.0681771178257707,0.0681771178257707,376.72,503.8399999999999,-215.77000000000004,1.1852936747734744,1.585257923916615,-0.6788883420202606,True,166.5,222.7,95.39999999999998,2.635737,7.3e-06,7.3e-06,0.038231388844119,5719334364.983948,8.96639958710372,0.0,90,0.0,0.0,854076.6576405263,627.4558665994643,1393.2465270898806,2459443.478986,0.000881,0.000881,2.15,0.000952251,0.000952251,2.207,0.103,0.103,7945.2,7945.2,2459444.7968545,205.0,204.0,0.2,0.8,2.3,False,,4.0,53.0,104.0,1.0,6.0,12.0,Eclipse,1.0,6.0,12.0,orange,yellow,yellow,2
265979849,TOI-5210,5569.0,151.3,151.3,1.28343,0.07,0.07,0.982,0.130795,0.130795,4.21343,0.08,0.08,302.086,2.682,2.682,,,,11.4194,12.118,11.4194,10.683,10.345,10.308,10.277,10.312,10.3,314.316923,21.950206,PC,found in faint-star QLP search,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,77.0,1.0,TOI-5210b,0.0873498712076898,12.228273251984472,0.618573,0.618573,1.0909353442130891,0.0551854816105298,0.0551854816105298,427.92,705.75,-266.04,1.346386890287389,2.2205378290809605,-0.8370554502992544,True,167.0,275.3,103.7,4.5661309,7.9e-06,7.9e-06,0.0535623712913394,8012816694.82719,8.97410233639776,0.0,90,0.0,0.0,676704.0321308232,497.14731237943386,1314.518526125683,2459443.959352,0.0007126,0.0007126,0.763,0.0001481849999999,0.0001481849999999,3.543,0.205,0.205,12754.8,12754.8,2459446.24241745,98.0,95.0,0.2,0.8,2.3,False,,11.0,142.0,284.0,1.0,8.0,16.0,Eclipse,1.0,8.0,16.0,green,green,green,2
215595454,TOI-5211,6379.0,122.0,122.0,1.57108,,,1.27,,,4.14948,,,1054.17,17.98,17.98,,,,13.3285,13.982,13.3285,12.645,12.412,12.387,12.332,12.332,11.778,295.168022,28.682559,PC,found in faint-star QLP search; ephemeris match to TIC 2155954564 but this appears to be the correct source,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,4.0,18.0,1.0,TOI-5211b,0.1170897091976916,20.06539468446926,,,1.790117689210169,,,301.87,240.77,-133.53,0.9497892376403394,0.757547138657914,-0.4201323646010353,True,128.6,102.6,56.900000000000006,2.0961984,0.0002699,0.0002699,0.0347211305479115,5194207198.264284,4.752246574990397,0.0,90,0.0,0.0,4155243.910344135,3052.691049887572,2069.131637114667,2459445.520941,0.0035171,0.0035171,1.371,0.00182078,0.00182078,3.22,0.255,0.255,11592.0,11592.0,2459446.5690402,272.0,271.0,0.2,0.8,2.3,False,,2.0,37.0,73.0,1.0,8.0,16.0,Eclipse,1.0,8.0,16.0,orange,orange,orange,2
7583660,TOI-5214,5840.82,140.2,140.2,2.53018,0.15,0.15,1.05,0.127708,0.127708,3.65295,0.08,0.08,893.944,21.2615,21.2615,0.353,0.028,0.028,12.0228,12.531,12.0228,11.471,11.179,11.129,11.063,11.116,10.985,272.537667,47.875676,PC,found in faint-star QLP search,3.0,3.0,3.0,4.0,4.0,4.0,2.0,8.0,1.0,18.0,1.0,TOI-5214b,0.0520576603392814,14.367021549773437,0.87594,0.87594,1.2817420151430925,0.078146266910983,0.078146266910983,382.19,528.01,-221.8,1.2025042194777928,1.6613052485058986,-0.6978608437692626,True,135.4,187.1,78.6,5.3333965,3.82e-05,3.82e-05,0.0607423475802362,9086925859.32264,5.162303844259252,0.0,90,0.0,0.0,2474711.107961612,1818.0709997613849,1817.7620961965488,2459445.571125,0.0024711,0.0024711,0.271,0.000149702,0.000149702,5.577,0.361,0.361,20077.2,20077.2,2459448.23782325,232.0,233.0,0.2,0.8,2.3,False,,37.0,509.0,1009.0,3.0,27.0,54.0,Eclipse,3.0,27.0,54.0,yellow,green,green,1
215018906,TOI-5217,6029.04,204.2,204.2,2.44903,0.2,0.2,1.118,0.162216,0.162216,3.70852,0.12,0.12,517.506,7.5775,7.5775,0.426,0.188,0.188,10.9992,11.58,10.9992,10.373,10.105,10.049,9.585,9.662,9.802,294.922389,28.572231,PC,found in faint-star QLP search,3.0,3.0,3.0,4.0,4.0,4.0,7.0,18.0,1.0,23.0,1.0,TOI-5217b,0.0544058820349417,14.53351422143258,3.75756,3.75756,1.2965955219565706,0.3352276259721367,0.3352276259721367,379.28,515.47,-218.71,1.19334833554917,1.6218499961124515,-0.6881386165048485,True,137.7,187.2,79.4,4.3713133,6.38e-05,6.38e-05,0.0543213268556212,8126354831.199662,4.769574898081544,0.0,90,0.0,0.0,3291364.800204861,2418.033714576396,1952.0607575290508,2459790.808604,0.0038523,0.0038523,0.296,0.017876,0.017876,4.113,0.46,0.46,14806.8,14806.8,2459792.99426065,130.0,129.0,0.2,0.8,2.3,False,,12.0,152.0,301.0,1.0,7.0,14.0,Eclipse,1.0,7.0,14.0,green,green,green,2
