Star Name,Star Mass [Ms],Star Temperature [K],Star Radius [Rs],Star Distance [pc],Star K Mag,Star V Mag,Star Metallicity,Star Age [Gyr],Star RA,Star Dec,Planet Name,Planet Period [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Radius [Re],Planet Albedo,Planet Mass [Me],Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Eccentricity,Transit Mid Time,Transit Mid Time Flag,"Known (Y=1,N=0)",Tier 1 Transits,Tier 1 Eclipses,Tier 2 Transits,Tier 2 Eclipses,Tier 3 Transits,Tier 3 Eclipses,Best Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS Flag,Tier,Number Observations,Time [s]
251850982,1.0018200000000002,5734.1,1.305,156.0576656,8.76,10.33,-0.24,,7.94429711,-30.91822575,251850982 b,1.44416303,2041.816715,3743162612.0,6.326720487,0.3,33.10366024,2.3,9013.151092,0.352304929,1,85.09944867,0.246153617,2458484.9669999997,1,0,1.0,1.0,7.0,6.0,15.0,13.0,Eclipse,1.0,6.0,13.0,0.0,2.0,6.0,135197.26638
HAT-P-9,1.28,6350.0,1.32,480.0,11.0175,12.297,0.12,1.6,110.1675979,37.140603799999994,HAT-P-9 b,3.922852,1564.617974,7907440245.0,15.36264323,0.3,230.41694569999999,2.3,10699.12714,0.52,1,86.5,0.0,2454417.9080000003,0,1,2.0,1.0,22.0,5.0,43.0,11.0,Eclipse,1.0,5.0,11.0,0.0,2.0,5.0,133739.08925
333538750,1.43412,6730.0,3.6385050000000003,172.9597784,7.499,8.71,,,354.5427484,40.51267738,333538750 b,7.127403346,2213.8683170000004,12228711569.0,11.68151712,0.3,92.93855087,2.3,39258.20556,0.25167570300000003,1,87.01458397,0.045767535,2458484.588,1,0,1.0,1.0,3.0,2.0,6.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,196291.0278
394724489,1.185223841,6189.0,1.3193700000000002,361.99641280000003,9.486,11.065999999999999,,,160.0735698,-81.83338302,394724489 b,4.401180849,1486.154329,8321678166.0,13.91533654,0.3,140.2641235,2.3,7404.9754379999995,0.83198693,1,84.73609461,0.12354643300000001,2458485.639,1,0,1.0,1.0,14.0,8.0,27.0,16.0,Eclipse,1.0,8.0,16.0,0.0,2.0,8.0,148099.50876
HAT-P-17,0.9235,5246.0,0.8535,90.0,8.544,10.54,0.0,7.8,324.536948,30.48866355,HAT-P-17 b,10.338521499999999,794.5496016,13531602655.0,11.30251609,0.3,177.0237776,2.3,10802.1289,0.5,1,89.2,0.348,2458491.4359999998,1,1,1.0,1.0,6.0,8.0,11.0,15.0,Transit,1.0,6.0,11.0,0.0,2.0,6.0,162031.93349999998
17416749,1.21862,6262.0,2.7023099999999998,224.9410211,7.891,9.11,,,242.20100109999998,35.69113881,17416749 b,3.9927014460000003,2212.739279,7871037322.0,10.28880863,0.3,75.47562748,2.3,19857.6417,0.653019269,1,81.02922859,0.141322213,2458487.494,1,0,1.0,1.0,7.0,3.0,13.0,6.0,Eclipse,1.0,3.0,6.0,0.0,2.0,3.0,148932.31275
WASP-172,1.49,6900.0,1.91,546.02,10.13,11.0,-0.1,1.495,199.43358569999998,-47.2375415,WASP-172 b,5.477433,1783.9895190000002,10391497049.0,17.22810705,0.3,149.37374409999998,2.3,17197.43466,0.45,1,86.7,0.0,2457032.262,0,1,1.0,1.0,5.0,4.0,11.0,7.0,Eclipse,1.0,4.0,7.0,0.0,2.0,4.0,171974.3466
258195434,0.9098902959999999,5295.0,1.425741,398.08,11.527000000000001,13.38,,,252.20948230000002,26.92582241,258195434 b,4.284362042,1393.721451,7484309975.0,15.46812987,0.3,318.77797799999996,2.3,10058.00394,0.7647945509999999,1,84.18426737,0.000901059,2458486.457,1,0,3.0,1.0,-99.0,6.0,-99.0,12.0,Eclipse,1.0,6.0,12.0,0.0,2.0,6.0,150870.0591
WASP-56,0.71,5600.0,0.96,255.0,10.532,11.484000000000002,0.12,,183.36628000000002,23.05566845,WASP-56 b,4.60855,1230.294487,7233696752.0,11.74144875,0.3,166.8536504,2.3,10131.45616,0.5,1,88.5,0.0,2458488.84,1,1,1.0,1.0,17.0,6.0,33.0,12.0,Eclipse,1.0,6.0,12.0,0.0,2.0,6.0,151971.8424
190763937,1.421112818,6699.0,1.57195,412.94800000000004,10.289000000000001,12.193,,,259.4181001,-41.71218666,190763937 b,6.9573738789999995,1462.377159,11996955842.0,16.7426403,0.3,465.29958200000004,2.3,17392.01009,0.072019455,1,89.62395019,0.00943479,2458491.378,1,0,3.0,1.0,37.0,4.0,-99.0,7.0,Eclipse,1.0,4.0,7.0,0.0,2.0,4.0,173920.1009
140213863,0.938011,4999.8,2.42346,238.7843063,9.906,11.671,-0.37,,84.90384742,-33.22240384,140213863 b,2.05674526,2180.1798940000003,4635404382.0,9.333756498,0.3,64.37851507,2.3,20528.48489,0.062055982999999995,1,88.70701492,0.165643115,2458486.135,1,0,1.0,1.0,10.0,3.0,20.0,6.0,Eclipse,1.0,3.0,6.0,0.0,2.0,3.0,153963.636675
HAT-P-25,1.01,5509.5,0.9395,297.0,10.815,13.19,0.302,3.2,48.4364595,25.1974525,HAT-P-25 b,3.65282557,1220.058438,6967725944.0,12.75648054,0.3,180.51975890000003,2.3,8835.701717,0.34700000000000003,1,87.91,0.0275,2458485.9590000003,1,1,1.0,1.0,19.0,7.0,37.0,14.0,Eclipse,1.0,7.0,14.0,0.0,2.0,7.0,154624.78004749998
108191368,1.41086,6675.0,2.16102,184.91940569999997,8.787,10.032,,,111.9795846,-25.31342816,108191368 b,6.686205414,1733.3650350000003,11655004083.0,10.6778853,0.3,80.06510685,2.3,20706.69252,0.487344257,1,86.39675927,0.006154501,2458485.542,1,0,1.0,1.0,4.0,3.0,7.0,6.0,Eclipse,1.0,3.0,6.0,0.0,2.0,3.0,155300.1939
WASP-37,0.8759999999999999,5800.0,0.984666667,339.6666667,11.093,12.702,-0.4,11.0,221.9449102,1.064983,WASP-37 b,3.577470333,1355.8547720000001,6553148998.0,12.64126071,0.3,561.0520205,2.3,8904.547726,0.5,1,88.79333333,0.0,2455338.619,0,1,12.0,1.0,-99.0,7.0,-99.0,14.0,Eclipse,1.0,7.0,14.0,0.0,2.0,7.0,155829.585205
WASP-133,1.16,5700.0,1.44,502.0,11.18,12.9,0.29,6.8,314.57518650000003,-35.79661085,WASP-133 b,2.1764229999999998,1814.74355,5166695266.0,13.27771307,0.3,368.66711319999996,2.3,11368.27492,0.2,1,87.0,0.17,2457116.9869999997,0,1,8.0,1.0,-99.0,5.0,-99.0,11.0,Eclipse,1.0,5.0,11.0,0.0,2.0,5.0,142103.43649999998
K2-238,1.19,5630.0,1.59,453.0,12.032,13.748,0.34,5.63,347.704346,-7.857499000000001,K2-238 b,3.20466,1648.561186,6744269868.0,14.26531157,0.3,273.32217010000005,2.3,12515.2859,0.5,1,84.5,0.0,2457740.504,0,1,3.0,1.0,-99.0,5.0,-99.0,10.0,Eclipse,1.0,5.0,10.0,0.0,2.0,5.0,156441.07375
343567745,1.38448,6615.0,1.0624,284.94888210000005,10.376,11.502,,,310.8037665,61.5605291,343567745 b,3.0536911680000003,1568.920681,6868737993.0,10.07793385,0.3,72.99034691,2.3,4477.9109579999995,0.868523578,1,84.63893119,0.11073859900000001,2458487.115,1,0,1.0,2.0,14.0,16.0,28.0,32.0,Transit,1.0,14.0,28.0,0.0,2.0,14.0,156726.88353
K2-25,0.292,3180.0,0.2925,45.01,10.444,15.880999999999998,0.15,,63.273433999999995,15.247763,K2-25 b,3.484776,522.6817485,4464870239.0,3.3578348769999997,0.1,11.36580163,2.3,3493.396513,0.6,1,89.15,0.27,2457062.579,0,1,2.0,-99.0,18.0,-99.0,36.0,-99.0,Transit,2.0,18.0,36.0,1.0,2.0,18.0,157202.843085
434874711,1.4452408780000001,6757.0,1.59693,542.394,10.618,12.911,,,258.2082303,-12.77761482,434874711 b,8.029202424,1413.402789,13273730531.0,20.14642904,0.3,856.6095108999999,2.3,11445.736659999999,0.7850291309999999,1,86.23368856,0.057779109,2458488.9159999997,1,0,7.0,1.0,-99.0,5.0,-99.0,11.0,Eclipse,1.0,5.0,11.0,0.0,2.0,5.0,143071.70824999997
321847708,1.0749600000000001,5910.0,2.54892,298.3124914,9.59,11.062000000000001,,,274.90790830000003,39.03285899,321847708 b,5.351554331,1878.408941,9176605047.0,13.32651643,0.3,117.7182713,2.3,25501.38849,0.442234666,1,85.09903679,0.003704298,2458489.522,1,0,1.0,1.0,6.0,3.0,12.0,5.0,Eclipse,1.0,3.0,5.0,0.0,2.0,3.0,191260.41367500002
396718866,1.1812,6180.0,1.0252299999999999,254.1143196,10.34,12.017999999999999,,,47.08037891,73.75343211,396718866 b,4.183155494,1331.252631,8035417837.0,10.40864986,0.3,76.88802530000001,2.3,9832.867257,0.26893783600000004,1,88.63248927,0.0113309,2458485.391,1,0,1.0,1.0,6.0,9.0,13.0,18.0,Transit,1.0,6.0,13.0,0.0,2.0,6.0,147493.00885500002
331422662,1.00886,5675.0,1.6374,105.2019705,7.446000000000001,8.995,,,284.90992880000005,-3.982714985,331422662 b,10.75510837,1157.754395,14308193607.0,8.840143816,0.3,58.72804108,2.3,21379.05787,0.418734699,1,88.09008463,0.017133318999999998,2458488.167,1,0,1.0,2.0,3.0,7.0,6.0,12.0,Transit,1.0,3.0,6.0,0.0,2.0,3.0,160342.934025
166235533,1.4705377919999998,6820.0,1.62297,473.2539338,10.704,11.568,,,206.4037739,-40.76196662,166235533 b,5.509317082000001,1625.8392099999999,10386165105.0,15.91084882,0.3,369.674298,2.3,8035.44733,0.8728617209999999,1,84.55648998,0.104451315,2458487.3340000003,1,0,5.0,1.0,-99.0,8.0,-99.0,16.0,Eclipse,1.0,8.0,16.0,0.0,2.0,8.0,160708.9466
396349389,1.42911,6718.0,1.1731095,132.2618756,9.467,11.273,,,2.646268269,55.67989527,396349389 b,3.721988829,1559.157199,7920815720.0,5.920617153999999,0.3,29.50247081,2.3,4769.20776,0.891860605,1,84.72887661,0.003433195,2458487.0069999998,1,0,1.0,4.0,14.0,34.0,27.0,-99.0,Transit,1.0,14.0,27.0,0.0,2.0,14.0,166922.27160000004
191251222,1.464989848,6806.0,2.4259049999999998,666.76,11.174000000000001,12.225999999999999,,,9.326937447999999,46.27459821,191251222 b,1.1732435079999999,3323.866794,3699147295.0,12.33120063,0.3,102.07733929999999,2.3,11712.16576,0.6055428039999999,1,73.96663273,0.055999025,2458484.883,1,0,2.0,1.0,20.0,5.0,38.0,11.0,Eclipse,1.0,5.0,11.0,0.0,2.0,5.0,146402.07200000001
441742021,1.14481,6096.0,1.31907,124.4923943,8.198,9.52,,,260.0142384,73.93966256,441742021 b,5.075006567,1403.872612,9045519697.0,6.895362126,0.3,38.24545085,2.3,13124.16628,0.374770692,1,87.82164159999999,0.015656756,2458484.55,1,0,1.0,2.0,5.0,11.0,10.0,21.0,Transit,1.0,5.0,10.0,0.0,2.0,5.0,164052.0785
HAT-P-28,1.0225,5680.0,1.1015,395.0,11.104000000000001,13.03,0.12,6.1,13.000383,34.72837315,HAT-P-28 b,3.257215,1412.096853,6481617068.0,13.29965971,0.3,198.9531145,2.3,10103.62322,0.299,1,88.0,0.051,2455417.598,0,1,2.0,1.0,27.0,7.0,-99.0,13.0,Eclipse,1.0,7.0,13.0,0.0,2.0,7.0,176813.40635
WASP-124,1.07,6050.0,1.02,433.0,11.31,12.7,-0.02,2.1,332.7134115,-30.74955824,WASP-124 b,3.37265,1419.877901,6735038591.0,13.60691257,0.3,190.6898861,2.3,7741.811603,0.61,1,86.3,0.017,2457028.583,0,1,2.0,1.0,27.0,8.0,-99.0,17.0,Eclipse,1.0,8.0,17.0,1.0,2.0,8.0,154836.23206
HAT-P-21,1.0935,5588.0,1.1575,254.0,10.111,11.5725,0.01,10.2,171.27497749999998,41.0280048,HAT-P-21 b,4.1244705,1301.690172,7757998835.0,11.7085288,0.3,1419.527294,2.3,10193.80033,0.5,1,87.2,0.22899999999999998,2458485.13,1,1,-99.0,1.0,-99.0,7.0,-99.0,13.0,Eclipse,1.0,7.0,13.0,0.0,2.0,7.0,178391.505775
HATS-6,0.5720000000000001,3724.0,0.57,148.4,11.224,15.18,0.2,8.1,88.14677351,-19.03166134,HATS-6 b,3.3252725,728.6549878,5414788317.0,10.95136996,0.3,101.3834561,2.3,6054.466914,0.42700000000000005,1,88.21,0.0,2456643.741,0,1,1.0,3.0,11.0,25.0,22.0,46.0,Transit,1.0,11.0,22.0,1.0,2.0,11.0,166497.840135
221589704,1.20155,6225.0,2.03722,227.7374756,8.557,9.92,,,248.53557990000002,-59.73599812,221589704 b,4.06633926,1902.7573309999998,7930142696.0,10.19172949,0.3,74.33149398,2.3,11125.25865,0.8306600390000001,1,81.46482466,0.004280133,2458485.628,1,0,1.0,1.0,9.0,6.0,19.0,12.0,Eclipse,1.0,6.0,12.0,0.0,2.0,6.0,166878.87974999996
WASP-142,1.33,6010.0,1.64,840.0,11.442,12.3,0.26,2.0,140.5073632,-23.94614007,WASP-142 b,2.052868,2035.248177,5201028219.0,16.78917438,0.3,266.9658406,2.3,7900.093179,0.77,1,80.2,0.0,2457007.778,0,1,4.0,1.0,-99.0,8.0,-99.0,17.0,Eclipse,1.0,8.0,17.0,1.0,2.0,8.0,158001.86358
46847433,0.196,3157.0,0.221,33.72898912,11.626,16.92,,,142.336696,-8.119516,46847433 b,5.138983182,423.4853124,5064868038.0,2.502764959,0.1,6.935296144,2.3,3735.9360840000004,0.491233418,1,89.14581313,0.034575697,2458487.558,1,0,2.0,-99.0,18.0,-99.0,36.0,-99.0,Transit,2.0,18.0,36.0,1.0,2.0,18.0,168117.12378
HAT-P-34,2.81,6475.5,1.59,257.0,9.247,10.161,0.15,1.7,303.1955877,18.104934,HAT-P-34 b,5.452652,1376.368791,12799861599.0,13.48071943,0.3,1642.793369,2.3,11220.08799,0.5,1,87.1,0.4405,2458488.184,1,1,-99.0,1.0,-99.0,6.0,-99.0,12.0,Eclipse,1.0,6.0,12.0,0.0,2.0,6.0,168301.31985
307776228,0.8774584809999999,5177.0,0.909015,347.17900000000003,10.642000000000001,12.254000000000001,-1.16,,112.997099,46.59328920000001,307776228 b,1.7632464230000002,1471.651069,4091182435.0,10.41341879,0.3,76.94422989,2.3,7484.74077,0.049114898,1,89.56512506,0.23984159300000002,2458484.8219999997,1,0,1.0,1.0,13.0,9.0,25.0,18.0,Eclipse,1.0,9.0,18.0,1.0,2.0,9.0,168406.66732500002
417843105,0.92347979,5282.0,0.81735,245.93200000000002,10.74,12.698,0.14,,27.99077651,36.89812203,417843105 b,2.065543082,1339.1720369999998,4624484023.0,9.003767301,0.3,60.59619874,2.3,6737.351043000001,0.262928955,1,88.14781823,0.07784956,2458485.712,1,0,1.0,2.0,10.0,12.0,20.0,23.0,Transit,1.0,10.0,20.0,0.0,2.0,10.0,168433.77607500003
142678745,1.047775799,5821.0,1.14999,356.35699999999997,10.749,12.359000000000002,,,255.671906,12.25959387,142678745 b,1.2503029829999999,2026.335759,3451418419.0,8.82034263,0.3,58.50237354,2.3,7966.578709,0.022077525,1,89.70686107,0.245601445,2458485.4390000002,1,0,1.0,1.0,15.0,8.0,29.0,17.0,Eclipse,1.0,8.0,17.0,0.0,2.0,8.0,159331.57418
WASP-96,1.06,5540.0,1.05,356.02,10.914000000000001,12.2,0.14,8.0,1.0460755,-47.360613,WASP-96 b,3.4252602,1314.434171,6783632524.0,13.16797991,0.3,152.55190890000003,2.3,7141.404079000001,0.71,1,85.6,0.0,2456258.062,0,1,2.0,1.0,21.0,10.0,42.0,19.0,Eclipse,1.0,10.0,19.0,0.0,2.0,10.0,178535.10197500003
165557886,0.192,3149.0,0.218,17.898928,9.399,14.982000000000001,,,180.963642,-40.395042,165557886 b,7.659090001,368.5482523,6563213087.0,1.711749571,0.1,3.619655312,2.3,2661.676897,0.837145076,1,88.89186529999999,0.022187602,2458489.375,1,0,2.0,-99.0,25.0,-99.0,-99.0,-99.0,Transit,2.0,25.0,-99,1.0,1.0,2.0,13308.384484999999
95752782,1.184774981,6188.0,1.31887,533.314,11.142999999999999,12.468,,,135.5436179,-7.602653632999999,95752782 b,2.440779831,1808.363416,5616455755.0,13.34312862,0.3,117.9951631,2.3,10467.038840000001,0.297410142,1,87.21585975,0.026399935,2458485.367,1,0,1.0,1.0,13.0,6.0,26.0,13.0,Eclipse,1.0,6.0,13.0,0.0,2.0,6.0,157005.58260000002
191441843,0.846258172,5064.0,1.309014,304.53700000000003,11.085999999999999,13.15,,,10.64593584,44.09969051,191441843 b,7.209588515,1086.83045,10335684815.0,16.89172067,0.3,482.4383157,2.3,17038.50292,0.219773744,1,88.89074158,0.094469624,2458490.556,1,0,2.0,1.0,36.0,4.0,-99.0,8.0,Eclipse,1.0,4.0,8.0,0.0,2.0,4.0,170385.0292
XO-5,0.933333333,5483.333333,1.083333333,256.6666667,10.345,12.13,0.136666667,8.5,116.7165969,39.094650099999996,XO-5 b,4.1877544,1262.338313,7434145231.0,11.70487103,0.3,354.2594329,2.3,9748.782346,0.55,1,86.8,0.0,2456864.313,0,1,6.0,1.0,-99.0,7.0,-99.0,14.0,Eclipse,1.0,7.0,14.0,0.0,2.0,7.0,170603.691055
130706946,1.04521,6136.4,1.08191,192.70750969999997,9.568,11.019,0.21,,186.2762314,-33.84127377,130706946 b,2.190477514,1719.4080800000002,5011776531.0,6.96648437,0.3,38.888554799999994,2.3,8041.542972,0.45777446899999996,1,86.0588924,0.047482445,2458486.103,1,0,1.0,2.0,9.0,11.0,17.0,22.0,Transit,1.0,9.0,17.0,0.0,2.0,9.0,180934.71687
364775266,1.46459,6805.0,1.5237,152.0059783,8.3,10.038,,,292.16767799999997,-8.781611348,364775266 b,12.06906603,1211.110841,17495208002.0,9.480590137,0.3,66.06151341,2.3,13726.11522,0.730702135,1,87.46319317,0.001844334,2458490.634,1,0,1.0,2.0,5.0,13.0,10.0,25.0,Transit,1.0,5.0,10.0,0.0,2.0,5.0,171576.44025
328814963,1.38133,6608.0,2.00798,183.8221131,8.059,9.29,,,137.2161951,86.83470205,328814963 b,7.973847527,1565.287449,13014947257.0,11.4353702,0.3,89.57486279,2.3,22893.417999999998,0.231306023,1,88.57775874,0.006521852,2458487.807,1,0,1.0,1.0,3.0,3.0,6.0,6.0,Transit,1.0,3.0,6.0,0.0,2.0,3.0,171700.63499999995
193380428,0.801497,4896.0,0.9374370000000001,101.4784323,9.275,11.505,-0.41,,242.5082898,-1.2984768979999999,193380428 b,4.488367,1050.8706869999999,7400439638.0,6.134300395,0.3,31.3637528,2.3,2414.655517,0.9750393,1,85.07204153,0.096294571,2458485.475,1,0,2.0,11.0,29.0,-99.0,-99.0,-99.0,Transit,2.0,29.0,-99,0.0,1.0,2.0,12073.277585
236388729,0.946794393,5432.0,1.50222,426.267,11.556,13.294,,,244.5496576,27.98926207,236388729 b,2.015647783,1874.5439629999998,4587678433.0,11.55319674,0.3,91.16226412,2.3,10610.37377,0.541896346,1,82.91091483,0.09328211900000001,2458484.525,1,0,1.0,1.0,16.0,6.0,32.0,13.0,Eclipse,1.0,6.0,13.0,0.0,2.0,6.0,159155.60655000003
K2-232,1.19,6154.0,1.16,131.21,8.434,9.899,0.1,1.43,73.76651,18.654535,K2-232 b,11.168453999999999,1015.190551,15502759397.0,10.97331659,0.3,126.4909578,2.3,13843.26949,0.5,1,89.14,0.258,2457825.35,0,1,1.0,1.0,5.0,7.0,10.0,14.0,Transit,1.0,5.0,10.0,0.0,2.0,5.0,173040.868625
187413972,1.19698,6108.0,1.68235,57.82679399999999,6.0760000000000005,7.53,,,321.846861,-7.015783,187413972 b,20.37355926,992.1340321,23190220730.0,5.98160077,0.3,29.98512641,2.3,3561.5698079999997,0.992032948,1,87.13091217,0.017559474,2458498.919,1,0,3.0,26.0,20.0,-99.0,39.0,-99.0,Transit,3.0,20.0,39.0,0.0,1.0,3.0,26711.773559999998
270415161,1.25295,6335.0,1.39805,128.7494836,8.105,9.345,,,135.01582390000002,3.653477586,270415161 b,4.4537420139999995,1545.351421,8544616938.0,6.681714329,0.3,36.31359753,2.3,13911.6764,0.062198458,1,89.59445588,0.08174761900000001,2458485.194,1,0,1.0,2.0,5.0,10.0,10.0,19.0,Transit,1.0,5.0,10.0,0.0,2.0,5.0,173895.955
393910201,1.328321973,4959.53,4.8341400000000005,174.11599999999999,10.121,12.195,-0.642516,,200.5998386,47.47778559,393910201 b,4.643169707,2197.158135,8957953498.0,11.63276501,0.3,92.26369527,2.3,46588.39906,0.23479056,1,84.94432056,0.042005125,2458485.129,1,0,4.0,1.0,8.0,2.0,13.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,232941.9953
283174405,1.26294,6356.0,3.6129,626.5987062,10.372,11.707,,,254.3894108,1.6905282330000002,283174405 b,2.339172711,3085.156766,5576997012.0,14.84365784,0.3,246.9867699,2.3,23643.13616,0.578499515,1,74.89126135,0.012475876,2458486.184,1,0,3.0,1.0,46.0,3.0,-99.0,6.0,Eclipse,1.0,3.0,6.0,0.0,2.0,3.0,177323.5212
11652749,1.06017,5863.0,1.9950900000000003,362.72319269999997,10.549000000000001,12.002,,,22.24400281,-28.24532732,11652749 b,6.365991638,1559.5517630000002,10254957368.0,15.36993662,0.3,307.48938260000006,2.3,23651.79115,0.056595932,1,89.56122401,0.279868695,2458486.974,1,0,2.0,1.0,25.0,3.0,49.0,6.0,Eclipse,1.0,3.0,6.0,0.0,2.0,3.0,177388.433625
Qatar-5,1.129,5747.0,1.078,371.39,10.956,12.82,0.377,0.53,7.054032336000001,42.06136095,Qatar-5 b,2.8792318999999997,1448.6360849999999,6170405764.0,12.14746147,0.3,1372.96718,2.3,9464.45502,0.18,1,88.74,0.0,2457336.758,0,1,-99.0,1.0,-99.0,7.0,-99.0,15.0,Eclipse,1.0,7.0,15.0,0.0,2.0,7.0,165627.96285
288426012,1.05066,5831.0,1.76112,173.0940869,9.241,10.852,,,320.768618,7.389121816,288426012 b,10.04245627,1253.71001,13855174890.0,12.14062256,0.3,99.29376044,2.3,11906.39547,0.873045999,1,85.57339309,0.038388728,2458486.128,1,0,1.0,1.0,6.0,7.0,12.0,13.0,Transit,1.0,6.0,12.0,0.0,2.0,6.0,178595.93204999997
77423462,0.98,5560.0,1.09869,247.6314115,10.198,11.834000000000001,,,42.27915577,32.12445062,77423462 b,1.058341927,2022.3172730000001,3020350467.0,6.946038982999999,0.3,38.70368283,2.3,3668.599422,0.867070885,1,77.32804642,0.061036428,2458485.059,1,0,2.0,2.0,26.0,20.0,-99.0,39.0,Eclipse,2.0,20.0,39.0,0.0,1.0,2.0,18342.99711
115183347,1.14172778,5831.0,1.40841,388.88699999999994,10.978,12.535,-0.02,,249.181178,46.604777,115183347 b,1.148651365,2277.898382,3356430492.0,9.058556207999999,0.3,61.22418589,2.3,6828.0982650000005,0.671926648,1,78.69106721,0.086737019,2458484.674,1,0,2.0,1.0,22.0,10.0,44.0,21.0,Eclipse,1.0,10.0,21.0,0.0,2.0,10.0,170702.45662500002
256561056,0.8915200000000001,5228.0,0.9629270000000001,69.60919269,7.849,9.995,,,300.0337286,61.17452067,256561056 d,25.8656479,663.5984096,24646613284.0,6.530508964,0.1,34.94636328,2.3,18089.27689,0.352458759,1,89.45124837,0.102580348,2458498.1780000003,1,0,1.0,24.0,4.0,-99.0,8.0,-99.0,Transit,1.0,4.0,8.0,0.0,2.0,4.0,180892.76890000002
394606514,1.00583,5663.0,1.2697399999999999,244.93979900000002,9.836,11.394,,,201.2815648,-73.77393488,394606514 b,7.753007405,1135.210481,11491753646.0,14.26004543,0.3,179.89290830000002,2.3,16084.08686,0.190981693,1,89.15906856,0.053007225,2458489.482,1,0,1.0,1.0,7.0,4.0,14.0,9.0,Eclipse,1.0,4.0,9.0,0.0,2.0,4.0,160840.8686
WASP-174,1.29,6400.0,1.31,414.69,10.579,,0.105,1.65,195.79491969999998,-41.38478012,WASP-174 b,4.2337,1529.539053,8341444612.0,13.71664574,0.3,413.16142,2.3,4674.592738,0.93,1,84.35,0.0,2457465.934,0,1,14.0,2.0,-99.0,15.0,-99.0,31.0,Eclipse,2.0,15.0,31.0,0.0,2.0,15.0,175297.227675
246970602,0.8415819999999999,5199.0,3.22234,226.2745149,7.669,10.102,0.16,,35.51628852,20.66849579,246970602 b,2.297896846,2565.246928,4813753106.0,8.92468057,0.3,59.69147838,2.3,24189.2402,0.56930622,1,74.62979329,0.08170412099999999,2458485.8880000003,1,0,2.0,1.0,11.0,3.0,21.0,6.0,Eclipse,1.0,3.0,6.0,0.0,2.0,3.0,181419.3015
11801125,1.40262,6553.62,1.47305,185.06389730000004,8.797,9.914,-0.1605,,102.2560074,54.19723572,11801125 b,7.064167049,1380.902245,12066610546.0,9.81911561,0.3,69.94167202,2.3,16134.60189,0.207967765,1,88.98824456,0.012357373,2458487.4480000003,1,0,1.0,1.0,4.0,7.0,9.0,14.0,Transit,1.0,4.0,9.0,0.0,2.0,4.0,161346.0189
TRAPPIST-1,0.083,2540.0,0.11933333300000001,12.1,10.296,18.8,0.04,0.5,346.6214232,-5.041331448,TRAPPIST-1 h,19.17833333,186.2661811,9150916357.0,0.743990865,0.1,0.317816477,2.3,4272.080172,0.45,1,89.85333333,0.0,2457662.5530000003,0,1,2.0,-99.0,17.0,-99.0,34.0,-99.0,Transit,2.0,17.0,34.0,1.0,2.0,17.0,181563.40731
38943708,1.03494,6098.0,0.856883,282.8976002,10.71,12.300999999999998,-0.37,,70.12558606,-63.47080445,38943708 b,10.87915194,892.7171969000001,14541182736.0,18.13724467,0.3,625.6275513999999,2.3,8073.223448000001,0.752702274,1,88.23217735,0.13240929699999998,2458494.617,1,0,2.0,1.0,37.0,10.0,-99.0,18.0,Eclipse,1.0,10.0,18.0,0.0,2.0,10.0,201830.58620000002
376161786,1.3867200000000002,6620.0,1.12693,67.55082976,7.211,8.918,,,338.1023261,66.6659702,376161786 b,9.033108853,1126.192184,14161819954.0,4.248579782,0.3,17.01195288,2.3,4699.187962,0.9397814059999999,1,87.018564,0.072108447,2458493.3219999997,1,0,2.0,20.0,16.0,-99.0,31.0,-99.0,Transit,2.0,16.0,31.0,0.0,2.0,16.0,187967.51848
309895669,1.3276700000000001,6492.0,2.04849,594.3877636,10.577,11.806,,,249.349505,-75.42734122,309895669 b,3.5507914339999997,2047.490761,7489936507.0,15.24278606,0.3,292.87176669999997,2.3,18261.68315,0.183115157,1,88.00385251,0.046234726,2458487.772,1,0,3.0,1.0,46.0,4.0,-99.0,8.0,Eclipse,1.0,4.0,8.0,0.0,2.0,4.0,182616.8315
408421882,1.30966,6454.0,2.26782,208.06259409999998,8.968,10.237,,,357.8364097,7.335072232000001,408421882 b,1.904481145,2641.990138,4921928334.0,7.506611351,0.3,44.23605967,2.3,16258.281009999999,0.248500975,1,85.43241903,0.07493614700000001,2458484.738,1,0,1.0,1.0,8.0,5.0,15.0,9.0,Eclipse,1.0,5.0,9.0,0.0,2.0,5.0,203228.512625
8287857,0.9865520000000001,5586.0,0.7522770000000001,141.9511094,9.806000000000001,11.422,,,235.2121418,-33.46574009,8287857 b,5.500488664,969.5108241,9082501737.0,6.5305520779999995,0.3,34.94675313,2.3,7737.547059999999,0.460037774,1,88.48140698,0.065324475,2458487.682,1,0,1.0,7.0,10.0,-99.0,19.0,-99.0,Transit,1.0,10.0,19.0,0.0,2.0,10.0,193438.67649999997
