Star Name,Star Mass [Ms],Star Temperature [K],Star Radius [Rs],Star Distance [pc],Star K Mag,Star V Mag,Star Metallicity,Star Age [Gyr],Star RA,Star Dec,Planet Name,Planet Period [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Radius [Re],Planet Albedo,Planet Mass [Me],Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Eccentricity,Transit Mid Time,Transit Mid Time Flag,"Known (Y=1,N=0)",Tier 1 Transits,Tier 1 Eclipses,Tier 2 Transits,Tier 2 Eclipses,Tier 3 Transits,Tier 3 Eclipses,Best Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS Flag,Tier,Number Observations,Time [s]
K2-29,0.94,5358.0,0.86,179.39,10.062000000000001,12.526,0.16,2.6,62.67074018,24.40199323,K2-29 b,3.2588321,1193.41976,6304470081.0,13.05824674,0.3,232.0060281,2.3,6926.7743,0.58,1,86.656,0.066,2453219.01,0,1,1.0,1.0,11.0,3.0,22.0,5.0,Eclipse,1.0,3.0,5.0,0.0,2.0,3.0,51950.80725
WASP-46,0.8713333329999999,5606.666667,0.8783333329999999,379.36,11.401,12.9,-0.323333333,6.8666666670000005,318.7372405,-55.87172335,WASP-46 b,1.43036842,1681.786984,3550242604.0,13.3801307,0.3,627.2637866,2.3,5862.00086,0.5,1,82.74333333,0.0,2455392.317,0,1,11.0,1.0,-99.0,3.0,-99.0,6.0,Eclipse,1.0,3.0,6.0,1.0,2.0,3.0,43965.00645
290718576,1.1192600000000001,6033.0,1.28417,424.6914808,10.932,12.28,,,84.41301019,-51.46461254,290718576 b,3.659853422,1534.44544,7219671473.0,19.33598419,0.3,763.4383006,2.3,11814.137990000001,0.315926084,1,87.76011378,0.064785051,2458487.805,1,0,3.0,1.0,45.0,2.0,-99.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,59070.68995000001
WASP-24,1.2795,6075.0,1.2835,328.775,10.148,11.302999999999999,0.035,1.6,227.2161263,2.34331865,WASP-24 b,2.34121135,1753.2367160000001,5604520867.0,14.70424423,0.3,367.236939,2.3,8881.670037,0.5,1,83.64,0.0,2458485.706,1,1,2.0,1.0,32.0,2.0,-99.0,4.0,Eclipse,1.0,2.0,4.0,0.0,2.0,2.0,44408.350185
62732682,1.44278,6751.0,1.4883899999999999,151.105596,8.227,9.2,,,144.9711658,-5.822182493,62732682 b,1.929913974,2193.2951129999997,5128495571.0,9.149209102,0.3,62.26324391,2.3,8886.570131,0.558543382,1,83.52659491,0.12363229699999999,2458484.621,1,0,1.0,1.0,3.0,2.0,5.0,4.0,Eclipse,1.0,2.0,4.0,0.0,2.0,2.0,44432.850655
GJ 3470,0.5245,3626.0,0.515,27.24,7.989,12.3,0.19,1.75,119.77467450000002,15.39157935,GJ 3470 b,3.33667935,683.4167225,5272575327.0,3.949337401,0.3,13.78581869,2.3,5966.07816,0.29,1,88.59,0.017,2455983.705,0,1,1.0,8.0,3.0,50.0,6.0,-99.0,Transit,1.0,3.0,6.0,0.0,2.0,3.0,44745.5862
WASP-48,1.035,5955.0,1.665,460.14,10.372,11.39,-0.12,,291.162415,55.4731078,WASP-48 b,2.1436319999999998,2088.327831,4923926756.0,17.3927068,0.3,282.8566644,2.3,12007.41488,0.5,1,80.09,0.0,2458484.768,1,1,1.0,1.0,12.0,2.0,24.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,60037.0744
322493714,0.666306731,4262.0,0.694279,188.24599999999998,11.114,14.132,,,6.815026671,-22.44388455,322493714 b,3.4430476839999997,886.8911906,5831112293.0,16.97549467,0.3,492.06923009999997,2.3,6072.921225,0.63260761,1,86.99710158,0.0033704679999999997,2458484.859,1,0,2.0,1.0,20.0,3.0,41.0,6.0,Eclipse,1.0,3.0,6.0,1.0,2.0,3.0,45546.9091875
WASP-119,1.02,5650.0,1.2,333.0,10.545,12.2,0.14,8.0,55.93755384,-65.19387195,WASP-119 b,2.49979,1601.970301,5428756821.0,15.36264323,0.3,390.9142666,2.3,9153.369954,0.5,1,85.0,0.057999999999999996,2456537.547,0,1,2.0,1.0,32.0,2.0,-99.0,4.0,Eclipse,1.0,2.0,4.0,0.0,2.0,2.0,45766.84977
428468914,1.36358,6569.0,1.62381,218.8466861,8.972000000000001,10.649000000000001,,,55.87891046,52.2204376,428468914 b,1.187253997,2645.79065,3640440587.0,9.401935993,0.3,65.15998434,2.3,3661.580035,0.9323820079999999,1,73.18678416,0.064257723,2458485.391,1,0,1.0,1.0,10.0,5.0,20.0,10.0,Eclipse,1.0,5.0,10.0,0.0,2.0,5.0,45769.7504375
HAT-P-12,0.73,4650.0,0.7,142.5,10.107999999999999,12.84,-0.29,2.5,209.3905779,43.49357255,HAT-P-12 b,3.2130598,979.2460319,5740523144.0,10.49922413,0.3,66.97821515,2.3,7325.57888,0.21100000000000002,1,89.0,0.0,2454419.196,0,1,1.0,1.0,3.0,6.0,5.0,12.0,Transit,1.0,3.0,5.0,0.0,2.0,3.0,54941.8416
162329616,1.4815200000000002,6848.0,2.407155,342.72749760000005,9.831,10.806,,,331.8567566,30.27617581,162329616 b,7.037894219,1830.0665170000002,12258264163.0,19.25470895,0.3,754.0946512,2.3,12254.60734,0.886060153,1,83.0492958,0.07177745599999999,2458489.661,1,0,4.0,1.0,-99.0,2.0,-99.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,61273.036700000004
HAT-P-14,1.807333333,6600.0,1.5853333330000001,205.0,8.851,9.98,0.11,1.3,260.1164179,38.2421936,HAT-P-14 b,4.627661333,1592.4308859999999,9904178182.0,13.97268979,0.3,830.5603928999999,2.3,12270.44593,0.5,1,83.3,0.1,2458489.0,1,1,8.0,1.0,-99.0,2.0,-99.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,61352.22965
KELT-12,1.591,6278.5,2.37,360.0,9.362,10.59,0.19,2.2,267.64050299999997,36.570232,KELT-12 b,5.0315365,1839.930532,10036642569.0,19.58737011,0.3,301.92565299999995,2.3,18415.2779,0.586,1,84.465,0.0,2457083.66,0,1,1.0,1.0,7.0,1.0,13.0,2.0,Eclipse,1.0,1.0,2.0,0.0,2.0,1.0,46038.19475
WASP-15,1.18,6300.0,1.4785,296.175,9.693,10.95,-0.17,3.9,208.9285529,-32.1596646,WASP-15 b,3.7520828,1690.1684940000002,7470911493.0,15.57113624,0.3,171.93871399999998,2.3,12300.33055,0.5,1,85.73,0.0,2458486.014,1,1,1.0,1.0,4.0,2.0,8.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,61501.65275
459990725,1.05865,5831.0,2.7768599999999997,169.33771130000002,8.715,10.134,-0.45,,81.04113176,1.811012144,459990725 b,12.57282711,1458.8150859999998,16135065874.0,18.46768592,0.3,663.6160847,2.3,37036.77898,0.446363744,1,86.93730495,0.064422722,2458485.9790000003,1,0,3.0,1.0,14.0,1.0,26.0,1.0,Eclipse,1.0,1.0,1.0,0.0,2.0,1.0,92591.94745
236397733,0.9203827929999999,5620.0,1.45116,327.72,10.787,12.582,-0.4,,245.1086065,24.36304905,236397733 b,3.009551918,1675.644416,5936840345.0,15.52797166,0.3,325.65757260000004,2.3,12407.835490000001,0.47163050700000003,1,85.40111011,0.09211164599999999,2458485.817,1,0,2.0,1.0,20.0,2.0,39.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,62039.17745
332331771,1.499265025,6894.0,2.47845,609.069,10.945,12.347000000000001,,,273.0239797,-39.22326351,332331771 b,2.6477509340000003,2584.4760309999997,6413703363.0,20.27936191,0.3,871.8918788999999,2.3,6220.908678,0.9481367940000001,1,75.23670109999999,0.058833305,2458487.076,1,0,12.0,1.0,-99.0,3.0,-99.0,6.0,Eclipse,1.0,3.0,6.0,0.0,2.0,3.0,46656.815084999995
149120404,1.05895,5859.0,2.682495,385.48778430000004,10.051,11.588,,,80.82107455,-61.88011643,149120404 b,3.858067047,2135.864609,7341243768.0,19.24772206,0.3,753.2914171,2.3,12644.764959999999,0.8832366540000001,1,77.02858411,0.215166477,2458485.99,1,0,6.0,1.0,-99.0,2.0,-99.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,63223.824799999995
450637710,1.02088,5722.0,1.47456,390.9655253,10.513,12.027999999999999,,,169.0563511,-54.48626284,450637710 b,4.61764764,1465.524081,8175294477.0,19.96757003,0.3,836.0473339,2.3,12771.206740000001,0.597790444,1,85.69928492,0.10747490300000001,2458484.659,1,0,3.0,1.0,-99.0,2.0,-99.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,63856.03370000001
277168455,1.420264802,6697.0,1.57107,305.868,9.652999999999999,11.43,,,310.1302078,57.50259064,277168455 b,2.309868603,2110.914685,5751034042.0,13.10839776,0.3,114.0826723,2.3,7747.961283,0.766767086,1,81.62304515,0.09040799699999999,2458486.009,1,0,1.0,1.0,6.0,3.0,11.0,5.0,Eclipse,1.0,3.0,5.0,0.0,2.0,3.0,58109.7096225
46954687,1.44769,6643.17,3.10734,370.20270689999995,9.525,10.417,,,143.1420595,-7.473868877999999,46954687 b,2.5541672,2838.729281,6189031888.0,15.75851144,0.3,352.1611284,2.3,19394.14825,0.6122564970000001,1,77.65504105,0.000545309,2458486.792,1,0,2.0,1.0,24.0,1.0,46.0,2.0,Eclipse,1.0,1.0,2.0,0.0,2.0,1.0,48485.370624999996
HATS-2,0.8809999999999999,5227.0,0.899,360.0,11.386,13.562000000000001,0.15,9.7,176.739094,-22.562992,HATS-2 b,1.354133,1612.4979859999999,3435559680.0,12.81683378,0.3,427.4631614,2.3,6524.181815,0.271,1,87.2,0.0,2455954.586,0,1,7.0,1.0,-99.0,3.0,-99.0,6.0,Eclipse,1.0,3.0,6.0,1.0,2.0,3.0,48931.3636125
GJ 1132,0.180666667,3270.0,0.20800000000000002,12.04,8.322000000000001,13.495,-0.12,5.0,153.71620190000002,-47.15669684,GJ 1132 b,1.6289306669999999,632.6569151000001,2291530930.0,1.133055291,0.1,1.645865595,2.3,2616.023244,0.38,1,90.0,0.22,2458485.366,1,1,1.0,-99.0,8.0,-99.0,15.0,-99.0,Transit,1.0,8.0,15.0,0.0,2.0,8.0,52320.46488
WASP-29,0.7975,4800.0,0.818,75.0,8.783,11.3,0.11,15.0,357.87935239999996,-39.90669285,WASP-29 b,3.9227285000000003,1007.434031,6753574747.0,8.840596284,0.3,75.14725244,2.3,7870.538990999999,0.5,1,88.8,0.03,2458485.81,1,1,1.0,1.0,3.0,4.0,5.0,7.0,Transit,1.0,3.0,5.0,0.0,2.0,3.0,59029.04243249999
WASP-31,1.16,6234.0,1.243333333,386.6666667,10.65,11.7,-0.19,,169.43826049999998,-19.054747600000002,WASP-31 b,3.4059092000000004,1588.509538,6964223282.0,16.90988087,0.3,151.916276,2.3,10072.66957,0.5,1,84.49666667,0.0,2455192.6890000002,0,1,1.0,1.0,3.0,2.0,6.0,4.0,Eclipse,1.0,2.0,4.0,0.0,2.0,2.0,50363.34785
100788584,0.8248979999999999,4986.0,0.790945,81.9678095,8.671,10.812000000000001,,,293.22133030000003,-6.381567284,100788584 b,16.82747091,670.58701,18032002642.0,10.73833749,0.1,80.82404682,2.3,13571.993040000001,0.27552292899999997,1,89.51839615,0.038818458,2458490.488,1,0,1.0,3.0,2.0,16.0,3.0,37.0,Transit,1.0,2.0,3.0,0.0,2.0,2.0,67859.9652
WASP-38,1.4880000000000002,6165.0,1.4425,110.0,7.997999999999999,9.4335,-0.07,5.0,243.9590892,10.032533,WASP-38 b,6.8718475,1284.643408,12082254115.0,12.668694,0.3,977.6034829,2.3,13590.58029,0.5,1,89.095,0.03105,2458489.211,1,1,10.0,1.0,-99.0,2.0,-99.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,67952.90145
WASP-25,0.835,5750.0,0.875,190.85,10.174,11.89,-0.05,,195.35910619999999,-27.522211100000003,WASP-25 b,3.7648300000000003,1255.718412,6672527699.0,12.78391383,0.3,162.08640319999998,2.3,8178.236576,0.5,1,87.85,0.0,2458485.914,1,1,1.0,1.0,5.0,2.0,10.0,5.0,Eclipse,1.0,2.0,5.0,0.0,2.0,2.0,40891.18288
135830430,1.072686995,5903.0,1.18394,262.728,10.201,12.092,,,245.1025525,-10.90363875,135830430 b,3.6083653989999998,1458.7198230000001,7051193909.0,14.46775063,0.3,203.7713312,2.3,10233.166309999999,0.46935086299999995,1,86.85799326,0.031275746,2458484.755,1,0,1.0,1.0,8.0,2.0,15.0,4.0,Eclipse,1.0,2.0,4.0,0.0,2.0,2.0,51165.831549999995
XO-1,0.94,5750.0,0.904,186.0,9.527000000000001,11.245,0.02,4.5,240.549675,28.169654100000002,XO-1 b,3.9415214,1232.421828,7156761155.0,12.75099388,0.3,274.9112525,2.3,8247.312048,0.5,1,89.06,0.0,2458488.095,1,1,1.0,1.0,15.0,3.0,30.0,5.0,Eclipse,1.0,3.0,5.0,0.0,2.0,3.0,61854.84036
WASP-168,1.08,6000.0,1.12,306.63,10.443,11.0,-0.01,2.48,96.74522718,-46.82141696,WASP-168 b,4.153658,1374.451178,7762347035.0,16.45997489,0.3,133.4829203,2.3,2786.861865,0.97,1,84.4,0.0,2457424.528,0,1,1.0,1.0,7.0,8.0,15.0,15.0,Transit,1.0,7.0,15.0,0.0,2.0,7.0,48770.0826375
48902446,1.0795830709999998,5924.0,1.19299,382.719,10.908,12.453,,,163.27402969999997,-35.35018734,48902446 b,2.2202848680000002,1725.8556469999999,5111979863.0,14.78431507,0.3,240.1645442,2.3,8385.402689,0.5330864670000001,1,85.03620893,0.12836197800000002,2458486.307,1,0,1.0,1.0,18.0,3.0,35.0,5.0,Eclipse,1.0,3.0,5.0,0.0,2.0,3.0,62890.5201675
WASP-78,1.945,6100.0,2.385,550.0,11.008,12.0,-0.35,,63.75728665,-22.11641145,WASP-78 b,2.17517828,2293.536909,6135751380.0,20.19090253,0.3,360.7217013,2.3,14005.9354,0.5,1,86.1,0.0,2458485.956,1,1,1.0,1.0,16.0,2.0,32.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,70029.677
HD 219134,0.81,4699.0,0.7785,6.548666667000001,3.261,5.57,0.11,11.95,348.3207867,57.16834367,HD 219134 b,3.092988,1038.750149,5793999804.0,1.569513472,0.3,4.506637642,2.3,3030.098936,0.9245,1,86.2895,0.0,2457126.699,0,1,4.0,47.0,9.0,-99.0,14.0,-99.0,Transit,4.0,9.0,14.0,0.0,2.0,9.0,68177.22605999999
WASP-164,0.948,5806.0,0.9309999999999999,322.0,10.959000000000001,12.62,-0.01,4.08,344.8734149,-60.44776923,WASP-164 b,1.7771255000000001,1644.602868,4220003631.0,12.37790111,0.3,676.9490958,2.3,4275.086321,0.8216,1,82.73,0.0,2457203.8540000003,0,1,23.0,1.0,-99.0,5.0,-99.0,10.0,Eclipse,1.0,5.0,10.0,0.0,2.0,5.0,53438.57901249999
193061690,1.5042210530000002,6907.0,2.48601,511.309,10.633,11.649000000000001,,,265.383873,-34.767265,193061690 b,1.565885697,3087.821516,4523853916.0,14.68772389,0.3,229.06012769999998,2.3,14265.29674,0.498858665,1,79.00832849,0.06308195700000001,2458485.016,1,0,2.0,1.0,20.0,2.0,39.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,71326.4837
82405219,0.945497805,5427.11,0.999635,126.60799999999999,8.911,10.56,0.192546,,254.805984,38.12057077,82405219 b,9.974320559,896.7431819,13315997425.0,16.63647235,0.3,453.0941908,2.3,8569.984269,0.8012269670000001,1,87.60241051,0.043967129,2458488.61,1,0,1.0,1.0,9.0,3.0,18.0,5.0,Eclipse,1.0,3.0,5.0,0.0,2.0,3.0,64274.8820175
273591879,1.3305,6498.0,1.55446,282.2032124,9.638,11.389000000000001,,,188.96536530000003,-59.71966593,273591879 b,3.757594386,1751.2452230000001,7783522855.0,15.03674015,0.3,269.1841008,2.3,14354.09185,0.004027953,1,89.96794376,0.031105709,2458485.202,1,0,1.0,1.0,9.0,2.0,18.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,71770.45925
WASP-36,1.05,5920.0,0.9615,450.0,11.294,12.7,-0.285,2.2,131.57978590000002,-8.0269452,WASP-36 b,1.53736563,1758.283925,3964111467.0,14.24336493,0.3,737.3342263999999,2.3,6176.994712,0.5,1,83.4,0.0,2455569.838,0,1,15.0,1.0,-99.0,3.0,-99.0,7.0,Eclipse,1.0,3.0,7.0,1.0,2.0,3.0,46327.46034
201307068,0.943609413,5420.0,1.495422,316.726,10.850999999999999,12.634,,,3.874731717,-55.203320700000006,201307068 b,2.610075929,1713.094569,5444159356.0,14.47238442,0.3,204.3040458,2.3,8656.104071,0.77561609,1,81.47868289,0.05299118,2458486.6380000003,1,0,1.0,1.0,17.0,3.0,33.0,5.0,Eclipse,1.0,3.0,5.0,0.0,2.0,3.0,64920.78053249999
57269920,1.4931299999999998,6457.45,1.63863,52.22402709,6.029,7.23,-0.36,,252.9703482,-49.11516365,57269920 b,13.23539255,1152.009916,18724996191.0,7.897349462,0.3,48.2033434,2.3,21696.89066,0.20219854899999998,1,89.29486394,0.100120181,2458489.845,1,0,1.0,2.0,2.0,4.0,2.0,7.0,Transit,1.0,2.0,2.0,0.0,2.0,2.0,108484.45330000001
HAT-P-18,0.77,4836.5,0.7335,166.0,10.234,12.7595,0.1,12.4,256.34823650000004,33.012506,HAT-P-18 b,5.508026,863.4437763000001,8370001631.0,10.65509041,0.3,60.38513061,2.3,8734.818742,0.324,1,88.795,0.095,2454715.022,0,1,1.0,2.0,3.0,17.0,5.0,32.0,Transit,1.0,3.0,5.0,0.0,2.0,3.0,65511.140564999994
71299087,1.02823,5750.0,1.3128285,232.8547116,10.514000000000001,12.009,,,154.385584,-33.29755736,71299087 b,2.152527219,1790.017076,4926749767.0,11.39368759,0.3,89.05156332,2.3,10951.71723,0.059876760999999994,1,89.36417227,0.048985782,2458484.503,1,0,1.0,1.0,4.0,2.0,7.0,4.0,Eclipse,1.0,2.0,4.0,0.0,2.0,2.0,54758.58615
27576558,1.23406,6295.0,2.799825,207.7354996,8.556000000000001,10.024,,,277.8052312,31.05556865,27576558 b,4.205742798,2220.619534,8182861709.0,14.84491638,0.3,247.13145550000002,2.3,21956.46645,0.6030824920000001,1,81.74856609,0.021650362000000003,2458488.4790000003,1,0,1.0,1.0,7.0,1.0,13.0,2.0,Eclipse,1.0,1.0,2.0,0.0,2.0,1.0,54891.166125
CoRoT-1,0.95,6124.0,1.11,632.655,12.149000000000001,13.6,-0.12,,102.07952590000001,-3.1021846,CoRoT-1 b,1.5089556999999998,1999.557209,3786664617.0,16.35024172,0.3,327.3509712,2.3,7327.220455,0.5,1,85.1,0.0,2454159.453,0,1,2.0,1.0,37.0,3.0,-99.0,6.0,Eclipse,1.0,3.0,6.0,1.0,2.0,3.0,54954.1534125
WASP-114,1.2895,5940.0,1.43,460.0,13.171,12.7415,0.14,4.3,327.66555189999997,10.46326879,WASP-114 b,1.5487743,2073.981072,4266094953.0,14.69327092,0.3,562.2173475999999,2.3,8832.615873,0.457,1,83.96,0.012,2456667.736,0,1,8.0,1.0,-99.0,3.0,-99.0,5.0,Eclipse,1.0,3.0,5.0,0.0,2.0,3.0,66244.6190475
301797114,0.751688,4703.0,0.771375,36.97370035,7.147,9.78,,,21.86575835,23.24452348,301797114 b,4.234022188,943.6994589999999,6967536812.0,4.115114157,0.3,16.16595635,2.3,8836.33035,0.16954491100000002,1,89.25198872,0.076239844,2458485.796,1,0,1.0,4.0,3.0,23.0,5.0,43.0,Transit,1.0,3.0,5.0,0.0,2.0,3.0,66272.477625
450329942,1.002152955,5151.0,2.22232,349.63699999999994,11.544,13.642000000000001,-0.64,,164.3497505,37.33518109,450329942 b,4.034335131000001,1699.411091,7425470293.0,18.65140235,0.3,684.7366855,2.3,22319.860230000002,0.256926156,1,86.93434731,0.187445718,2458488.339,1,0,3.0,1.0,46.0,1.0,-99.0,2.0,Eclipse,1.0,1.0,2.0,0.0,2.0,1.0,55799.65057500001
47678198,1.195615775,6212.0,1.3310600000000001,403.61699999999996,10.595999999999998,11.977,,,150.18193630000002,-27.22522006,47678198 b,1.9623010840000001,1958.362283,4870859709.0,14.19384383,0.3,172.2821705,2.3,4471.568354999999,0.899971112,1,80.15113455,0.033828468,2458486.046,1,0,2.0,1.0,22.0,5.0,43.0,10.0,Eclipse,1.0,5.0,10.0,0.0,2.0,5.0,55894.60443749999
317297976,1.06980196,5894.0,1.18011,266.533,10.071,11.985999999999999,,,123.33522009999999,-85.48521076,317297976 b,8.692843857,1085.217477,12660194039.0,20.26894372,0.3,870.6941720000001,2.3,15404.696380000001,0.11027585,1,89.59037071,0.004825594,2458490.129,1,0,2.0,1.0,23.0,2.0,44.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,77023.48190000001
TrES-5,0.9,5171.0,0.87,360.0,11.591,13.718,0.2,,305.22184100000004,59.448788,TrES-5 b,1.48224686,1517.2954650000001,3675015504.0,13.10214001,0.3,568.8914936000001,2.3,5812.691142000001,0.5,1,84.27,0.0,2456458.5919999997,0,1,13.0,1.0,-99.0,4.0,-99.0,8.0,Eclipse,1.0,4.0,8.0,1.0,2.0,4.0,58126.911420000004
66494565,1.07431,5908.0,1.52486,285.7433161,9.755,11.380999999999998,,,86.39002451,-11.17627875,66494565 b,4.992269876,1486.566854,8759377077.0,16.89969223,0.3,483.3547506,2.3,11741.98086,0.7078617559999999,1,85.08342039,0.14672112699999998,2458486.871,1,0,2.0,1.0,28.0,2.0,-99.0,4.0,Eclipse,1.0,2.0,4.0,0.0,2.0,2.0,58709.904299999995
347707523,0.814878,4949.0,1.1918535,70.52787789,8.427999999999999,11.100999999999999,,,258.3456848,1.46602028,347707523 b,14.10135093,815.5360182999999,15962564235.0,10.21282537,0.3,74.58012106,2.3,3155.955923,0.9876453890000001,1,87.06007257,0.043765435,2458495.125,1,0,1.0,5.0,8.0,38.0,15.0,-99.0,Transit,1.0,8.0,15.0,0.0,2.0,8.0,63119.11846
WASP-118,1.32,6410.0,1.6980000000000002,315.265,9.788,11.02,0.16,1.17,19.5502715,2.702800897,WASP-118 b,4.0460435,1763.887821,8155357219.0,15.80157589,0.3,163.35766909999998,2.3,15905.959859999999,0.16,1,88.7,0.0,2456787.8140000002,0,1,1.0,1.0,3.0,2.0,7.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,79529.7993
95431305,0.467,3308.0,0.42200000000000004,5.874198000000001,4.593,9.64,,,154.901455,19.870068,95431305 b,5.5809413029999995,516.181544,7147298328.0,0.98695843,0.1,0.9373875909999999,2.3,4344.811970000001,0.724447765,1,88.29522738,0.010146373,2458486.096,1,0,2.0,-99.0,6.0,-99.0,11.0,-99.0,Transit,2.0,6.0,11.0,0.0,2.0,6.0,65172.17955000001
43732320,1.39868,6647.0,2.5646400000000003,314.68939480000006,9.54,10.568,,,265.34537819999997,16.83905844,43732320 b,4.546343089,2141.484894,8986258467.0,17.37713518,0.3,538.2430473999999,2.3,23966.84593,0.259718746,1,87.04492761,0.094400345,2458486.246,1,0,2.0,1.0,21.0,1.0,41.0,2.0,Eclipse,1.0,1.0,2.0,0.0,2.0,1.0,59917.114825
20233557,0.937476,5397.0,2.10565,587.2560947000001,10.719000000000001,12.604000000000001,,,90.58032800000001,-38.08140304,20233557 b,1.723186862,2327.151297,4118821292.0,18.09414814,0.3,620.6730428999999,2.3,15982.044119999999,0.316885791,1,83.53060046,0.035292162,2458484.954,1,0,5.0,1.0,-99.0,2.0,-99.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,79910.2206
408250276,0.9139799999999999,5310.0,1.43131,428.0572846,10.884,12.784,,,51.27725801,-29.27450783,408250276 b,0.858370684,2391.462416,2566414469.0,11.61344275,0.3,91.99622509999999,2.3,8142.158979000001,0.45754919,1,79.77705039,0.161103727,2458485.179,1,0,1.0,1.0,12.0,3.0,24.0,6.0,Eclipse,1.0,3.0,6.0,0.0,2.0,3.0,61066.192342500006
416967221,1.187471135,6194.0,1.982865,396.528,10.523,11.85,,,304.21912549999996,47.33278859,416967221 b,3.8269998,1909.7552449999998,7585973012.0,17.97113717,0.3,606.5313267999999,2.3,16396.05929,0.515472691,1,84.62287694,0.081559319,2458484.953,1,0,3.0,1.0,41.0,2.0,-99.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,81980.29645000001
WASP-81,1.08,5870.0,1.2815,406.48,10.892000000000001,,-0.36,,304.20788050000004,3.2940666739999998,WASP-81 b,2.7164762000000002,1657.0721039999999,5848482139.0,15.68086941,0.3,231.6882117,2.3,9860.024141,0.5,1,88.69,0.066,2456195.575,0,1,1.0,1.0,14.0,3.0,27.0,5.0,Eclipse,1.0,3.0,5.0,0.0,2.0,3.0,73950.1810575
WASP-11,1.12,4887.0,0.85,121.7,9.421,11.6,0.065,,47.368964,30.673594,WASP-11 b,3.7224695,1005.4373380000001,7303394376.0,11.82374863,0.3,198.6352981,2.3,7176.65307,0.5,1,89.15,0.0,2458484.574,1,1,1.0,1.0,10.0,4.0,20.0,7.0,Eclipse,1.0,4.0,7.0,0.0,2.0,4.0,71766.5307
HATS-35,1.318,6300.0,1.432,557.0,11.118,12.56,0.21,2.13,296.6878815,-63.56558229,HATS-35 b,1.8209953,2077.972562,4787134906.0,16.06493549,0.3,388.3717348,2.3,10061.05002,0.26,1,86.9,0.306,2456981.8019999997,0,1,3.0,1.0,47.0,3.0,-99.0,5.0,Eclipse,1.0,3.0,5.0,0.0,2.0,3.0,75457.87515
200391460,0.8162263059999999,4954.0,1.260966,297.655,11.312999999999999,13.565,,,78.51882455,-45.07327318,200391460 b,5.427819244,1154.021927,8451200918.0,18.86889416,0.3,709.7402069,2.3,12607.74718,0.581030927,1,86.54321424,0.093365219,2458489.4390000002,1,0,3.0,1.0,43.0,2.0,-99.0,4.0,Eclipse,1.0,2.0,4.0,0.0,2.0,2.0,63038.7359
HATS-33,1.061,5659.0,1.021,305.0,10.287,11.9055,0.29,3.0,294.6334847,-55.33005251,HATS-33 b,2.5495551,1460.7025720000001,5573303700.0,13.49717941,0.3,378.8372405,2.3,8433.476837,0.33,1,87.62,0.08,2456497.232,0,1,3.0,1.0,-99.0,3.0,-99.0,6.0,Eclipse,1.0,3.0,6.0,0.0,2.0,3.0,63251.0762775
WASP-92,1.19,6280.0,1.340666667,530.0,11.519,13.18,0.0,2.29,246.692054,51.04114084,WASP-92 b,2.1746742,1921.53109,5208065469.0,16.03201554,0.3,255.8422639,2.3,8501.403587,0.608,1,83.75,0.0,2456381.2830000003,0,1,2.0,1.0,22.0,3.0,44.0,6.0,Eclipse,1.0,3.0,6.0,0.0,2.0,3.0,63760.5269025
LHS 1140,0.163,3173.5,0.198,12.47,8.821,14.165,-0.24,5.0,11.24653668,-15.27146045,LHS 1140 c,3.7779309999999997,460.3885713,3879685566.0,1.252988155,0.1,1.808375754,2.3,3193.8852899999997,0.5,1,89.92,0.31,2458226.8430000003,0,1,1.0,-99.0,8.0,-99.0,16.0,-99.0,Transit,1.0,8.0,16.0,0.0,2.0,8.0,63877.705799999996
290952048,1.094472157,5967.0,1.818075,293.77099999999996,10.338,12.052999999999999,,,250.71010609999996,-54.47902885,290952048 b,3.752950893,1797.436054,7286989441.0,13.92438914,0.3,141.304838,2.3,17121.03051,0.293585549,1,87.07980986,0.011130137,2458485.629,1,0,1.0,1.0,5.0,2.0,10.0,3.0,Eclipse,1.0,2.0,3.0,0.0,2.0,2.0,85605.15255
