Star Name,Star Mass [Ms],Star Temperature [K],Star Radius [Rs],Star Distance [pc],Star log(g),Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star T Mag,Star Metallicity,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius [Rj],Planet Mass [Me],Planet Mass [Mj],Planet Period [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,FGS1_Flag,FGS2_Flag,FGS_Flag,Tier 1 Transits,Tier 1 Eclipses,Tier 2 Transits,Tier 2 Eclipses,Tier 3 Transits,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,Max Tier
1949.01,1.457875,6821,1.45156,200.156,4.28172,8.861,9.023,8.829,9.805,8.668,8.635,8.615,9.4306,0,182.772117,-52.672196,1949.01,15.4381,1.377297398,315.3256526,0.992125455,4.6211026,1544.655898,9210084845,0.3,2.3,13975.2,0.5,1,0,0,0,1,1,6,1,11,2,Eclipse,1,1,2,3
1956.01,1.095,6072,1.11181,191.877,4.39908,9.464,9.818,9.402,11.214,9.38,9.432,8.989,10.4877,0,213.978422,-62.906643,1956.01,3.8492,0.343403213,14.4804103,0.045560466,0.88958,2186.004983,2791179975,0.3,2.3,6638.4,0.5,1,0,0,0,2,6,31,54,61,107,Transit,2,31,61,1
1961.01,1.372375,6593,1.52345,240.34,4.5,9.341,9.553,9.249,10.396,9.168,9.205,9.174,10.0032,0,211.593423,-40.523909,1961.01,5.02216,0.448047875,22.39162031,0.070451916,6.7018963,1364.962115,11565094768,0.3,2.3,6746.4,0.5,1,0,0,0,8,53,102,445,203,885,Transit,8,102,203,1
1955.01,0.4108,3327,0.31097,22.4731,4.91379,9.038,9.589,8.756,12.911,8.588,8.411,8.311,11.1825,0,206.105083,-40.336403,1955.01,2.23088,0.199026125,5.701696087,0.017939542,16.3152,301.1829703,14000112978,0.1,2.3,7171.2,0.5,1,0,0,0,2,112341,18,1027925,35,2826817,Transit,2,18,35,2
1964.01,1.363,6568,1.71404,405.208,4.10356,10.068,10.304,9.988,11.294,9.914,9.943,9.967,10.7892,0,201.642206,-39.629886,1964.01,6.88932,0.614625019,38.19081653,0.120161747,0.6467049,3148.185981,2427518307,0.3,2.3,3571.2,0.5,1,0,0,0,4,4,58,35,116,69,Eclipse,4,35,69,1
1963.01,0.87502,5527,1.18915,158.09,4.27437,9.054,9.473,8.963,10.894,8.878,8.921,8.872,10.163,0,221.343502,-54.761146,1963.01,19.222,1.714874926,750.3343306,2.360815821,12.6513671,881.712685,15203984765,0.3,2.3,15397.2,0.5,1,0,0,0,1,1,13,2,25,4,Eclipse,1,2,4,2
1968.01,1.397875,6661,1.555,357.686,4.5,9.745,9.963,9.685,10.922,9.645,9.679,9.697,10.52,0,212.193247,-56.322341,1968.01,13.8556,1.236115962,135.50808,0.4263561,3.97195,1653.585936,8210162543,0.3,2.3,15469.2,0.5,1,0,0,0,1,1,6,3,12,7,Eclipse,1,3,7,2
1967.01,0.91974,5699,1.49908,186.789,4.09074,8.931,9.279,8.815,10.747,8.765,8.815,8.759,9.9666,0,174.845028,-65.176299,1967.01,5.09474,0.45452304,22.96605563,0.072259292,0.4262195,3134.420299,1612514750,0.3,2.3,1620,0.5,1,0,0,0,4,3,53,29,106,58,Eclipse,3,29,58,1
1970.01,1.429375,6745,1.56996,421.946,4.20465,10.366,10.498,10.274,11.336,10.256,10.282,10.254,11.0048,0,190.720365,-53.688304,1970.01,17.4735,1.558883936,549.3214409,1.72835854,2.5599662,1940.551891,6171603390,0.3,2.3,9741.6,0.5,1,0,0,0,3,1,40,2,79,3,Eclipse,1,2,3,3
1969.01,1.075,6040,1.3858,106.955,4.20389,7.729,8.022,7.631,9.18,7.525,7.599,7.829,8.5941,0,222.333572,-60.080256,1969.01,3.5729712,0.318759688,12.72948299,0.040051433,2.6855915,1684.899269,5794588293,0.3,2.3,7376.82732,0.5,1,0,0,0,3,14,29,90,57,173,Transit,3,29,57,1
1972.01,1.171875,6195,1.48357,202.033,4.171,8.907,9.177,8.809,10.336,8.755,8.787,8.783,9.7472,0,176.070255,-59.911853,1972.01,4.06445,0.362606565,15.84481222,0.049853354,4.7631,1456.084808,8738026488,0.3,2.3,6616.8,0.5,1,0,0,0,9,58,117,479,231,945,Transit,9,117,231,1
1975.01,0.87814,5539,1.47972,205.367,4.08448,9.112,9.526,9.069,10.747,8.952,8.968,5.999,10.2081,0,168.076087,-60.93258,1975.01,4.18335,0.373214131,16.59848185,0.052224664,2.8319354,1622.435784,5611814097,0.3,2.3,11556,0.5,1,0,0,0,5,17,59,128,117,257,Transit,5,59,117,1
1981.01,2.98928,9748,2.14492,540.252,4.17144,9.811,9.803,9.783,10.228,9.733,9.758,9.801,10.001,0,155.59062,-63.65462,1981.01,4.72716,0.421729693,20.05683908,0.063105873,2.4763492,2931.056084,7719513252,0.3,2.3,12934.8,0.5,1,0,0,0,6,36,76,294,152,584,Transit,6,76,152,1
1980.01,1.21375,6262,1.45459,343.388,4.19895,10.125,10.395,10.077,11.408,10.018,10.037,10.108,10.9805,0,218.270079,-43.298512,1980.01,15.0807,1.345412251,274.2378592,0.8628488,9.27898,1160.102944,13790172565,0.3,2.3,23450.4,0.5,1,0,0,0,1,1,17,7,33,14,Eclipse,1,7,14,2
1982.01,1.38775,6634,1.406,266.509,4.28605,9.592,9.798,9.54,10.551,9.49,9.505,9.452,10.1919,0,207.584824,-23.383379,1982.01,9.89011,0.882338032,70.77673481,0.222688512,17.1725007,962.4389575,21736314102,0.3,2.3,18057.6,0.5,1,0,0,0,1,11,14,71,28,145,Transit,1,14,28,2
198.01,0.5928,3782,0.447336,23.7262,4.78389,8.143,8.655,7.856,11.688,7.588443695,7.436473187,7.226654737,9.92801,0,2.271509,-27.121745,198.01,1.4777754,0.131838517,2.858112906,0.008992629,10.2150168,451.5386803,11578578628,0.1,2.3,7085.90376,0.5,1,0,0,0,5,13999,44,62902,85,146083,Transit,5,44,85,1
1994.01,1.8704,7876,2.22276,515.603,4.01844,9.843,9.915,9.775,10.514,9.767,9.823,10.041,10.2396,0,147.174575,-51.756564,1994.01,11.5159,1.02738155,90.64598055,0.28520415,4.0337201,2215.452511,9140608992,0.3,2.3,12528,0.5,1,0,0,0,1,2,18,16,35,32,Eclipse,2,16,32,2
1996.01,1.3225,6460,2.32076,422.884,3.82408,9.554,9.757,9.455,10.625,9.43,9.448,9.409,10.2372,0,178.547176,-46.896887,1996.01,20.0285,1.78682616,843.052029,2.652538324,7.72433,1584.149629,12557376067,0.3,2.3,28908,0.5,1,0,0,0,5,1,47,1,92,3,Eclipse,1,1,3,3
199.01,0.787333333,5180,0.878413,102.27,4.49515,8.952,9.329,8.814,10.701,8.761,8.824,8.764,10.0391,0,80.105873,-59.895433,199.01,10.2311,0.912759175,74.79549808,0.235332955,104.8729713,380.3228426,60120380716,0.1,2.3,23630.4,0.5,1,0,0,0,1,1465,5,7365,9,18283,Transit,1,5,9,2
1998.01,1.05379375,6006.07,1.39974,218.438,4.1913,9.403,9.642,9.305,10.742,9.27,9.297,9.306,10.186,0,184.259218,-51.075153,1998.01,4.58274,0.408845381,19.1300892,0.060189992,1.10833,2269.167546,3190737374,0.3,2.3,8236.8,0.5,1,0,0,0,2,5,30,37,59,74,Transit,2,30,59,1
2001.01,1.8012,7703,3.96115,500.027,3.5001,8.479,8.57,8.425,9.204,8.373,8.382,8.37,8.9578,0,128.181355,-58.575511,2001.01,24.4152818,2.178189292,1347.369836,4.239299599,2.7434565,3309.88049,6980917290,0.3,2.3,6379.69284,0.5,1,0,0,0,10,1,115,1,231,2,Eclipse,1,1,2,3
2005.01,1.6388,7297,2.22759,328.475,3.95988,8.977,9.099,8.905,9.867,8.863,8.882,8.846,9.4916,0,164.031654,-43.376697,2005.01,12.2024,1.088627083,100.1601353,0.315139028,17.30714,1292.708689,23095036362,0.3,2.3,14896.8,0.5,1,0,0,0,2,6,17,40,34,76,Transit,2,17,34,2
2008.01,0.89634,5609,1.94771,139.212,3.85553,7.651,8.024,7.58,9.293,7.517,7.556,7.526,8.64807,0,63.857632,-16.902144,2008.01,13.1361697,1.171932579,114.5455746,0.360400682,723.8345008,315.1930275,2.27568E+11,0.1,2.3,26578.6056,0.5,1,0,0,0,8,109227,32,433050,59,1131069,Transit,8,32,59,1
2010.01,1.0105,5842,1.07352,109.19,4.39929,8.344,8.656,8.281,9.849,8.236,8.269,8.236,9.26693,0,292.166942,53.487369,2010.01,11.7582195,1.048999885,94.00031067,0.295758053,1134.672396,205.6559649,3.19609E+11,0.1,2.3,31264.06428,0.5,1,0,0,0,3,26496771,14,470566025,26,885459569,Transit,3,14,26,2
2013.01,0.4208,3352,0.325635,15.8095,4.8984,8.1,8.694,7.869,12.675,7.624466071,7.442619716,7.194195469,10.2705,0,239.577568,35.408114,2013.01,1.0972867,0.097893531,1.380823526,0.004344557,2.6162769,569.267769,4165567493,0.1,2.3,4085.6148,0.5,1,0,0,0,2,1252,19,7964,37,13524,Transit,2,19,37,2
2016.01,0.786666667,5175,0.837198,115.834,4.53541,9.285,9.674,9.188,11.162,9.127,9.179,9.057,10.408,0,246.797267,42.687767,2016.01,3.07719,0.274528976,9.701300009,0.030523703,6.8161204,866.5261822,9715866653,0.3,2.3,9745.2,0.5,1,0,0,0,5,185,57,1318,113,2461,Transit,5,57,113,1
2016.03,0.786666667,5175,0.837198,115.834,4.53541,9.285,9.674,9.188,11.162,9.127,9.179,9.057,10.408,0,246.797267,42.687767,2016.03,3.23582,0.288681021,10.59238778,0.033327379,25.3369848,595.6556254,23314529957,0.1,2.3,11570.4,0.5,1,0,0,0,8,2373,90,15669,179,27364,Transit,8,90,179,1
2016.02,0.786666667,5175,0.837198,115.834,4.53541,9.285,9.674,9.188,11.162,9.127,9.179,9.057,10.408,0,246.797267,42.687767,2016.02,2.91282,0.259864841,8.937512415,0.028120559,2.459032,1217.230186,4923789718,0.3,2.3,6681.6,0.5,1,0,0,0,4,43,49,353,99,708,Transit,4,49,99,1
2015.01,0.3692,3223,0.324155,47.3444,4.89993,10.519,11.118,10.263,16.11,10.098,9.926,9.771,12.8387,0,232.132653,27.361073,2015.01,5.37673,0.479680546,25.19786905,0.079281362,3.3491408,514.046991,4701494822,0.1,2.3,4345.2,0.5,1,1,0,1,1,38,6,292,12,505,Transit,1,6,12,2
2019.01,0.89088,5588,1.79774,198.007,3.92293,8.672,8.961,8.598,10.263,8.555,8.625,8.564,9.6087,0,234.431765,48.955206,2019.01,6.0861555,0.542971359,30.92841541,0.097311678,15.3474527,1024.643184,17397642387,0.3,2.3,25734.03876,0.5,1,0,0,0,5,36,35,180,67,333,Transit,5,35,67,1
2023.01,0.757733333,4958,0.695992,36.9284,4.66667,7.187,7.676,7.105,9.366,6.99,7.11,7.09,8.5049,0,232.863345,33.902516,2023.01,1.6608182,0.14816853,3.458241067,0.010880843,11.1900486,687.542413,13353237502,0.1,2.3,10706.94252,0.5,1,0,0,0,7,1422,37,5415,69,9110,Transit,7,37,69,1
2018.01,0.6586446,4218.89,0.622512,27.9956,4.66932,7.255,7.844,7.104,10.25,7.034486549,6.906046895,6.726808426,8.962,0,229.837442,29.207877,2018.01,2.4515,0.218708557,6.704539932,0.021094842,7.4355668,649.0523911,9704047023,0.1,2.3,8744.4,0.5,1,0,0,0,2,208,11,828,21,1395,Transit,2,11,21,2
2029.01,1.571875,7125,3.56366,910.693,3.53567,10.254,10.399,10.183,11.696,10.12,10.131,10.317,10.9415,0,12.216148,59.386718,2029.01,10.7406,0.958213798,80.85245124,0.254390261,2.57134,3035.369856,6389086974,0.3,2.3,13766.4,0.5,1,0,0,0,7,6,96,48,193,95,Eclipse,6,48,95,1
2028.01,1.8204,7751,2.2492,609.996,3.99646,10.279,10.463,10.22,11.254,10.185,10.212,10.371,10.9141,0,334.434433,62.465008,2028.01,6.16036,0.549591452,31.59938984,0.099422799,0.77871,3812.005389,3025746718,0.3,2.3,5248.8,0.5,1,0,0,0,7,10,108,111,217,221,Transit,7,108,217,1
2026.01,0.77,5050,0.769141,108.076,4.59137,9.329,9.806,9.253,11.384,9.199,9.259,9.096,10.5782,0,5.469534,66.168119,2026.01,2.5719,0.229449944,7.242981155,0.022788967,7.1925327,798.9508754,9998724430,0.3,2.3,9183.6,0.5,1,0,0,0,7,484,89,3171,178,6526,Transit,7,89,178,1
2027.01,1.155,6168,1.28268,238.061,4.29224,9.644,9.921,9.6,10.979,9.536,9.575,9.476,10.5027,0,333.331904,62.857385,2027.01,3.54656,0.316403434,12.56207071,0.039524695,1.46329,2002.616766,3959199555,0.3,2.3,8751.6,0.5,1,0,0,0,5,21,69,167,137,332,Transit,5,69,137,1
2035.01,2.821769231,9387,2.34524,359.404,4.5,8.735,8.775,8.701,9.449,8.678,8.708,8.675,9.1196,0,17.73671,61.092107,2035.01,5.90105,0.526457324,29.34760632,0.092337896,8.51226,1974.482893,17247661180,0.3,2.3,11044.8,0.5,1,0,0,0,7,39,63,261,124,515,Transit,7,63,124,1
2033.01,1.53025,7014,1.95115,281.184,4.04614,8.984,9.095,8.942,9.811,8.91,8.925,8.928,9.46221,0,17.680098,65.249648,2033.01,9.62606,0.858781028,67.72888023,0.213098889,18.8243105,1143.788661,23874079844,0.3,2.3,17301.6,0.5,1,0,0,0,2,11,23,71,45,141,Transit,2,23,45,1
2031.01,1.399,6664,1.18444,276.105,4.44026,10.011,10.312,9.971,11.254,9.922,9.948,9.872,10.7609,0,331.117808,81.565951,2031.01,13.6015651,1.213452447,124.2937825,0.391071974,5.7156075,1278.701643,10467443624,0.3,2.3,14610.52692,0.5,1,0,0,0,1,1,3,5,7,9,Transit,1,3,7,2
2039.01,1.2425,6308,1.47509,276.053,4.19385,9.634,9.907,9.599,11.099,9.544,9.597,9.56,10.4719,0,307.022746,61.871411,2039.01,5.8918988,0.525640907,29.27517903,0.092110014,11.2485739,1099.395215,15801206077,0.3,2.3,13295.84292,0.5,1,0,0,0,6,55,69,448,136,863,Transit,6,69,136,1
2036.01,1.355875,6549,2.17712,231.827,3.89392,8.305,8.486,8.296,9.423,8.239,8.258,8.251,8.97913,0,233.014923,24.085016,2036.01,4.91523,0.438508203,21.54532147,0.067789162,1.2583329,2836.280428,3776852691,0.3,2.3,4212,0.5,1,0,0,0,6,9,77,75,153,149,Eclipse,9,75,149,1
2041.01,1.00625,5825,1.02214,177.331,4.43982,9.555,9.851,9.498,11.101,9.443,9.49,9.458,10.4608,0,19.234846,62.35169,2041.01,3.0101,0.268543597,9.393819033,0.02955626,1.37477,1763.83617,3627285915,0.3,2.3,5763.6,0.5,1,0,0,0,6,31,76,254,153,508,Transit,6,76,153,1
2043.01,1.16125,6178,1.22939,203.562,4.33057,9.431,9.69,9.339,10.604,9.31,9.33,9.332,10.1976,0,0.977557,59.334681,2043.01,3.82619,0.341350395,14.33455716,0.045101561,12.0135482,972.5594152,16141698576,0.3,2.3,15177.6,0.5,1,0,0,0,9,213,94,1447,186,2887,Transit,9,94,186,1
2042.01,1.350625,6535,2.1632,511.22,3.89757,10.082,10.336,10.013,11.505,9.956,9.991,9.899,10.9518,0,350.369407,60.801171,2042.01,7.23529,0.645490449,41.48125087,0.130514611,2.41872,2270.445352,5831251677,0.3,2.3,9666,0.5,1,0,0,0,7,10,94,82,186,163,Eclipse,10,82,163,1
2040.01,0.765866667,5019,0.923061,144.717,4.42877,9.664,10.059,9.57,11.489,9.495,9.573,9.464,10.8407,0,352.27473,71.506474,2040.01,11.2224,1.001197189,86.90115322,0.273421606,3.8608551,1071.306701,6592242657,0.3,2.3,9255.6,0.5,1,0,0,0,1,1,3,4,5,8,Transit,1,3,5,2
2044.01,3.06308,9953,2.38029,664.006,4.09135,10.09,10.159,10.04,10.44,9.972,9.996,9.88,10.4887,0,351.880281,61.392515,2044.01,7.32494,0.6534885,42.39149479,0.133378559,4.12066,2649.649384,10928412899,0.3,2.3,6195.6,0.5,1,0,0,0,8,32,113,284,227,567,Transit,8,113,227,1
2045.01,1.12865625,6125.85,1.72344,366.962,4.02861,9.95,10.18,9.845,11.304,9.806,9.842,9.823,10.7799,0,1.119248,54.934497,2045.01,12.6842,1.131610474,107.331753,0.337703461,9.07763,1259.548191,13264636172,0.3,2.3,21340.8,0.5,1,0,0,0,1,2,11,15,22,30,Transit,1,11,22,2
2048.01,0.766217333,5021.63,0.762469,116.567,4.59531,9.54,9.895,9.439,11.431,9.377,9.429,9.339,10.7545,0,237.924107,52.306308,2048.01,2.60168,0.232106742,7.37512008,0.023204723,13.7905315,678.564361,15406280046,0.1,2.3,11883.6,0.5,1,0,0,0,9,1472,106,9384,212,18544,Transit,9,106,212,1
2049.01,1.0842,6054.72,3.4809,571.487,3.40776,9.56,9.867,9.465,11.413,9.394,9.429,9.414,10.6568,0,346.90982,56.694513,2049.01,11.7443,1.047758068,93.8076287,0.295151808,5.30329,2130.629479,9146603350,0.3,2.3,13345.2,0.5,1,0,0,0,7,4,74,29,147,58,Eclipse,4,29,58,1
2057.01,1.100825,6081.32,1.83732,255.849,4.5,9.884,10.104,9.827,11.11,9.785,9.831,9.811,10.7165,0,226.116513,28.215715,2057.01,9.34167,0.833409408,64.46921915,0.202842848,5.5986627,1523.037382,9531372098,0.3,2.3,17733.6,0.5,1,0,0,0,1,2,12,13,23,25,Transit,1,12,23,2
2060.01,3.125,10125,4.14065,914.062,3.6189,9.568,9.585,9.565,10.026,9.529,9.548,9.495,9.8722,0,13.27005,60.618112,2060.01,8.0158703,0.715129278,49.40672178,0.155450931,2.2666808,4324.397631,7385899240,0.3,2.3,10630.6992,0.5,1,0,0,0,9,16,110,143,219,283,Transit,9,110,219,1
2058.01,0.7584,4963,4.96032,550.191,4.5,8.937,9.461,8.801,11.462,8.665,8.762,8.721,10.5365,0,359.678289,62.625907,2058.01,14.18,1.265057041,170.6906416,0.537052819,1.51567,3359.303973,3522862332,0.3,2.3,8211.6,0.5,1,0,0,0,11,1,123,5,247,10,Eclipse,1,5,10,2
2061.01,0.693333333,4475,0.700029,78.9495,4.59293,9.12,9.669,8.991,11.918,8.919,8.996,8.888,10.636,0,4.747716,56.367066,2061.01,1.83776,0.163954247,4.024158291,0.012661418,1.45655,1170.452238,3329589954,0.3,2.3,5436,0.5,1,0,0,0,6,109,81,881,163,1731,Transit,6,81,163,1
206.01,0.4332,3383,0.351676,47.7465,4.87231,10.282,10.873,10.06,14.938,9.895,9.752,9.625,12.4312,0,73.73822,-62.521874,206.01,1.4706958,0.131206917,2.831990038,0.008910437,0.7363095,851.4776916,1806326331,0.3,2.3,2481.9786,0.5,1,1,0,1,8,222,113,1726,226,3494,Transit,8,113,226,1
2063.01,1.7508,7577,2.46115,514.968,3.90106,9.701,9.899,9.644,10.799,9.615,9.629,9.623,10.3499,0,331.70177,63.599044,2063.01,11.6504,1.039380857,92.50780925,0.291062118,21.07626,1306.764046,26923674931,0.3,2.3,7646.4,0.5,1,0,0,0,8,33,102,279,206,554,Transit,8,102,206,1
2062.01,1.485625,6895,2.3559,419.142,3.86985,9.469,9.588,9.393,10.627,9.338,9.346,9.359,10.155,0,27.778642,63.081422,2062.01,13.1608,1.174129951,114.9561121,0.361692378,4.04163,2073.530523,8476187638,0.3,2.3,6188.4,0.5,1,0,0,0,2,2,27,13,54,26,Eclipse,2,13,26,2
2068.01,0.56,3700,0.542573,52.9328,4.70036,9.237,9.872,9.007,13.007,8.888,8.823,8.716,11.1806,0,186.27356,60.418346,2068.01,1.77405,0.158270412,3.817100943,0.012009943,7.768982,538.0620241,9465971951,0.1,2.3,7851.6,0.5,1,0,0,0,10,5317,123,38028,244,64942,Transit,10,123,244,1
2075.01,0.6371,4065,0.667797,74.1469,4.59496,9.324,9.975,9.155,12.389,9.101,9.145,9.014,11.1345,0,210.044615,38.705641,2075.01,2.3133532,0.206383904,6.082707145,0.019138337,4.7981694,707.8226277,7166592547,0.3,2.3,7713.04428,0.5,1,0,0,0,7,573,88,3679,178,7274,Transit,7,88,178,1
2079.02,0.5108,3577,0.480553,37.066,4.75448,8.83,9.463,8.61,12.816,8.494,8.409,8.297,10.8515,0,185.338193,57.752364,2079.02,1.93397,0.172537543,4.411569949,0.013880351,9.3174072,467.8826962,10362713093,0.1,2.3,5706,0.5,1,0,0,0,6,7659,71,43543,141,100800,Transit,6,71,141,1
2079.01,0.5108,3577,0.480553,37.066,4.75448,8.83,9.463,8.61,12.816,8.494,8.409,8.297,10.8515,0,185.338193,57.752364,2079.01,1.21108,0.108045506,1.857116763,0.005843143,1.4923242,809.0862699,3056226554,0.3,2.3,3826.8,0.5,1,0,0,0,8,566,104,3729,206,7499,Transit,8,104,206,1
209.01,0.752133333,4916,0.742779,113.387,4.60483,9.552,10.018,9.423,11.671,9.373,9.451,9.347,10.8545,0,19.394178,-66.903066,209.01,2.6786357,0.238972282,7.716585611,0.024279094,4.3794425,905.2899944,7126954048,0.3,2.3,6298.0092,0.5,1,0,0,0,7,248,94,1861,189,3727,Transit,7,94,189,1
2096.01,0.394,3285,0.247331,48.4809,4.98992,11.298,11.877,11.021,15.92,10.873,10.673,10.495,13.4764,0,151.618699,74.827211,2096.01,1.6229796,0.144792791,3.338321087,0.010503533,3.1190716,463.593925,4581862981,0.1,2.3,4170.95064,0.5,1,1,0,1,7,10009,110,81467,220,138836,Transit,7,110,220,1
2096.02,0.394,3285,0.247331,48.4809,4.98992,11.298,11.877,11.021,15.92,10.873,10.673,10.495,13.4764,0,151.618699,74.827211,2096.02,2.041471,0.182128157,4.844447411,0.015242336,6.3878202,365.0580726,7389135949,0.1,2.3,5238.66636,0.5,1,1,0,1,5,51364,75,390523,150,947674,Transit,5,75,150,1
210.01,0.3856,3264,0.330146,42.8091,4.89378,10.258,10.873,9.995,15.366,9.817,9.68,9.538,12.5395,0,88.96184,-73.985288,210.01,2.1513682,0.191932545,5.331663648,0.01677529,9.0105414,375.0169877,9227259335,0.1,2.3,6639.57504,0.5,1,1,0,1,5,28036,59,205875,118,508900,Transit,5,59,118,1
2107.01,0.8849,5565,0.971289,236.705,4.4546,10.435,10.737,10.328,12.0363,10.269,10.302,10.293,11.3819,0,286.796541,-58.696835,2107.01,14.183,1.265324684,171.0355308,0.538137961,2.45457,1383.354065,5114558382,0.3,2.3,8604,0.5,1,0,0,0,1,1,4,2,9,4,Eclipse,1,2,4,2
2106.01,0.8914,5590,0.976212,121.167,4.45374,8.842,9.081,8.771,10.52,8.689,8.722,8.665,9.85649,0,207.178453,44.911752,2106.01,5.3027904,0.473084086,24.61267315,0.07744013,0.6332593,2185.643715,2077806282,0.3,2.3,3103.92396,0.5,1,0,0,0,1,1,9,8,19,17,Eclipse,1,8,17,2
2112.01,1.594,7184,1.58046,86.1058,4.24732,6.785,6.862,6.711,7.48,6.71,6.592,6.658,7.1776,0,343.854335,70.29729,2112.01,4.4835127,0.399992899,18.50111862,0.058211029,14.0120582,1155.520091,19877290650,0.3,2.3,21365.50788,0.5,1,0,0,0,4,51,11,114,19,198,Transit,4,11,19,2
2112.02,1.594,7184,1.58046,86.1058,4.24732,6.785,6.862,6.711,7.48,6.71,6.592,6.658,7.1776,0,343.854335,70.29729,2112.02,5.5521957,0.495334574,26.58659455,0.083650781,155.8237,551.2556983,99032613725,0.1,2.3,38310.6456,0.5,1,0,0,0,9,3976,19,5160,30,9608,Transit,9,19,30,2
2113.01,0.812594,5286.9,1.76,250.755,4.5,9.483275398,9.758046076,9.311676103,11.0184,9.161674577,9.073078329,8.946046123,10.5163,0,267.354593,40.457105,2113.01,5.61881,0.501277514,27.11381427,0.0853096,5.24612,1393.051614,8248528478,0.3,2.3,15098.4,0.5,1,0,0,0,6,17,62,129,122,253,Transit,6,62,122,1
2118.01,1.29875,6398,2.12819,186.825,3.89027,7.94,8.119,7.891,9.11,7.833,7.859,7.833,8.63532,0,242.201,35.691135,2118.01,4.2647,0.380471704,17.11413387,0.053847087,2.34483,2242.295477,5637794248,0.3,2.3,5101.2,0.5,1,0,0,0,9,21,98,152,192,300,Transit,9,98,192,1
2123.01,0.85032,5432,0.843702,86.2732,4.56341,8.53,8.853,8.44,10.237,8.391,8.431,8.371,9.5373,0,243.940883,17.023904,2123.01,3.80877,0.339796284,14.22413727,0.044754141,10.3088372,785.2153746,13137933105,0.3,2.3,12502.8,0.5,1,0,0,0,2,85,18,458,35,890,Transit,2,18,35,2
2114.01,1.28875,6382,2.09701,317.845,3.90208,9.153,9.352,9.089,10.265,9.045,9.073,9.033,9.8251,0,261.096395,33.205073,2114.01,14.369,1.281918521,192.4186578,0.605416803,6.2099663,1606.8203,10764045274,0.3,2.3,16164,0.5,1,0,0,0,1,1,14,4,28,8,Eclipse,1,4,8,2
2128.01,1.0477775,5991.11,1.12506,36.578,4.37711,5.872,6.117,5.821,7.22142,5.791,5.64,5.66,6.6813,0,256.9818,32.105303,2128.01,2.629079,0.234551121,7.496694104,0.023587237,16.3413889,828.3656643,19148824871,0.3,2.3,19355.21316,0.5,1,0,0,0,7,394,16,682,25,970,Transit,7,16,25,2
213.01,0.70552,4566.4,0.672062,54.3256,4.64058,8.198,8.782,8.119,10.879,8.046,8.123,8.039,9.7806,0,38.887291,-71.624247,213.01,2.4553729,0.219054074,6.721972809,0.021149692,23.5199156,491.5896353,21395383560,0.1,2.3,12459.61872,0.5,1,0,0,0,6,6394,44,27713,87,62539,Transit,6,44,87,1
2133.01,0.6525,4175,0.716312,75.1973,4.54078,9.144,9.759,9.003,12.008,8.921,8.987,8.879,10.8571,0,261.243831,32.798397,2133.01,2.4536347,0.218899002,6.714148742,0.021125074,3.8266587,808.6719592,6212500722,0.3,2.3,7418.10528,0.5,1,0,0,0,6,219,66,1365,134,2852,Transit,6,66,134,1
2134.01,0.684133333,4406,0.769698,22.6202,4.50428,6.247,6.776,6.091,8.933,6.03553162,5.91560747,5.747478552,7.7945,0,271.935501,39.072927,2134.01,3.09843,0.276423885,9.798645305,0.030829986,9.2292064,696.9163679,11350533729,0.1,2.3,10537.2,0.5,1,0,0,0,2,87,5,214,9,334,Transit,2,5,9,2
2136.01,0.4336,3384,0.34388,33.3631,4.87998,9.604,10.184,9.343,14.32,9.194,9.05,8.924,11.7371,0,281.176343,36.563132,2136.01,2.1705803,0.193646537,5.421073022,0.017056603,7.8519082,407.3941303,8753996344,0.1,2.3,5874.74136,0.5,1,0,0,0,3,7683,33,50673,65,122841,Transit,3,33,65,1
2143.01,1.6948,7437,1.9501,378.684,4.0884,9.564,9.65,9.513,10.434,9.483,9.489,9.433,10.1041,0,62.572982,75.170931,2143.01,12.1202,1.081293678,99.01105926,0.311523631,5.589946,1786.646896,10994387023,0.3,2.3,18115.2,0.5,1,0,0,0,1,1,7,8,15,15,Transit,1,7,15,2
2141.01,0.91324,5674,0.941409,77.682,4.49483,7.92,8.268,7.87,9.46,7.84,7.896,7.875,8.8975,0,258.762346,18.340345,2141.01,3.1669431,0.282536225,10.15579881,0.031953717,18.2615937,707.5702723,19697625969,0.3,2.3,13361.81868,0.5,1,0,0,0,5,483,32,2230,61,3878,Transit,5,32,61,1
2144.01,0.85552,5452,0.875453,105.806,4.53224,8.849,9.271,8.786,10.501,8.676,8.73,8.725,9.90667,0,350.25314,79.441782,2144.01,2.8105146,0.250737749,8.374352726,0.02634866,37.3411611,556.0649676,31050008850,0.1,2.3,20144.03652,0.5,1,0,0,0,9,5388,76,30816,149,51339,Transit,9,76,149,1
