Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Transit Temperature [K],Eclipse Temperature [K],Planet Semi-major Axis [AU],Planet Semi-major Axis [m],Planet-Star Separation Transit [m],Planet-Star Separation Eclipse [m],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Flag,Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,FGS1_Flag,FGS2_Flag,FGS_Flag,Tier 1 Transits,Tier 1 Eclipses,Tier 2 Transits,Tier 2 Eclipses,Tier 3 Transits,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,Max Tier
55 Cnc,0.91,-0.02,0.02,5172.0,-18.0,18.0,0.94,-0.01,0.01,12.5855,-0.0123,0.0124,4.43,-0.02,0.02,Gaia DR2 704967037090946688,4.265,4.768,4.015,5.95084,5.72973,4.001,3.296,4.051,4.014,0,0.35,-0.1,0.1,[Fe/H],10.2,-2.5,2.5,G8 V,133.1468373,28.3298154,55 Cnc e,1.87189978206676,0.033626942192816,-0.033626942192816,0.167,0.003,-0.003,7.739121700580331,0.3686809516498228,-0.2987587021989943,0.02435,0.00116,-0.00094,0,1,6.0,0.7365474,-1.4e-06,1.3e-06,1880.0572218795307,1929.052342600043,1835.1188372495608,0.015478815313765,2314082889.407879,2198633781.194034,2429475555.965172,0.3,2.3,5218.029555678111,0.39,1,83.59,-0.44,0.47,0.05,-0.03,0.03,0,86.0,-33.4,30.7,7063.209600000177,0.0006,-0.0004,0,7063.5778737001765,5765.887599952577,1,0.0375,0.000494,-0.000494,1,2004,0,0,0,6.0,9.0,15.0,17.0,24.0,28.0,Transit,6.0,15.0,24.0,2
AU Mic,0.5,-0.03,0.03,3588.0,-87.0,87.0,0.7,-0.02,0.02,9.7221,-0.004625,0.004625,4.39,-0.03,0.03,Gaia DR2 6794047652729201024,4.831,5.436,4.529,8.81,7.84038,4.449,4.008,4.313,4.14,0,,,,,0.022,-0.003,0.003,M1,311.2911369,-31.34245,AU Mic b,4.068860005330741,0.1681347109640802,-0.1681347109640802,0.363,0.015,-0.015,11.69926364674998,4.999440835734235,-4.999440835734235,0.03681,0.01573,-0.01573,0,1,5.8,8.4629991,,,586.86773021873,650.5440748128938,538.9819181870105,0.0645549652577241,9650967306.029764,7856293982.501051,11445184191.166113,0.1,2.3,10103.147845676216,0.18,1,89.5,-0.3,0.3,0.186,-0.035,0.036,0,88.528,-0.218,0.218,8330.390459999908,,,0,8334.621959549908,14718.439541837954,1,0.287229,0.021705,-0.021705,2,2020,0,0,0,1.0,89.0,1.0,98.0,2.0,172.0,Transit,1.0,1.0,2.0,3
AU Mic,0.5,-0.03,0.03,3700.0,-100.0,100.0,0.75,-0.03,0.03,9.7221,-0.004625,0.004625,4.39,-0.03,0.03,Gaia DR2 6794047652729201024,4.831,5.436,4.529,8.81,7.84038,4.449,4.008,4.313,4.14,0,,,,,0.022,-0.003,0.003,M1,311.2911369,-31.34245,AU Mic c,3.2393954312412787,0.1569257302331415,-0.1569257302331415,0.289,0.014,-0.014,22.200314200638037,6.699822811015745,-6.699822811015745,0.06985,0.02108,-0.02108,0,1,8.5,18.858991,,,479.59326806283633,484.5103783999846,475.5742833532229,0.1101351017703512,16465197714.667517,16137149109.37902,16749284372.595549,0.1,2.3,16051.12795094161,0.3,1,89.39,-0.38,0.4,0.041,-0.026,0.047,0,153.0,-94.0,124.0,8342.224299999885,,,0,8351.653795499886,16660.000148042396,1,,,,2,2021,0,0,0,11.0,1087.0,18.0,1135.0,25.0,2017.0,Transit,11.0,18.0,25.0,2
CoRoT-11,1.27,-0.05,0.05,6440.0,-120.0,120.0,1.37,-0.03,0.03,655.037,-23.209,24.947,4.22,-0.23,0.23,Gaia DR2 4285511294172309504,11.416,11.589,11.248,12.897,12.841,11.173,11.265,11.47,9.198,0,-0.03,-0.08,0.08,[Fe/H],2.0,-1.0,1.0,F6 V,280.6872998,5.9376586,CoRoT-11 b,16.028842445242315,0.3362694219281604,-0.3362694219281604,1.43,0.03,-0.03,832.710425278048,187.5187598908581,-197.0536120886984,2.62,0.59,-0.62,0,1,334.0,2.99433,-1.1e-05,1.1e-05,1675.0768400080078,1675.0768400080078,1675.0768400080078,0.0440613502436187,6587171861.421001,6587171861.421001,6587171861.421001,0.3,2.3,8973.287257039838,0.818,1,83.17,-0.15,0.15,0.0,,,0,,,,4597.679000000004,0.0003,-0.0003,0,4599.176165000004,8973.287257039838,1,1.1449,0.010725,-0.010675,1,2010,0,0,0,34.0,2.0,503.0,12.0,1000.0,23.0,Eclipse,2.0,12.0,23.0,2
CoRoT-1,0.95,-0.15,0.15,5950.0,-150.0,150.0,1.11,-0.05,0.05,787.909,-23.491,23.491,4.25,-0.3,0.3,Gaia DR2 3105507886130792448,12.218,12.462,12.149,13.623,13.457,12.098,12.136,12.29,9.091,0,-0.3,-0.25,0.25,[M/H],1.6,-0.5,0.5,G0 V,102.0798591,-3.1021394,CoRoT-1 b,16.701381289098634,0.8967184584750945,-0.8967184584750945,1.49,0.08,-0.08,390.92894011145,31.78284065946748,-31.78284065946748,1.23,0.1,-0.1,0,1,190.0,1.5089557,-6.4e-06,6.4e-06,1837.3340123008404,1837.3340123008404,1837.3340123008404,0.0253288603116789,3786664616.5959983,3786664616.5959983,3786664616.5959983,0.3,2.3,9274.2782514718,0.35,1,85.1,-0.5,0.5,0.0,,,0,,,,4159.453199999873,0.0001,-0.0001,0,4160.207677849872,9274.2782514718,1,1.92654,0.058737,-0.057855,1,2008,1,0,1,7.0,2.0,93.0,10.0,185.0,19.0,Eclipse,2.0,10.0,19.0,2
CoRoT-2,0.96,-0.08,0.08,5625.0,-120.0,120.0,0.91,-0.03,0.03,213.283,-2.43,2.485,4.53,-0.02,0.02,Gaia DR2 4287820848378092672,10.438,10.783,10.31,12.516,12.2489,10.064,10.098,10.189,9.035,0,0.04,-0.05,0.05,[Fe/H],2.7,-2.7,3.2,,291.7770457,1.3836634,CoRoT-2 b,16.432365751556105,0.4707771906994246,-0.4931951521613019,1.466,0.042,-0.044,1052.0120258283737,50.85254505514797,-50.85254505514797,3.31,0.16,-0.16,0,1,0.0,1.7429935,-1e-06,1e-06,1496.3109426988303,1507.101495092386,1486.166288485465,0.0279819328378182,4183298959.2538342,4124748551.983199,4241775395.135801,0.3,2.3,8232.82653659818,0.221,1,88.08,-0.16,0.18,0.0143,-0.0076,0.0077,0,102.0,-5.0,17.0,4237.535560000222,0.0002,-0.00021,0,4238.407056750222,8466.407247678804,1,2.75,0.012,-0.012,1,2008,0,0,0,4.0,1.0,43.0,1.0,86.0,1.0,Eclipse,1.0,1.0,1.0,3
CoRoT-19,1.21,-0.05,0.05,6090.0,-70.0,70.0,1.65,-0.04,0.04,790.663,-25.071,26.737,4.07,-0.03,0.03,Gaia DR2 3120002649138831360,11.961,12.324,11.837,14.135,13.7831,11.763,11.787,12.08,9.147,0,-0.02,-0.1,0.1,[Fe/H],5.0,-1.0,1.0,F9 V,97.0335983,-0.1707293,CoRoT-19 b,14.459585142910898,0.3362694219281604,-0.3362694219281604,1.29,0.03,-0.03,367.0918096168494,22.883645274816583,-22.883645274816583,1.155,0.072,-0.072,0,1,131.5,3.89713,-2e-05,2e-05,1605.1014818743515,1605.1014818743515,1605.1014818743515,0.0516830941567414,7726622576.432848,7726622576.432848,7726622576.432848,0.3,2.3,16852.010450592494,0.24,1,88.0,-0.7,0.7,0.047,-0.045,0.045,0,,,,5257.441019999795,0.0006,-0.0006,0,5259.389584999794,16852.010450592494,1,0.631275,0.027997,-0.027997,1,2011,0,0,0,17.0,4.0,240.0,23.0,476.0,45.0,Eclipse,4.0,23.0,45.0,1
CoRoT-21,1.29,-0.09,0.09,6200.0,-100.0,100.0,1.95,-0.21,0.21,1398.8341969,-286.4501849,286.4501849,3.7,-0.1,0.1,Gaia DR2 3107471240236703104,13.98,14.34,13.813,16.058,15.8558,13.674,13.69,12.495,9.006,0,0.0,-0.1,0.1,[Fe/H],4.1,-0.5,0.1,F8 IV,101.0526207,-0.2991544,CoRoT-21 b,14.571674950220284,1.5692573023314156,-1.5692573023314156,1.3,0.14,-0.14,705.5790626401781,177.9839076930179,-177.9839076930179,2.22,0.56,-0.56,0,1,296.0,2.72474,-0.00014,0.00014,1980.2716865522304,1980.2716865522304,1980.2716865522304,0.0415913868660497,6217912336.474433,6217912336.474433,6217912336.474433,0.3,2.3,17160.67378746363,0.25,1,86.8,-2.1,2.1,0.0,,,0,,,,4399.028200000059,0.0009,-0.0009,0,4400.390570000059,17160.67378746363,1,,,,1,2012,1,0,1,203.0,9.0,3004.0,66.0,5982.0,130.0,Eclipse,9.0,66.0,130.0,1
CoRoT-26,1.09,-0.06,0.06,5590.0,-100.0,100.0,1.79,-0.09,0.18,1045.18,,,3.99,-0.08,0.05,Gaia DR2 4286437357841760000,13.358,13.813,13.261,15.861,15.4682,13.158,13.295,12.082,8.807,0,0.01,-0.13,0.13,[Fe/H],8.6,-0.9,1.8,G5,279.7504991,6.9697828,CoRoT-26 b,14.123315720982738,1.4571674950220286,-0.7846286511657078,1.26,0.13,-0.07,184.34047582491132,63.56568131893496,-34.96112472541423,0.58,0.2,-0.11,0,1,66.0,4.20474,-5e-05,5e-05,1522.450853505729,1522.450853505729,1522.450853505729,0.052507948513279,7849938302.735213,7849938302.735213,7849938302.735213,0.3,2.3,18829.40086543301,0.33,1,86.8,-1.0,2.2,0.0,,,0,,,,4573.629900000058,0.0008,-0.0008,0,4575.732270000058,18829.40086543301,1,,,,1,2013,1,0,1,13.0,10.0,180.0,66.0,358.0,131.0,Eclipse,10.0,66.0,131.0,1
CoRoT-3,1.37,-0.09,0.09,6740.0,-140.0,140.0,1.56,-0.09,0.09,768.771,-28.545,30.791,4.22,-0.07,0.07,Gaia DR2 4263427117767106816,11.71,11.936,11.618,13.448,13.2188,11.343,11.394,11.323,8.979,0,0.14,-0.04,0.04,[Fe/H],2.2,-0.6,0.6,F3 V,292.0552827,0.1218359,CoRoT-3 b,11.321070538248067,0.7846286511657078,-0.7846286511657078,1.01,0.07,-0.07,6814.241037389828,305.11527033088777,-308.29355439683457,21.44,0.96,-0.97,0,1,2173.0,4.2568,-5e-06,5e-06,1642.8457034435994,1642.8457034435994,1642.8457034435994,0.0571328392114467,8541359462.111293,8541359462.111293,8541359462.111293,0.3,2.3,13658.60083387312,0.55,1,85.9,-0.8,0.8,0.0,,,0,,,,4283.138300000224,0.0003,-0.0003,0,4285.266700000224,13658.60083387312,1,0.4398,0.0084,-0.0091,1,2008,0,0,0,21815.0,9.0,319855.0,62.0,635420.0,124.0,Eclipse,9.0,62.0,124.0,1
CoRoT-36,1.32,-0.09,0.09,6730.0,-140.0,140.0,1.52,-0.1,0.2,925.958,-26.247,27.796,4.16,-0.06,0.06,Gaia DR2 4477340334766250496,11.641,11.859,11.592,13.126,12.9515,11.512,11.539,11.234,8.872,0,-0.1,-0.1,0.1,[Fe/H],2.1,-0.5,0.6,F3 V,277.7510149,7.1833465,CoRoT-36 b,15.80466283062354,1.5692573023314156,-1.5692573023314156,1.41,0.14,-0.14,216.1233164843789,149.37935109949714,-136.66621483571015,0.68,0.47,-0.43,0,1,65.0,5.616531,-2.3e-05,2.3e-05,1485.5054174901811,1485.5054174901811,1485.5054174901811,0.0678828714024478,10148489274.66595,10148489274.66595,10148489274.66595,0.3,2.3,15088.622074481047,0.573,1,85.83,-0.26,0.26,0.0,,,0,,,,5662.522359999828,0.00034,-0.00034,0,5665.330625499828,15088.622074481047,1,1.01,0.011,-0.011,1,2022,1,0,1,6.0,6.0,75.0,39.0,148.0,77.0,Eclipse,6.0,39.0,77.0,1
CoRoT-35,1.01,-0.06,0.07,6390.0,-130.0,130.0,1.65,-0.11,0.1,1123.21,-50.92,55.9,4.01,-0.05,0.05,Gaia DR2 4213081309275729792,13.054,13.43,12.935,15.635,15.2625,12.781,12.815,12.327,8.895001,0,-0.5,-0.1,0.1,[Fe/H],6.1,-1.3,1.3,F6 V,289.3143526,-2.7747085,CoRoT-35 b,18.831087627976984,1.2329878804032548,-1.2329878804032548,1.68,0.11,-0.11,349.6112472541423,117.59651044002968,-117.59651044002968,1.1,0.37,-0.37,0,1,150.0,3.22748,-8e-05,8e-05,1848.2349216269663,1848.2349216269663,1848.2349216269663,0.0429147201593388,6415750663.821153,6415750663.821153,6415750663.821153,0.3,2.3,15082.168663685286,0.58,1,84.1,-0.1,0.1,0.0,,,0,,,,6074.241500000004,0.0018,-0.0018,0,6075.855240000004,15082.168663685286,1,1.257,0.034,-0.034,1,2022,1,0,1,6.0,3.0,88.0,16.0,175.0,31.0,Eclipse,3.0,16.0,31.0,2
CoRoT-5,1.0,-0.02,0.02,6100.0,-65.0,65.0,1.19,-0.04,0.04,882.472,-25.62,25.62,4.19,-0.03,0.03,Gaia DR2 3125611120515388800,12.609,12.871,12.546,14.043,13.9021,12.479,12.521,12.304,8.701,0,-0.25,-0.06,0.06,[M/H],6.9,-1.4,1.4,F9 V,101.2772396,0.8152163,CoRoT-5 b,15.558065254542887,0.5156131136231793,-0.526822094354118,1.388,0.046,-0.047,145.88323862695574,16.84490554951776,-10.170509011029594,0.459,0.053,-0.032,0,1,0.0,4.0378962,-1.9e-06,1.9e-06,1392.8596451990427,1348.456075815022,1447.255218627615,0.0496623066861077,7424514849.573105,7923718836.403641,6878795795.016878,0.3,2.3,10283.484098895808,0.755,1,85.83,-1.38,0.99,0.09,-0.04,0.09,0,-128.34,-48.13,289.34,4400.198849999812,0.0002,-0.0002,0,4402.217798099811,10283.484098895808,1,1.461,0.03,-0.032,1,2009,1,0,1,4.0,7.0,49.0,46.0,97.0,91.0,Eclipse,7.0,46.0,91.0,1
DS Tuc A,1.01,-0.06,0.06,5428.0,-80.0,80.0,0.96,-0.03,0.03,44.0622,-0.0691,0.0693,4.6,-0.15,0.15,Gaia DR2 6387058411482257536,6.759,7.122,6.676,8.17,8.31926,6.767,6.65,6.728,6.589,0,0.0,,,,0.045,-0.004,0.004,G6 V,354.9154673,-69.196043,DS Tuc A b,5.705371192047789,0.1681347109640802,-0.1681347109640802,0.509,0.015,-0.015,27.798903921314427,0.0,0.0,0.0874651332118536,0.0,0.0,1,0,0.0,8.138268,-1.1e-05,1.1e-05,879.83315002576,879.83315002576,879.83315002576,0.0795033148482794,11885745569.817778,11885745569.817778,11885745569.817778,0.3,2.3,13075.117744334131,0.18,1,89.5,-0.41,0.34,0.0,,,0,,,,8332.309969999827,0.00026,-0.00026,0,8336.379103999827,13075.117744334131,1,0.2936,0.0026,-0.0026,2,2019,0,0,0,1.0,7.0,3.0,18.0,4.0,32.0,Transit,1.0,3.0,4.0,2
EPIC 211945201,1.17,-0.04,0.04,6069.0,-90.0,90.0,1.39,-0.02,0.02,181.69,-1.277,1.295,4.22,-0.02,0.02,Gaia DR2 636363799347569408,8.908,9.144,8.837,10.154,10.0512,8.822,8.844,8.81,8.623,0,0.1,-0.05,0.05,[Fe/H],3.99,-0.7,0.85,G0,136.5741931,19.4020565,EPIC 211945201 b,5.761416095702482,0.3026424797353443,-0.3026424797353443,0.514,0.027,-0.027,26.999523140217622,14.000341310495426,-12.598718037412908,0.08495,0.04405,-0.03964,0,1,5.7,19.49221,-0.000653,0.000666,863.3010925294473,863.3010925294473,863.3010925294473,0.1494718680267243,22346044269.995293,22346044269.995293,22346044269.995293,0.3,2.3,19988.28419896216,0.58,1,87.9,-0.06,0.06,0.0,,,0,90.0,,,7158.824769999832,0.00086,-0.00085,0,7168.570874999832,19988.28419896216,1,0.17,1.1e-05,-1.1e-05,1,2018,0,0,0,4.0,79.0,30.0,404.0,58.0,837.0,Transit,4.0,30.0,58.0,1
EPIC 246851721,1.32,-0.04,0.04,6202.0,-50.0,52.0,1.59,-0.03,0.03,372.632,-17.644,19.456,4.16,-0.02,0.02,Gaia DR2 3393939026234131584,9.967,10.199,9.893,11.237,11.2549,9.813,9.816,9.754,8.609,0,0.141,-0.085,0.082,[Fe/H],3.02,-0.46,0.44,F5 V,78.9198197,16.2786991,EPIC 246851721 b,11.780638748216552,0.4931951521613019,-0.4931951521613019,1.051,0.044,-0.044,953.4852197840244,349.6112472541423,-381.3940879136097,3.0,1.1,-1.2,0,1,270.0,6.180235,-1.4e-05,1.4e-05,1356.1948666592352,1356.1948666592352,1356.1948666592352,0.0723521471109606,10816645993.08862,10816645993.08862,10816645993.08862,0.3,2.3,14819.127650323897,0.647,1,86.21,-0.17,0.17,0.0,,,0,,,,7865.110319999978,0.0001,-0.0001,0,7868.200437499978,14819.127650323897,1,0.464,0.035,-0.035,1,2018,0,0,0,115.0,3.0,1478.0,19.0,2925.0,35.0,Eclipse,3.0,19.0,35.0,2
GJ 1132,0.18,-0.02,0.02,3270.0,-140.0,140.0,0.21,-0.01,0.01,12.613,-0.007,0.007,4.88,-0.07,0.07,Gaia DR2 5413438219396893568,8.666,9.245,8.322,13.68,12.138,8.17,8.0,7.862,7.916,0,-0.12,-0.15,0.15,[Fe/H],5.0,,,M4.5 V,153.7090696,-47.1549358,GJ 1132 b,1.1321070538248068,0.0560449036546934,-0.0560449036546934,0.101,0.005,-0.005,1.6590642824242023,0.2288364527481658,-0.2288364527481658,0.00522,0.00072,-0.00072,0,1,2.85,1.628931,-2.7e-05,2.7e-05,601.5701718550534,601.5701718550534,601.5701718550534,0.0153090913478822,2288709156.508401,2288709156.508401,2288709156.508401,0.1,2.3,2804.1819140025395,0.38,1,86.58,-0.63,0.63,0.0,,,1,,,,7184.557589999866,0.0003,-0.0003,0,7185.372055499865,2804.1819140025395,1,0.251212,0.009733,-0.009733,1,2015,0,0,0,1.0,207.0,9.0,1458.0,17.0,2554.0,Transit,1.0,9.0,17.0,2
G 9-40,0.29,-0.02,0.02,3348.0,-32.0,32.0,0.31,-0.01,0.01,27.9276,-0.045,0.0451,4.93,-0.03,0.03,Gaia DR2 684992690384102528,9.433,10.058,9.19,13.821,12.7331,9.032,8.885,8.774,8.597,0,0.04,-0.11,0.1,[Fe/H],9.9,-4.1,2.6,M2.5 V,134.7188514,21.0747961,G 9-40 b,2.028825512299901,0.1008808265784481,-0.1008808265784481,0.181,0.009,-0.009,4.793527450845239,0.0,0.0,0.0150821240373218,0.0,0.0,1,0,0.0,5.746007,-6e-06,6e-06,454.0319908639033,454.0319908639033,454.0319908639033,0.0415878900338846,6217389560.065748,6217389560.065748,6217389560.065748,0.1,2.3,4495.6180473924,0.672,1,88.57,-0.47,0.63,0.0,,,0,0.0,,,8497.777470000088,0.00032,-0.00033,0,8500.650473500089,4495.6180473924,1,0.365,0.032,-0.033,1,2019,0,0,0,2.0,2046.0,25.0,12715.0,49.0,29673.0,Transit,2.0,25.0,49.0,1
GJ 1214,0.18,-0.01,0.01,3250.0,-100.0,100.0,0.21,-0.01,0.01,14.6427,-0.0372,0.0372,5.03,-0.04,0.04,Gaia DR2 4393265392167891712,9.094,9.75,8.782,15.1,13.0089,8.598,8.442,8.254,8.084,0,0.29,-0.12,0.12,[Fe/H],3.0,,,M4 V,258.8313991,4.9606795,GJ 1214 b,2.746200279079977,0.0448359229237547,-0.0560449036546934,0.245,0.004,-0.005,8.17136833354909,0.429068348902811,-0.429068348902811,0.02571,0.00135,-0.00135,0,1,14.36,1.58040433,-1.3e-07,1.3e-07,603.9487150722517,603.9487150722517,603.9487150722517,0.0150035177401219,2243025902.1482306,2243025902.1482306,2243025902.1482306,0.1,2.3,3037.2127378259884,0.325,1,88.7,-0.1,0.1,0.0,,,1,0.0,,,5701.413327999879,6.6e-05,-5.9e-05,0,5702.203530164878,3037.2127378259884,1,,,,1,2009,0,0,0,1.0,7.0,2.0,48.0,3.0,84.0,Transit,1.0,2.0,3.0,3
GJ 3470,0.54,-0.04,0.05,3600.0,-100.0,100.0,0.55,-0.02,0.02,29.4214,-0.0507,0.0508,4.7,-0.05,0.05,Gaia DR2 654687847820642560,8.206,8.794,7.989,12.332,11.3537,7.807,7.783,7.683,7.786,0,0.2,-0.1,0.1,[Fe/H],1.65,-1.35,1.35,M1.5,119.7735021,15.391209,GJ 3470 b,4.5732641382229815,0.1793436916950189,-0.1793436916950189,0.408,0.016,-0.016,12.579648333017229,1.3094530351700602,-1.2808484785765393,0.03958,0.00412,-0.00403,0,1,8.21,3.3366496,-3.3e-06,3.9e-06,702.7322630624524,703.1080652272464,702.7535588149561,0.035611896952965,5323978594.468276,5319757072.054403,5325125564.72584,0.1,2.3,6591.587602202094,0.4,1,89.13,-0.34,0.26,0.017,-0.012,0.016,0,1.7,-1.2,0.96,5983.704210000113,,,0,5985.372534800113,6598.239576955228,1,0.653,1.5e-05,-1.5e-05,1,2012,0,0,0,1.0,6.0,2.0,30.0,3.0,52.0,Transit,1.0,2.0,3.0,3
GJ 3090,0.52,-0.01,0.01,3556.0,-70.0,70.0,0.52,-0.02,0.02,22.4751,-0.02605,0.02605,4.73,-0.03,0.03,Gaia DR2 4933912198893332224,7.536,8.168,7.294,11.403,10.5521,7.053,7.113,7.045,6.941,0,-0.06,-0.12,0.12,[Fe/H],,,,M2 V,20.4384281,-46.7147234,GJ 3090 b,2.129706338878349,0.1120898073093868,-0.1120898073093868,0.19,0.01,-0.01,3.340376553310032,0.7214704829699117,-0.7214704829699117,0.01051,0.00227,-0.00227,0,1,2.38,2.853136,-3.8e-05,6.4e-05,715.5894296276306,715.5894296276306,715.5894296276306,0.0316815351485826,4736389504.713109,4736389504.713109,4736389504.713109,0.1,2.3,4945.592626140455,0.631,1,87.14,-0.3,0.79,0.0,,,1,137.0,-57.0,73.0,8370.41849000007,0.00034,-0.00034,0,8371.84505800007,4945.592626140455,1,0.158724,0.005527,-0.005527,2,2022,0,0,0,1.0,76.0,6.0,384.0,10.0,682.0,Transit,1.0,6.0,10.0,2
GJ 1252,0.38,-0.02,0.02,3458.0,-137.0,137.0,0.39,-0.02,0.02,20.373,-0.0192,0.0192,4.89,-0.1,0.1,Gaia DR2 6468968316900356736,8.161,8.697,7.915,12.68,11.2364,,,,,0,0.1,-0.1,0.1,[Fe/H],3.9,-0.4,0.4,M3,306.9286462,-56.4622865,GJ 1252 b,1.1769429767485615,0.0784628651165707,-0.0784628651165707,0.105,0.007,-0.007,1.3189878873679004,0.2796889978033138,-0.2796889978033138,0.00415,0.00088,-0.00088,0,1,0.0,0.5182416,-6.9e-07,6.9e-07,1052.9433988830742,1052.9433988830742,1052.9433988830742,0.0091524950013029,1368298002.694792,1368298002.694792,1368298002.694792,0.3,2.3,2677.42655019773,0.42,1,84.8,-3.2,3.2,0.0,,,0,,,,8668.097479999997,0.00032,-0.00032,0,8668.356600799996,2677.42655019773,1,0.079726,0.004729,-0.004729,2,2020,0,0,0,1.0,34.0,12.0,233.0,23.0,455.0,Transit,1.0,12.0,23.0,2
GJ 367,0.45,-0.01,0.01,3522.0,-70.0,70.0,0.46,-0.01,0.01,9.41263,-0.002835,0.002835,4.78,-0.03,0.03,Gaia DR2 5412250540681250560,6.045,6.632,5.78,10.153,9.15159,,,,,0,-0.01,-0.12,0.12,[Fe/H],,,,M1.0 V,146.121464,-45.7790165,GJ 367 b,0.7173747667800756,0.0560449036546934,-0.0560449036546934,0.064,0.005,-0.005,0.5466648593428407,0.0794571016486687,-0.0794571016486687,0.00172,0.00025,-0.00025,0,1,0.798,0.321962,-1.2e-05,1e-05,1327.0493290086297,1327.0493290086297,1327.0493290086297,0.0070501339650733,1053995027.7784716,1053995027.7784716,1053995027.7784716,0.3,2.3,2348.8616735363003,0.55,1,80.75,-0.64,0.64,0.0,,,0,,,,8544.134800000116,0.0004,-0.0004,0,8544.295781000117,2348.8616735363003,1,0.0212,0.0042,-0.0042,2,2021,0,0,0,2.0,49.0,11.0,228.0,21.0,441.0,Transit,2.0,11.0,21.0,2
GJ 357,0.34,-0.01,0.01,3505.0,-51.0,51.0,0.34,-0.02,0.02,9.44181,-0.00511,0.00511,4.94,-0.07,0.07,Gaia DR2 5664814198431308288,6.74,7.337,6.475,10.91,9.88036,,,,,0,-0.12,-0.16,0.16,[Fe/H],,,,M2.5 V,144.0074644,-21.6650634,GJ 357 b,1.2217788996723162,0.0784628651165707,-0.0784628651165707,0.109,0.007,-0.007,1.840226474183167,0.3114718384627812,-0.3114718384627812,0.00579,0.00098,-0.00098,0,1,1.52,3.93072,-6e-05,8e-05,550.1724420205559,550.1724420205559,550.1724420205559,0.0340458748593648,5089858291.475047,5089858291.475047,5089858291.475047,0.1,2.3,4902.380582076224,0.34,1,89.12,-0.31,0.37,0.0,,,0,,,,8517.998620000202,0.00039,-0.00038,0,8519.963980000202,4902.380582076224,1,0.1048,0.005495,-0.005495,2,2019,0,0,0,2.0,714.0,7.0,2350.0,13.0,4895.0,Transit,2.0,7.0,13.0,2
GJ 3929,0.31,-0.02,0.03,3384.0,-88.0,88.0,0.32,-0.01,0.01,15.8095,-0.0095,0.0096,4.89,-0.05,0.05,Gaia DR2 1372215976327300480,8.1,8.694,7.869,12.675,11.5109,,,,,0,-0.02,-0.12,0.12,[Fe/H],7.1,-4.9,4.1,M3.5 V,239.5775678,35.4081141,GJ 3929 b,1.087271130901052,0.0448359229237547,-0.0448359229237547,0.097,0.004,-0.004,1.7512345203366582,0.4386032011006512,-0.4513163373644382,0.00551,0.00138,-0.00142,0,1,1.77,2.616235,-5e-06,5e-06,599.3695633219038,599.3695633219038,599.3695633219038,0.025166830222653,3762441118.286632,3762441118.286632,3762441118.286632,0.1,2.3,4369.250412125349,0.11,1,88.442,-0.008,0.008,0.0,,,0,90.0,,,8956.396199999843,0.0005,-0.0005,0,8957.704317499843,4369.250412125349,1,0.11206,0.009002,-0.009002,2,2022,0,0,0,3.0,748.0,27.0,4585.0,52.0,7898.0,Transit,3.0,27.0,52.0,1
