Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Transit Temperature [K],Eclipse Temperature [K],Planet Semi-major Axis [AU],Planet Semi-major Axis [m],Planet-Star Separation Transit [m],Planet-Star Separation Eclipse [m],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Flag,Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,FGS1_Flag,FGS2_Flag,FGS_Flag,Tier 1 Transits,Tier 1 Eclipses,Tier 2 Transits,Tier 2 Eclipses,Tier 3 Transits,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,Max Tier
LP 714-47,0.59,-0.02,0.02,3950.0,-51.0,51.0,0.58,-0.02,0.02,52.616,-0.11525,0.11525,4.64,-0.04,0.04,Gaia DR2 3189306030970782208,8.829001,9.493,8.626,12.492,11.7282,8.5,8.535,8.425,8.179,0,0.41,-0.16,0.16,[Fe/H],,,,M0.0 V,64.1902212,-12.0848643,LP 714-47 b,4.696562926263307,0.3026424797353443,-0.3026424797353443,0.419,0.027,-0.027,30.800750883089933,1.5001500791268652,-1.5001500791268652,0.09691,0.00472,-0.00472,0,1,17.6,4.052037,-4e-06,4e-06,686.7527071876631,678.6906192593963,695.9957240711758,0.0417499916154041,6241623746.502914,6392555776.552744,6078621139.213568,0.3,2.3,5636.861365723308,0.757,1,87.3,-0.2,0.2,0.04,-0.02,0.02,0,219.0,-19.0,19.0,9196.114899999928,0.00031,-0.0003,0,9198.140918499928,5360.038434420805,1,0.55124,0.011286,-0.011286,2,2020,0,0,0,2.0,20.0,19.0,130.0,39.0,249.0,Transit,2.0,19.0,39.0,2
LHS 1815,0.5,-0.02,0.02,3643.0,-142.0,142.0,0.5,-0.03,0.03,29.8424,-0.0239,0.0239,4.77,-0.03,0.03,Gaia DR2 5500061456275483776,8.209,8.801,7.993,12.167,11.2362,7.82,7.736,7.661,7.555,0,-0.12,-0.09,0.09,[Fe/H],,,,M1,91.0899861,-55.3115376,LHS 1815 b,1.087271130901052,0.067253884385632,-0.067253884385632,0.097,0.006,-0.006,1.338902360016183,0.0,0.0,0.0042126579381674,0.0,0.0,1,0,0.0,3.81433,-3e-05,3e-05,656.8279512773925,656.8279512773925,656.8279512773925,0.0379482975969728,5673270490.74744,5673270490.74744,5673270490.74744,0.1,2.3,5686.963452863386,0.51,1,88.125,-1.113,1.113,0.0,,,0,90.0,,,8327.416100000031,0.0016,-0.0016,0,8329.323265000032,5686.963452863386,1,0.045562,0.002553,-0.002553,2,2020,0,0,0,8.0,2597.0,75.0,15254.0,148.0,27023.0,Transit,8.0,75.0,148.0,1
LP 791-18,0.14,-0.01,0.01,2960.0,-55.0,55.0,0.17,-0.02,0.02,26.4927,-0.0638,0.064,5.12,-0.09,0.09,Gaia DR2 3562427951852172288,10.993,11.559,10.644,16.91,15.0715,10.426,10.233,10.024,8.637,0,-0.09,-0.19,0.19,[Fe/H],0.5,,,M(6.1+/-0.7) V,165.6904843,-16.4064445,LP 791-18 c,2.3090500305733683,0.2465975760806509,-0.2465975760806509,0.206,0.022,-0.022,6.063337519078014,0.0,0.0,0.0190773933143445,0.0,0.0,1,0,0.0,4.989963,-5e-05,5e-05,351.7798276272669,351.7798276272669,351.7798276272669,0.0296959814087206,4439549220.603735,4439549220.603735,4439549220.603735,0.1,2.3,3982.3392447823503,0.28,1,89.55,-0.5,0.32,0.0,,,0,,,,8651.298070000019,0.00041,-0.00041,0,8653.793051500019,3982.3392447823503,1,1.747289,0.080727,-0.080727,2,2019,1,0,1,1.0,7032.0,14.0,56335.0,27.0,139722.0,Transit,1.0,14.0,27.0,2
LP 791-18,0.14,-0.01,0.01,2960.0,-55.0,55.0,0.17,-0.02,0.02,26.4927,-0.0638,0.064,5.12,-0.09,0.09,Gaia DR2 3562427951852172288,10.993,11.559,10.644,16.91,15.0715,10.426,10.233,10.024,8.637,0,-0.09,-0.19,0.19,[Fe/H],0.5,,,M(6.1+/-0.7) V,165.6904843,-16.4064445,LP 791-18 b,1.120898073093868,0.1345077687712641,-0.1345077687712641,0.1,0.012,-0.012,1.4796512893213996,0.0,0.0,0.0046555035944549,0.0,0.0,1,0,0.0,0.948005,-5.8e-06,5.8e-06,611.9273028911414,611.9273028911414,611.9273028911414,0.0098138605894441,1467172158.1219037,1467172158.1219037,1467172158.1219037,0.1,2.3,1921.984889824204,0.54,1,87.3,-4.9,2.0,0.0,,,0,,,,8645.94405000005,0.00066,-0.00066,0,8646.418052500048,1921.984889824204,1,0.427506,0.056439,-0.056439,2,2019,1,0,1,3.0,709.0,42.0,4762.0,82.0,9793.0,Transit,3.0,42.0,82.0,1
LTT 1445 A,0.26,-0.01,0.01,3340.0,-150.0,150.0,0.27,-0.01,0.01,6.86929,-0.003805,0.003805,4.97,-0.06,0.06,Gaia DR2 5153091836072107136,6.774,7.294,6.496,10.59,10.0469,6.405,6.149,6.106,5.959,0,-0.34,-0.09,0.09,[Fe/H],,,,M2.5V,45.4624781,-16.5944956,LTT 1445 A b,1.3002417647888869,0.067253884385632,-0.0560449036546934,0.116,0.006,-0.005,2.869990511549913,0.2606192934076333,-0.2510844412097931,0.00903,0.00082,-0.00079,0,1,2.6,5.3587657,-4.2e-06,4.3e-06,440.60870757170863,440.60870757170863,440.60870757170863,0.0382787501518279,5722673147.698272,5722673147.698272,5722673147.698272,0.1,2.3,4984.64405600542,0.17,1,89.68,-0.29,0.22,0.0,,,1,-139.0,-76.0,120.0,8412.708509999793,0.0004,-0.00039,0,8415.387892849792,4984.64405600542,1,0.203,0.012,-0.012,2,2019,0,0,0,2.0,1641.0,7.0,5385.0,13.0,12422.0,Transit,2.0,7.0,13.0,2
LTT 3780,0.4,-0.01,0.01,3331.0,-157.0,157.0,0.37,-0.01,0.01,21.9814,-0.0402,0.0403,4.9,-0.03,0.03,Gaia DR2 3767281845873242112,8.439,9.007,8.204001,13.14,11.8465,8.037,7.88,7.771,7.577,0,0.28,-0.13,0.11,[Fe/H],,,,M4 V,154.6449033,-11.717801,LTT 3780 c,2.2978410498424298,0.1569257302331415,-0.1457167495022028,0.205,0.014,-0.013,6.289824166508614,0.6293002450574561,-0.6102305406617756,0.01979,0.00198,-0.00192,0,1,0.0,12.2519,-0.003,0.0028,363.4178232547114,373.0702683656892,354.95231196368576,0.0766912376591687,11465340030.04573,10882733126.690582,12022069652.442482,0.1,2.3,5996.251511149034,0.65,1,89.18,-0.22,0.47,0.06,-0.14,0.15,0,124.0,-147.0,87.0,8546.848400000017,0.0014,-0.0014,0,8552.974350000017,6624.011861854651,1,0.324,0.041,-0.037,2,2020,0,0,0,2.0,16555.0,20.0,107029.0,39.0,274782.0,Transit,2.0,20.0,39.0,2
LTT 3780,0.4,-0.01,0.01,3331.0,-157.0,157.0,0.37,-0.01,0.01,21.9814,-0.0402,0.0403,4.9,-0.03,0.03,Gaia DR2 3767281845873242112,8.439,9.007,8.204001,13.14,11.8465,8.037,7.88,7.771,7.577,0,0.28,-0.13,0.11,[Fe/H],,,,M4 V,154.6449033,-11.717801,LTT 3780 b,1.333868706981703,0.067253884385632,-0.0784628651165707,0.119,0.006,-0.007,2.3392170725368064,0.2415495890119528,-0.2288364527481658,0.00736,0.00076,-0.00072,0,1,0.0,0.768448,-5.3e-05,5.5e-05,858.9800783556228,858.9800783556228,858.9800783556228,0.0121065325497329,1809926616.185072,1809926616.185072,1809926616.185072,0.3,2.3,2934.537408401181,0.35,1,87.1,-1.7,1.8,0.0,,,0,251.0,-66.0,66.0,8543.91149999993,0.0011,-0.0011,0,8544.295723999929,2934.537408401181,1,0.1087,0.0098,-0.0103,2,2020,0,0,0,3.0,59.0,27.0,381.0,53.0,782.0,Transit,3.0,27.0,53.0,1
LTT 1445 A,0.26,-0.01,0.01,3340.0,-150.0,150.0,0.27,-0.01,0.01,6.86929,-0.003805,0.003805,4.95,-0.01,0.01,Gaia DR2 5153091836072107136,6.774,7.294,6.496,10.59,10.0469,6.405,6.149,6.106,5.959,0,-0.34,-0.09,0.09,[Fe/H],,,,M2.5V,45.4624781,-16.5944956,LTT 1445 A c,1.1433160345557454,0.0560449036546934,-0.0560449036546934,0.102,0.005,-0.005,1.5414677719841727,0.2002318961546451,-0.1906970439568048,0.00485,0.00063,-0.0006,0,1,1.67,3.1239035,-3.6e-06,3.4e-06,527.4429139663978,527.4429139663978,527.4429139663978,0.0267124041160081,3993504415.343212,3993504415.343212,3993504415.343212,0.1,2.3,1814.4955660572648,0.937,1,87.43,-0.29,0.18,0.0,,,1,,,,8412.581590000074,0.00059,-0.00057,0,8414.143541750074,1814.4955660572648,1,0.157,0.015,-0.014,2,2022,0,0,0,1.0,743.0,8.0,3352.0,15.0,7531.0,Transit,1.0,8.0,15.0,2
MASCARA-1,1.9,-0.07,0.06,7490.0,-150.0,150.0,2.08,-0.02,0.02,182.273,-1.922,1.963,4.11,-0.08,0.08,Gaia DR2 1744911763437512064,7.749,7.819,7.74,8.28,8.24243,7.658,7.713,7.723,7.697,0,0.15,-0.15,0.15,[Fe/H],0.8,-0.2,0.2,A8,317.5515264,10.7388967,MASCARA-1 b,17.900742227309074,0.2017616531568962,-0.2129706338878349,1.597,0.018,-0.019,1175.9651044002967,286.0455659352073,-286.0455659352073,3.7,0.9,-0.9,0,1,400.0,2.14877381,-8.7e-07,8.8e-07,2507.1485952031167,2507.377274661373,2507.612268799614,0.0403925981391636,6038693421.804963,6039258703.13401,6038126850.4035,0.3,2.3,15372.731352430545,0.113,1,88.45,-0.17,0.17,0.00034,-0.00023,0.00034,0,-16.0,-52.0,67.0,8833.488150999881,9.1e-05,-9.2e-05,0,8834.562537904882,15372.731352430545,1,0.6216,0.0035,-0.0033,1,2017,0,0,0,4.0,1.0,18.0,1.0,34.0,1.0,Eclipse,1.0,1.0,1.0,3
MASCARA-4,1.75,-0.05,0.05,7800.0,-200.0,200.0,1.92,-0.11,0.11,170.696,-0.928,0.938,4.1,-0.05,0.05,Gaia DR2 5245968236116294016,7.785,7.837,7.75,8.191,8.17401,7.627,7.693,7.704,7.626,0,0.0,,,[Fe/H],0.8,,,A7 V,147.5800667,-66.1139253,MASCARA-4 b,17.14974051833618,0.7846286511657078,-0.4483592292375472,1.53,0.07,-0.04,985.2680604434918,286.0455659352073,-286.0455659352073,3.1,0.9,-0.9,0,1,0.0,2.82406,-3e-05,3e-05,2321.685163987697,2321.685163987697,2321.685163987697,0.0471540228624445,7049526417.935452,7049526417.935452,7049526417.935452,0.3,2.3,15217.188204047228,0.34,1,88.5,-0.01,0.01,0.0,,,0,,,,8505.816999999806,0.003,-0.003,0,8507.229029999806,15217.188204047228,1,0.897,1e-06,-1e-06,1,2020,0,0,0,3.0,1.0,14.0,1.0,26.0,1.0,Eclipse,1.0,1.0,1.0,3
LTT 9779,0.77,-0.21,0.29,5443.0,-13.0,14.0,0.95,-0.01,0.01,80.4373,-0.315,0.3174,4.35,-0.12,0.16,Gaia DR2 2307504062045842688,8.153,8.446,8.016,9.79,9.60006,7.936,8.014,7.982,7.842,0,0.27,-0.03,0.03,[Fe/H],1.9,-1.2,1.7,G7 V,358.6688767,-37.6282237,LTT 9779 b,4.718980887725184,0.2353885953497123,-0.2353885953497123,0.421,0.021,-0.021,29.31967050835875,0.7786795961569533,-0.8104624368164208,0.09225,0.00245,-0.00255,0,1,19.65,0.792052,-9.3e-06,9.3e-06,1996.28652307098,1996.28652307098,1996.28652307098,0.0153670141855014,2297368620.732467,2297368620.732467,2297368620.732467,0.3,2.3,6655.036936753231,0.0,1,90.0,-0.43,0.43,0.0,,,0,90.0,,,8354.214300000109,0.00025,-0.00025,0,8354.61032600011,6655.036936753231,1,0.152876,0.003242,-0.003242,2,2020,0,0,0,1.0,1.0,7.0,4.0,14.0,7.0,Eclipse,1.0,4.0,7.0,2
NGTS-11,0.86,-0.03,0.03,5050.0,-80.0,80.0,0.83,-0.01,0.01,190.422,-1.744,1.777,4.5,-0.1,0.1,Gaia DR2 2453680078509741056,10.401,10.855,10.315,12.456,12.1895,10.266,10.331,10.268,8.524,0,0.22,-0.08,0.08,[Fe/H],3.9,-1.6,1.6,K,23.5214497,-14.4191493,NGTS-11 b,9.157737257176905,0.313851460466283,-0.3586873833900378,0.817,0.028,-0.032,109.33297186856812,29.240213406710083,-23.201473681411255,0.344,0.092,-0.073,0,1,21.2,35.45533,-0.00019,0.00019,509.71652411926993,531.5647920840494,496.12420122172193,0.2010067425154119,30050508006.05409,27638642067.786312,31728408775.091866,0.1,2.3,12966.70874919354,0.81,1,89.16,-0.29,0.2,0.13,-0.09,0.1,0,32.0,-76.0,53.0,8390.704299999867,0.0016,-0.0016,0,8408.431964999867,14885.428692659703,1,0.981,0.001356,-0.001356,2,2020,0,0,0,5.0,436.0,60.0,3301.0,121.0,5635.0,Transit,5.0,60.0,121.0,1
NGTS-10,0.7,-0.04,0.04,4600.0,-150.0,150.0,0.7,-0.04,0.04,324.6986504,-27.5222874,27.5222874,4.59,-0.02,0.02,Gaia DR2 2911987212510959232,11.878,12.392,11.728,14.506,14.2604,11.619,11.644,11.781,9.09,0,-0.02,-0.12,0.12,[M/H],10.4,-2.5,2.5,K5 V,91.8722801,-25.5948963,NGTS-10 b,13.50682178078111,1.311450745519826,-0.9303454006679104,1.205,0.117,-0.083,687.1450150576869,29.240213406710083,-34.0076395056302,2.162,0.092,-0.107,0,1,594.9,0.7668944,-3e-07,3e-07,1487.3085684199202,1487.3085684199202,1487.3085684199202,0.014569562522523,2178149597.117198,2178149597.117198,2178149597.117198,0.3,2.3,3921.021407920783,0.8523,1,79.01777959109674,,,0.0,,,0,,,,7518.843770000152,0.00017,-0.00017,0,7519.227217200152,3921.021407920783,1,,,,1,2020,1,0,1,19.0,1.0,281.0,5.0,572.0,9.0,Eclipse,1.0,5.0,9.0,2
NGTS-12,1.02,-0.05,0.06,5690.0,-130.0,130.0,1.59,-0.04,0.04,446.442,-7.453,7.706,4.04,-0.04,0.04,Gaia DR2 3464620139089832960,10.692,10.992,10.588,12.382,12.1279,10.555,10.597,10.574,8.911,0,-0.03,-0.11,0.11,[Fe/H],9.4,-1.5,1.5,G,176.2499418,-35.640563,NGTS-12 b,11.747011806023735,0.3586873833900378,-0.3586873833900378,1.048,0.032,-0.032,66.10830857169236,6.992224945082845,-6.992224945082845,0.208,0.022,-0.022,0,1,21.3,7.532806,-4.8e-05,4.8e-05,1215.9460214920864,1215.9460214920864,1215.9460214920864,0.0757579183759737,11325808797.208069,11325808797.208069,11325808797.208069,0.3,2.3,21262.79048912757,0.2,1,88.9,-0.76,0.76,0.0,,,0,,,,8572.854900000151,0.0017,-0.0017,0,8576.62130300015,21262.79048912757,1,,,,1,2020,0,0,0,1.0,4.0,11.0,32.0,21.0,60.0,Transit,1.0,11.0,21.0,2
NGTS-13,1.3,-0.18,0.11,5819.0,-73.0,73.0,1.79,-0.06,0.06,647.595,-14.402,15.059,4.04,-0.05,0.05,Gaia DR2 5385076140853434752,11.244,11.481,11.141,12.744,12.5691,11.095,11.148,11.125,9.333,0,0.25,-0.17,0.17,[Fe/H],4.23,-1.59,2.65,,176.2402326,-38.1397158,NGTS-13 b,12.800655994731974,0.5156131136231793,-0.5156131136231793,1.142,0.046,-0.046,1538.289487918226,139.84449890165692,-139.84449890165692,4.84,0.44,-0.44,0,1,526.1,4.119027,-2.3e-05,2.3e-05,1549.560455681423,1518.0708567157888,1592.122463705551,0.0549246962419656,8211242088.173862,8557791351.292958,7780237233.578963,0.3,2.3,18191.91695318718,0.156,1,88.7,-1.2,1.2,0.086,-0.034,0.034,0,-146.4,-24.2,24.2,8572.82470000023,0.0018,-0.0018,0,8574.88421350023,18191.91695318718,1,0.43,0.04,-0.04,1,2021,0,0,0,490.0,3.0,6845.0,21.0,13581.0,42.0,Eclipse,3.0,21.0,42.0,1
NGTS-2,1.64,-0.22,0.19,6478.0,-89.0,94.0,1.7,-0.04,0.05,356.391,-7.845,8.2,4.2,-0.06,0.03,Gaia DR2 6220602384081327104,9.858,10.055,9.799,10.789,10.8605,9.759,9.767,9.74,9.327,0,-0.06,-0.09,0.09,[Fe/H],2.17,-0.37,0.37,F5 V,215.1227617,-31.2020698,NGTS-2 b,17.878324265847194,0.526822094354118,-0.5044041328922406,1.595,0.047,-0.045,235.19302088005932,41.317692857307726,-38.13940879136097,0.74,0.13,-0.12,0,1,65.8,4.511164,-6.1e-05,6.1e-05,1568.980868980376,1568.980868980376,1568.980868980376,0.0630565898994289,9426960189.964632,9426960189.964632,9426960189.964632,0.3,2.3,16810.90582391889,0.2087082599574971,1,88.5,-1.2,1.0,0.0,,,0,,,,7759.126099999994,0.0014,-0.0013,0,7761.381681999994,16810.90582391889,1,1.117,2.2e-05,-2.2e-05,1,2018,0,0,0,1.0,1.0,5.0,2.0,10.0,4.0,Eclipse,1.0,2.0,4.0,2
NGTS-24,1.26,-0.21,0.05,5820.0,-8.0,93.0,1.64,-0.09,0.03,683.062,-10.709,11.048,4.09,-0.04,0.05,Gaia DR2 5397086969654628864,11.577,11.879,11.51,13.214,13.0525,11.455,11.505,11.247,8.594,0,0.27,-0.03,0.18,[Fe/H],4.77,-0.91,3.56,G2 IV,168.5638892,-37.9101328,NGTS-24 b,13.607702607359558,0.6501208823944434,-0.6949568053181983,1.214,0.058,-0.062,165.2707714292309,38.13940879136097,-34.96112472541423,0.52,0.12,-0.11,0,0,62.0,3.4678796,-7e-06,7e-06,1579.2500691045818,1579.2500691045818,1579.2500691045818,0.048464415146314,7245430064.373943,7245430064.373943,7245430064.373943,0.3,2.3,10556.257723396116,0.821,1,82.61,-0.61,0.52,0.0,,,0,,,,8100.622899999842,0.0011,-0.0011,0,8102.356839799842,10556.257723396116,1,0.477,0.000684,-0.000684,1,2022,0,0,0,6.0,5.0,86.0,31.0,170.0,61.0,Eclipse,5.0,31.0,61.0,1
NGTS-25,0.91,-0.04,0.03,5321.0,-58.0,58.0,0.86,-0.05,0.02,521.233,-8.112001,8.367,4.48,-0.14,0.14,Gaia DR2 6682513094425008640,12.417,12.818,12.324,14.333,14.0864,12.287,12.328,12.137,9.03,0,0.12,-0.05,0.05,[Fe/H],3.49,-3.37,3.49,K0 V,307.4182976,-39.0323568,NGTS-25 b,11.46678728775027,0.3923143255828539,-0.5828669980088114,1.023,0.035,-0.052,203.0923518139972,18.43404758249114,-16.52707714292309,0.639,0.058,-0.052,0,0,100.0,2.823093,-3.3e-06,3.3e-06,1182.1782037457283,1182.1782037457283,1182.1782037457283,0.037910022429666,5667548353.23507,5667548353.23507,5667548353.23507,0.3,2.3,9173.32579325285,0.113,1,89.34,-0.58,0.42,0.0,,,0,,,,8204.263729999773,0.0005,-0.0005,0,8205.675276499773,9173.32579325285,1,,,,1,2022,1,0,1,12.0,9.0,165.0,58.0,329.0,115.0,Eclipse,9.0,58.0,115.0,1
NGTS-6,0.77,-0.03,0.03,4730.0,-40.0,44.0,0.75,-0.01,0.01,308.262,-1.407,1.418,4.7,-0.7,1.1,Gaia DR2 4875693023844840448,11.767,12.222,11.65,14.237,13.8175,11.555,11.636,11.424,8.899,0,0.11,-0.09,0.09,[Fe/H],9.77,-0.54,0.25,,75.795382,-30.3994612,NGTS-6 b,14.86310844922469,1.087271130901052,-1.2554058418651322,1.326,0.097,-0.112,425.5722364302696,8.899195384650895,-8.899195384650895,1.339,0.028,-0.028,0,1,322.0,0.882059,-8e-07,8e-07,1487.0761102339775,1487.0761102339775,1487.0761102339775,0.0165101918291723,2468273678.461262,2468273678.461262,2468273678.461262,0.3,2.3,3501.729154828753,0.976,1,78.231,-0.21,0.262,0.0,,,0,,,,7982.378399999812,0.0003,-0.0003,0,7982.819429499812,3501.729154828753,1,1.175545,0.049368,-0.049368,1,2019,1,0,1,5.0,1.0,64.0,3.0,130.0,6.0,Eclipse,1.0,3.0,6.0,2
NGTS-5,0.66,-0.06,0.07,4987.0,-41.0,41.0,0.74,-0.01,0.01,306.779,-2.558,2.601,4.52,-0.04,0.04,Gaia DR2 1159042833731813760,11.708,12.117,11.612,13.789,13.526,11.526,11.575,11.829,9.367,0,0.12,-0.1,0.1,[Fe/H],,,,K2 V,221.0582692,5.6053735,NGTS-5 b,12.733402110346342,0.2578065568115896,-0.2578065568115896,1.136,0.023,-0.023,72.78270511018053,11.759651044002968,-11.759651044002968,0.229,0.037,-0.037,0,1,41.0,3.3569866,-2.6e-06,2.6e-06,1023.4590249529908,1023.4590249529908,1023.4590249529908,0.0382300181437825,5715387712.495494,5715387712.495494,5715387712.495494,0.3,2.3,7942.264447450996,0.6585870945909406,1,86.6,-0.2,0.2,0.0,,,0,,,,7740.35262000002,0.00026,-0.00026,0,7742.03111330002,7942.264447450996,1,2.624,0.003324,-0.003324,1,2019,1,0,1,1.0,3.0,4.0,18.0,8.0,34.0,Transit,1.0,4.0,8.0,2
NGTS-8,0.89,-0.04,0.05,5241.0,-50.0,50.0,0.98,-0.02,0.02,428.976,-5.481,5.621,4.41,-0.03,0.03,Gaia DR2 6840435777723109888,11.751,12.14,11.642,13.69,13.4954,11.59,11.615,11.864,8.872,0,0.24,-0.09,0.09,[Fe/H],12.48,-3.68,3.23,K0 V,328.9759206,-14.0684399,NGTS-8 b,12.21778899672316,0.3362694219281604,-0.3362694219281604,1.09,0.03,-0.03,295.58041813304754,12.713136263786993,-9.534852197840245,0.93,0.04,-0.03,0,1,149.95,2.4997,-1e-05,1e-05,1299.2378279377976,1299.2378279377976,1299.2378279377976,0.0346986077533982,5187441859.133043,5187441859.133043,5187441859.133043,0.3,2.3,9399.113277493365,0.4115780328315757,1,86.9,-0.5,0.5,0.01,-0.01,0.014,0,,,,7500.178299999796,0.00072,-0.00072,0,7501.428149999796,9399.113277493365,1,,,,1,2019,1,0,1,10.0,3.0,144.0,17.0,289.0,34.0,Eclipse,3.0,17.0,34.0,2
NGTS-9,1.34,-0.05,0.05,6330.0,-130.0,130.0,1.38,-0.04,0.04,609.128,-15.171,15.952,4.37,-0.2,0.2,Gaia DR2 5678340222972504832,11.488,11.712,11.452,12.868,12.6547,11.385,11.421,11.579,8.989,0,0.31,-0.15,0.15,[Fe/H],0.96,-0.6,0.6,F8 V,141.9206435,-19.3476477,NGTS-9 b,11.993609382104388,0.6725388438563209,-0.6725388438563209,1.07,0.06,-0.06,921.7023791245568,54.030829121094726,-54.030829121094726,2.9,0.17,-0.17,0,1,293.44,4.43527,-2e-05,2e-05,1436.7289942969942,1436.7289942969942,1436.7289942969942,0.0582870079064556,8713907682.015123,8713907682.015123,8713907682.015123,0.3,2.3,7339.751054878873,0.9332399514426584,1,84.1,-0.4,0.4,0.06,-0.052,0.076,0,,,,7671.810860000085,0.00265,-0.00265,0,7674.028495000085,7339.751054878873,1,0.641,0.000523,-0.000523,1,2019,0,0,0,340.0,10.0,5047.0,69.0,10037.0,137.0,Eclipse,10.0,69.0,137.0,1
Qatar-1,0.84,-0.04,0.04,5013.0,-88.0,93.0,0.8,-0.02,0.02,185.615,-0.797,0.805,4.55,-0.01,0.01,Gaia DR2 2244830490514284928,10.527,10.999,10.409,12.692,12.4764,10.325,10.395,10.336,9.358,0,0.171,-0.094,0.097,[Fe/H],1.19,-0.47,0.47,,303.3818697,65.1623313,Qatar-1 b,12.811864975462912,0.2914334990044057,-0.280224518273467,1.143,0.026,-0.025,419.85132511156536,13.030964670381666,-12.713136263786993,1.321,0.041,-0.04,0,1,264.7,1.4200242,-2.2e-07,2.2e-07,1368.8420109401372,1368.8420109401372,1368.8420109401372,0.0233460662157144,3490236899.249311,3490236899.249311,3490236899.249311,0.3,2.3,5960.031550464424,0.645,1,84.08,-0.15,0.16,0.0,,,0,,,,6234.1032179999165,6.1e-05,-6.1e-05,0,6234.813230099917,5960.031550464424,1,2.14,0.019,-0.019,1,2010,0,0,0,3.0,1.0,34.0,2.0,69.0,3.0,Eclipse,1.0,2.0,3.0,3
PH2,0.94,-0.02,0.02,5629.0,-45.0,42.0,1.0,-0.05,0.05,343.863,-3.557,3.631,4.41,-0.04,0.04,Gaia DR2 2139300262131379584,11.182,11.501,11.116,12.645,12.5811,11.09,11.142,11.002,9.147,0,-0.078,-0.028,0.032,[Fe/H],2.04,-0.665,1.19,,289.7636212,51.962683,PH2 b,10.12170960003763,0.560449036546934,-0.560449036546934,0.903,0.05,-0.05,73.50626930428345,0.0,0.0,0.2312765875519291,0.0,0.0,1,1,0.0,282.5255,-0.001,0.001,307.63277054043584,341.4557500917329,333.1563146364655,0.8260465210598319,123493954898.44489,100267896722.98747,105325776032.43352,0.1,2.3,37618.683070416526,0.512,1,89.83,-0.02,0.03,0.41,-0.29,0.08,0,3.44,-3.44,53.86,5196.070900000166,,,0,5337.333650000166,39516.30698563785,1,0.9882,0.0126,-0.0126,1,2013,0,0,0,5.0,83488.0,56.0,665045.0,111.0,1671807.0,Transit,5.0,56.0,111.0,1
Qatar-10,1.16,-0.07,0.07,6124.0,-46.0,46.0,1.25,-0.03,0.03,559.068,-5.957,6.085,4.3,-0.03,0.03,Gaia DR2 2262322556576778752,11.474,11.754,11.382,12.868,12.6978,11.375,11.413,11.348,9.486,0,0.016,-0.089,0.089,[Fe/H],3.2,-1.9,1.9,F7 V,284.4439052,69.5708373,Qatar-10 b,17.295457267838383,0.4483592292375472,-0.4483592292375472,1.543,0.04,-0.04,233.9217072536807,28.604556593520734,-28.604556593520734,0.736,0.09,-0.09,0,1,114.0,1.645321,-1e-05,1e-05,1885.9032131309527,1885.9032131309527,1885.9032131309527,0.028679828112218,4287634302.776595,4287634302.776595,4287634302.776595,0.3,2.3,9842.05972381649,0.379,1,85.87,-0.96,0.96,0.0,,,0,,,,8247.9074599999,0.00036,-0.00036,0,8248.7301204999,9842.05972381649,1,1.931,1.4e-05,-1.4e-05,1,2019,0,0,0,1.0,1.0,12.0,3.0,23.0,6.0,Eclipse,1.0,3.0,6.0,2
