TIC ID,Star Name,Star Temperature [K],Star Temperature Error Upper [K],Star Temperature Error Lower [K],Star Radius [Rs],Star Radius Error Upper [Rs],Star Radius Error Lower [Rs],Star Mass [Ms],Star Mass Error Upper [Ms],Star Mass Error Lower [Ms],Star log(g),Star log(g) Error Upper,Star log(g) Error Lower,Star Distance [pc],Star Distance Error Upper [pc],Star Distance Error Lower [pc],Star Metallicity [Fe/H],Star Metallicity Error Upper [Fe/H],Star Metallicity Error Lower [Fe/H],Star TESS Mag,Star V Mag,Star T Mag,Star J Mag,Star H Mag,Star Ks Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star RA,Star Dec,TFOPWG Disposition,Comments,TFOP Master,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Imaging Observations,Spectroscopy Observations,Time Series Observations,TESS SNR,Planet Number,Planet Name,Rp/Rs,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rjup],Planet Radius Error Upper [Rjup],Planet Radius Error Lower [Rjup],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mjup],Planet Mass Error Upper [Mjup],Planet Mass Error Lower [Mjup],Mass Flag,Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Period [days],Planet Period Error Upper [days],Planet Period Error Lower [days],Planet Semi-major Axis [au],Planet Semi-major Axis [m],a/Rs,Eccentricity,Inclination,Periastron,Impact Parameter,Planet Insolation Flux [W/m2],Planet Insolation Flux [Earth],Planet Temperature [K],Transit Mid Time,Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],Transit Duration [hr],Transit Duration Error Upper [hr],Transit Duration Error Lower [days],Transit Duration T14 [s],Eclipse Duration E14 [s],Eclipse Mid Time,Available Transits,Available Eclipses,Planet Albedo,Heat Redistribution Factor,Mean Molecular Weight,Assumed Parameters,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
330014070,TOI-3200,5267.2,282.6,282.6,0.8659814814607999,,,0.807472,,,,,,223.47860383210207,,,,,,11.8912,12.648,11.8912,11.072,10.691,10.596,10.532,10.566,10.462,213.082385,-53.704865,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,2.0,0.0,2.0,25.0,1.0,TOI-3200b,0.0863133825081603,8.152999591938512,,,0.7273631552809129,,,70.89,125.84,-45.27,0.2230448837457305,0.395936918755293,-0.1424353489514631,True,28.3,50.2,18.1,6.3087809,1.73e-05,1.73e-05,0.0622269721645163,9309022535.919825,15.451600584824778,0.0,90,0.0,0.0,182634.9863691756,134.1745996901892,947.497504246178,2459356.723741,0.0014404,0.0014404,0.745,0.00120177,0.00120177,1.535,0.336,0.336,5526.0,5526.0,2459359.87813145,72.0,72.0,0.2,0.8,2.3,"Star Radius, Star Mass, Star Distance, ",4.0,53.0,106.0,17.0,144.0,287.0,Transit,4.0,53.0,106.0,0,0,0,1
329691586,TOI-3202,5828.0,128.0,128.0,1.02448,0.05,0.05,1.05,0.134368,0.134368,4.43825,0.08,0.08,373.996,5.626,5.626,,,,12.3574,13.118,12.3574,11.583,11.245,11.145,11.037,11.06,11.238,212.54751,-51.453035,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,0.0,10.0,1.0,TOI-3202b,0.0521536192416211,5.827987555407468,1.57115,1.57115,0.5199391180431988,0.1401688554663459,0.1401688554663459,30.46,42.28,-17.75,0.0958378778233171,0.1330277568735997,-0.055847745612734,True,16.4,22.800000000000004,9.6,1.5169786,7.1e-06,7.1e-06,0.0262621169306132,3928756772.894156,5.512259503418071,0.0,90,0.0,0.0,2151460.06288848,1580.5914213171366,1755.2529751092572,2459358.004096,0.0026459,0.0026459,0.272,0.0185629,0.0185629,1.241,0.44,0.44,4467.6,4467.6,2459358.7625853,290.0,291.0,0.2,0.8,2.3,,7.0,100.0,198.0,19.0,150.0,300.0,Transit,7.0,100.0,198.0,0,0,0,1
329609449,TOI-3203,6915.0,133.3,133.3,1.52122,0.11,0.11,1.51,0.258323,0.258323,4.25266,0.1,0.1,813.39,51.2225,51.2225,,,,12.5757,12.113,12.5757,11.922,11.727,11.693,11.236,11.273,11.367,212.569448,-50.104977,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,1.0,18.0,1.0,TOI-3203b,0.0867755725996665,14.398597578883994,1.1408,1.1408,1.2845590446186983,0.1017755340457673,0.1017755340457673,381.05,525.54,-220.15,1.198917378351116,1.6535337593980983,-0.6926693631911774,True,114.3,157.7,66.10000000000001,4.2442882,2.73e-05,2.73e-05,0.0588716609983021,8807075129.91823,8.321807609925328,0.0,90,0.0,0.0,1871397.3074393244,1374.8405471414542,1694.994725138488,2459358.542026,0.0033848,0.0033848,0.753,0.00125005,0.00125005,4.273,0.759,0.759,15382.8,15382.8,2459360.6641701,101.0,103.0,0.2,0.8,2.3,,14.0,209.0,415.0,3.0,22.0,44.0,Eclipse,3.0,22.0,44.0,1,0,1,1
321802774,TOI-3206,8213.0,148.7,148.7,1.9422,0.07,0.07,2.01,0.321218,0.321218,4.16468,0.08,0.08,1095.74,26.395,26.395,,,,12.6265,13.015,12.6265,12.065,11.888,11.817,,,,206.103286,-64.496601,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,3.0,17.0,1.0,TOI-3206b,0.0770064932327138,16.31368137245111,0.790211,0.790211,1.455411670699245,0.0704980246615005,0.0704980246615005,349.49,397.1,-185.85,1.099618513475742,1.2494163257924895,-0.5847494942043168,True,112.5,127.8,59.80000000000001,1.9405161,1.34e-05,1.34e-05,0.0384314540316546,5749263691.040465,4.254967771589053,0.0,90,0.0,0.0,14246878.72298204,10466.610409611074,2815.390802639131,2459357.915255,0.0038109,0.0038109,0.593,0.000636378,0.000636378,3.344,0.218,0.218,12038.4,12038.4,2459358.88551305,289.0,288.0,0.2,0.8,2.3,,6.0,81.0,161.0,1.0,11.0,22.0,Eclipse,1.0,11.0,22.0,0,0,0,2
319949055,TOI-3208,7822.0,122.0,122.0,1.39262,,,1.86,,,4.41992,,,964.011,36.242,36.242,,,,13.3011,13.93,13.3011,12.562,12.377,12.302,11.968,12.062,11.993,174.389345,-65.307937,PC,found in faint-star QLP search,3.0,3.0,3.0,1.0,4.0,4.0,0.0,0.0,0.0,16.0,1.0,TOI-3208b,0.0849117188614151,12.898254430863323,,,1.1507071642350104,,,412.89,644.83,-252.01,1.2990972217488317,2.0288620734343263,-0.792912133626203,True,131.2,204.8,80.0,2.3577049,1.42e-05,1.42e-05,0.0426443481718225,6379503683.894094,6.584643416403891,0.0,90,0.0,0.0,4894346.496176853,3595.680077102929,2155.4436978416843,2459356.016126,0.0024078,0.0024078,0.721,0.000826274,0.000826274,3.357,0.31,0.31,12085.2,12085.2,2459357.19497845,310.0,312.0,0.2,0.8,2.3,,26.0,378.0,754.0,4.0,32.0,64.0,Eclipse,4.0,32.0,64.0,1,0,1,1
318668441,TOI-3210,6905.0,137.7,137.7,1.50585,0.07,0.07,1.5,0.253217,0.253217,4.2586,0.09,0.09,709.721,11.433,11.433,,,,12.7521,13.436,12.7521,11.954,11.666,11.543,11.092,11.128,12.117,173.340353,-63.341897,PC,found in faint-star QLP search,3.0,4.0,3.0,3.0,4.0,4.0,1.0,0.0,3.0,48.0,1.0,TOI-3210b,0.1318332279814159,21.653957426779225,4.11384,4.11384,1.9318400081651173,0.3670128532423208,0.3670128532423208,286.28,209.81,-120.81999999999996,0.9007376120570986,0.660136084901844,-0.3801422323904521,True,106.8,78.3,45.10000000000001,2.2364485,5.3e-06,5.3e-06,0.0383195466288093,5732522581.859242,5.471949208693391,0.0,90,0.0,0.0,4303308.154589923,3161.467911840797,2087.265314980127,2459359.908764,0.0011532,0.0011532,1.738,0.0575041,0.0575041,2.49,0.187,0.187,8964.0,8964.0,2459361.02698825,311.0,314.0,0.2,0.8,2.3,,1.0,8.0,16.0,1.0,2.0,5.0,Eclipse,1.0,2.0,5.0,0,0,0,2
323002911,TOI-3211,6131.0,134.0,134.0,1.35518,0.07,0.07,1.16,0.157043,0.157043,4.23853,0.08,0.08,622.381,8.804,8.804,,,,12.4531,13.011,12.4531,11.873,11.603,11.547,11.518,11.553,11.473,125.684734,-79.967892,PC,found in faint-star QLP search,3.0,3.0,3.0,1.0,4.0,4.0,0.0,0.0,2.0,38.0,1.0,TOI-3211b,0.076223356000638,11.267192883279654,0.630303,0.630303,1.0051933493096563,0.0562319639162423,0.0562319639162423,330.54,572.78,-209.8,1.0399951456244003,1.8021674215246084,-0.6601046213831888,True,125.0,216.6,79.30000000000001,3.5949457,1.54e-05,1.54e-05,0.0482694604286476,7221008499.963603,7.659119916930821,0.0,90,0.0,0.0,1364970.3820067137,1002.7889958855436,1566.4873195316557,2459384.246737,0.0017927,0.0017927,0.581,0.000237803,0.000237803,2.153,0.295,0.295,7750.8,7750.8,2459386.04420985,346.0,347.0,0.2,0.8,2.3,,55.0,809.0,1610.0,8.0,60.0,119.0,Eclipse,8.0,60.0,119.0,1,0,1,1
312508092,TOI-3214,5992.0,133.6,133.6,1.31269,0.07,0.07,1.1,0.151946,0.151946,4.24314,0.08,0.08,392.044,10.0935,10.0935,,,,11.7696,12.479,11.7696,11.05,10.754,10.686,10.637,10.674,10.755,210.678525,-52.863246,PC,found in faint-star QLP search,3.0,4.0,3.0,3.0,4.0,4.0,1.0,5.0,5.0,24.0,1.0,TOI-3214b,0.0950263121456368,13.60619626497706,0.665339,0.665339,1.213865612902845,0.0593576718499972,0.0593576718499972,395.69,586.4100000000001,-235.63,1.2449799696621258,1.845052197451457,-0.7413748900692125,True,132.3,196.2,78.89999999999998,5.7759952,3.2e-05,3.2e-05,0.0650588147662251,9732660159.293,10.657304606991945,0.0,90,0.0,0.0,643176.5925839772,472.5160472025535,1297.8757481913606,2459355.374217,0.0017431,0.0017431,0.903,0.000402903,0.000402903,3.594,0.15,0.15,12938.4,12938.4,2459358.2622146,78.0,79.0,0.2,0.8,2.3,,8.0,109.0,216.0,1.0,11.0,23.0,Eclipse,1.0,11.0,23.0,0,0,0,2
305492348,TOI-3219,7108.0,132.3,132.3,1.8304,0.08,0.08,1.58,0.275601,0.275601,4.11163,0.09,0.09,1227.81,29.805,29.805,,,,12.8427,13.159,12.8427,12.384,12.252,12.224,,,,178.575415,-62.37515,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,1.0,24.0,1.0,TOI-3219b,0.0941275730060007,18.79288894337166,0.892617,0.892617,1.6765921357595088,0.0796340917543221,0.0796340917543221,316.27,279.53,-148.2,0.9950967045036276,0.8794997369649321,-0.4662893464680104,True,100.2,88.49999999999999,46.89999999999999,3.2969977,1.66e-05,1.66e-05,0.050503271903091,7555181940.085558,5.933035088361817,0.0,90,0.0,0.0,4110385.81011999,3019.73560274082,2063.4500620922613,2459358.273636,0.0020094,0.0020094,0.886,0.000521217,0.000521217,3.856,0.194,0.194,13881.6,13881.6,2459359.92213485,194.0,195.0,0.2,0.8,2.3,,5.0,72.0,144.0,2.0,18.0,37.0,Eclipse,2.0,18.0,37.0,1,0,1,2
198077394,TOI-322,5868.2,,,2.76442,,,3.740361516895738,,,,,,277.798,,,0.07,0.1,0.1,10.7074,11.311,10.7074,10.181,9.939,9.877,9.828,9.867,9.784,63.825203,-56.253674,PC,,3.0,4.0,3.0,3.0,4.0,4.0,2.0,7.0,2.0,62.982124,1.0,TOI-322b,0.057501348606304,17.338548439829417,0.5979652,0.5979652,1.5468443434800536,0.0533469736770547,0.0533469736770547,335.19,342.07,-169.37,1.054625681799004,1.0762725826336863,-0.5328976154607755,True,56.1,57.2,28.300000000000004,3.9905329983195,3.949368e-06,3.949368e-06,0.0764360915691869,11434676543.38059,5.945629658718157,0.0,90,0.0,0.0,1900834.485721868,1396.4668614122868,1701.7312808032782,2459089.946422,0.0003475587,0.0003475587,0.33064050915437,0.0049619854,0.0049619854,3.4539055664537,0.0749885,0.0749885,12434.06003923332,12434.06003923332,2459091.941688499,311.0,312.0,0.2,0.8,2.3,"Star Mass, ",3.0,24.0,48.0,1.0,2.0,5.0,Eclipse,1.0,2.0,5.0,0,0,0,2
297668572,TOI-3223,13928.0,236.5,236.5,3.0899224904704,,,4.49408,,,,,,2825.07,129.43,129.43,,,,13.2272,13.464,13.2272,12.815,12.794,12.75,12.337,12.438,12.778,180.606425,-66.529163,PC,found in faint-star QLP search,3.0,3.0,3.0,1.0,4.0,4.0,0.0,0.0,5.0,77.0,1.0,TOI-3223b,0.2193399188474364,73.92578470320979,,,6.59522810126367,,,239.86,260.54,-124.79000000000002,0.7546839584603035,0.8197505150389703,-0.3926332492965116,True,33.8,36.7,17.6,4.633735,1.22e-05,1.22e-05,0.0897687783516049,13429218096.740356,6.247138554572139,0.0,90,0.0,0.0,54674522.89478418,40167.17918346167,3940.335406990351,2459358.775725,0.0010359,0.0010359,4.811,0.00125759,0.00125759,5.755,0.267,0.267,20718.0,20718.0,2459361.0925925,152.0,154.0,0.2,0.8,2.3,"Star Radius, Star Mass, ",1.0,1.0,1.0,1.0,1.0,1.0,Either,1.0,1.0,1.0,0,0,0,3
401952328,TOI-3225,4474.0,197.6,197.6,0.7496633480666667,,,0.6932,,,,,,73.74581859711729,,,,,,10.7188,11.607,10.7188,9.491,8.937,8.783,8.504,8.593,8.602,220.32663,-61.611797,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,2.0,12.0,1.0,TOI-3225b,0.0557673739743947,4.560129246725413,,,0.4068281814544195,,,21.92,23.2,-11.310000000000002,0.0689680328918946,0.0729953632797425,-0.0355852395988744,True,8.6,9.000000000000002,4.4,9.1509453,5.34e-05,5.34e-05,0.0757783168366726,11336274843.996187,21.736123107123543,0.0,90,0.0,0.0,48016.25571743071,35.27561732605345,678.5626315409796,2459357.363999,0.0031737,0.0031737,0.311,0.0014987099999999,0.0014987099999999,3.522,0.827,0.827,12679.2,12679.2,2459361.93947165,53.0,56.0,0.2,0.8,2.3,"Star Radius, Star Mass, Star Distance, ",1.0,14.0,27.0,55.0,310.0,559.0,Transit,1.0,14.0,27.0,0,0,0,2
294365631,TOI-3228,6222.0,134.1,134.1,2.24591,0.12,0.12,1.2,0.168674,0.168674,3.81446,0.09,0.09,769.274,17.0725,17.0725,,,,12.0317,12.701,12.0317,11.28,11.041,10.906,10.865,10.883,11.065,168.864866,-66.837395,PC,found in faint-star QLP search,3.0,4.0,3.0,3.0,4.0,4.0,1.0,0.0,1.0,29.0,1.0,TOI-3228b,0.0742293742395825,18.184393785787503,1.11733,1.11733,1.6223057405742078,0.0996816772925641,0.0996816772925641,323.4,303.57000000000005,-156.08999999999995,1.0175301933046867,0.9551380358117,-0.4911140626868537,True,150.2,141.0,72.5,1.8118703,3.6e-06,3.6e-06,0.0309169515880348,4625110126.104999,2.960109152520402,0.0,90,0.0,0.0,9693289.617363865,7121.271120867636,2557.179098891152,2459358.150133,0.0009555,0.0009555,0.551,0.000633367,0.000633367,1.368,0.218,0.218,4924.8,4924.8,2459359.0560681503,487.0,487.0,0.2,0.8,2.3,,6.0,96.0,191.0,1.0,8.0,15.0,Eclipse,1.0,8.0,15.0,0,0,0,2
290263093,TOI-3229,8532.0,122.0,122.0,2.0553,,,2.12,,,4.13865,,,1295.58,29.585,29.585,,,,13.0502,13.66,13.0502,12.328,12.188,12.048,12.016,12.087,11.166,173.708318,-64.73169,PC,found in faint-star QLP search,3.0,3.0,3.0,1.0,4.0,4.0,0.0,0.0,1.0,18.0,1.0,TOI-3229b,0.0946044396421225,21.208864581441706,,,1.892131415919171,,,290.66,216.27,-124.07000000000002,0.9145186332280156,0.6804615179530135,-0.3903678759533472,True,65.0,48.3,27.700000000000003,5.21228,3.46e-05,3.46e-05,0.075588854020967,11307931610.189796,7.908351201671229,0.0,90,0.0,0.0,4803393.605537503,3528.860636124998,2145.3239201433257,2459355.167116,0.0036489,0.0036489,0.895,0.000819561,0.000819561,3.863,0.232,0.232,13906.8,13906.8,2459357.773256,141.0,140.0,0.2,0.8,2.3,,2.0,27.0,53.0,2.0,15.0,29.0,Eclipse,2.0,15.0,29.0,0,0,0,2
280857321,TOI-3231,7588.0,142.1,142.1,3.27565,0.15,0.15,1.76,0.291698,0.291698,3.65299,0.09,0.09,1206.09,37.245,37.245,,,,11.627,11.916,11.627,11.066,10.944,10.891,10.778,10.799,10.848,173.32243,-67.449283,PC,found in faint-star QLP search; possible secondary near half phase and possible offset towards neighboring TIC 280857320,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,0.0,20.0,1.0,TOI-3231b,0.0522494019104525,18.668503020977926,1.00412,1.00412,1.6654951479620002,0.0895817402226822,0.0895817402226822,317.92,284.53000000000003,-149.94000000000003,1.0002881850817131,0.895231496292463,-0.4717639987139911,True,107.7,96.3,50.7,2.1738256,8.6e-06,8.6e-06,0.0396582539934122,5932790353.094251,2.603391646339978,0.0,90,0.0,0.0,27727224.23406215,20370.07961117191,3325.389880893588,2460042.803664,0.0014030847,0.0014030847,0.273,0.000316059,0.000316059,2.081,0.174,0.174,7491.599999999999,7491.599999999999,2460043.8905768,378.0,381.0,0.2,0.8,2.3,,8.0,117.0,235.0,1.0,14.0,29.0,Eclipse,1.0,14.0,29.0,0,0,0,2
269439355,TOI-3232,6096.0,128.6,128.6,3.12668,0.15,0.15,1.14,0.154705,0.154705,3.5048,0.08,0.08,825.812,18.099,18.099,,,,11.3983,11.963,11.3983,10.704,10.461,10.372,10.306,10.34,10.391,148.00043,-63.075191,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,3.0,0.0,0.0,12.0,1.0,TOI-3232b,0.0428952211790544,14.629282497862487,1.53379,1.53379,1.3051394099985556,0.1368358137833603,0.1368358137833603,377.4,509.53,-216.68,1.1874331940420184,1.6031606660313449,-0.681751522217871,True,147.2,198.8,84.5,3.3898234,0.0006084,0.0006084,0.0461492433375757,6903828537.717495,3.1738365542503795,0.0,90,0.0,0.0,7768945.112939566,5707.532391612179,2419.567161562169,2458621.03022,0.0068847,0.0068847,0.184,0.00153306,0.00153306,1.587,0.51,0.51,5713.2,5713.2,2458622.7251317003,285.0,286.0,0.2,0.8,2.3,,69.0,1009.0,2005.0,4.0,36.0,73.0,Eclipse,4.0,36.0,73.0,0,0,0,1
241752370,TOI-3238,5032.0,204.4,204.4,0.8254960068666666,,,0.7676,,,,,,324.2763946037496,,,,,,13.534,14.3726,13.534,12.09,11.662,11.617,11.473,11.491,11.609,208.889334,-52.524511,PC,found in faint-star QLP search,3.0,3.0,3.0,1.0,4.0,4.0,0.0,0.0,1.0,24.0,1.0,TOI-3238b,0.1065363787633125,9.592760171682366,,,0.8558102116461604,,,153.97,280.15,-99.39,0.4844437967319808,0.881450475121546,-0.3127159119126556,True,79.5,144.6,51.30000000000001,3.224746,0.0006871,0.0006871,0.039119824799535,5852242492.167493,10.190261595604383,0.0,90,0.0,0.0,349740.9366405917,256.9406393699782,1114.6357498236464,2458619.089332,0.0024722,0.0024722,1.135,0.0008776379999999,0.0008776379999999,3.621,0.264,0.264,13035.6,13035.6,2458620.701705,138.0,140.0,0.2,0.8,2.3,"Star Radius, Star Mass, Star Distance, ",5.0,67.0,135.0,4.0,27.0,55.0,Eclipse,4.0,27.0,55.0,1,0,1,1
241514551,TOI-3240,5096.47,131.3,131.3,0.774175,0.05,0.05,0.86,0.104252,0.104252,4.59489,0.09,0.09,304.365,3.3155,3.3155,0.30655,0.0775575,0.0775575,12.8713,13.643,12.8713,11.944,11.47,11.411,11.29,11.34,11.26,206.327123,-50.480521,PC,found in faint-star QLP search,3.0,4.0,3.0,3.0,4.0,4.0,3.0,0.0,4.0,38.0,1.0,TOI-3240b,0.1302305647687976,10.997215765158153,0.762034,0.762034,0.9811075626889052,0.0679842367733452,0.0679842367733452,294.78,517.5400000000001,-188.21,0.9274816029139008,1.6283629444740495,-0.5921748846069111,True,132.9,233.3,84.79999999999998,3.8600722,8e-06,8e-06,0.0458120552940322,6853385924.377886,12.724597159006786,0.0,90,0.0,0.0,236026.66640805404,173.3993256773688,1010.2583605756176,2459357.914411,0.0009945,0.0009945,1.696,0.00102751,0.00102751,1.93,0.088,0.088,6948.0,6948.0,2459359.8444471,115.0,114.0,0.2,0.8,2.3,,13.0,185.0,374.0,5.0,43.0,83.0,Eclipse,5.0,43.0,83.0,1,0,1,1
241326434,TOI-3241,5912.0,127.8,127.8,0.957086,0.04,0.04,1.08,0.131138,0.131138,4.50959,0.08,0.08,300.417,3.94,3.94,,,,11.7754,12.82,11.7754,11.19,10.837,10.742,10.662,10.707,10.803,204.13817,-51.044343,PC,found in faint-star QLP search,3.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,151.0,1.0,TOI-3241b,0.1845264208724593,19.26372194236439,0.840541,0.840541,1.7185971146505108,0.0749881742306831,0.0749881742306831,311.22,263.38,-142.89,0.979207627582822,0.828686154337008,-0.4495822180621728,True,99.6,84.30000000000001,45.70000000000002,6.8380862,4.6e-06,4.6e-06,0.0723586721485296,10824703280.09943,16.25709837314175,0.0,90,0.0,0.0,261925.83084445525,192.42640307173065,1036.806976205452,2459351.726265,0.0003328,0.0003328,3.405,0.000581563,0.000581563,2.445,0.058,0.058,8802.0,8802.0,2459355.1453081,66.0,64.0,0.2,0.8,2.3,,1.0,6.0,12.0,1.0,5.0,9.0,Eclipse,1.0,5.0,9.0,0,0,0,2
209923610,TOI-3242,6695.0,138.7,138.7,1.44964,0.07,0.07,1.42,0.24017,0.24017,4.26784,0.09,0.09,676.235,18.4875,18.4875,,,,12.3666,12.873,12.3666,11.69,11.52,11.451,11.336,11.36,11.312,211.181028,-55.447698,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,3.0,24.0,1.0,TOI-3242b,0.10295630140987,16.279601727807155,0.848819,0.848819,1.452371283222274,0.0757266891945952,0.0757266891945952,350.51,398.85,-186.68,1.1028277923785583,1.2549224415571252,-0.5873609662526867,True,123.0,140.0,65.5,3.0001627,1.11e-05,1.11e-05,0.0457686026927193,6846885507.745093,6.789079563922258,0.0,90,0.0,0.0,2470557.8164037294,1815.0197430265496,1816.8962741670248,2459356.230477,0.0015835,0.0015835,1.06,0.000620059,0.000620059,2.892,0.154,0.154,10411.2,10411.2,2459357.73055835,156.0,156.0,0.2,0.8,2.3,,4.0,66.0,132.0,1.0,8.0,17.0,Eclipse,1.0,8.0,17.0,0,0,0,2
208091447,TOI-3244,8608.0,210.9,210.9,2.59574,0.11,0.11,2.15,0.324649,0.324649,3.94198,0.07,0.07,1206.98,44.375,44.375,,,,12.3921,12.955,12.3921,11.711,11.482,11.423,11.306,11.37,12.059,207.892594,-59.762737,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,1.0,10.0,1.0,TOI-3244b,0.0798122797569396,22.597561915469004,1.43902,1.43902,2.0160229068015005,0.1283809861522967,0.1283809861522967,277.88,198.86,-115.92,0.8743082563868471,0.6256835319745516,-0.3647251082494721,True,63.9,45.7,26.6,4.6606892,0.0017508,0.0017508,0.070486100152793,10544570496.804789,5.839097159447868,0.0,90,0.0,0.0,9129286.880712932,6706.920930256609,2518.920202661436,2458620.951574,0.0047634,0.0047634,0.637,0.00152159,0.00152159,2.863,0.367,0.367,10306.8,10306.8,2458623.2819186,108.0,109.0,0.2,0.8,2.3,,1.0,20.0,40.0,1.0,10.0,19.0,Eclipse,1.0,10.0,19.0,0,0,0,2
203476998,TOI-3245,6397.0,123.4,123.4,1.67129,0.09,0.09,1.28,0.204021,0.204021,4.09917,0.09,0.09,881.501,27.3605,27.3605,,,,12.6561,13.309,12.6561,12.094,11.825,11.756,11.734,11.758,11.528,217.801851,-23.054805,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,1.0,31.0,1.0,TOI-3245b,0.100647901120689,18.34793599864258,0.941119,0.941119,1.636896024631319,0.0839611578064678,0.0839611578064678,321.72,296.76,-154.37000000000003,1.0122443221706363,0.933711379607603,-0.4857023374781834,True,122.4,112.9,58.69999999999999,2.8977031,7.2e-06,7.2e-06,0.0431999129603798,6462614993.2981615,5.5582037878827215,0.0,90,0.0,0.0,3072008.481684232,2256.8814249076154,1918.642763421465,2459354.766143,0.0011606,0.0011606,1.013,0.00028471,0.00028471,4.148,0.12,0.12,14932.8,14932.8,2459356.21499455,122.0,122.0,0.2,0.8,2.3,,3.0,44.0,87.0,1.0,7.0,14.0,Eclipse,1.0,7.0,14.0,1,0,1,2
167597352,TOI-3247,6076.0,130.3,130.3,2.0144,0.1,0.1,1.14,0.155626,0.155626,3.88668,0.08,0.08,1100.56,28.725,28.725,,,,12.8813,13.459,12.8813,12.251,11.935,11.867,11.805,11.829,11.834,216.219416,-38.014361,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,2.0,13.0,1.0,TOI-3247b,0.0762889244910426,16.76246501081857,1.07433,1.07433,1.4954495340108254,0.0958454676467297,0.0958454676467297,342.9,372.15,-178.09999999999997,1.0788840546820564,1.1709148467481112,-0.5603652672466439,True,115.0,124.9,59.80000000000001,5.3305676,4.82e-05,4.82e-05,0.0624044691877954,9335575712.657965,6.661520816584558,0.0,90,0.0,0.0,1740496.195752229,1278.6727503310776,1664.6236965192568,2459350.579902,0.0043561,0.0043561,0.582,0.00108327,0.00108327,2.887,0.427,0.427,10393.2,10393.2,2459353.2451858,71.0,71.0,0.2,0.8,2.3,,27.0,400.0,797.0,8.0,58.0,116.0,Eclipse,8.0,58.0,116.0,1,0,1,1
165667705,TOI-3248,5544.0,130.5,130.5,1.31581,0.07,0.07,0.98,0.127227,0.127227,4.19091,0.08,0.08,576.031,9.021,9.021,,,,12.6831,13.317,12.6831,12.026,11.699,11.603,11.575,11.64,11.413,203.846742,-38.28398,PC,found in faint-star QLP search,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,1.0,36.0,1.0,TOI-3248b,0.0909945053286186,13.059875303816495,0.704797,0.704797,1.165126037532479,0.0628778848780283,0.0628778848780283,408.26,633.27,-247.94,1.284529612611538,1.992490245869075,-0.7801064815335932,True,178.1,276.29999999999995,108.20000000000002,3.2782956,9.6e-06,9.6e-06,0.0429163556077971,6420195417.13046,7.01347189933837,0.0,90,0.0,0.0,1088163.5549493637,799.4301217164056,1480.2725753459706,2459329.066407,0.0014541,0.0014541,0.828,0.000271814,0.000271814,3.38,0.141,0.141,12168.0,12168.0,2459330.7055548,117.0,118.0,0.2,0.8,2.3,,23.0,331.0,659.0,3.0,19.0,38.0,Eclipse,3.0,19.0,38.0,1,0,1,2
