TIC ID,Star Name,Star Temperature [K],Star Temperature Error Upper [K],Star Temperature Error Lower [K],Star Radius [Rs],Star Radius Error Upper [Rs],Star Radius Error Lower [Rs],Star Mass [Ms],Star Mass Error Upper [Ms],Star Mass Error Lower [Ms],Star log(g),Star log(g) Error Upper,Star log(g) Error Lower,Star Distance [pc],Star Distance Error Upper [pc],Star Distance Error Lower [pc],Star Metallicity [Fe/H],Star Metallicity Error Upper [Fe/H],Star Metallicity Error Lower [Fe/H],Star TESS Mag,Star V Mag,Star T Mag,Star J Mag,Star H Mag,Star Ks Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star RA,Star Dec,TFOPWG Disposition,Comments,TFOP Master,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Imaging Observations,Spectroscopy Observations,Time Series Observations,TESS SNR,Planet Number,Planet Name,Rp/Rs,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rjup],Planet Radius Error Upper [Rjup],Planet Radius Error Lower [Rjup],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mjup],Planet Mass Error Upper [Mjup],Planet Mass Error Lower [Mjup],Mass Flag,Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Period [days],Planet Period Error Upper [days],Planet Period Error Lower [days],Planet Semi-major Axis [au],Planet Semi-major Axis [m],a/Rs,Eccentricity,Inclination,Periastron,Impact Parameter,Planet Insolation Flux [W/m2],Planet Insolation Flux [Earth],Planet Temperature [K],Transit Mid Time,Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],Transit Duration [hr],Transit Duration Error Upper [hr],Transit Duration Error Lower [days],Transit Duration T14 [s],Eclipse Duration E14 [s],Eclipse Mid Time,Available Transits,Available Eclipses,Planet Albedo,Heat Redistribution Factor,Mean Molecular Weight,Assumed Parameters,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
65212867,TOI-1007,6596.02,139.2,139.2,2.70235,0.13,0.13,1.376,0.229992,0.229992,3.7132,0.09,0.09,283.291,3.0025,3.0025,0.154,0.01,0.01,8.87759,9.374,8.87759,8.426,8.257,8.193,8.142,8.166,8.16,112.752393,-4.463359,PC,,3.0,3.0,3.0,4.0,4.0,4.0,8.0,4.0,1.0,44.0,1.0,TOI-1007b,0.0532916503778969,15.70838171337582,0.764705,0.764705,1.4014103592861065,0.068222527842276,0.068222527842276,359.1,432.94999999999993,-196.65000000000003,1.1298549549032562,1.3622130401708843,-0.6187300943517832,True,97.0,117.0,53.19999999999999,6.9989206,1.37e-05,1.37e-05,0.0796663031672185,11917909320.356558,6.33922952406253,0.0,90,0.0,0.0,2669687.7253614687,1961.3125007938968,1852.459525021112,2459247.930695,0.0013,0.0013,0.284,9.43618e-05,9.43618e-05,3.953,0.437,0.437,14230.8,14230.8,2459251.4301553,57.0,56.0,0.2,0.8,2.3,,4.0,34.0,65.0,1.0,2.0,5.0,Eclipse,1.0,2.0,5.0,0,0,0,2
107782586,TOI-1009,8868.7,809.8,809.8,2.1841841647738462,,,2.462946153846154,,,,,,866.147,172.097,172.097,,,,8.4331,8.289,8.4331,8.552,8.578,8.64,8.642,8.689,8.69,111.667845,-24.462111,PC,no stellar radius; Simbad lists as B3III/IV; planet likely larger; odd-even; hot star with extremely rapid rotation,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,0.0,37.165833,1.0,TOI-1009b,0.0413234469673912,9.845017085101077,,,0.8783151047737254,,,174.12,317.47,-112.31,0.5478427868219297,0.9988723267422353,-0.3533667780149949,True,48.8,88.89999999999999,31.5,1.9600276739088,2.5492343e-06,2.5492343e-06,0.041395985409078,6192751272.72634,4.075420068592181,0.0,90,0.0,0.0,21116522.78314748,15513.462385297757,3106.410007511728,2459229.230924,0.00038879208,0.00038879208,0.17076272692668,0.0049601223,0.0049601223,2.0065257092509,0.05059105,0.05059105,7223.49255330324,7223.49255330324,2459230.210937837,268.0,269.0,0.2,0.8,2.3,"Star Radius, Star Mass, ",25.0,357.0,715.0,8.0,67.0,134.0,Eclipse,8.0,67.0,134.0,0,0,0,1
341420329,TOI-1019,7645.0,134.4,134.4,1.56203,0.0481257,0.0481257,1.79,0.289153,0.289153,4.30354,0.08,0.08,399.544,4.1635,4.1635,,,,10.6348,10.891,10.6348,10.178,10.083,10.017,9.986,9.998,9.373,120.147994,-54.878552,PC,Large for its insolation,3.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,442.28204,1.0,TOI-1019b,0.1442114476362019,24.57082768745448,0.7497171,0.7497171,2.1920661902500056,0.0668853946666759,0.0668853946666759,262.08,195.2,-111.85,0.82459589691185,0.6141678841467991,-0.3519194561568621,True,65.5,48.7,27.90000000000001,5.2341007583314,1.1918585e-06,1.1918585e-06,0.0716435490041318,10717722380.409237,9.862593408735425,0.0,90,0.0,0.0,1990704.701465071,1462.490904565994,1721.341055545654,2459232.446864,0.000120362376,0.000120362376,2.0796941629329,0.005080361,0.005080361,3.7078139349831,0.012520368,0.012520368,13348.13016593916,13348.13016593916,2459235.063914379,238.0,238.0,0.2,0.8,2.3,,1.0,1.0,2.0,1.0,1.0,1.0,Eclipse,1.0,1.0,1.0,0,0,0,3
20318757,TOI-1027,4272.0,122.7,122.7,0.680275,0.06,0.06,0.67,0.0857226,0.0857226,4.59877,0.11,0.11,56.3449,0.13245,0.13245,,,,10.2103,11.308,10.2103,9.188,8.548,8.432,8.333,8.397,8.31,167.133275,-29.653135,PC,TOI 1027.01; potential multi; variable host,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,13.0,23.0,1.0,TOI-1027b,0.0394715087119811,2.92886205073567,0.314177,0.314177,0.2612960197755997,0.0280290427418452,0.0280290427418452,12.07,7.530000000000001,-4.65,0.0379764670166591,0.0236920295472612,-0.0146305361746035,True,6.8,4.2,2.6000000000000005,3.2834565,4.6e-06,4.6e-06,0.0378315957433466,5659526168.387849,11.95841326691199,0.0,90,0.0,0.0,131842.21371024306,96.85918672275749,873.5333036266306,2460037.86905,0.0014061,0.0014061,0.1558,0.018542,0.018542,1.537,0.709,0.709,5533.2,5533.2,2460039.5107782497,115.0,114.0,0.2,0.8,2.3,,4.0,41.0,82.0,47.0,287.0,599.0,Transit,4.0,41.0,82.0,0,0,0,1
20318757,TOI-1027,4272.0,122.7,122.7,0.680275,0.06,0.06,0.67,0.0857226,0.0857226,4.59877,0.11,0.11,56.3449,0.13245,0.13245,,,,10.2103,11.308,10.2103,9.188,8.548,8.432,8.333,8.397,8.31,167.133275,-29.653135,PC,TOI 1027.02,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,13.0,17.0,2.0,TOI-1027c,0.0411582312545133,3.0540201155309843,0.268927,0.268927,0.2724618936226175,0.023992101195938,0.023992101195938,12.76,8.340000000000002,-5.06,0.0401474498038583,0.0262405745583212,-0.015920540439461,True,4.8,3.1000000000000005,1.9000000000000004,11.02875,3.54e-05,3.54e-05,0.0848499892287452,12693377717.538223,26.820735867817927,0.0,90,0.0,0.0,26209.589804090192,19.255134462021104,583.2851255861326,2460032.53325,0.0029127,0.0029127,0.1694,0.0104432,0.0104432,2.715,0.404,0.404,9774.0,9774.0,2460038.047625,35.0,33.0,0.2,0.8,2.3,,5.0,46.0,92.0,579.0,3444.0,5931.0,Transit,5.0,46.0,92.0,0,0,0,1
20318757,TOI-1027,4272.0,122.7,122.7,0.680275,0.06,0.06,0.67,0.0857226,0.0857226,4.59877,0.11,0.11,56.3449,0.13245,0.13245,,,,10.2103,11.308,10.2103,9.188,8.548,8.432,8.333,8.397,8.31,167.133275,-29.653135,PC,L1 multi candidate,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,13.0,12.0,3.0,TOI-1027d,0.0347850542618521,2.581118094667485,0.302798,0.302798,0.2302723286465434,0.027013874612544,0.027013874612544,10.18,5.550000000000001,-3.6,0.0320298619908525,0.017462252853559,-0.0113268667158221,True,5.0,2.7,1.7000000000000002,5.0113292,1.2e-05,1.2e-05,0.0501496467007323,7502280362.786837,15.852098983756337,0.0,90,0.0,0.0,75028.80881086666,55.12065671295081,758.7048467729174,2460032.57304,0.0025669,0.0025669,0.121,0.0182035,0.0182035,1.024,0.471,0.471,3686.4,3686.4,2460035.0787046,75.0,76.0,0.2,0.8,2.3,,10.0,123.0,248.0,291.0,1903.0,3767.0,Transit,10.0,123.0,248.0,0,0,0,1
146589986,TOI-1032,10395.0,320.6,320.6,2.33837,0.109357,0.109357,2.68,0.356284,0.356284,4.12838,0.07,0.07,587.196,18.7865,18.7865,,,,9.7611,9.762,9.7611,9.372,9.395,9.366,9.363,9.408,9.424,159.221506,-42.541639,PC,two stars in pixel; near neighbor is TIC 146589990,3.0,3.0,3.0,3.0,4.0,4.0,3.0,0.0,5.0,35.9478,1.0,TOI-1032b,0.0590916516675756,15.071970623107749,0.7471176,0.7471176,1.3446334671186082,0.0666534824114586,0.0666534824114586,369.57,474.92,-207.91,1.1627972589351054,1.4942654279661771,-0.6541580163573821,True,68.7,88.3,38.7,5.6643704401929,1.0884941e-05,1.0884941e-05,0.0863920324583527,12924064101.214851,7.944450609732208,0.0,90,0.0,0.0,10488913.049672564,7705.783747152536,2607.8196963078,2459283.828685,0.00089682103,0.00089682103,0.3491823296802099,0.0095252669999999,0.0095252669999999,3.8087394515707,0.088793464,0.088793464,13711.46202565452,13711.46202565452,2459286.66087022,83.0,85.0,0.2,0.8,2.3,,3.0,38.0,76.0,1.0,6.0,12.0,Eclipse,1.0,6.0,12.0,0,0,0,2
146172354,TOI-1036,5771.0,132.3,132.3,1.17554,0.06,0.06,1.03,0.135665,0.135665,4.31043,0.08,0.08,184.015,0.962,0.962,,,,10.2855,10.973,10.2855,9.687,9.374,9.291,9.296,9.362,9.277,157.867112,-42.240448,PC,multiple stars in pixel,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,6.0,37.0,1.0,TOI-1036b,0.0525452186216786,6.73753902916009,0.311897,0.311897,0.601084004950008,0.0278256344164382,0.0278256344164382,37.02,58.66,-22.730000000000004,0.1164779460610374,0.1845650004305903,-0.0715165779029546,True,14.9,23.6,9.2,3.7795212,4e-06,4e-06,0.0479571766623409,7174291513.469943,8.772423803168298,0.0,90,0.0,0.0,816715.4847576994,600.0081112971139,1377.7685727270086,2460037.172273,0.001095,0.001095,0.2761,0.00602474,0.00602474,2.952,0.158,0.158,10627.2,10627.2,2460039.0620336,129.0,130.0,0.2,0.8,2.3,,1.0,12.0,24.0,3.0,26.0,51.0,Transit,1.0,12.0,24.0,0,0,0,2
31553893,TOI-1058,5846.0,189.0,189.0,3.44756,0.174417,0.174417,1.06,0.123241,0.123241,3.38835,2.00356,2.00356,338.831,6.705,6.705,,,,9.3781,10.09,9.3781,8.706,8.398,8.312,8.235,8.273,8.221,288.911772,-31.790813,PC,Centroid offset and a single transit in Y3; centroid offset centered near TIC 31553886 Tmag ~13.3 in spoc-s1-s69,3.0,3.0,4.0,3.0,4.0,4.0,1.0,7.0,2.0,14.629036,1.0,TOI-1058b,0.0308482897567531,11.600417078027768,0.81620014,0.81620014,1.0349216718705436,0.0728166244185922,0.0728166244185922,379.66,648.24,-239.79,1.1945439492580625,2.039591133295702,-0.7544637138297181,True,104.6,178.6,66.1,11.129644103681,6.0299943e-05,6.0299943e-05,0.0995052900950376,14885779521.603434,6.206371181287386,0.0,90,0.0,0.0,1718212.466907326,1262.3017884644073,1659.3001038211175,2458663.023129,0.0045630136,0.0045630136,0.09516169809166,0.0060711002,0.0060711002,7.0473821816517,0.31101194,0.31101194,25370.57585394612,25370.57585394612,2458668.5879510515,32.0,33.0,0.2,0.8,2.3,,77.0,453.0,860.0,3.0,16.0,30.0,Eclipse,3.0,16.0,30.0,0,0,0,2
406976746,TOI-1063,5249.0,187.0,187.0,0.791742,0.0453065,0.0453065,0.9,0.115213,0.115213,4.59514,0.263463,0.263463,61.1201,0.1009,0.1009,,,,9.0689,9.8,9.0689,8.352,7.997,7.858,7.818,7.881,7.816,230.555493,-83.056214,PC,Potential level one candidate; two stars in pixel,1.0,4.0,1.0,3.0,4.0,4.0,3.0,6.0,3.0,16.747915,1.0,TOI-1063b,0.0289811056919793,2.5028182540316712,0.21283108,0.21283108,0.2232868727415571,0.0189875498146366,0.0189875498146366,9.77,5.16,-3.38,0.030739857725995,0.0162351756260117,-0.0106346693054107,True,3.1,1.6,1.1,10.066523777137,2.3710678e-05,2.3710678e-05,0.0880926391018798,13178471233.984789,23.92540762620248,0.0,90,0.0,0.0,75126.85646725979,55.19268839378395,758.8080019528874,2458629.391681,0.001491999,0.001491999,0.083990448712968,0.0047550835,0.0047550835,2.4023189403877,0.15993233,0.15993233,8648.34818539572,8648.34818539572,2458634.424942889,92.0,91.0,0.2,0.8,2.3,,9.0,76.0,149.0,381.0,1978.0,3701.0,Transit,9.0,76.0,149.0,0,0,0,1
161032923,TOI-1080,3227.0,64.0,64.0,0.199988,0.00598117,0.00598117,0.168986,0.0200576,0.0200576,5.06391,0.407584,0.407584,25.559,0.0541,0.0541,,,,12.7067,15.349,12.7067,11.044,10.467,10.17,10.015,9.834,9.584,276.368325,-52.214573,PC,L1 candidate,1.0,4.0,1.0,3.0,4.0,4.0,1.0,0.0,13.0,8.871182,1.0,TOI-1080b,0.0606692215512899,1.3234362891327005,1.0583848,1.0583848,0.1180692804190298,0.094422929738712,0.094422929738712,2.93,1.14,-0.8200000000000003,0.009218810965933,0.003586841126677,-0.002580008529715,True,3.9,1.5000000000000004,1.1,3.9652484553964,1.216172e-05,1.216172e-05,0.027106436806424,4055065228.505148,29.14552642674981,0.0,90,0.0,0.0,7211.450932417576,5.297963776155634,422.666682985107,2458654.060577,0.0012185588,0.0012185588,0.36807544436395,0.045806815,0.045806815,1.0112592832945,0.57404715,0.57404715,3640.5334198602,3640.5334198602,2458656.043201228,102.0,103.0,0.2,0.8,2.3,,5.0,66.0,132.0,9704.0,67255.0,154841.0,Transit,5.0,66.0,132.0,1,0,1,1
253728991,TOI-1081,6027.0,192.0,192.0,1.23975,1.23975,1.23975,1.180652017352275,,,4.29978,2.0042,2.0042,354.05,,,,,,11.5247,12.093,11.5247,10.915,10.632,10.556,10.495,10.536,10.477,282.140409,-40.11177,PC,,3.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,8.0,23.10213,1.0,TOI-1081b,0.0783341028033129,10.59291944909899,11.475316,11.475316,0.9450385992600328,1.0237608820511386,1.0237608820511386,246.78,441.43000000000006,-158.41,0.7764567133696061,1.3888941039903768,-0.4984135990148281,True,98.1,175.6,63.0,2.98278,0.000442,0.000442,0.0428693292246865,6413160370.350384,7.435599334813268,0.0,90,0.0,0.0,1352431.3915258986,993.5771024705456,1562.889248940655,2458654.026119,0.002567,0.002567,0.6136231662,0.0315898649999999,0.0315898649999999,3.109528,0.110696,0.110696,11194.3008,11194.3008,2458655.517509,124.0,125.0,0.2,0.8,2.3,"Star Mass, ",8.0,108.0,215.0,1.0,10.0,21.0,Eclipse,1.0,10.0,21.0,0,0,0,2
261108236,TOI-1082,4095.0,173.0,173.0,0.649613,0.0616131,0.0616131,0.64,0.0832096,0.0832096,4.61894,0.230511,0.230511,100.248,0.25385,0.25385,,,,11.8835,13.217,11.8835,10.715,10.106,9.941,9.842,9.875,9.711,83.275809,-80.815478,PC,L1 candidate,1.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,4.0,19.334396,1.0,TOI-1082b,0.0470364297668317,3.3328804545568538,0.37850922,0.37850922,0.2973401894926575,0.033768388855844,0.033768388855844,14.35,10.410000000000002,-6.029999999999999,0.0451501492700131,0.0327535229199189,-0.018972501749002,True,4.9,3.5,2.0,16.346905262985,5.0421717e-05,5.0421717e-05,0.1086328447647737,16251242264.893787,35.95918614066106,0.0,90,0.0,0.0,12307.706835430492,9.041978596642018,482.8741774340307,2458626.085696,0.0031518615,0.0031518615,0.22124257252101,0.010720914,0.010720914,3.5865697682015,0.22429983,0.22429983,12911.6511655254,12911.6511655254,2458634.259148632,75.0,76.0,0.2,0.8,2.3,,10.0,123.0,250.0,4550.0,35571.0,59855.0,Transit,10.0,123.0,250.0,0,0,0,1
468148930,TOI-1086,5787.0,190.0,190.0,2.084,0.106131,0.106131,1.04,0.135358,0.135358,3.8173,2.00353,2.00353,736.397,11.06,11.06,,,,12.2303,12.897,12.2303,11.485,11.187,11.058,11.039,11.066,11.17,305.56982,-88.568495,PC,,3.0,4.0,3.0,1.0,4.0,4.0,0.0,1.0,6.0,37.898426,1.0,TOI-1086b,0.0697484086739324,15.854870436920672,0.85731834,0.85731834,1.414479230315612,0.0764849508246237,0.0764849508246237,356.73,425.59,-193.56000000000003,1.1223981009820063,1.3390558904407597,-0.6090078670873692,True,143.5,171.10000000000002,77.80000000000001,3.7178828400003,4.075253e-06,4.075253e-06,0.0476019808656049,7121154978.596649,4.911687408694434,0.0,90,0.0,0.0,2634272.358867124,1935.294251406264,1846.388662617605,2458655.291499,0.0007413463,0.0007413463,0.48648405125459,0.007977315,0.007977315,5.5277826541803,0.11204057,0.11204057,19900.01755504908,19900.01755504908,2458657.15044042,271.0,271.0,0.2,0.8,2.3,,8.0,110.0,218.0,1.0,8.0,16.0,Eclipse,1.0,8.0,16.0,0,0,0,2
193413306,TOI-1091,7348.0,133.8,133.8,2.38732,0.09,0.09,1.67,0.278574,0.278574,3.90496,0.09,0.09,321.671,3.7845,3.7845,,,,9.3529,9.71,9.3529,8.861,8.724,8.643,8.598,8.624,8.669,222.101134,-56.025931,PC,crowded field; marginal secondary,3.0,4.0,3.0,3.0,4.0,4.0,3.0,17.0,13.0,35.0,1.0,TOI-1091b,0.0520576603392814,13.55582523227799,3.57813,3.57813,1.2093718026351514,0.3192199260476696,0.3192199260476696,398.0,591.18,-237.78,1.252248042471445,1.8600602958499213,-0.7481395465800507,True,150.7,223.90000000000003,90.10000000000002,1.725841,1.65e-05,1.65e-05,0.0334151934454989,4998841788.475232,3.0097938603681045,0.0,90,0.0,0.0,18241706.06954118,13401.44984378456,2994.923777505552,2459359.55521,0.003007,0.003007,0.271,0.018113,0.018113,3.674,0.322,0.322,13226.4,13226.4,2459360.4181305,262.0,262.0,0.2,0.8,2.3,,4.0,33.0,66.0,1.0,1.0,2.0,Eclipse,1.0,1.0,2.0,0,0,0,3
375223080,TOI-1095,7066.0,133.7,133.7,2.66473,0.10601,0.10601,1.56,0.265491,0.265491,3.77988,0.09,0.09,582.521,7.7425,7.7425,,,,10.4291,10.753,10.4291,9.877,9.76,9.661,9.552,9.557,9.522,133.968965,-75.926187,PC,,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,2.0,57.579212,1.0,TOI-1095b,0.0458547361770788,13.328095307588546,0.56475484,0.56475484,1.1890550646412257,0.0503841387148771,0.0503841387148771,403.61,611.53,-243.12,1.2698990764369344,1.924088556312972,-0.7649410655418536,True,168.3,255.0,101.39999999999998,1.4821386147301,1.4325835e-06,1.4325835e-06,0.0295130603500887,4415090986.21387,2.3815759898806057,0.0,90,0.0,0.0,24912048.512478225,18301.88291452401,3237.624021453068,2459307.385949,0.00026513357,0.00026513357,0.21026568298695,0.0030643518,0.0030643518,2.1867077619905,0.03382556,0.03382556,7872.147943165801,7872.147943165801,2459308.127018308,841.0,841.0,0.2,0.8,2.3,,17.0,228.0,463.0,1.0,7.0,13.0,Eclipse,1.0,7.0,13.0,0,0,0,2
351603103,TOI-1103,4437.0,124.0,124.0,3.12602,,,4.577665720303317,,,,,,320.212,3.4725,3.4725,,,,10.5598,11.579,10.5598,9.373,8.696,8.562,8.513,8.526,8.38,310.086743,-63.789963,PC,TOI 1103 under investigation no observing notes,3.0,3.0,3.0,3.0,4.0,3.0,1.0,0.0,11.0,40.0,1.0,TOI-1103b,0.0670074622710038,22.84786384297615,,,2.0383533874683346,,,275.78,196.74,-114.76999999999998,0.867700917469284,0.6190132660196787,-0.36110680360414,True,44.6,31.9,18.6,2.94308,1e-05,1e-05,0.0667385311725057,9983942157.05243,4.590799234908909,0.0,90,0.0,0.0,1041199.6384531345,764.927615810842,1464.3007357439824,2459037.655526,0.0026363481,0.0026363481,0.449,0.133209,0.133209,4.073,0.128,0.128,14662.8,14662.8,2459039.127066,171.0,170.0,0.2,0.8,2.3,"Star Mass, ",1.0,9.0,17.0,1.0,2.0,3.0,Eclipse,1.0,2.0,3.0,0,0,0,3
274151135,TOI-1105,4664.0,125.9,125.9,0.755833,0.06,0.06,0.74,0.0876904,0.0876904,4.55045,0.09,0.09,79.5225,0.18475,0.18475,,,,10.2809,11.329,10.2809,9.446,8.91,8.762,8.663,8.751,8.67,146.053969,-89.471513,PC,L1 candidate; TFOP VP,1.0,1.0,1.0,1.0,4.0,4.0,0.0,1.0,5.0,19.0,1.0,TOI-1105b,0.039408120990476,3.2489442307383003,0.252816,0.252816,0.2898518882962003,0.0225547715772394,0.0225547715772394,13.87,9.750000000000002,-5.729999999999999,0.0436399003745702,0.0306769306886849,-0.0180285961893501,True,4.9,3.4000000000000004,2.0,10.8680523,3.8e-05,3.8e-05,0.0868535520332992,12993106446.91322,24.709567485627662,0.0,90,0.0,0.0,43887.967902009696,32.24272983799937,663.454237238245,2460086.979446,0.0039408,0.0039408,0.1553,0.0109838,0.0109838,2.375,0.645,0.645,8550.0,8550.0,2460092.41347215,96.0,96.0,0.2,0.8,2.3,,6.0,71.0,141.0,425.0,2654.0,4768.0,Transit,6.0,71.0,141.0,0,0,0,1
80166433,TOI-1125,8271.0,143.9,143.9,2.50273,0.0856759,0.0856759,2.03,0.298703,0.298703,3.94873,0.07,0.07,237.593,4.3795,4.3795,,,,8.0465,8.181,8.0465,7.838,7.801,7.771,7.722,7.741,7.764,298.287708,-46.369991,PC,period updated to 0.77 d with spoc-s01-s69; period likely too short to be planetary,3.0,5.0,3.0,3.0,4.0,4.0,1.0,0.0,1.0,14.140281,1.0,TOI-1125b,0.0145367414476828,3.9683662264594433,0.5104,0.5104,0.3540345301429667,0.0455349163542774,0.0455349163542774,18.12,16.220000000000002,-8.580000000000002,0.0570118958029713,0.0510338272585096,-0.0269956990060427,True,7.9,7.0,3.6999999999999993,0.77248248709411,6.816462e-06,6.816462e-06,0.0208623248667231,3120959377.91344,1.792470897136624,0.0,90,0.0,0.0,82572436.97421469,60662.657778304674,4368.345361975705,2459036.495091,0.0008017124,0.0008017124,0.021131685191678,0.0014352041,0.0014352041,1.3744973896976,0.19105919,0.19105919,4948.19060291136,4948.19060291136,2459036.881332244,504.0,507.0,0.2,0.8,2.3,,7.0,70.0,140.0,13.0,95.0,187.0,Transit,7.0,70.0,140.0,0,0,0,1
89389197,TOI-1137,5075.0,59.0,59.0,6.30703,,,11.94346506787395,,,,,,419.435,5.153,5.153,,,,9.00558,9.857,9.00558,8.088,7.625,7.55,7.422,7.536,7.521,301.17768,30.409951,PC,star is a giant; also matched to 1963523488,3.0,3.0,4.0,4.0,4.0,4.0,6.0,3.0,5.0,12.580433,1.0,TOI-1137b,0.0324411097169717,22.317794676819744,34.22737,34.22737,1.9910637026272031,3.053566673152241,3.053566673152241,280.42,201.3,-117.25000000000004,0.8822999901252327,0.6333606305263867,-0.3689097562305954,True,31.3,22.4,13.099999999999998,1.3206355711073,0.0001540978,0.0001540978,0.0538488829568913,8055678229.924464,1.8359261621827323,0.0,90,0.0,0.0,11148067.115595251,8190.037803221306,2648.460154381793,2459770.240602,0.0016083986,0.0016083986,0.10524255996686,0.007895927,0.007895927,1.6000996094146,0.11698922,0.11698922,5760.35859389256,5760.35859389256,2459770.9009197857,429.0,431.0,0.2,0.8,2.3,"Star Mass, ",5.0,48.0,93.0,1.0,3.0,7.0,Eclipse,1.0,3.0,7.0,0,0,0,2
13419950,TOI-1162,8422.0,979.1,979.1,2.030414431507692,,,2.153692307692308,,,,,,348.481,6.6785,6.6785,,,,9.65306,9.803,9.65306,9.155,9.019,9.005,8.955,8.987,8.611,305.289344,41.462366,PC,visual binary; no stellar radius but likely ~2 Rsun,3.0,3.0,3.0,4.0,4.0,4.0,8.0,4.0,3.0,45.0,1.0,TOI-1162b,0.0566568618968611,12.5478086443233,,,1.1194424315218268,,,419.34,676.1000000000001,-258.22,1.319391191281346,2.127248496268704,-0.8124509787109963,True,82.8,133.60000000000002,51.000000000000014,7.3166682,6.3e-06,6.3e-06,0.0952699218384389,14252177448.785889,10.089613403837005,0.0,90,0.0,0.0,2801720.0713206045,2058.3113700544336,1874.8346709392968,2460544.815606,0.0007631,0.0007631,0.321,0.000317906,0.000317906,3.255,0.633,0.633,11718.0,11718.0,2460548.4739401,104.0,107.0,0.2,0.8,2.3,"Star Radius, Star Mass, ",11.0,116.0,231.0,1.0,9.0,18.0,Eclipse,1.0,9.0,18.0,0,0,0,2
375542276,TOI-1163,8430.0,708.9,708.9,2.0331683107692307,,,2.159230769230769,,,,,,148.342,6.8725,6.8725,,,,9.47751,9.535,9.47751,9.18,9.153,9.082,9.064,9.102,9.042,294.091757,19.639255,PC,,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,6.0,135.27336,1.0,TOI-1163b,0.0685804960215606,15.209139148201624,,,1.356870844306283,,,367.56,466.6,-205.83,1.156473091685438,1.4680877804451662,-0.6476136044771295,True,96.7,122.8,54.2,3.0771612313566,1.3343268e-06,1.3343268e-06,0.0535231378070526,8006947449.11775,5.660719597064706,0.0,90,0.0,0.0,8934703.480742604,6563.968310299115,2505.398167535149,2459441.801256,0.0002846,0.0002846,0.47032844345633,0.0040735252,0.0040735252,2.6914319074138,0.020047113,0.020047113,9689.15486668968,9689.15486668968,2459443.339836616,155.0,154.0,0.2,0.8,2.3,"Star Radius, Star Mass, ",1.0,4.0,8.0,1.0,1.0,1.0,Eclipse,1.0,1.0,1.0,0,0,0,3
230088370,TOI-1176,6612.0,83.3,83.3,1.57435,0.0662061,0.0662061,1.38,0.232595,0.232595,4.18374,0.09,0.09,295.561,1.773,1.773,,,,10.1772,10.591,10.1772,9.761,9.565,9.521,9.495,9.517,9.448,247.35668,71.505873,PC,variable fast rotating host,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,9.0,270.91452,1.0,TOI-1176b,0.0769729495811002,13.218132368488993,0.5236941,0.5236941,1.1792448114398764,0.0467209385555027,0.0467209385555027,405.46,619.05,-245.2,1.2757198273881207,1.9477491223415777,-0.7714854774221063,True,86.8,132.5,52.500000000000014,14.0077666,5.1e-06,5.1e-06,0.1266487870831724,18946388874.38027,17.29828926195242,0.0,90,0.0,0.0,362019.62071177305,265.9612961057192,1124.1293047497948,2458695.361762,0.00018549508,0.00018549508,0.59248349672146,0.0021748573,0.0021748573,5.8727492679217,0.018717421,0.018717421,21141.89736451812,21141.89736451812,2458702.3656453,88.0,88.0,0.2,0.8,2.3,,7.0,79.0,154.0,2.0,14.0,27.0,Eclipse,2.0,14.0,27.0,0,0,0,2
