Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Transit Temperature [K],Eclipse Temperature [K],Planet Semi-major Axis [AU],Planet Semi-major Axis [m],Planet-Star Separation Transit [m],Planet-Star Separation Eclipse [m],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Flag,Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,FGS1_Flag,FGS2_Flag,FGS_Flag,Tier 1 Transits,Tier 1 Eclipses,Tier 2 Transits,Tier 2 Eclipses,Tier 3 Transits,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,Max Tier
LHS 1678,0.35,-0.01,0.01,3490,-50,50,0.33,-0.01,0.01,19.8782,-0.0094,0.0094,4.89,-0.49,0.49,Gaia DR2 4864160624337973248,8.501,9.020000458,8.263999939,12.48200035,11.5403,,,,,0,,,,,7,-3,2,M2.0 V,68.1789866,-39.7908744,LHS 1678 b,0.694956805,0.044835923,-0.044835923,0.062,0.004,-0.004,0.275791955,0,0,0.000867739,0,0,1,0,0,0.8602322,-6.80E-06,6.80E-06,836.9925292,836.9925292,836.9925292,0.012484082,1866370199,1866370199,1866370199,0.3,2.3,2892.795236,0.24,1,87.55,-1.43,1.6,0,,,1,6,-132,126,9121.168814,0.00522,-0.00385,0,9121.59893,2892.795236,1,0.071954,0.006478,-0.006478,2,2021,0,0,0,1,711,12,4623,23,9199,Transit,1,12,23,2
LHS 1678,0.35,-0.01,0.01,3490,-50,50,0.33,-0.01,0.01,19.8782,-0.0094,0.0094,4.89,-0.49,0.49,Gaia DR2 4864160624337973248,8.501,9.020000458,8.263999939,12.48200035,11.5403,,,,,0,,,,,7,-3,2,M2.0 V,68.1789866,-39.7908744,LHS 1678 c,0.986390304,0.067253884,-0.067253884,0.088,0.006,-0.006,0.935548694,0,0,0.002943565,0,0,1,0,0,3.694247,-2.10E-06,2.40E-06,548.3244616,548.3244616,548.3244616,0.032983501,4931033437,4931033437,4931033437,0.1,2.3,4498.196051,0.39,1,89.09,-0.46,0.57,0,,,1,-1,-120,120,9120.360617,0.00399,-0.0031,0,9122.207741,4498.196051,1,0.083282,0.006536,-0.006536,2,2021,0,0,0,3,3937,25,27060,48,45786,Transit,3,25,48,1
LHS 3844,0.15,-0.01,0.01,3043,-63,63,0.19,-0.01,0.01,14.8846,-0.0113,0.0113,5.06,-0.01,0.01,Gaia DR2 6385548541499112448,9.477,10.04599953,9.145000458,15.24,13.3925,8.944,8.757,8.519,8.658,0,,,,,,,,M5,340.4962038,-69.1721081,LHS 3844 b,1.300241765,0.022417961,-0.022417961,0.116,0.002,-0.002,2.203035251,0,0,0.006931524,0,0,1,0,0,0.46292913,-1.90E-06,1.90E-06,784.0572894,784.0572894,784.0572894,0.006227258,930975115.6,930975115.6,930975115.6,0.3,2.3,1899.099118,0.186,1,88.5,-0.51,0.51,0,,,0,,,,8325.72558,0.00025,-0.00025,0,8325.957045,1899.099118,1,0.448991,0.017391,-0.017391,2,2019,1,0,1,1,17,8,117,16,246,Transit,1,8,16,2
LP 714-47,0.59,-0.02,0.02,3950,-51,51,0.58,-0.02,0.02,52.616,-0.11525,0.11525,4.64,-0.04,0.04,Gaia DR2 3189306030970782208,8.829001,9.493000031,8.626000404,12.49199963,11.7282,8.5,8.535,8.425,8.179,0,0.41,-0.16,0.16,[Fe/H],,,,M0.0 V,64.1902212,-12.0848643,LP 714-47 b,4.696562926,0.30264248,-0.30264248,0.419,0.027,-0.027,30.80075088,1.500150079,-1.500150079,0.09691,0.00472,-0.00472,0,1,17.6,4.052037,-4.00E-06,4.00E-06,686.7527072,678.6906193,695.9957241,0.041749992,6241623747,6392555777,6078621139,0.3,2.3,5636.861366,0.757,1,87.3,-0.2,0.2,0.04,-0.02,0.02,0,219,-19,19,9196.1149,0.00031,-0.0003,0,9198.140918,5360.038434,1,0.55124,0.011286,-0.011286,2,2020,0,0,0,2,20,19,130,39,249,Transit,2,19,39,2
LHS 475,0.26,,,3300,-30,80,0.28,0,0,12.4814,-0.0065,0.0065,5,-0.04,0.04,Gaia DR2 6347643496607835520,8.004,8.555000305,7.68599987,12.68999958,11.4174,,,,,0,,,,,,,,M3.5 V,290.2379403,-82.5597883,LHS 475 b,0.986390304,0.044835923,-0.044835923,0.088,0.004,-0.004,0.935548694,0,0,0.002943565,0,0,1,0,0,2.029088,-6.00E-06,6.00E-06,612.7814987,612.7814987,612.7814987,0.020034653,2995180623,2995180623,2995180623,0.1,2.3,2567.027268,0.752929427,1,87.194,-0.137,0.141,0,,,0,,,,9822.376259,2.60E-05,-2.60E-05,0,9823.390803,2567.027268,1,0.1101,0.006,-0.006,2,2023,0,0,0,2,641,11,4202,22,7325,Transit,2,11,22,2
LP 791-18,0.14,-0.01,0.01,2960,-55,55,0.18,-0.01,0.01,26.4927,-0.0638,0.064,5.12,-0.09,0.09,Gaia DR2 3562427951852172288,10.993,11.55900002,10.64400005,16.91,15.0715,10.426,10.233,10.024,8.637,0,-0.09,-0.19,0.19,[Fe/H],0.5,,,M(6.1 +/- 0.7) V,165.6904843,-16.4064445,LP 791-18 b,1.210569919,0.056044904,-0.056044904,0.108,0.005,-0.005,1.854981767,0,0,0.005836425,0,0,1,0,0,0.9479981,-2.10E-06,2.10E-06,629.6695276,629.6695276,629.6695276,0.009813813,1467165039,1467165039,1467165039,0.1,2.3,2249.166513,0.33,1,88.37,-0.95,0.94,0,,,0,,,,8774.86973,0.00018,-0.00018,0,8775.343729,2249.166513,1,0.427506,0.056439,-0.056439,2,2019,1,0,1,3,382,36,2560,72,5301,Transit,3,36,72,1
LP 791-18,0.14,-0.01,0.01,2960,-55,55,0.18,-0.01,0.01,26.4927,-0.0638,0.064,5.12,-0.09,0.09,Gaia DR2 3562427951852172288,10.993,11.55900002,10.64400005,16.91,15.0715,10.426,10.233,10.024,8.637,0,-0.09,-0.19,0.19,[Fe/H],0.5,,,M(6.1 +/- 0.7) V,165.6904843,-16.4064445,LP 791-18 c,2.443557799,0.100880827,-0.100880827,0.218,0.009,-0.009,7.100286603,0.699222495,-0.699222495,0.02234,0.0022,-0.0022,0,0,0,4.9899093,-7.20E-06,7.40E-06,361.9797548,361.9797548,361.9797548,0.029695768,4439517369,4439517369,4439517369,0.1,2.3,4322.423319,0.134,1,89.78,-0.13,0.13,8.00E-05,-4.00E-05,4.00E-05,0,,,,8771.055182,9.10E-05,-9.70E-05,0,8773.550137,4322.423319,1,1.747289,0.080727,-0.080727,2,2019,1,0,1,1,3919,13,30249,25,74486,Transit,1,13,25,2
LP 791-18,0.14,-0.01,0.01,2960,-55,55,0.18,-0.01,0.01,26.4927,-0.0638,0.064,5.12,-0.09,0.09,Gaia DR2 3562427951852172288,10.993,11.55900002,10.64400005,16.91,15.0715,10.426,10.233,10.024,8.637,0,-0.09,-0.19,0.19,[Fe/H],0.5,,,M(6.1 +/- 0.7) V,165.6904843,-16.4064445,LP 791-18 d,1.031226227,0.044835923,-0.044835923,0.092,0.004,-0.004,0.899454391,0.498990598,-0.400463792,0.00283,0.00157,-0.00126,0,0,0,2.753436,-1.30E-05,1.30E-05,441.3232794,441.3232794,441.3232794,0.019977883,2986693448,2986693448,2986693448,0.1,2.3,3231.123517,0.27,1,89.34,-0.41,0.41,0.0015,-0.00014,0.00014,0,,,,8772.16211,0.0005,-0.00082,0,8773.538828,3231.123517,1,,,,1,2023,1,0,1,3,15715,32,135888,63,231997,Transit,3,32,63,1
LTT 1445 A,0.26,-0.01,0.01,3340,-150,150,0.27,-0.01,0.01,6.86929,-0.003805,0.003805,4.97,-0.06,0.06,Gaia DR2 5153091836072107136,6.774,7.294000149,6.495999813,10.52900028,10.0469,6.405,6.149,6.106,5.959,0,-0.34,-0.09,0.09,[Fe/H],,,,M3.0,45.4624781,-16.5944956,LTT 1445 A b,1.176942977,0.056044904,-0.056044904,0.105,0.005,-0.005,2.869990512,0.260619293,-0.251084441,0.00903,0.00082,-0.00079,0,1,2.6,5.35876,-1.00E-05,1.00E-05,440.6088638,419.9404824,475.9990707,0.038278723,5722669090,6301580391,4904703484,0.1,2.3,2966.446007,0.84,1,89.203,-0.658,0.658,0.19,-0.14,0.35,0,-139,-76,120,9152.2189,0.0005,-0.0005,0,9154.89828,2966.446007,1,0.1665,0.0082,-0.0082,2,2019,0,0,0,4,1372,22,5403,42,12386,Transit,4,22,42,1
LTT 3780,0.38,-0.02,0.02,3360,-51,51,0.38,-0.01,0.01,21.9814,-0.0402,0.0403,4.81,-0.04,0.04,Gaia DR2 3767281845873242112,8.439,9.006999969,8.204000473,13.14000034,11.8465,8.037,7.88,7.771,7.577,0,0.09,-0.16,0.16,[Fe/H],,,,M3.5 V,154.6449033,-11.717801,LTT 3780 b,1.322659726,0.056044904,-0.056044904,0.118,0.005,-0.005,2.469526719,0.241549589,-0.241549589,0.00777,0.00076,-0.00076,0,1,3.31,0.76837883,-5.20E-07,5.20E-07,885.6547095,883.3993138,889.0532948,0.011900583,1779137195,1788727033,1766048369,0.3,2.3,2832.547395,0.51,1,85.9,-0.5,0.59,0.032,-0.018,0.027,0,-11.5,-92.7,115.6,8543.91229,0.00037,-0.00037,0,8544.296479,2832.547395,1,0.090399,0.009298,-0.009298,2,2020,0,0,0,3,57,31,364,61,758,Transit,3,31,61,1
LTT 1445 A,0.26,-0.01,0.01,3340,-150,150,0.27,-0.01,0.01,6.86929,-0.003805,0.003805,4.95,-0.01,0.01,Gaia DR2 5153091836072107136,6.774,7.294000149,6.495999813,10.52900028,10.0469,6.405,6.149,6.106,5.959,0,-0.34,-0.09,0.09,[Fe/H],,,,M3.0,45.4624781,-16.5944956,LTT 1445 A c,1.143316035,0.056044904,-0.056044904,0.102,0.005,-0.005,1.541467772,0.200231896,-0.190697044,0.00485,0.00063,-0.0006,0,1,1.67,3.1239035,-3.60E-06,3.40E-06,527.442914,527.442914,527.442914,0.026712404,3993504415,3993504415,3993504415,0.1,2.3,1814.495566,0.937,1,87.43,-0.29,0.18,0,,,1,,,,8412.58159,0.00059,-0.00057,0,8414.143542,1814.495566,1,0.157,0.015,-0.014,2,2022,0,0,0,1,743,8,3352,15,7531,Transit,1,8,15,2
MASCARA-1,1.9,-0.07,0.06,7490,-150,150,2.08,-0.02,0.02,182.273,-1.922,1.963,4.11,-0.08,0.08,Gaia DR2 1744911763437512064,7.749,7.818999767,7.739999771,8.270000458,8.24243,7.658,7.713,7.723,7.697,0,0.15,-0.15,0.15,[Fe/H],0.8,-0.2,0.2,A8,317.5515264,10.7388967,MASCARA-1 b,17.90074223,0.201761653,-0.212970634,1.597,0.018,-0.019,1175.965104,286.0455659,-286.0455659,3.7,0.9,-0.9,0,1,400,2.14877381,-8.70E-07,8.80E-07,2507.148595,2507.377275,2507.612269,0.040392598,6038693422,6039258703,6038126850,0.3,2.3,15372.73135,0.113,1,88.45,-0.17,0.17,0.00034,-0.00023,0.00034,0,-16,-52,67,8833.488151,9.10E-05,-9.20E-05,0,8834.562538,15372.73135,1,0.6216,0.0035,-0.0033,1,2017,0,0,0,4,1,18,1,34,1,Eclipse,1,1,1,3
LTT 9779,0.77,-0.21,0.29,5443,-13,14,0.95,-0.01,0.01,80.4373,-0.315,0.3174,4.35,-0.12,0.16,Gaia DR2 2307504062045842688,8.153,8.446000099,8.015999794,9.760000229,9.60006,7.936,8.014,7.982,7.842,0,0.27,-0.03,0.03,[Fe/H],1.9,-1.2,1.7,G7 V,358.6688767,-37.6282237,LTT 9779 b,4.718980888,0.235388595,-0.235388595,0.421,0.021,-0.021,29.31967051,0.778679596,-0.810462437,0.09225,0.00245,-0.00255,0,1,0,0.792052,-9.30E-06,9.30E-06,1996.286523,1996.286523,1996.286523,0.015367014,2297368621,2297368621,2297368621,0.3,2.3,6655.036937,0,1,90,-0.43,0.43,0,,,0,90,,,8354.2143,0.00025,-0.00025,0,8354.610326,6655.036937,1,0.152876,0.003242,-0.003242,2,2020,0,0,0,1,1,7,4,14,7,Eclipse,1,4,7,2
LTT 3780,0.38,-0.02,0.02,3360,-51,51,0.38,-0.01,0.01,21.9814,-0.0402,0.0403,4.81,-0.04,0.04,Gaia DR2 3767281845873242112,8.439,9.006999969,8.204000473,13.14000034,11.8465,8.037,7.88,7.771,7.577,0,0.09,-0.16,0.16,[Fe/H],,,,M3.5 V,154.6449033,-11.717801,LTT 3780 c,2.331467992,0.134507769,-0.134507769,0.208,0.012,-0.012,7.020829502,0.689687642,-0.670617938,0.02209,0.00217,-0.00211,0,1,3.73,12.252196,-3.50E-05,3.50E-05,374.6890823,375.0959504,374.7230445,0.075392349,11271156218,11249822481,11272224155,0.1,2.3,5350.98869,0.81,1,89.08,-0.13,0.11,0.03,-0.017,0.029,0,1.9,-119.9,127.7,8546.849,0.001,-0.001,0,8552.975098,5361.644067,1,0.299263,0.024142,-0.024142,2,2020,0,0,0,3,10512,25,65335,48,164451,Transit,3,25,48,1
MASCARA-4,1.75,-0.05,0.05,7800,-200,200,1.92,-0.11,0.11,170.696,-0.928,0.938,4.1,-0.05,0.05,Gaia DR2 5245968236116294016,7.785,7.836999893,7.75,8.18999958,8.17401,7.627,7.693,7.704,7.626,0,0,,,[Fe/H],0.8,,,A7 V,147.5800667,-66.1139253,MASCARA-4 b,17.14974052,0.784628651,-0.448359229,1.53,0.07,-0.04,985.2680604,286.0455659,-286.0455659,3.1,0.9,-0.9,0,1,0,2.82406,-3.00E-05,3.00E-05,2321.685164,2321.685164,2321.685164,0.047154023,7049526418,7049526418,7049526418,0.3,2.3,15217.1882,0.34,1,88.5,-0.01,0.01,0,,,0,,,,8505.817,0.003,-0.003,0,8507.22903,15217.1882,1,0.897,1.00E-06,-1.00E-06,1,2020,0,0,0,3,1,14,1,26,1,Eclipse,1,1,1,3
NGTS-11,0.86,-0.03,0.03,5050,-80,80,0.83,-0.01,0.01,190.422,-1.744,1.777,4.5,-0.1,0.1,Gaia DR2 2453680078509741056,10.401,10.85499954,10.31499958,12.41100025,12.1895,10.266,10.331,10.268,8.524,0,0.22,-0.08,0.08,[Fe/H],3.9,-1.6,1.6,K,23.5214497,-14.4191493,NGTS-11 b,9.157737257,0.31385146,-0.358687383,0.817,0.028,-0.032,109.3329719,29.24021341,-23.20147368,0.344,0.092,-0.073,0,1,21.2,35.45533,-0.00019,0.00019,509.7165241,531.5647921,496.1242012,0.201006743,30050508006,27638642068,31728408775,0.1,2.3,12966.70875,0.81,1,89.16,-0.29,0.2,0.13,-0.09,0.1,0,32,-76,53,8390.7043,0.0016,-0.0016,0,8408.431965,14885.42869,1,0.981,0.001356,-0.001356,2,2020,0,0,0,5,436,60,3301,121,5635,Transit,5,60,121,1
NGTS-13,1.3,-0.18,0.11,5819,-73,73,1.79,-0.06,0.06,647.595,-14.402,15.059,4.04,-0.05,0.05,Gaia DR2 5385076140853434752,11.244,11.48099995,11.14099979,12.744,12.5691,11.095,11.148,11.125,9.333,0,0.25,-0.17,0.17,[Fe/H],4.23,-1.59,2.65,,176.2402326,-38.1397158,NGTS-13 b,12.80065599,0.515613114,-0.515613114,1.142,0.046,-0.046,1538.289488,139.8444989,-139.8444989,4.84,0.44,-0.44,0,1,526.1,4.119027,-2.30E-05,2.30E-05,1549.560456,1518.070857,1592.122464,0.054924696,8211242088,8557791351,7780237234,0.3,2.3,18191.91695,0.156,1,88.7,-1.2,1.2,0.086,-0.034,0.034,0,-146.4,-24.2,24.2,8572.8247,0.0018,-0.0018,0,8574.884214,18191.91695,1,0.43,0.04,-0.04,1,2021,0,0,0,490,3,6845,21,13581,42,Eclipse,3,21,42,1
NGTS-12,1.02,-0.05,0.06,5690,-130,130,1.59,-0.04,0.04,446.442,-7.453,7.706,4.04,-0.04,0.04,Gaia DR2 3464620139089832960,10.692,10.99199963,10.5880003,12.27000046,12.1279,10.555,10.597,10.574,8.911,0,-0.03,-0.11,0.11,[Fe/H],9.4,-1.5,1.5,G,176.2499418,-35.640563,NGTS-12 b,11.74701181,0.358687383,-0.358687383,1.048,0.032,-0.032,66.10830857,6.992224945,-6.992224945,0.208,0.022,-0.022,0,1,21.3,7.532806,-4.80E-05,4.80E-05,1215.946021,1215.946021,1215.946021,0.075757918,11325808797,11325808797,11325808797,0.3,2.3,21262.79049,0.2,1,88.9,-0.76,0.76,0,,,0,,,,8572.8549,0.0017,-0.0017,0,8576.621303,21262.79049,1,0.469718,0.022592,-0.022592,1,2020,0,0,0,1,4,11,32,21,60,Transit,1,11,21,2
NGTS-2,1.64,-0.22,0.19,6478,-89,94,1.7,-0.04,0.05,356.391,-7.845,8.2,4.2,-0.06,0.03,Gaia DR2 6220602384081327104,9.858,10.05500031,9.798999786,10.96100044,10.8605,9.759,9.767,9.74,9.327,0,-0.06,-0.09,0.09,[Fe/H],2.17,-0.37,0.37,F5 V,215.1227617,-31.2020698,NGTS-2 b,17.87832427,0.526822094,-0.504404133,1.595,0.047,-0.045,235.1930209,41.31769286,-38.13940879,0.74,0.13,-0.12,0,1,65.8,4.511164,-6.10E-05,6.10E-05,1568.980869,1568.980869,1568.980869,0.06305659,9426960190,9426960190,9426960190,0.3,2.3,16810.90582,0.20870826,1,88.5,-1.2,1,0,,,0,,,,7759.1261,0.0014,-0.0013,0,7761.381682,16810.90582,1,1.117,2.20E-05,-2.20E-05,1,2018,0,0,0,1,1,5,2,10,4,Eclipse,1,2,4,2
NGTS-24,1.26,-0.21,0.05,5820,-8,93,1.64,-0.09,0.03,683.062,-10.709,11.048,4.09,-0.04,0.05,Gaia DR2 5397086969654628864,11.577,11.879,11.51,13.214,13.0525,11.455,11.505,11.247,8.594,0,0.27,-0.03,0.18,[Fe/H],4.77,-0.91,3.56,G2 IV,168.5638892,-37.9101328,NGTS-24 b,13.60770261,0.650120882,-0.694956805,1.214,0.058,-0.062,165.2707714,38.13940879,-34.96112473,0.52,0.12,-0.11,0,0,62,3.4678796,-7.00E-06,7.00E-06,1579.250069,1579.250069,1579.250069,0.048464415,7245430064,7245430064,7245430064,0.3,2.3,10556.25772,0.821,1,82.61,-0.61,0.52,0,,,0,,,,8100.6229,0.0011,-0.0011,0,8102.35684,10556.25772,1,0.477,0.000684,-0.000684,1,2022,1,0,1,6,5,86,31,170,61,Eclipse,5,31,61,1
NGTS-9,1.34,-0.05,0.05,6330,-130,130,1.38,-0.04,0.04,609.128,-15.171,15.952,4.37,-0.2,0.2,Gaia DR2 5678340222972504832,11.488,11.71199989,11.45199966,12.80000019,12.6547,11.385,11.421,11.579,8.989,0,0.31,-0.15,0.15,[Fe/H],0.96,-0.6,0.6,F8 V,141.9206435,-19.3476477,NGTS-9 b,11.99360938,0.672538844,-0.672538844,1.07,0.06,-0.06,921.7023791,54.03082912,-54.03082912,2.9,0.17,-0.17,0,1,293.44,4.43527,-2.00E-05,2.00E-05,1436.728994,1436.728994,1436.728994,0.058287008,8713907682,8713907682,8713907682,0.3,2.3,7339.751055,0.933239951,1,84.1,-0.4,0.4,0.06,-0.052,0.076,0,,,,7671.81086,0.00265,-0.00265,0,7674.028495,7339.751055,1,0.641,0.000523,-0.000523,1,2019,1,0,1,340,10,5047,69,10037,137,Eclipse,10,69,137,1
NGTS-8,0.89,-0.04,0.05,5241,-50,50,0.98,-0.02,0.02,428.976,-5.481,5.621,4.41,-0.03,0.03,Gaia DR2 6840435777723109888,11.751,12.14000034,11.6420002,13.72000027,13.4954,11.59,11.615,11.864,8.872,0,0.24,-0.09,0.09,[Fe/H],12.48,-3.68,3.23,K0 V,328.9759206,-14.0684399,NGTS-8 b,12.217789,0.336269422,-0.336269422,1.09,0.03,-0.03,295.5804181,12.71313626,-9.534852198,0.93,0.04,-0.03,0,1,149.95,2.4997,-1.00E-05,1.00E-05,1299.237828,1299.237828,1299.237828,0.034698608,5187441859,5187441859,5187441859,0.3,2.3,9399.113277,0.411578033,1,86.9,-0.5,0.5,0.01,-0.01,0.014,0,,,,7500.1783,0.00072,-0.00072,0,7501.42815,9399.113277,1,,,,1,2019,1,0,1,10,3,144,17,289,34,Eclipse,3,17,34,2
PH2,0.94,-0.02,0.02,5629,-45,42,1,-0.05,0.05,343.863,-3.557,3.631,4.41,-0.04,0.04,Gaia DR2 2139300262131379584,11.182,11.5010004,11.11600018,12.645,12.5811,11.09,11.142,11.002,9.147,0,-0.078,-0.028,0.032,[Fe/H],2.04,-0.665,1.19,,289.7636212,51.962683,PH2 b,10.1217096,0.560449037,-0.560449037,0.903,0.05,-0.05,73.5062693,0,0,0.231276588,0,0,1,1,0,282.5255,-0.001,0.001,307.6327705,341.4557501,333.1563146,0.826046521,1.23494E+11,1.00268E+11,1.05326E+11,0.1,2.3,37618.68307,0.512,1,89.83,-0.02,0.03,0.41,-0.29,0.08,0,3.44,-3.44,53.86,5196.0709,,,0,5337.33365,39516.30699,1,0.9882,0.0126,-0.0126,1,2013,0,0,0,5,83488,56,665045,111,1671807,Transit,5,56,111,1
Qatar-2,0.74,-0.02,0.02,4645,-50,50,0.78,-0.01,0.01,181.374,-1.203,1.218,4.53,-0.01,0.01,Gaia DR2 3620030644476623616,10.794,11.35000038,10.61900043,13.443,13.0276,10.563,10.642,10.533,8.6,0,0.02,-0.08,0.08,[m/H],5,,,,207.6554928,-6.8040714,Qatar-2 b,14.05606184,0.14571675,-0.14571675,1.254,0.013,-0.013,783.7648507,19.70536121,-19.70536121,2.466,0.062,-0.062,0,1,560.9,1.33711647,-2.60E-07,2.60E-07,1305.049779,1305.049779,1305.049779,0.021500415,3214312116,3214312116,3214312116,0.3,2.3,7262.125982,0.115,1,86.12,-0.08,0.08,0,,,0,,,,5624.267096,8.70E-05,-8.70E-05,0,5624.935654,7262.125982,1,3.3335,0.0041,-0.004,1,2011,1,0,1,5,1,62,1,125,2,Eclipse,1,1,2,3
Qatar-10,1.16,-0.07,0.07,6124,-46,46,1.25,-0.03,0.03,559.068,-5.957,6.085,4.3,-0.03,0.03,Gaia DR2 2262322556576778752,11.474,11.75399971,11.38199997,12.868,12.6978,11.375,11.413,11.348,9.486,0,0.016,-0.089,0.089,[Fe/H],3.2,-1.9,1.9,F7 V,284.4439052,69.5708373,Qatar-10 b,17.29545727,0.448359229,-0.448359229,1.543,0.04,-0.04,233.9217073,28.60455659,-28.60455659,0.736,0.09,-0.09,0,1,114,1.645321,-1.00E-05,1.00E-05,1885.903213,1885.903213,1885.903213,0.028679828,4287634303,4287634303,4287634303,0.3,2.3,9842.059724,0.379,1,85.87,-0.96,0.96,0,,,0,,,,8247.90746,0.00036,-0.00036,0,8248.73012,9842.059724,1,1.931,1.40E-05,-1.40E-05,1,2019,1,0,1,1,1,12,3,23,6,Eclipse,1,3,6,2
Qatar-1,0.84,-0.04,0.04,5013,-88,93,0.8,-0.02,0.02,185.615,-0.797,0.805,4.55,-0.01,0.01,Gaia DR2 2244830490514284928,10.527,10.9989996,10.4090004,12.84000015,12.4764,10.325,10.395,10.336,9.358,0,0.171,-0.094,0.097,[Fe/H],1.19,-0.47,0.47,,303.3818697,65.1623313,Qatar-1 b,12.81186498,0.291433499,-0.280224518,1.143,0.026,-0.025,419.8513251,13.03096467,-12.71313626,1.321,0.041,-0.04,0,1,264.7,1.4200242,-2.20E-07,2.20E-07,1368.842011,1368.842011,1368.842011,0.023346066,3490236899,3490236899,3490236899,0.3,2.3,5960.03155,0.645,1,84.08,-0.15,0.16,0,,,0,,,,6234.103218,6.10E-05,-6.10E-05,0,6234.81323,5960.03155,1,2.14,0.019,-0.019,1,2010,0,0,0,3,1,34,2,69,3,Eclipse,1,2,3,3
Qatar-5,1.13,-0.06,0.06,5747,-49,49,1.08,-0.05,0.05,367.658,-7.755,8.089,4.43,-0.04,0.04,Gaia DR2 382111248777193216,11.089,11.34799957,10.95600033,12.62800026,12.5241,10.945,10.98,10.887,8.873,0,0.377,-0.08,0.08,[Fe/H],0.53,-0.004,0.004,G2 V,7.0539375,42.0613451,Qatar-5 b,12.40834167,0.717374767,-0.717374767,1.107,0.064,-0.064,1373.018716,57.20911319,-57.20911319,4.32,0.18,-0.18,0,1,568,2.8792319,,,1371.103406,1371.103406,1371.103406,0.041285799,6172227017,6172227017,6172227017,0.3,2.3,10546.06446,0.18,1,88.74,-0.87,0.87,0,,,0,,,,7336.758242,9.80E-05,-9.80E-05,0,7338.197858,10546.06446,1,1.126,0.028,-0.028,1,2017,0,0,0,113,2,1627,9,3240,18,Eclipse,2,9,18,2
Qatar-4,0.9,-0.05,0.05,5215,-50,50,0.85,-0.06,0.06,329.036,-2.843,2.891,4.53,-0.06,0.06,Gaia DR2 385697172809355392,11.631,13.60999966,11.519,13.60000038,13.4114,11.446,11.503,11.186,8.756,0,0.103,-0.081,0.081,[Fe/H],0.17,-0.01,0.01,K1 V,4.859275,44.0275965,Qatar-4 b,12.72219313,1.23298788,-1.23298788,1.135,0.11,-0.11,1938.75328,171.6273396,-171.6273396,6.1,0.54,-0.54,0,1,1087,1.8053564,,,1339.44473,1339.44473,1339.44473,0.028035798,4191351814,4191351814,4191351814,0.3,2.3,7702.785845,0.31,1,87.5,-1.6,1.6,0,,,0,,,,7637.77361,0.00046,-0.00046,0,7638.676288,7702.785845,1,1.902,0.083,-0.083,1,2017,1,0,1,159,1,2338,6,4708,12,Eclipse,1,6,12,2
Qatar-6,0.82,-0.02,0.02,5052,-66,66,0.72,-0.02,0.02,100.848,-0.46,0.464,4.64,-0.01,0.01,Gaia DR2 1265513389372846848,9.307,9.711999893,9.226,11.5,11.1249,9.154,9.223,9.144,8.434,0,-0.025,-0.093,0.093,[Fe/H],1.02,-0.62,0.62,K2 V,222.2100773,22.1526136,Qatar-6 b,11.90393754,0.795837632,-0.795837632,1.062,0.071,-0.071,212.3093756,20.97667484,-20.97667484,0.668,0.066,-0.066,0,1,101.6,3.506195,-1.80E-05,1.80E-05,972.159855,972.159855,972.159855,0.042307638,6324991914,6324991914,6324991914,0.3,2.3,5707.45781,0.878,1,86.01,-0.14,0.14,0,,,0,,,,7784.0327,0.00049,-0.00049,0,7785.785797,5707.45781,1,1.837944,0.02791,-0.02791,1,2017,0,0,0,1,1,7,3,13,6,Eclipse,1,3,6,2
