TIC,Star Name,Planet Name,Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star TESS Mag,Star RA,Star Dec,TFOPWG Disposition,Creation Date,Planet Radius [Re],Planet Radius Error Lower [Re],Planet Radius Error Upper [Re],Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hr],Transit Duration Error Lower [hr],Transit Duration Error Upper [hr],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Rp/Rs,TOI Disposition,EXOFOP Disposition,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Updated,Public Comment,Sectors,FP_Flag,Known,EB,VS,NASA PC,Assumed Parameters,Star Mass [Ms],Star Metallicity,Star V Mag,Star T Mag,Star J Mag,Star H Mag,Star Ks Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Mass Flag,Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Me],Planet Mass [Mjup],Planet Mass Error Upper [Mjup],Planet Mass Error Lower [Mjup],Planet Radius [Rjup],Planet Radius Error Upper [Rjup],Planet Radius Error Lower [Rjup],Planet Semi-major Axis [au],Planet Semi-major Axis [m],a/Rs,Eccentricity,Inclination,Periastron,Impact Parameter,Planet Albedo,Heat Redistribution Factor,Mean Molecular Weight,Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Transit Duration T14 [s],Eclipse Duration E14 [s],Planet Insolation Flux [W/m2],Planet Insolation Flux [Earth],Eclipse Mid Time,Available Transits,Available Eclipses,Planet Temperature [K],Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
432467894,TOI-3081,TOI-3081.01,5438,-122,122,2.63273,,,,,,1196.4,-29.67,29.67,13.263,146.539767,-49.577322,PC,04/06/2021 01:36,19.07024604,,,2459301.967,-0.007816,0.007816,0.441,-0.00107418,0.00107418,3.353,-0.459,0.459,3.4365075,-3.88E-05,3.88E-05,0.066407831,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:32+00,2021-11-10 19:14:00+00,found in faint-star QLP search,"[9, 10, 36]",0,0,0,0,TRUE,"Star Mass, ",3.435426255,,14.152,13.263,12.34,11.982,11.857,11.762,11.812,11.826,TRUE,269.59,-145.13,313.07,0.985028379,0.848224999,-0.456630046,1.701336321,,,0.067253115,10060922867,5.492998669,0,90,0,0,0.2,0.8,2.3,58.3,50.1,27,12070.8,12070.8,1642045.501,1206.344974,2459303.685,198,201,1640.663281,20,298,594,7,49,97,Eclipse,7,49,97,1,0,1,1
374158843,TOI-3086,TOI-3086.01,4530,-127,127,0.730214,-0.06,0.06,4.56243,-0.1,0.1,116.69,-0.433,0.433,11.4005,159.910145,-48.538112,PC,04/06/2021 01:36,3.397946435,-0.28152,0.28152,2459320.535,-0.002827,0.002827,0.182,-0.000258736,0.000258736,2.635,-0.483,0.483,10.9506335,-6.04E-05,6.04E-05,0.042661458,PC,PC,2,4,1,1,4,4,4,2021-06-04 01:36:32+00,2021-11-10 19:27:17+00,found in faint-star QLP search,"[9, 10, 36, 37]",0,0,0,0,TRUE,,0.71,,12.358,11.4005,10.437,9.887,9.744,9.671,9.752,9.655,TRUE,10.95,-6.26,14.7,0.046251372,0.034452553,-0.019696163,0.303144997,0.025115575,-0.025115575,0.086097194,12879956856,25.35375269,0,90,0,0,0.2,0.8,2.3,5.3,4,2.3,9486,9486,37093.65343,27.25121949,2459326.011,51,49,636.153732,10,127,255,827,5545,10925,Transit,10,127,255,0,0,0,1
364427226,TOI-3087,TOI-3087.01,6920,-403.9,403.9,1.549658284,,,,,,780.12,,,12.3411,161.280595,-48.649273,PC,04/06/2021 01:36,14.89968651,,,2459327.067,-0.002651,0.002651,0.777,-0.00143921,0.00143921,2.573,-0.379,0.379,4.1414861,-2.44E-05,2.44E-05,0.088147603,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:32+00,2021-11-10 19:28:36+00,found in faint-star QLP search,"[9, 10, 36, 37]",0,0,0,0,TRUE,"Star Radius, Star Mass, ",1.495,,12.704,12.3411,11.866,11.673,11.637,11.583,11.593,11.701,TRUE,491.55,-210.92,372.29,1.171355336,1.546589259,-0.663628535,1.329263281,,,0.057724541,8635468384,8.009915839,0,90,0,0,0.2,0.8,2.3,113.4,149.7,64.2,9262.8,9262.8,2025822.838,1488.290791,2459329.137,131,130,1728.928846,16,243,482,4,27,53,Eclipse,4,27,53,1,0,1,1
309913305,TOI-3090,TOI-3090.01,4580.9,-246.9,246.9,0.764191146,,,,,,244.2305617,,,13.0037,152.074959,-53.287048,PC,04/06/2021 01:36,7.483421403,,,2459331.296,-0.003188,0.003188,0.806,-0.00100628,0.00100628,3.667,-0.364,0.364,6.3272169,-4.54E-05,4.54E-05,0.089777503,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:33+00,2023-01-24 19:25:21+00,found in faint-star QLP search; potential red giant; no stellar radius,"[9, 10, 36, 37]",0,0,0,0,TRUE,"Star Radius, Star Mass, Star Distance, ",0.707453333,,13.918,13.0037,11.94,11.414,11.332,11.187,11.276,11.17,TRUE,80.44,-29.88,47.42,0.149200005,0.253092544,-0.094012994,0.667627288,,,0.059658355,8924762809,16.78698405,0,90,0,0,0.2,0.8,2.3,20.6,35.1,13.1,13201.2,13201.2,88484.85853,65.00627677,2459334.46,110,113,790.5866465,2,28,57,32,265,517,Transit,2,28,57,1,0,1,1
306255021,TOI-3091,TOI-3091.01,10146,-215.1,215.1,1.76829,-0.07,0.07,4.35793,-0.06,0.06,1082.78,-33.885,33.885,11.9519,166.624264,-56.05583,PC,04/06/2021 01:36,23.99770158,-0.904684,0.904684,2459331.05,-0.000562,0.000562,1.548,-0.000125302,0.000125302,3.84,-0.084,0.084,2.7499877,-3.20E-06,3.20E-06,0.124418648,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:33+00,2023-01-24 19:16:33+00,found in faint-star QLP search,"[10, 37]",0,0,0,0,TRUE,,2.6,,12.011,11.9519,11.707,11.675,11.654,11.589,11.631,12.037,TRUE,193.05,-111.94,266.02,0.836992523,0.607403228,-0.352202628,2.140935215,0.080710639,-0.080710639,0.052827146,7902828502,6.424022646,0,90,0,0,0.2,0.8,2.3,64.2,46.6,27,13824,13824,14558661.88,10695.66499,2459332.425,223,226,2830.585832,1,2,5,1,2,4,Eclipse,1,2,4,0,0,0,2
274911536,TOI-3092,TOI-3092.01,6273,-129.7,129.7,0.931619,-0.04,0.04,4.58595,-0.08,0.08,449.139,-3.414,3.414,12.8017,149.573667,-58.926569,PC,04/06/2021 01:36,8.568480581,-0.473348,0.473348,2459331.27,-0.002144,0.002144,0.711,-0.00103836,0.00103836,1.81,-0.251,0.251,4.4163989,-2.05E-05,2.05E-05,0.084320816,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:33+00,2021-11-09 13:37:36+00,found in faint-star QLP search,"[9, 10, 36, 37]",0,0,0,0,TRUE,,1.22,,13.415,12.8017,12.109,11.745,11.685,11.653,11.761,12.437,TRUE,162.18,-57.84,89.94,0.282982887,0.510275346,-0.181984992,0.76442995,0.042229353,-0.042229353,0.056294406,8421523214,12.99362443,0,90,0,0,0.2,0.8,2.3,30.7,55.4,19.7,6516,6516,519772.1352,381.8557416,2459333.478,203,204,1230.538298,10,143,284,24,164,332,Transit,10,143,284,1,0,1,1
272885406,TOI-3093,TOI-3093.01,7109,-134.2,134.2,1.57174,-0.06,0.06,4.24397,-0.09,0.09,989.462,-15.499,15.499,12.9661,161.701642,-49.048228,PC,04/06/2021 01:36,15.42004517,-0.694328,0.694328,2459325.461,-0.002388,0.002388,0.809,-0.000540783,0.000540783,3.456,-0.309,0.309,4.3653308,-1.82E-05,1.82E-05,0.089944427,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:33+00,2021-11-09 13:41:14+00,found in faint-star QLP search; slight depth aperture correlation,"[9, 10, 36, 37]",0,0,0,0,TRUE,,1.58,,13.433,12.9661,12.394,12.182,12.083,12.081,12.116,11.774,TRUE,453.28,-201.35,363.28,1.143006706,1.426178374,-0.633517948,1.375686652,0.061943902,-0.061943902,0.060897312,9110108147,8.331454432,0,90,0,0,0.2,0.8,2.3,104.8,130.7,58.1,12441.6,12441.6,2085639.409,1532.235627,2459327.643,125,124,1741.5386,15,225,449,5,38,76,Eclipse,5,38,76,1,0,1,1
270075071,TOI-3095,TOI-3095.01,6022,-122,122,1.02796,,,4.45944,,,536.222,-5.1935,5.1935,13.0517,149.062666,-60.00347,PC,04/06/2021 01:36,10.8941385,,,2459326.634,-0.003344,0.003344,0.944,-0.00116056,0.00116056,3.08,-0.27,0.27,4.2839945,-2.58E-05,2.58E-05,0.097159662,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:34+00,2021-11-10 19:42:55+00,found in faint-star QLP search,"[9, 10, 36, 37]",0,0,0,0,TRUE,,1.11,,13.6,13.0517,12.36,12.013,11.928,11.87,11.949,13.219,TRUE,499.21,-180.28,282.04,0.88739708,1.570690315,-0.567224314,0.971911609,,,0.053462806,7997921912,11.18353086,0,90,0,0,0.2,0.8,2.3,103.6,183.3,66.2,11088,11088,595863.6603,437.7571334,2459328.776,213,214,1273.316255,24,353,702,8,57,113,Eclipse,8,57,113,1,0,1,1
163260812,TOI-3098,TOI-3098.01,6438,-128.2,128.2,1.35252,-0.0576381,0.0576381,4.28972,-0.08,0.08,401.011,-4.514,4.514,11.315,173.137772,-46.315267,PC,04/06/2021 01:36,18.47449833,-0.7540094,0.7540094,2460015.104,-0.000561,0.000561,1.568182337,-0.018007835,0.018007835,4.1038025,-0.035819,0.035819,4.7323433,-8.75E-05,8.75E-05,0.125227087,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:34+00,2024-01-16 20:58:52+00,found in faint-star QLP search,"[10, 63, 64]",0,0,0,0,TRUE,,1.3,,11.526,11.315,10.792,10.599,10.542,10.521,10.536,10.562,TRUE,291.55,-152.71,320.1,1.007147232,0.917318886,-0.480479393,1.648187179,0.067268329,-0.067268329,0.060219898,9008768519,9.574139006,0,90,0,0,0.2,0.8,2.3,102.4,93.2,48.8,14773.689,14773.689,1062171.411,780.3347358,2460017.47,100,99,1471.248761,1,8,16,1,2,4,Eclipse,1,2,4,0,0,0,2
163030461,TOI-3099,TOI-3099.01,5990,-128.3,128.3,0.946236,-0.04,0.04,4.52746,-0.08,0.08,444.736,-4.534,4.534,12.5869,172.108389,-45.016427,PC,04/06/2021 01:36,14.10647755,-0.647144,0.647144,2459330.065,-0.000379,0.000379,1.868,-0.000132438,0.000132438,2.239,-0.048,0.048,2.5543095,-2.30E-06,2.30E-06,0.136674797,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:34+00,2021-11-10 19:04:25+00,found in faint-star QLP search,"[10, 36, 37]",0,0,0,0,TRUE,,1.1,,13.192,12.5869,11.936,11.684,11.589,11.546,11.592,11.727,TRUE,546.59,-227.64,387.55,1.219368665,1.719764466,-0.716235539,1.258497797,0.05773442,-0.05773442,0.037763079,5649276199,8.581660671,0,90,0,0,0.2,0.8,2.3,170.1,240,100,8060.4,8060.4,990608.644,727.7604412,2459331.342,181,184,1445.859709,6,83,165,1,8,16,Eclipse,1,8,16,1,0,1,2
175477257,TOI-310,TOI-310.01,5798,-127,127,1.3043,-0.068593,0.068593,4.22434,-0.08,0.08,557.751,-14.742,14.742,12.4191,351.105814,-36.975998,PC,20/12/2018 19:43,13.20138664,-0.764702,0.764702,2459090.953,-0.000702,0.000702,0.861038864,-0.017987822,0.017987822,3.7002918,-0.1117502,0.1117502,4.2695675,-5.60E-06,5.60E-06,0.09279218,PC,PC,3,4,3,3,4,4,4,2018-12-20 19:43:30+00,2024-04-24 19:06:05+00,,"[2, 29, 69]",0,0,0,0,TRUE,,1.04,,13.05,12.4191,11.79,11.472,11.434,11.404,11.448,11.434,TRUE,620.55,-244.92,404.87,1.27386348,1.95246865,-0.770604499,1.177750855,0.06822226,-0.06822226,0.052204017,7809609722,8.606564608,0,90,0,0,0.2,0.8,2.3,155.5,238.3,94,13321.05048,13321.05048,864496.1297,635.1106349,2459093.088,93,93,1397.488673,29,425,845,4,26,53,Eclipse,4,26,53,1,0,1,1
133129971,TOI-3103,TOI-3103.01,6513,-134,134,1.32385,-0.06,0.06,4.32149,-0.09,0.09,730.225,-9.994,9.994,12.842,149.409755,-51.335534,PC,04/06/2021 01:36,12.7121881,-0.701307,0.701307,2459303.206,-0.003028,0.003028,0.775,-0.000900589,0.000900589,2.774,-0.263,0.263,4.3437796,-2.35E-05,2.35E-05,0.088034084,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:35+00,2021-11-04 13:13:21+00,found in faint-star QLP search; some depth-aperture correlation,"[9, 10, 36]",0,0,0,0,TRUE,,1.34,,13.41,12.842,12.132,11.942,11.839,11.722,11.759,11.979,TRUE,661.44,-255.12,416.14,1.309322865,2.081122978,-0.802697288,1.134107409,0.062566527,-0.062566527,0.057457863,8595573920,9.33284593,0,90,0,0,0.2,0.8,2.3,134.2,213.3,82.2,9986.4,9986.4,1170829.832,860.1617203,2459305.378,157,161,1507.50594,46,687,1367,8,55,110,Eclipse,8,55,110,1,0,1,1
132963419,TOI-3104,TOI-3104.01,4445,-171.5,171.5,0.745722224,,,,,,184.1562582,,,12.6304,149.263633,-49.750476,PC,04/06/2021 01:36,6.476679321,,,2458588.299,-0.004554,0.004554,0.634,-0.00148724,0.00148724,2.599,-0.322,0.322,10.3069451,-0.0019728,0.0019728,0.079624117,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:35+00,2021-06-04 01:36:35+00,found in faint-star QLP search,"[9, 10]",0,0,0,0,TRUE,"Star Radius, Star Mass, Star Distance, ",0.689333333,,13.735,12.6304,11.485,10.914,10.821,10.737,10.795,10.712,TRUE,53.58,-21.16,34.99,0.110090852,0.168581533,-0.066576805,0.577811621,,,0.081881575,12249309206,23.61089816,0,90,0,0,0.2,0.8,2.3,13.2,20.2,7.9,9356.4,9356.4,39647.73353,29.1275997,2458593.453,62,62,646.845429,3,41,84,161,1189,2279,Transit,3,41,84,1,0,1,1
124454726,TOI-3105,TOI-3105.01,6068,-128.5,128.5,1.10391,-0.06,0.06,4.40528,-0.08,0.08,354.09,-8.9515,8.9515,11.6814,198.803835,-31.368751,PC,04/06/2021 01:36,5.411778731,-1.62166,1.62166,2459329.83,-0.005281,0.005281,0.202,-0.0172075,0.0172075,3.102,-1.475,1.475,5.3332571,-5.16E-05,5.16E-05,0.04494441,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:35+00,2023-01-24 19:30:25+00,found in faint-star QLP search,"[10, 37]",0,0,0,0,TRUE,,1.13,,12.129,11.6814,11.074,10.85,10.754,10.727,10.767,10.653,TRUE,35.51,-15.49,27.49,0.086493213,0.111726955,-0.04873699,0.48280739,0.144675064,-0.144675064,0.062225174,9308753552,12.12092773,0,90,0,0,0.2,0.8,2.3,9.3,12,5.2,11167.2,11167.2,522947.7956,384.188772,2459332.497,69,68,1232.431084,7,97,192,53,421,815,Transit,7,97,192,0,0,0,1
124453339,TOI-3106,TOI-3106.01,5506.25,,,1.27929,,,,,,288.3,,,11.8817,198.648685,-30.722726,PC,04/06/2021 01:36,9.350242076,,,2459331.915,-0.000721,0.000721,0.449,-0.00011062,0.00011062,1.789,-0.085,0.085,1.485163,-2.00E-06,2.00E-06,0.067007462,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:35+00,2023-01-24 19:30:45+00,found in faint-star QLP search,"[10, 37]",0,0,0,0,TRUE,"Star Mass, ",1.220472212,0.260796,12.547,11.8817,11.045,10.731,10.589,10.483,10.528,10.473,TRUE,247.89,-87.85,136.13,0.428312879,0.779949164,-0.276407011,0.834174159,,,0.02722753,4073180559,4.576596813,0,90,0,0,0.2,0.8,2.3,66.8,121.7,43.1,6440.4,6440.4,2486559.398,1826.775464,2459332.658,244,245,1819.992511,5,67,136,1,9,19,Eclipse,1,9,19,0,0,0,2
124174267,TOI-3107,TOI-3107.01,5776,-129.6,129.6,1.59922,-0.08,0.08,4.04729,-0.08,0.08,650.592,-13.0685,13.0685,12.477,196.726352,-31.716391,PC,04/06/2021 01:36,19.45579949,-0.993101,0.993101,2459330.174,-0.001313,0.001313,1.244,-0.000316301,0.000316301,4.468,-0.147,0.147,4.7343852,-1.27E-05,1.27E-05,0.111534748,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:35+00,2023-01-24 19:31:06+00,found in faint-star QLP search,"[10, 37]",0,0,0,0,TRUE,,1.04,,13.087,12.477,11.802,11.459,11.42,11.34,11.38,11.177,TRUE,257.82,-140.57,308.87,0.971813701,0.811192438,-0.442282682,1.735733155,0.088598689,-0.088598689,0.05592212,8365830114,7.519324462,0,90,0,0,0.2,0.8,2.3,114.6,95.6,52.1,16084.8,16084.8,1115469.162,819.490456,2459332.541,77,79,1489.439181,2,22,44,1,5,11,Eclipse,1,5,11,1,0,1,2
98662211,TOI-3112,TOI-3112.01,4911,-128.1,128.1,1.19337,-0.08,0.08,4.18761,-0.09,0.09,384.707,-5.0315,5.0315,12.5042,185.727447,-11.599585,PC,04/06/2021 01:36,14.15787806,-1.12863,1.12863,2459576.217,-0.000822,0.000822,1.183,-0.00186463,0.00186463,1.497,-0.258,0.258,4.2842284,-5.50E-06,5.50E-06,0.108765803,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:36+00,2022-03-11 10:39:55+00,found in faint-star QLP search; close to stellar rotation period,"[10, 36, 46]",0,0,0,0,TRUE,,0.8,,13.58,12.5042,11.647,11.123,11.055,10.961,10.985,11.022,TRUE,544.57,-225.34,385.89,1.214145721,1.713408835,-0.708998929,1.263083451,0.100689798,-0.100689798,0.047946367,7172674337,8.639408185,0,90,0,0,0.2,0.8,2.3,176.3,248.8,103,5389.2,5389.2,441400.4384,324.2791992,2459578.359,76,75,1181.443452,17,249,504,3,26,51,Eclipse,3,26,51,1,0,1,1
94011343,TOI-3114,TOI-3114.01,5478,-123.6,123.6,1.18482,-0.06,0.06,4.27303,-0.08,0.08,304.599,-3.06,3.06,11.6001,176.36839,-50.888443,PC,04/06/2021 01:36,12.35538133,-0.631301,0.631301,2459331.608,-0.000622,0.000622,0.914,-0.000279576,0.000279576,2.134,-0.108,0.108,4.407111,-6.90E-06,6.90E-06,0.095603347,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:36+00,2023-01-24 19:21:38+00,found in faint-star QLP search,"[10, 37]",0,0,0,0,TRUE,,0.96,,12.228,11.6001,10.927,10.583,10.483,10.423,10.484,10.425,TRUE,692.36,-263.79,425.48,1.338709792,2.178408178,-0.829976159,1.102275187,0.056321,-0.056321,0.051918248,7766859395,9.422606682,0,90,0,0,0.2,0.8,2.3,170.5,277.5,105.8,7682.4,7682.4,574646.9287,422.1700516,2459333.812,114,115,1261.889999,15,211,424,2,14,27,Eclipse,2,14,27,0,0,0,2
80778619,TOI-3116,TOI-3116.01,6316,-134.2,134.2,1.57642,-0.0917839,0.0917839,4.13614,-0.09,0.09,713.76,-25.581,25.581,12.4173,165.951263,-48.526307,PC,04/06/2021 01:36,10.20675624,-1.4874625,1.4874625,2460014.722,-0.001492,0.001492,0.352346738,-0.014236305,0.014236305,2.0820857,-0.2250432,0.2250432,1.6484941,-7.92E-05,7.92E-05,0.059358802,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:36+00,2024-01-16 20:59:40+00,found in faint-star QLP search,"[10, 36, 63, 64]",0,0,0,0,TRUE,,1.24,,12.849,12.4173,11.723,11.458,11.368,11.309,11.326,11.517,TRUE,373.32,-133.23,206.86,0.650854347,1.174596078,-0.419188459,0.910587366,0.132702744,-0.132702744,0.029345334,4389999493,4.002861196,0,90,0,0,0.2,0.8,2.3,97,175.1,62.5,7495.50852,7495.50852,5628655.601,4135.147526,2460015.546,313,315,2232.244996,33,496,987,5,43,86,Eclipse,5,43,86,1,0,1,1
58461209,TOI-3118,TOI-3118.01,5406,-129.2,129.2,1.77576,-0.11,0.11,3.91243,-0.09,0.09,423.105,-11.3365,11.3365,11.4553,201.376867,-28.413642,PC,04/06/2021 01:36,11.04222593,-0.708867,0.708867,2458594.48,-0.003285,0.003285,0.325,-0.000283471,0.000283471,3.881,-0.353,0.353,3.8098324,-0.0009063,0.0009063,0.057008771,PC,PC,3,4,3,3,4,4,4,2021-06-04 01:36:37+00,2021-06-04 01:36:37+00,found in faint-star QLP search,[10],0,0,0,0,TRUE,,0.94,,12.238,11.4553,10.693,10.303,10.224,10.158,10.202,10.159,TRUE,527.4,-191.27,299.98,0.943842633,1.659385974,-0.601802721,0.985123107,0.063240987,-0.063240987,0.046779216,6998071080,5.664636898,0,90,0,0,0.2,0.8,2.3,128,225,81.6,13971.6,13971.6,1507998.88,1107.866297,2458596.385,95,93,1606.108961,23,309,622,2,15,31,Eclipse,2,15,31,0,0,0,2
180145006,TOI-312,TOI-312.01,5755,-126.7,126.7,1.28259,-0.0676131,0.0676131,4.23473,-0.08,0.08,506.715,-9.7745,9.7745,12.2607,14.523332,-37.942558,APC,20/12/2018 19:43,9.724997116,-0.7395744,0.7395744,2458357.546,-0.00258,0.00258,0.483216666,-0.03016489,0.03016489,2.2737223,-0.1613238,0.1613238,3.5413787,-0.0006284,0.0006284,0.069513788,PC,APC,3,4,3,3,4,4,4,2018-12-20 19:43:30+00,2020-11-06 13:19:14+00,,"[2, 3, 29]",0,0,0,0,TRUE,,1.03,,12.876,12.2607,11.66,11.33,11.256,11.205,11.258,11.19,TRUE,298.45,-105.77,164.1,0.516316341,0.939028714,-0.332789637,0.867607622,0.065980522,-0.065980522,0.0459266,6870521539,7.699807232,0,90,0,0,0.2,0.8,2.3,67.5,122.8,43.5,8185.40028,8185.40028,1048394.658,770.2135079,2458359.317,127,130,1466.528151,21,311,618,9,67,135,Eclipse,9,67,135,1,0,1,1
61117473,TOI-3122,TOI-3122.01,6504,-127.9,127.9,1.29418,-0.06,0.06,4.33793,-0.09,0.09,520.156,-12.2555,12.2555,12.123,226.954057,-28.156608,PC,04/06/2021 13:54,14.10938576,-0.744972,0.744972,2459356.523,-0.001144,0.001144,0.999,-0.000552842,0.000552842,2.573,-0.153,0.153,6.1836286,-1.55E-05,1.55E-05,0.099949987,PC,PC,3,4,3,3,4,4,4,2021-06-04 13:54:13+00,2022-10-04 21:06:18+00,found in faint-star QLP search,"[11, 38]",0,0,0,0,TRUE,,1.33,,12.473,12.123,11.515,11.277,11.207,11.054,11.072,11.147,TRUE,547.27,-226.74,387.2,1.218267442,1.721903985,-0.713403822,1.25875725,0.066462064,-0.066462064,0.072528226,10850068153,12.05079722,0,90,0,0,0.2,0.8,2.3,111.5,157.7,65.4,9262.8,9262.8,698372.8576,513.0665294,2459359.614,56,58,1324.822348,13,187,371,4,25,52,Eclipse,4,25,52,0,0,0,1
454876465,TOI-3126,TOI-3126.01,5655,-122,122,1.38626,,,4.15438,,,693.951,-7.9995,7.9995,13.2585,177.840549,-76.87837,PC,04/06/2021 13:54,19.17425035,,,2459386.794,-0.000539,0.000539,1.608,-0.000559718,0.000559718,1.835,-0.091,0.091,1.8246123,-2.30E-06,2.30E-06,0.12680694,PC,PC,3,4,3,3,4,4,4,2021-06-04 13:54:14+00,2023-01-24 17:43:29+00,found in faint-star QLP search,"[11, 12, 39]",0,0,0,0,TRUE,,1,,14.169,13.2585,12.412,12.101,12.011,11.9,11.924,11.854,TRUE,266.9,-143.41,311.75,0.980875194,0.839761313,-0.451218321,1.71061498,,,0.029231444,4372961746,4.534286763,0,90,0,0,0.2,0.8,2.3,163.1,139.7,75.1,6606,6606,2818378.713,2070.549806,2459387.706,516,518,1877.859606,2,36,72,1,5,11,Eclipse,1,5,11,1,0,1,2
17361,TOI-3127,TOI-3127.01,5775.3,-121.6,121.6,1.25819,-0.06,0.06,4.25352,-0.08,0.08,308.901,-3.0255,3.0255,11.342,219.336233,-24.958522,APC,04/06/2021 13:54,13.67576195,-0.697727,0.697727,2459357.946,-0.00042,0.00042,0.993,-0.000299205,0.000299205,1.878,-0.231,0.231,3.606557,-3.10E-06,3.10E-06,0.099649385,PC,APC,3,4,3,3,4,4,4,2021-06-04 13:54:14+00,2022-10-04 21:29:29+00,found in faint-star QLP search; CTOI from Montalto et al. (2020),"[11, 38]",0,0,0,0,TRUE,,1.035,-0.21,11.496,11.342,10.755,10.481,10.42,10.376,10.401,10.44,TRUE,582.38,-235.83,395.85,1.245483386,1.832372399,-0.74200416,1.220071858,0.062247141,-0.062247141,0.046573896,6967355610,7.959755813,0,90,0,0,0.2,0.8,2.3,161.3,237.4,96.1,6760.8,6760.8,994958.7529,730.9562918,2459359.749,99,98,1447.470357,6,93,185,1,6,13,Eclipse,1,6,13,0,0,0,2
4711,TOI-3129,TOI-3129.01,5949.1,-101.6,101.6,1.5098,-0.08,0.08,4.11686,-0.08,0.08,321.683,-4.442,4.442,10.9198,218.918812,-26.179337,PC,04/06/2021 13:54,12.00044528,-0.651789,0.651789,2459358.079,-0.000808,0.000808,0.531,-0.000210261,0.000210261,1.861,-0.101,0.101,2.3348152,-5.60E-06,5.60E-06,0.072869747,PC,PC,3,4,3,3,4,4,4,2021-06-04 13:54:14+00,2022-10-04 21:05:21+00,found in faint-star QLP search,"[11, 38]",0,0,0,0,TRUE,,1.088,-0.1,11.641,10.9198,10.311,10.01,9.948,9.892,9.911,9.909,TRUE,714.8,-268.08,428.62,1.348589337,2.249012313,-0.843474008,1.070609859,0.05814882,-0.05814882,0.03543917,5301624398,5.047397773,0,90,0,0,0.2,0.8,2.3,195.3,325.7,122.2,6699.6,6699.6,2786133.462,2046.860513,2459359.247,152,153,1872.416698,15,218,434,1,5,11,Eclipse,1,5,11,0,0,0,2
448775221,TOI-3133,TOI-3133.01,6130,-126,126,1.95377,-0.09,0.09,3.92078,-0.08,0.08,630.243,-11.263,11.263,11.938,213.370342,-68.010933,PC,04/06/2021 13:54,15.15930792,-0.721667,0.721667,2459388.723,-0.001793,0.001793,0.506,-0.000190245,0.000190245,3.584,-0.202,0.202,4.0902788,-1.64E-05,1.64E-05,0.071133677,PC,PC,3,4,3,3,4,4,4,2021-06-04 13:54:14+00,2023-01-24 17:27:19+00,found in faint-star QLP search,"[11, 12, 38, 39]",0,0,0,0,TRUE,,1.16,,12.634,11.938,11.184,10.91,10.816,10.771,10.79,10.622,TRUE,471.65,-206.24,367.87,1.157448461,1.483976857,-0.648903609,1.352425192,0.064382928,-0.064382928,0.052609011,7870196094,5.79015398,0,90,0,0,0.2,0.8,2.3,133.2,170.9,74.7,12902.4,12902.4,2386806.709,1753.491163,2459390.768,143,144,1801.359607,10,146,289,1,10,21,Eclipse,1,10,21,0,0,0,2
