TIC,Star Name,Planet Name,Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star TESS Mag,Star RA,Star Dec,TFOPWG Disposition,Creation Date,Planet Radius [Re],Planet Radius Error Lower [Re],Planet Radius Error Upper [Re],Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hr],Transit Duration Error Lower [hr],Transit Duration Error Upper [hr],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Rp/Rs,TOI Disposition,EXOFOP Disposition,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Updated,Public Comment,Sectors,FP_Flag,Known,EB,VS,NASA PC,Assumed Parameters,Star Mass [Ms],Star Metallicity,Star V Mag,Star T Mag,Star J Mag,Star H Mag,Star Ks Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Mass Flag,Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Me],Planet Mass [Mjup],Planet Mass Error Upper [Mjup],Planet Mass Error Lower [Mjup],Planet Radius [Rjup],Planet Radius Error Upper [Rjup],Planet Radius Error Lower [Rjup],Planet Semi-major Axis [au],Planet Semi-major Axis [m],a/Rs,Eccentricity,Inclination,Periastron,Impact Parameter,Planet Albedo,Heat Redistribution Factor,Mean Molecular Weight,Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Transit Duration T14 [s],Eclipse Duration E14 [s],Planet Insolation Flux [W/m2],Planet Insolation Flux [Earth],Eclipse Mid Time,Available Transits,Available Eclipses,Planet Temperature [K],Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
161032923,TOI-1080,TOI-1080.01,3227,-64,64,0.199988,-0.0059812,0.0059812,5.06391,-0.407584,0.407584,25.559,-0.0541,0.0541,12.7067,276.368325,-52.214573,PC,16/08/2019 20:20,1.323436289,-1.0583848,1.0583848,2458654.061,-0.001219,0.001219,0.368075444,-0.045806815,0.045806815,1.0112593,-0.5740471,0.5740471,3.9652485,-1.22E-05,1.22E-05,0.060669222,PC,PC,2,4,1,1,4,4,4,2019-08-16 20:20:43+00,2024-04-24 15:21:38+00,L1 candidate,"[13, 66]",0,0,0,0,TRUE,,0.168986,,15.349,12.7067,11.044,10.467,10.17,10.015,9.834,9.584,TRUE,1.14,-0.82,2.93,0.009218811,0.003586841,-0.002580009,0.11806928,0.09442293,-0.09442293,0.027106437,4055065259,29.14552665,0,90,0,0,0.2,0.8,2.3,3.9,1.5,1.1,3640.53348,3640.53348,7211.450824,5.297963697,2458656.043,102,103,422.6666814,5,69,139,5913,41011,94421,Transit,5,69,139,1,0,1,1
253728991,TOI-1081,TOI-1081.01,6027,-192,192,1.23975,-1.23975,1.23975,4.29978,-2.0042,2.0042,354.05,,,11.5247,282.140409,-40.11177,PC,16/08/2019 20:20,10.59291945,-11.475316,11.475316,2458654.026,-0.002567,0.002567,0.613623166,-0.031589865,0.031589865,3.109528,-0.110696,0.110696,2.98278,-0.000442,0.000442,0.078334103,PC,PC,3,4,3,3,4,4,4,2019-08-16 20:20:44+00,2019-08-16 20:20:44+00,,[13],0,0,0,0,TRUE,"Star Mass, ",1.180652017,,12.093,11.5247,10.915,10.632,10.556,10.495,10.536,10.477,TRUE,439.3,-158.12,246.58,0.775827443,1.382192375,-0.497501157,0.945038599,1.023760882,-1.023760882,0.042869322,6413159283,7.435598075,0,90,0,0,0.2,0.8,2.3,98.1,174.7,62.8,11194.3008,11194.3008,1352431.85,993.5774393,2458655.518,124,125,1562.889381,8,108,215,1,10,21,Eclipse,1,10,21,0,0,0,2
322270620,TOI-1083,TOI-1083.01,3551,-64,64,0.491323,-0.0146852,0.0146852,4.74501,-0.359456,0.359456,68.9109,-0.125,0.125,12.0936,296.822194,-87.32281,PC,16/08/2019 20:20,2.877567351,-0.3761152,0.3761152,2458627.916,-0.00489,0.00489,0.288307172,-0.040656052,0.040656052,2.828721,-0.3491287,0.3491287,12.9802713,-0.0001219,0.0001219,0.053694243,PC,PC,2,4,1,1,4,4,4,2019-08-16 20:20:47+00,2022-03-22 14:37:25+00,potential level one candidate,"[12, 13, 39]",0,0,0,0,TRUE,,0.489415,,14.158,12.0936,10.702,10.065,9.889,9.756,9.657,9.557,TRUE,7.22,-4.46,11.76,0.037001098,0.02271666,-0.014032729,0.256719805,0.033554808,-0.033554808,0.085184341,12743396024,37.28173211,0,90,0,0,0.2,0.8,2.3,5.2,3.1,1.9,10183.3956,10183.3956,6468.035553,4.751806312,2458634.406,75,77,411.232693,10,131,260,12666,83637,197810,Transit,10,131,260,1,0,1,1
381979901,TOI-1085,TOI-1085.01,6102,-193,193,1.27589,,,4.28649,-2.00486,2.00486,444.066,,,11.6577,77.605399,-59.535664,APC,16/08/2019 20:20,16.24173673,,,2460041.175,-0.00086,0.00086,1.362,-1.18E-05,1.18E-05,4.341,-0.018,0.018,3.2541181,-8.00E-07,8.00E-07,0.116704756,PC,APC,3,4,3,3,4,4,4,2019-08-16 20:20:49+00,2023-07-12 16:56:11+00,TFOP APC/SB2; 1000pm secondary; phased,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64]",0,0,0,0,TRUE,"Star Mass, ",1.217048118,,12.197,11.6577,11.139,10.891,10.862,10.821,10.841,10.835,TRUE,401.45,-186.58,350.25,1.102009741,1.263102956,-0.587046331,1.448993189,,,0.045896995,6866092652,7.735251213,0,90,0,0,0.2,0.8,2.3,132.6,152,70.6,15627.6,15627.6,1313082.638,964.6691511,2460042.802,382,383,1551.386451,1,21,41,1,3,5,Eclipse,1,3,5,0,0,0,2
468148930,TOI-1086,TOI-1086.01,5787,-190,190,2.084,-0.106131,0.106131,3.8173,-2.00353,2.00353,736.397,-11.06,11.06,12.2303,305.56982,-88.568495,PC,16/08/2019 20:20,15.85487044,-0.8573183,0.8573183,2458655.291,-0.000741,0.000741,0.486484051,-0.007977315,0.007977315,5.5277827,-0.1120406,0.1120406,3.7178828,-4.10E-06,4.10E-06,0.069748409,PC,PC,3,4,3,3,4,4,4,2019-08-16 20:20:50+00,2024-04-24 21:32:13+00,,"[13, 27, 66, 67]",0,0,0,0,TRUE,,1.04,,12.897,12.2303,11.485,11.187,11.058,11.039,11.066,11.17,TRUE,424.48,-193.87,356.77,1.122523955,1.33556344,-0.609983236,1.41447923,0.076484947,-0.076484947,0.047601982,7121155201,4.911687562,0,90,0,0,0.2,0.8,2.3,143.5,170.7,77.9,19900.01772,19900.01772,2634272.194,1935.29413,2458657.15,271,271,1846.388634,8,110,218,1,8,16,Eclipse,1,8,16,0,0,0,2
193413306,TOI-1091,TOI-1091.01,7348,-133.8,133.8,2.38732,-0.09,0.09,3.90496,-0.09,0.09,321.671,-3.7845,3.7845,9.3529,222.101134,-56.025931,PC,06/08/2019 19:29,13.55582523,-3.57813,3.57813,2459359.555,-0.003007,0.003007,0.271,-0.018113,0.018113,3.674,-0.322,0.322,1.725841,-1.65E-05,1.65E-05,0.05205766,PC,PC,3,4,3,3,4,4,4,2019-08-06 19:29:59+00,2021-08-12 19:22:42+00,crowded field; marginal secondary,"[11, 12, 38]",0,0,0,0,TRUE,,1.67,,9.71,9.3529,8.861,8.724,8.643,8.598,8.624,8.669,TRUE,590.49,-238.07,398.46,1.253695364,1.857889313,-0.749051989,1.209371803,0.319219926,-0.319219926,0.033415203,4998843166,3.00979469,0,90,0,0,0.2,0.8,2.3,150.9,223.7,90.2,13226.4,13226.4,18241696.02,13401.44246,2459360.418,262,262,2994.923365,4,33,66,1,1,2,Eclipse,1,1,2,0,0,0,3
136274063,TOI-1094,TOI-1094.01,7710,-140.2,140.2,2.28468,-0.09,0.09,3.9781,-0.08,0.08,426.003,-9.675,9.675,9.9806,230.498827,-53.819601,APC,06/08/2019 19:29,7.517557443,-0.96597,0.96597,2459360.161,-0.001302,0.001302,0.091,-0.00127147,0.00127147,0.468,-0.109,0.109,0.5971314,-1.40E-06,1.40E-06,0.030166206,PC,APC,3,4,3,3,4,4,4,2019-08-06 19:29:59+00,2022-10-04 20:51:50+00,,"[12, 38]",0,0,0,0,TRUE,,1.81,,10.286,9.9806,9.531,9.382,9.364,9.174,9.193,9.447,TRUE,82.89,-30.55,48.42,0.152346357,0.260801106,-0.096121049,0.670672706,0.086178219,-0.086178219,0.016912928,2530138078,1.591830565,0,90,0,0,0.2,0.8,2.3,24.8,42.3,15.6,1684.8,1684.8,79050808.5,58075.45858,2459360.459,720,719,4321.066604,6,91,185,4,53,106,Eclipse,4,53,106,0,0,0,1
375223080,TOI-1095,TOI-1095.01,7066,-133.7,133.7,2.66473,-0.11,0.11,3.77988,-0.09,0.09,582.521,-7.7425,7.7425,10.4291,133.968965,-75.926187,PC,12/08/2019 16:22,12.43395913,-0.492218,0.492218,2459387.422,-0.000415,0.000415,0.183,-2.04E-05,2.04E-05,1.779,-0.022,0.022,1.4821401,-1.00E-06,1.00E-06,0.042778499,PC,PC,3,4,3,3,4,4,4,2019-08-12 16:22:54+00,2022-03-22 15:00:43+00,,"[10, 11, 12, 37, 39]",0,0,0,0,TRUE,,1.56,,10.753,10.4291,9.877,9.76,9.661,9.552,9.557,9.522,TRUE,685.99,-262.09,423.6,1.33279465,2.158365916,-0.82462736,1.10928544,0.043912824,-0.043912824,0.029513458,4415150532,2.38160811,0,90,0,0,0.2,0.8,2.3,176.6,286.1,109.3,6404.4,6404.4,24911376.55,18301.38925,2459388.163,841,841,3237.602189,34,467,948,1,11,21,Eclipse,1,11,21,0,0,0,2
351603103,TOI-1103,TOI-1103.01,4437,-124,124,3.12602,,,,,,320.212,-3.4725,3.4725,10.5598,310.086743,-63.789963,PC,15/08/2019 15:39,22.84786384,,,2459037.656,-0.002636,0.002636,0.449,-0.133209,0.133209,4.073,-0.128,0.128,2.94308,-1.00E-05,1.00E-05,0.067007462,PC,PC,3,4,3,3,4,4,4,2019-08-15 15:39:13+00,2022-07-11 15:43:33+00,TOI 1103 under investigation no observing notes ,"[13, 27]",0,0,0,0,TRUE,"Star Mass, ",4.57766572,,11.579,10.5598,9.373,8.696,8.562,8.513,8.526,8.38,TRUE,196.56,-114.78,275.66,0.867323355,0.618446923,-0.361138267,2.038353387,,,0.066738529,9983941895,4.590799114,0,90,0,0,0.2,0.8,2.3,44.6,31.8,18.6,14662.8,14662.8,1041199.693,764.927656,2459039.127,171,170,1464.300755,1,9,17,1,2,3,Eclipse,1,2,3,0,0,0,3
261369656,TOI-1119,TOI-1119.01,6456,-127.2,127.2,2.06848,-0.1,0.1,3.92404,-0.09,0.09,421.518,-7.0305,7.0305,10.5024,292.604815,-46.278074,APC,22/08/2019 14:42,13.96308534,-8.82147,8.82147,2458666.522,-0.00188,0.00188,0.383,-0.147742,0.147742,3.588,-0.259,0.259,10.95663,-0.00203,0.00203,0.061886994,PC,APC,3,4,3,3,4,4,4,2019-08-22 14:42:11+00,2020-05-20 19:58:56+00,,[13],0,0,0,0,TRUE,,1.31,-0.42,10.937,10.5024,10.006,9.777,9.703,9.659,9.676,9.607,TRUE,558.64,-229.82,390.07,1.227297472,1.757678006,-0.723094586,1.245705178,0.787000193,-0.787000193,0.105666881,15807540366,10.98477005,0,90,0,0,0.2,0.8,2.3,93.8,134.3,55.3,12916.8,12916.8,815951.1325,599.4465723,2458672,35,35,1377.377673,16,202,399,3,22,43,Eclipse,3,22,43,0,0,0,1
469782185,TOI-1123,TOI-1123.01,5471,-156.3,156.3,1.24212,-0.07,0.07,4.23201,-0.08,0.08,161.932,-2.2055,2.2055,10.2398,292.391505,-37.304009,APC,22/08/2019 14:42,14.76970772,-4.0994,4.0994,2458658.041,-0.00026,0.00026,1.18838,-0.0825818,0.0825818,1.886,-0.025,0.025,1.20928,-2.00E-05,2.00E-05,0.109012843,PC,APC,3,4,3,3,4,4,4,2019-08-22 14:42:10+00,2019-08-22 14:42:10+00,Large candidate,[13],0,0,0,0,TRUE,,0.96,,11.154,10.2398,9.412,9.036,8.921,8.843,8.849,8.791,TRUE,496.87,-214.24,375.43,1.181234881,1.563327851,-0.674074424,1.31766733,0.365724601,-0.365724601,0.021921957,3279478015,3.795064538,0,90,0,0,0.2,0.8,2.3,231.6,306.4,132.1,6789.6,6789.6,3524376.468,2589.218042,2458658.646,302,301,1985.830305,1,8,15,1,1,1,Eclipse,1,1,1,0,0,0,3
89389197,TOI-1137,TOI-1137.01,5075,-59,59,6.30703,,,,,,419.435,-5.153,5.153,9.00558,301.17768,30.409951,PC,03/09/2019 15:31,22.31779468,-34.22737,34.22737,2459770.241,-0.001608,0.001608,0.10524256,-0.007895927,0.007895927,1.6000996,-0.1169892,0.1169892,1.3206356,-0.0001541,0.0001541,0.03244111,PC,PC,5,5,5,5,5,5,5,2019-09-03 15:31:11+00,2022-10-11 18:05:46+00,star is a giant; also matched to 1963523488,"[14, 54]",0,0,0,0,TRUE,"Star Mass, ",11.94346507,,9.857,9.00558,8.088,7.625,7.55,7.422,7.536,7.521,TRUE,201.81,-117.31,280.27,0.881828037,0.63496527,-0.369098537,1.991063703,3.053566673,-3.053566673,0.053848883,8055678246,1.835926166,0,90,0,0,0.2,0.8,2.3,31.3,22.5,13.1,5760.35856,5760.35856,11148067.07,8190.03777,2459770.901,429,431,2648.460152,5,48,93,1,3,7,Eclipse,1,3,7,0,0,0,2
117789567,TOI-1149,TOI-1149.01,13079,-1310.6,1310.6,2.957928141,,,,,,632.553,-22.148,22.148,7.9172,300.774016,26.892025,APC,03/09/2019 15:31,23.00254362,,,2459770.331,-0.000408,0.000408,0.508294171,-0.007031139,0.007031139,2.3817612,-0.0281677,0.0281677,2.3202418,-6.14E-05,6.14E-05,0.071294752,PC,APC,3,4,3,3,4,4,4,2019-09-03 15:31:11+00,2022-10-05 12:37:39+00,TFOP APC; possible chromaticity; variable hot star; likely too large (B8 host star with no stellar radius); possibly synchronized,"[14, 41, 54]",0,0,0,0,TRUE,"Star Radius, Star Mass, ",4.18844,,7.87,7.9172,7.921,8.027,8.017,8.005,8.063,8.078,TRUE,195.53,-114.33,274.57,0.863893832,0.61520618,-0.359722409,2.052153016,,,0.055292872,8271695869,4.019619418,0,90,0,0,0.2,0.8,2.3,51,36.4,21.3,8574.34032,8574.34032,102687071.5,75440.07303,2459771.491,227,227,4612.826013,1,1,2,1,1,2,Either,1,1,2,0,0,0,3
