TIC,Star Name,Planet Name,Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star TESS Mag,Star RA,Star Dec,TFOPWG Disposition,Creation Date,Planet Radius [Re],Planet Radius Error Lower [Re],Planet Radius Error Upper [Re],Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hr],Transit Duration Error Lower [hr],Transit Duration Error Upper [hr],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Rp/Rs,TOI Disposition,EXOFOP Disposition,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Updated,Public Comment,Sectors,FP_Flag,Known,EB,VS,NASA PC,Assumed Parameters,Star Mass [Ms],Star Metallicity,Star V Mag,Star T Mag,Star J Mag,Star H Mag,Star Ks Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Mass Flag,Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Me],Planet Mass [Mjup],Planet Mass Error Upper [Mjup],Planet Mass Error Lower [Mjup],Planet Radius [Rjup],Planet Radius Error Upper [Rjup],Planet Radius Error Lower [Rjup],Planet Semi-major Axis [au],Planet Semi-major Axis [m],a/Rs,Eccentricity,Inclination,Periastron,Impact Parameter,Planet Albedo,Heat Redistribution Factor,Mean Molecular Weight,Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Transit Duration T14 [s],Eclipse Duration E14 [s],Planet Insolation Flux [W/m2],Planet Insolation Flux [Earth],Eclipse Mid Time,Available Transits,Available Eclipses,Planet Temperature [K],Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
65212867,TOI-1007,TOI-1007.01,6596.02,-139.2,139.2,2.70235,-0.13,0.13,3.7132,-0.09,0.09,283.291,-3.0025,3.0025,8.87759,112.752393,-4.463359,PC,24/07/2019 15:58,15.70838171,-0.764705,0.764705,2459247.931,-0.0013,0.0013,0.284,-9.44e-05,9.44e-05,3.953,-0.437,0.437,6.9989206,-1.37e-05,1.37e-05,0.05329165,PC,PC,3,4,3,3,4,4,4,2019-07-24 15:58:33+00,2021-06-11 18:54:01+00,,"[7, 34]",0,0,0,0,True,,1.376,0.154,9.374,8.87759,8.426,8.257,8.193,8.142,8.166,8.16,True,433.34,-196.89,359.57,1.13133374,1.363440117,-0.619485219,1.401410359,0.068222528,-0.068222528,0.07966633,11917913393.0,6.33923169,0,90,0,0,0.2,0.8,2.3,97.2,117.1,53.2,14230.8,14230.8,2669685.901,1961.31116,2459251.43,57,56,1852.459209,4.0,34.0,65.0,1.0,2.0,5.0,Eclipse,1.0,2.0,5.0,0,0,0,2
107782586,TOI-1009,TOI-1009.01,8868.7,-809.8,809.8,2.184184165,,,,,,866.147,-172.097,172.097,8.4331,111.667845,-24.462111,PC,24/07/2019 15:58,9.845017085,,,2459229.231,-0.000389,0.000389,0.170762727,-0.004960122,0.004960122,2.0065257,-0.050591,0.050591,1.9600277,-2.5e-06,2.5e-06,0.041323447,PC,PC,3,4,3,3,4,4,4,2019-07-24 15:58:33+00,2024-01-16 21:07:46+00,no stellar radius; Simbad lists as B3III/IV; planet likely larger; odd-even; hot star with extremely rapid rotation,"[7, 34, 61]",0,0,0,0,True,"Star Radius, Star Mass, ",2.462946154,,8.289,8.4331,8.552,8.578,8.64,8.642,8.689,8.69,True,316.64,-112.27,174.14,0.547905714,0.996260855,-0.353240924,0.878315105,,,0.041395986,6192751378.0,4.075420138,0,90,0,0,0.2,0.8,2.3,48.8,88.7,31.4,7223.49252,7223.49252,21116522.07,15513.46186,2459230.211,268,269,3106.409981,25.0,357.0,715.0,8.0,67.0,134.0,Eclipse,8.0,67.0,134.0,0,0,0,1
341420329,TOI-1019,TOI-1019.01,7645.0,-134.4,134.4,1.56203,-0.0481257,0.0481257,4.30354,-0.08,0.08,399.544,-4.1635,4.1635,10.6348,120.147994,-54.878552,PC,24/07/2019 17:08,24.57082769,-0.7497171,0.7497171,2459232.447,-0.00012,0.00012,2.079694163,-0.005080361,0.005080361,3.7078139,-0.0125204,0.0125204,5.2341008,-1.2e-06,1.2e-06,0.144211448,PC,PC,3,4,3,3,4,4,4,2019-07-24 17:08:12+00,2024-02-15 18:44:10+00,Large for its insolation,"[7, 8, 9, 34, 35, 36, 61, 62, 63]",0,0,0,0,True,,1.79,,10.891,10.6348,10.178,10.083,10.017,9.986,9.998,9.373,True,194.95,-111.74,262.1,0.824658824,0.613381296,-0.351573357,2.19206619,0.066885395,-0.066885395,0.07164355,10717722557.0,9.862593571,0,90,0,0,0.2,0.8,2.3,65.5,48.7,27.9,13348.13004,13348.13004,1990704.636,1462.490856,2459235.064,238,238,1721.341041,1.0,1.0,2.0,1.0,1.0,1.0,Eclipse,1.0,1.0,1.0,0,0,0,3
20318757,TOI-1027,TOI-1027.01,4272.0,-122.7,122.7,0.680275,-0.06,0.06,4.59877,-0.11,0.11,56.3449,-0.13245,0.13245,10.2103,167.133275,-29.653135,PC,24/07/2019 18:44,2.928862051,-0.314177,0.314177,2460037.869,-0.001406,0.001406,0.1558,-0.018542,0.018542,1.537,-0.709,0.709,3.2834565,-4.6e-06,4.6e-06,0.039471509,PC,PC,2,4,1,1,4,4,4,2019-07-24 18:44:12+00,2023-05-05 14:21:23+00,TOI 1027.01; potential multi; variable host,"[9, 36, 63]",0,0,0,0,True,,0.67,,11.308,10.2103,9.188,8.548,8.432,8.333,8.397,8.31,True,7.54,-4.62,12.05,0.03791354,0.023723493,-0.014536146,0.26129602,0.028029043,-0.028029043,0.037831595,5659525999.0,11.95841291,0,90,0,0,0.2,0.8,2.3,6.8,4.2,2.6,5533.2,5533.2,131842.2216,96.85919251,2460039.511,115,114,873.5333167,4.0,41.0,82.0,47.0,287.0,599.0,Transit,4.0,41.0,82.0,0,0,0,1
20318757,TOI-1027,TOI-1027.02,4272.0,-122.7,122.7,0.680275,-0.06,0.06,4.59877,-0.11,0.11,56.3449,-0.13245,0.13245,10.2103,167.133275,-29.653135,PC,03/06/2021 22:37,3.054020116,-0.268927,0.268927,2460032.533,-0.002913,0.002913,0.1694,-0.0104432,0.0104432,2.715,-0.404,0.404,11.02875,-3.54e-05,3.54e-05,0.041158231,PC,PC,2,4,1,1,4,4,4,2021-06-03 22:37:59+00,2023-05-05 16:56:45+00,TOI 1027.02,"[9, 36, 63]",0,0,0,0,True,,0.67,,11.308,10.2103,9.188,8.548,8.432,8.333,8.397,8.31,True,8.34,-5.05,12.76,0.04014745,0.026240575,-0.015889077,0.272461894,0.023992101,-0.023992101,0.084849989,12693377718.0,26.82073587,0,90,0,0,0.2,0.8,2.3,4.8,3.1,1.9,9774.0,9774.0,26209.5898,19.25513446,2460038.048,35,33,583.2851256,5.0,46.0,92.0,579.0,3444.0,5931.0,Transit,5.0,46.0,92.0,0,0,0,1
20318757,TOI-1027,TOI-1027.03,4272.0,-122.7,122.7,0.680275,-0.06,0.06,4.59877,-0.11,0.11,56.3449,-0.13245,0.13245,10.2103,167.133275,-29.653135,PC,18/05/2023 23:08,2.581118095,-0.302798,0.302798,2460032.573,-0.002567,0.002567,0.121,-0.0182035,0.0182035,1.024,-0.471,0.471,5.0113292,-1.2e-05,1.2e-05,0.034785054,PC,PC,2,4,1,1,4,4,4,2023-05-18 23:08:27+00,2023-05-18 19:08:07+00,L1 multi candidate,"[9, 36, 63]",0,0,0,0,True,,0.67,,11.308,10.2103,9.188,8.548,8.432,8.333,8.397,8.31,True,5.57,-3.6,10.18,0.032029862,0.01752518,-0.011326867,0.230272329,0.027013875,-0.027013875,0.050149647,7502280363.0,15.85209898,0,90,0,0,0.2,0.8,2.3,5.0,2.7,1.7,3686.4,3686.4,75028.80881,55.12065671,2460035.079,75,76,758.7048468,10.0,123.0,248.0,291.0,1903.0,3767.0,Transit,10.0,123.0,248.0,0,0,0,1
146589986,TOI-1032,TOI-1032.01,10395.0,-320.6,320.6,2.33837,-0.109357,0.109357,4.12838,-0.07,0.07,587.196,-18.7865,18.7865,9.7611,159.221506,-42.541639,PC,24/07/2019 18:44,15.07197062,-0.7471176,0.7471176,2459283.829,-0.000897,0.000897,0.34918233,-0.009525267,0.009525267,3.8087395,-0.0887935,0.0887935,5.6643704,-1.09e-05,1.09e-05,0.059091652,PC,PC,3,4,3,3,4,4,4,2019-07-24 18:44:12+00,2024-01-16 20:30:45+00,two stars in pixel; near neighbor is TIC 146589990,"[36, 63]",0,0,0,0,True,,2.68,,9.762,9.7611,9.372,9.395,9.366,9.363,9.408,9.424,True,474.97,-207.86,369.66,1.163080431,1.494422746,-0.654000699,1.344633467,0.066653482,-0.066653482,0.086392035,12924064474.0,7.944450839,0,90,0,0,0.2,0.8,2.3,68.7,88.3,38.7,13711.4622,13711.4622,10488912.44,7705.783302,2459286.661,83,85,2607.819659,3.0,38.0,76.0,1.0,6.0,12.0,Eclipse,1.0,6.0,12.0,0,0,0,2
146172354,TOI-1036,TOI-1036.01,5771.0,-132.3,132.3,1.17554,-0.06,0.06,4.31043,-0.08,0.08,184.015,-0.962,0.962,10.2855,157.867112,-42.240448,PC,24/07/2019 18:44,6.737539029,-0.311897,0.311897,2460037.172,-0.001095,0.001095,0.2761,-0.00602474,0.00602474,2.952,-0.158,0.158,3.7795212,-4e-06,4e-06,0.052545219,PC,PC,3,4,3,3,4,4,4,2019-07-24 18:44:12+00,2023-05-05 16:12:26+00,multiple stars in pixel,"[9, 36, 63]",0,0,0,0,True,,1.03,,10.973,10.2855,9.687,9.374,9.291,9.296,9.362,9.277,True,58.42,-22.62,36.9,0.116100384,0.183809876,-0.071170479,0.601084005,0.027825634,-0.027825634,0.047957171,7174290677.0,8.77242278,0,90,0,0,0.2,0.8,2.3,14.9,23.5,9.1,10627.2,10627.2,816715.6753,600.0082513,2460039.062,129,130,1377.768653,1.0,12.0,24.0,3.0,26.0,51.0,Transit,1.0,12.0,24.0,0,0,0,2
31553893,TOI-1058,TOI-1058.01,5846.0,-189.0,189.0,3.44756,-0.174417,0.174417,3.38835,-2.00356,2.00356,338.831,-6.705,6.705,9.3781,288.911772,-31.790813,PC,16/08/2019 20:20,11.70354475,-0.8953745,0.8953745,2458663.024,-0.005969,0.005969,0.096861193,-0.007567997,0.007567997,7.1068241,-0.3739165,0.3739165,11.1296402,-0.0002401,0.0002401,0.031122531,PC,PC,3,4,3,3,4,4,4,2019-08-16 20:20:41+00,2021-07-01 17:56:40+00,Centroid offset and a single transit in Y3,"[13, 27]",0,0,0,0,True,,1.06,,10.09,9.3781,8.706,8.398,8.312,8.235,8.273,8.221,True,672.68,-249.22,395.7,1.245011433,2.116487973,-0.784133812,1.044122122,0.0798801,-0.0798801,0.099506773,14886001310.0,6.206463652,0,90,0,0,0.2,0.8,2.3,109.0,185.3,68.7,25584.56676,25584.56676,1718161.268,1262.264174,2458668.588,32,33,1659.287743,79.0,463.0,879.0,3.0,16.0,29.0,Eclipse,3.0,16.0,29.0,0,0,0,2
327301957,TOI-1074,TOI-1074.01,5065.0,-183.0,183.0,0.741671,-0.0479724,0.0479724,4.62706,-0.280579,0.280579,107.356,-0.408,0.408,10.6339,310.761004,-72.010267,PC,16/08/2019 20:20,2.97404829,-0.6062083,0.6062083,2458662.651,-0.003194,0.003194,0.135148764,-0.011007788,0.011007788,3.7732511,-0.3662606,0.3662606,13.9427597,-0.0001674,0.0001674,0.036762585,PC,PC,2,4,1,1,4,4,4,2019-08-16 20:20:47+00,2021-07-15 11:49:39+00,,"[13, 27]",0,0,0,0,True,,0.85,,11.217,10.6339,9.808,9.373,9.285,9.235,9.287,9.327,True,7.81,-4.79,12.31,0.038731591,0.024573008,-0.015071025,0.265327273,0.054082375,-0.054082375,0.107393867,16065893896.0,31.13662907,0,90,0,0,0.2,0.8,2.3,3.6,2.4,1.5,13583.70396,13583.70396,38453.67481,28.25037265,2458669.622,43,43,641.8427728,9.0,102.0,203.0,990.0,6242.0,11439.0,Transit,9.0,102.0,203.0,0,0,0,1
161032923,TOI-1080,TOI-1080.01,3227.0,-64.0,64.0,0.199988,-0.049,0.049,5.06391,-0.407584,0.407584,25.559,-0.0541,0.0541,12.7067,276.368325,-52.214573,PC,16/08/2019 20:20,1.50662687,-0.947331,0.947331,2458654.06,-0.003036,0.003036,0.477026147,-0.06168477,0.06168477,0.987454,-0.389139,0.389139,3.965347,-0.000675,0.000675,0.069067079,PC,PC,2,4,1,1,4,4,4,2019-08-16 20:20:43+00,2019-08-16 20:20:43+00,potential L1 candidate,[13],0,0,0,0,True,,0.168986,,15.349,12.7067,11.044,10.467,10.17,10.015,9.834,9.584,True,1.7,-1.22,4.37,0.013749558,0.005348798,-0.003838549,0.134412477,0.084515356,-0.084515356,0.027107117,4055167006.0,29.14625795,0,90,0,0,0.2,0.8,2.3,5.8,2.2,1.6,3554.8344,3554.8344,7211.088947,5.29769784,2458656.043,103,102,422.6613788,5.0,69.0,139.0,5913.0,41011.0,94421.0,Transit,5.0,69.0,139.0,1,0,1,1
253728991,TOI-1081,TOI-1081.01,6027.0,-192.0,192.0,1.23975,-1.23975,1.23975,4.29978,-2.0042,2.0042,354.05,,,11.5247,282.140409,-40.11177,PC,16/08/2019 20:20,10.59291945,-11.475316,11.475316,2458654.026,-0.002567,0.002567,0.613623166,-0.031589865,0.031589865,3.109528,-0.110696,0.110696,2.98278,-0.000442,0.000442,0.078334103,PC,PC,3,4,3,3,4,4,4,2019-08-16 20:20:44+00,2019-08-16 20:20:44+00,,[13],0,0,0,0,True,"Star Mass, ",1.180652017,,12.093,11.5247,10.915,10.632,10.556,10.495,10.536,10.477,True,440.8,-158.22,246.56,0.775764516,1.386911902,-0.497815792,0.945038599,1.023760882,-1.023760882,0.042869321,6413159175.0,7.435597949,0,90,0,0,0.2,0.8,2.3,98.1,175.2,62.9,11194.3008,11194.3008,1352431.896,993.577473,2458655.518,124,125,1562.889395,8.0,108.0,215.0,1.0,10.0,21.0,Eclipse,1.0,10.0,21.0,0,0,0,2
322270620,TOI-1083,TOI-1083.01,3551.0,-64.0,64.0,0.491323,-0.0146852,0.0146852,4.74501,-0.359456,0.359456,68.9109,-0.125,0.125,12.0936,296.822194,-87.32281,PC,16/08/2019 20:20,2.877567351,-0.3761152,0.3761152,2458627.916,-0.00489,0.00489,0.288307172,-0.040656052,0.040656052,2.828721,-0.3491287,0.3491287,12.9802713,-0.0001219,0.0001219,0.053694243,PC,PC,2,4,1,1,4,4,4,2019-08-16 20:20:47+00,2022-03-22 14:37:25+00,potential level one candidate,"[12, 13, 39]",0,0,0,0,True,,0.489415,,14.158,12.0936,10.702,10.065,9.889,9.756,9.657,9.557,True,7.21,-4.47,11.76,0.037001098,0.022685197,-0.014064193,0.256719805,0.033554808,-0.033554808,0.085184341,12743396024.0,37.28173211,0,90,0,0,0.2,0.8,2.3,5.2,3.1,1.9,10183.3956,10183.3956,6468.035553,4.751806312,2458634.406,75,77,411.232693,10.0,131.0,260.0,12666.0,83637.0,197810.0,Transit,10.0,131.0,260.0,1,0,1,1
381979901,TOI-1085,TOI-1085.01,6102.0,-193.0,193.0,1.27589,,,4.28649,-2.00486,2.00486,444.066,,,11.6577,77.605399,-59.535664,APC,16/08/2019 20:20,16.24173673,,,2460041.175,-0.00086,0.00086,1.362,-1.18e-05,1.18e-05,4.341,-0.018,0.018,3.2541181,-8e-07,8e-07,0.116704756,PC,APC,3,4,3,3,4,4,4,2019-08-16 20:20:49+00,2023-07-12 16:56:11+00,TFOP APC/SB2; 1000pm secondary; phased,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64]",0,0,0,0,True,"Star Mass, ",1.217048118,,12.197,11.6577,11.139,10.891,10.862,10.821,10.841,10.835,True,401.35,-186.52,350.53,1.102890719,1.262788321,-0.58685755,1.448993189,,,0.045897005,6866094232.0,7.735252993,0,90,0,0,0.2,0.8,2.3,132.7,151.9,70.6,15627.6,15627.6,1313082.033,964.6687071,2460042.802,382,383,1551.386272,1.0,21.0,41.0,1.0,3.0,5.0,Eclipse,1.0,3.0,5.0,0,0,0,2
468148930,TOI-1086,TOI-1086.01,5787.0,-190.0,190.0,2.084,-0.106131,0.106131,3.8173,-2.00353,2.00353,736.397,-11.06,11.06,12.2303,305.56982,-88.568495,PC,16/08/2019 20:20,15.86795579,-0.9240646,0.9240646,2458655.293,-0.001147,0.001147,0.487287393,-0.010895631,0.010895631,5.4901064,-0.1465228,0.1465228,3.7178739,-1.89e-05,1.89e-05,0.069805973,PC,PC,3,4,3,3,4,4,4,2019-08-16 20:20:50+00,2021-07-06 18:56:52+00,TOI 1086 under investigation no observing notes; interesting M-shaped transit,"[13, 27]",0,0,0,0,True,,1.04,,12.897,12.2303,11.485,11.187,11.058,11.039,11.066,11.17,True,423.22,-193.37,356.4,1.121359805,1.331599037,-0.60841006,1.415646629,0.082439664,-0.082439664,0.047601889,7121141303.0,4.911677976,0,90,0,0,0.2,0.8,2.3,143.3,170.2,77.8,19764.38304,19764.38304,2634282.477,1935.301685,2458657.151,271,271,1846.390436,8.0,110.0,218.0,1.0,8.0,16.0,Eclipse,1.0,8.0,16.0,0,0,0,2
193413306,TOI-1091,TOI-1091.01,7348.0,-133.8,133.8,2.38732,-0.09,0.09,3.90496,-0.09,0.09,321.671,-3.7845,3.7845,9.3529,222.101134,-56.025931,PC,06/08/2019 19:29,13.55582523,-3.57813,3.57813,2459359.555,-0.003007,0.003007,0.271,-0.018113,0.018113,3.674,-0.322,0.322,1.725841,-1.65e-05,1.65e-05,0.05205766,PC,PC,3,4,3,3,4,4,4,2019-08-06 19:29:59+00,2021-08-12 19:22:42+00,crowded field; marginal secondary,"[11, 12, 38]",0,0,0,0,True,,1.67,,9.71,9.3529,8.861,8.724,8.643,8.598,8.624,8.669,True,593.81,-238.09,398.28,1.253129021,1.868335201,-0.749114916,1.209371803,0.319219926,-0.319219926,0.033415199,4998842627.0,3.009794365,0,90,0,0,0.2,0.8,2.3,150.8,224.9,90.2,13226.4,13226.4,18241699.95,13401.44535,2459360.418,262,262,2994.923526,4.0,33.0,66.0,1.0,1.0,2.0,Eclipse,1.0,1.0,2.0,0,0,0,3
136274063,TOI-1094,TOI-1094.01,7710.0,-140.2,140.2,2.28468,-0.09,0.09,3.9781,-0.08,0.08,426.003,-9.675,9.675,9.9806,230.498827,-53.819601,APC,06/08/2019 19:29,7.517557443,-0.96597,0.96597,2459360.161,-0.001302,0.001302,0.091,-0.00127147,0.00127147,0.468,-0.109,0.109,0.5971314,-1.4e-06,1.4e-06,0.030166206,PC,APC,3,4,3,3,4,4,4,2019-08-06 19:29:59+00,2022-10-04 20:51:50+00,,"[12, 38]",0,0,0,0,True,,1.81,,10.286,9.9806,9.531,9.382,9.364,9.174,9.193,9.447,True,82.5,-30.52,48.43,0.152377821,0.259574029,-0.096026659,0.670672706,0.086178219,-0.086178219,0.016912929,2530138092.0,1.591830574,0,90,0,0,0.2,0.8,2.3,24.8,42.1,15.6,1684.8,1684.8,79050807.63,58075.45794,2459360.459,720,719,4321.066592,6.0,91.0,185.0,4.0,53.0,106.0,Eclipse,4.0,53.0,106.0,0,0,0,1
375223080,TOI-1095,TOI-1095.01,7066.0,-133.7,133.7,2.66473,-0.11,0.11,3.77988,-0.09,0.09,582.521,-7.7425,7.7425,10.4291,133.968965,-75.926187,PC,12/08/2019 16:22,12.43395913,-0.492218,0.492218,2459387.422,-0.000415,0.000415,0.183,-2.04e-05,2.04e-05,1.779,-0.022,0.022,1.4821401,-1e-06,1e-06,0.042778499,PC,PC,3,4,3,3,4,4,4,2019-08-12 16:22:54+00,2022-03-22 15:00:43+00,,"[10, 11, 12, 37, 39]",0,0,0,0,True,,1.56,,10.753,10.4291,9.877,9.76,9.661,9.552,9.557,9.522,True,684.69,-261.85,423.14,1.331347328,2.154275659,-0.823872236,1.10928544,0.043912824,-0.043912824,0.02951345,4415149230.0,2.381607408,0,90,0,0,0.2,0.8,2.3,176.4,285.5,109.2,6404.4,6404.4,24911391.25,18301.40005,2459388.163,841,841,3237.602666,34.0,467.0,948.0,1.0,11.0,21.0,Eclipse,1.0,11.0,21.0,0,0,0,2
351603103,TOI-1103,TOI-1103.01,4437.0,-124.0,124.0,3.12602,,,,,,320.212,-3.4725,3.4725,10.5598,310.086743,-63.789963,PC,15/08/2019 15:39,22.84786384,,,2459037.656,-0.002636,0.002636,0.449,-0.133209,0.133209,4.073,-0.128,0.128,2.94308,-1e-05,1e-05,0.067007462,PC,PC,3,4,3,3,4,4,4,2019-08-15 15:39:13+00,2022-07-11 15:43:33+00,TOI 1103 under investigation no observing notes ,"[13, 27]",0,0,0,0,True,"Star Mass, ",4.57766572,,11.579,10.5598,9.373,8.696,8.562,8.513,8.526,8.38,True,196.55,-114.93,275.77,0.867669454,0.618415459,-0.36161022,2.038353387,,,0.066738531,9983942135.0,4.590799225,0,90,0,0,0.2,0.8,2.3,44.6,31.8,18.6,14662.8,14662.8,1041199.643,764.9276192,2459039.127,171,170,1464.300737,1.0,9.0,17.0,1.0,2.0,3.0,Eclipse,1.0,2.0,3.0,0,0,0,3
261369656,TOI-1119,TOI-1119.01,6456.0,-127.2,127.2,2.06848,-0.1,0.1,3.92404,-0.09,0.09,421.518,-7.0305,7.0305,10.5024,292.604815,-46.278074,APC,22/08/2019 14:42,13.96308534,-8.82147,8.82147,2458666.522,-0.00188,0.00188,0.383,-0.147742,0.147742,3.588,-0.259,0.259,10.95663,-0.00203,0.00203,0.061886994,PC,APC,3,4,3,3,4,4,4,2019-08-22 14:42:11+00,2020-05-20 19:58:56+00,,[13],0,0,0,0,True,,1.31,-0.42,10.937,10.5024,10.006,9.777,9.703,9.659,9.676,9.607,True,558.65,-230.01,390.27,1.227926743,1.75770947,-0.723692393,1.245705178,0.787000193,-0.787000193,0.105666897,15807542780.0,10.98477173,0,90,0,0,0.2,0.8,2.3,93.9,134.3,55.3,12916.8,12916.8,815950.8832,599.4463892,2458672.0,35,35,1377.377568,16.0,202.0,399.0,3.0,22.0,43.0,Eclipse,3.0,22.0,43.0,0,0,0,1
469782185,TOI-1123,TOI-1123.01,5471.0,-156.3,156.3,1.24212,-0.07,0.07,4.23201,-0.08,0.08,161.932,-2.2055,2.2055,10.2398,292.391505,-37.304009,APC,22/08/2019 14:42,14.76970772,-4.0994,4.0994,2458658.041,-0.00026,0.00026,1.18838,-0.0825818,0.0825818,1.886,-0.025,0.025,1.20928,-2e-05,2e-05,0.109012843,PC,APC,3,4,3,3,4,4,4,2019-08-22 14:42:10+00,2019-08-22 14:42:10+00,Large candidate,[13],0,0,0,0,True,,0.96,,11.154,10.2398,9.412,9.036,8.921,8.843,8.849,8.791,True,499.9,-214.66,376.22,1.183720499,1.572861298,-0.675395891,1.31766733,0.365724601,-0.365724601,0.021921975,3279480714.0,3.795067661,0,90,0,0,0.2,0.8,2.3,232.0,308.4,132.4,6789.6,6789.6,3524370.668,2589.213781,2458658.646,302,301,1985.829488,1.0,8.0,15.0,1.0,1.0,1.0,Eclipse,1.0,1.0,1.0,0,0,0,3
89389197,TOI-1137,TOI-1137.01,5075.0,-59.0,59.0,6.30703,,,,,,419.435,-5.153,5.153,9.00558,301.17768,30.409951,PC,03/09/2019 15:31,22.31779468,-34.22737,34.22737,2459770.241,-0.001608,0.001608,0.10524256,-0.007895927,0.007895927,1.6000996,-0.1169892,0.1169892,1.3206356,-0.0001541,0.0001541,0.03244111,PC,PC,5,5,5,5,5,5,5,2019-09-03 15:31:11+00,2022-10-11 18:05:46+00,star is a giant; also matched to 1963523488,"[14, 54]",0,0,0,0,True,"Star Mass, ",11.94346507,,9.857,9.00558,8.088,7.625,7.55,7.422,7.536,7.521,True,201.91,-117.04,280.43,0.882331454,0.635279905,-0.368249022,1.991063703,3.053566673,-3.053566673,0.053848884,8055678354.0,1.83592619,0,90,0,0,0.2,0.8,2.3,31.3,22.5,13.0,5760.35856,5760.35856,11148066.77,8190.037551,2459770.901,429,431,2648.460134,5.0,48.0,93.0,1.0,3.0,7.0,Eclipse,1.0,3.0,7.0,0,0,0,2
117789567,TOI-1149,TOI-1149.01,13079.0,-1310.6,1310.6,2.957928141,,,,,,632.553,-22.148,22.148,7.9172,300.774016,26.892025,APC,03/09/2019 15:31,23.00254362,,,2459770.331,-0.000408,0.000408,0.508294171,-0.007031139,0.007031139,2.3817612,-0.0281677,0.0281677,2.3202418,-6.14e-05,6.14e-05,0.071294752,PC,APC,3,4,3,3,4,4,4,2019-09-03 15:31:11+00,2022-10-05 12:37:39+00,TFOP APC; possible chromaticity; variable hot star; likely too large (B8 host star with no stellar radius); possibly synchronized,"[14, 41, 54]",0,0,0,0,True,"Star Radius, Star Mass, ",4.18844,,7.87,7.9172,7.921,8.027,8.017,8.005,8.063,8.078,True,195.97,-114.5,274.52,0.863736514,0.616590575,-0.360257289,2.052153016,,,0.055292871,8271695771.0,4.01961937,0,90,0,0,0.2,0.8,2.3,51.0,36.5,21.3,8574.34032,8574.34032,102687073.9,75440.07483,2459771.491,227,227,4612.82604,1.0,1.0,2.0,1.0,1.0,2.0,Either,1.0,1.0,2.0,0,0,0,3
13419950,TOI-1162,TOI-1162.01,8422.0,-979.1,979.1,2.030414432,,,,,,348.481,-6.6785,6.6785,9.65306,305.289344,41.462366,PC,03/09/2019 15:31,12.54780864,,,2459432.683,-0.001326,0.001326,0.321,-0.000317906,0.000317906,3.255,-0.633,0.633,7.3166764,-1.7e-05,1.7e-05,0.056656862,PC,PC,3,4,3,3,4,4,4,2019-09-03 15:31:12+00,2022-12-12 17:22:37+00,TIC 1969293164 also in pixel; no stellar radius,"[14, 15, 41]",0,0,0,0,True,"Star Radius, Star Mass, ",2.153692308,,9.803,9.65306,9.155,9.019,9.005,8.955,8.987,8.611,True,675.97,-259.23,419.97,1.321373393,2.126839471,-0.815628794,1.119442432,,,0.095270021,14252192269.0,10.0896239,0,90,0,0,0.2,0.8,2.3,82.9,133.6,51.2,11718.0,11718.0,2801714.245,2058.307089,2459436.341,104,107,1874.833696,11.0,117.0,232.0,1.0,9.0,18.0,Eclipse,1.0,9.0,18.0,0,0,0,2
375542276,TOI-1163,TOI-1163.01,8430.0,-708.9,708.9,2.033168311,,,,,,148.342,-6.8725,6.8725,9.47751,294.091757,19.639255,PC,03/09/2019 15:31,15.20913915,,,2459441.801,-0.000285,0.000285,0.470328443,-0.004073525,0.004073525,2.6914319,-0.0200471,0.0200471,3.0771612,-1.3e-06,1.3e-06,0.068580496,PC,PC,3,4,3,3,4,4,4,2019-09-03 15:31:12+00,2023-03-14 21:31:57+00,,"[14, 40, 41, 54]",0,0,0,0,True,"Star Radius, Star Mass, ",2.159230769,,9.535,9.47751,9.18,9.153,9.082,9.064,9.102,9.042,True,467.26,-205.41,367.42,1.156032602,1.470164373,-0.646292137,1.356870844,,,0.053523134,8006946875.0,5.660719191,0,90,0,0,0.2,0.8,2.3,96.7,123.0,54.1,9689.15484,9689.15484,8934704.762,6563.969251,2459443.34,155,154,2505.398257,1.0,4.0,8.0,1.0,1.0,1.0,Eclipse,1.0,1.0,1.0,0,0,0,3
