TIC,Star Name,Planet Name,Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star TESS Mag,Star RA,Star Dec,TFOPWG Disposition,Creation Date,Planet Radius [Re],Planet Radius Error Lower [Re],Planet Radius Error Upper [Re],Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hr],Transit Duration Error Lower [hr],Transit Duration Error Upper [hr],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Rp/Rs,TOI Disposition,EXOFOP Disposition,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Updated,Public Comment,Sectors,FP_Flag,Known,EB,VS,NASA PC,Assumed Parameters,Star Mass [Ms],Star Metallicity,Star V Mag,Star T Mag,Star J Mag,Star H Mag,Star Ks Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Mass Flag,Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Me],Planet Mass [Mjup],Planet Mass Error Upper [Mjup],Planet Mass Error Lower [Mjup],Planet Radius [Rjup],Planet Radius Error Upper [Rjup],Planet Radius Error Lower [Rjup],Planet Semi-major Axis [au],Planet Semi-major Axis [m],a/Rs,Eccentricity,Inclination,Periastron,Impact Parameter,Planet Albedo,Heat Redistribution Factor,Mean Molecular Weight,Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Transit Duration T14 [s],Eclipse Duration E14 [s],Planet Insolation Flux [W/m2],Planet Insolation Flux [Earth],Eclipse Mid Time,Available Transits,Available Eclipses,Planet Temperature [K],Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
79431527,TOI-2762,TOI-2762.01,6294.0,-147.1,147.1,1.1269,-0.05,0.05,4.42421,-0.09,0.09,522.789,-9.003,9.003,12.4325,104.244375,-19.683669,APC,03/06/2021 22:07,14.87766825,-0.689215,0.689215,2459220.661,-0.000965,0.000965,1.465,-0.000215755,0.000215755,3.366,-0.071,0.071,3.9072351,-7.3e-06,7.3e-06,0.121037184,PC,APC,3,4,3,3,4,4,4,2021-06-03 22:07:24+00,2021-06-03 22:07:24+00,found in faint-star QLP search,"[6, 7, 33]",0,0,0,0,True,,1.23,,12.959,12.4325,11.818,11.517,11.495,11.426,11.458,11.524,True,490.77,-212.54,373.66,1.175665838,1.544135105,-0.668725625,1.327298941,0.06148775,-0.06148775,0.052033273,7784066796.0,9.928855077,0,90,0,0,0.2,0.8,2.3,132.2,173.5,75.1,12117.6,12117.6,902159.7112,662.7805576,2459222.615,126,126,1412.414459,5.0,72.0,142.0,1.0,10.0,20.0,Eclipse,1.0,10.0,20.0,1,0,1,2
53122063,TOI-2764,TOI-2764.01,6494.0,-130.1,130.1,1.77951,-0.08,0.08,4.06132,-0.09,0.09,901.072,-13.6075,13.6075,12.6918,102.751656,-34.738847,PC,03/06/2021 22:07,11.67845515,-0.617663,0.617663,2459224.721,-0.002237,0.002237,0.362,-0.000375088,0.000375088,1.832,-0.18,0.18,2.276734,-8.3e-06,8.3e-06,0.060166436,PC,PC,3,4,3,3,4,4,4,2021-06-03 22:07:24+00,2021-06-03 22:07:24+00,found in faint-star QLP search,"[6, 7, 33]",0,0,0,0,True,,1.33,,13.294,12.6918,12.045,11.803,11.714,11.639,11.633,11.623,True,669.2,-246.89,391.5,1.231796755,2.105538668,-0.776802812,1.041883775,0.055104297,-0.055104297,0.03725813,5573736943.0,4.502192206,0,90,0,0,0.2,0.8,2.3,157.4,268.9,99.2,6595.2,6595.2,4972752.782,3653.282031,2459225.859,324,323,2164.139593,131.0,1964.0,3907.0,9.0,73.0,146.0,Eclipse,9.0,73.0,146.0,1,0,1,1
284288093,TOI-2766,TOI-2766.01,6354.0,-280.2,280.2,1.40404,,,4.24,-2.01,2.01,453.429,,,11.7351,106.631185,-53.534681,APC,03/06/2021 22:07,18.76292342,,,2459301.369,-0.000418,0.000418,1.501,-8.1e-05,8.1e-05,3.779,-0.054,0.054,7.2748135,-5.5e-06,5.5e-06,0.122515305,PC,APC,3,4,3,3,4,4,4,2021-06-03 22:07:24+00,2021-11-10 19:42:12+00,found in faint-star QLP search,"[6, 7, 8, 9, 33, 34, 35, 36]",0,0,0,0,True,"Star Mass, ",1.346642885,,12.234,11.7351,11.153,10.896,10.856,10.82,10.842,10.796,True,280.2,-148.4,316.53,0.995914756,0.881607793,-0.466918617,1.673918786,,,0.081158735,12141173944.0,12.42965851,0,90,0,0,0.2,0.8,2.3,85.7,75.8,40.1,13604.4,13604.4,597932.0446,439.2766924,2459305.006,170,171,1274.39076,1.0,14.0,28.0,1.0,5.0,11.0,Eclipse,1.0,5.0,11.0,0,0,0,2
48806546,TOI-2767,TOI-2767.01,5023.0,-122.0,122.0,5.19474,,,,,,877.955,-22.734,22.734,11.1649,100.642573,-20.24152,PC,03/06/2021 22:07,14.10880853,,,2459227.248,-0.002978,0.002978,0.062,-0.000263598,0.000263598,1.318,-0.341,0.341,0.934057,-5.2e-06,5.2e-06,0.024899799,PC,PC,3,4,3,3,4,4,4,2021-06-03 22:07:24+00,2021-06-03 22:07:24+00,found in faint-star QLP search,"[6, 7, 33]",0,0,0,0,True,"Star Mass, ",9.367897888,,12.258,11.1649,10.244,9.748,9.619,9.558,9.633,9.534,True,547.61,-226.76,387.64,1.219651837,1.722973745,-0.713466749,1.258705753,,,0.03942291,5897583346.0,1.631880181,0,90,0,0,0.2,0.8,2.3,57.1,80.6,33.3,4744.8,4744.8,13540303.2,9947.51771,2459227.715,539,537,2780.379298,320.0,4524.0,9101.0,7.0,65.0,130.0,Eclipse,7.0,65.0,130.0,0,0,0,1
443556801,TOI-2768,TOI-2768.01,4008.0,-130.4,130.4,0.657361,-0.07,0.07,4.6018,-0.12,0.12,78.4525,-0.1883,0.1883,11.3676,99.364134,-15.481203,PC,03/06/2021 22:07,3.033619654,-0.351265,0.351265,2459225.647,-0.001749,0.001749,0.179,-0.000465675,0.000465675,1.032,-0.167,0.167,1.5080197,-4.9e-06,4.9e-06,0.042308392,PC,PC,2,4,1,1,4,4,4,2021-06-03 22:07:25+00,2021-06-03 22:07:25+00,found in faint-star QLP search,"[6, 33]",0,0,0,0,True,,0.63,,12.66,11.3676,10.194,9.506,9.369,9.275,9.301,9.19,True,8.25,-4.98,12.64,0.039769888,0.025957403,-0.015668832,0.270641883,0.031337818,-0.031337818,0.022062834,3300552997.0,7.217067589,0,90,0,0,0.2,0.8,2.3,9.6,6.3,3.8,3715.2,3715.2,280360.9886,205.9699741,2459226.401,307,307,1054.951099,5.0,78.0,159.0,28.0,232.0,460.0,Transit,5.0,78.0,159.0,0,0,0,1
332860211,TOI-2778,TOI-2778.01,6288.0,-125.3,125.3,1.13606,-0.05,0.05,4.41717,-0.08,0.08,386.737,-5.775,5.775,12.3409,84.626068,-9.83753,PC,03/06/2021 22:07,16.02802158,-0.742113,0.742113,2459198.537,-0.000561,0.000561,1.673,-0.000474199,0.000474199,2.737,-0.091,0.091,4.4445101,-4.8e-06,4.8e-06,0.129344501,PC,PC,3,4,3,3,4,4,4,2021-06-03 22:07:26+00,2021-06-03 22:07:26+00,found in faint-star QLP search; CTOI from Olmschenk et al. (2021),"[6, 32]",0,0,0,0,True,,1.23,,13.191,12.3409,11.525,11.12,11.065,10.973,11.011,11.793,True,411.22,-190.45,353.69,1.112833191,1.293842814,-0.599222713,1.429926767,0.066207001,-0.066207001,0.056699208,8482080765.0,10.73196212,0,90,0,0,0.2,0.8,2.3,119.8,139.3,64.6,9853.2,9853.2,769247.3652,565.1351877,2459200.759,98,95,1357.244122,2.0,27.0,54.0,1.0,5.0,10.0,Eclipse,1.0,5.0,10.0,0,0,0,2
244161191,TOI-278,TOI-278.01,2950.0,-95.0,95.0,0.300639,-0.0092136,0.0092136,4.925,-0.496238,0.496238,44.397,-0.2863,0.2863,13.1672,4.883562,-5.911561,,11/12/2018 21:32,2.66511401,-0.4298423,0.4298423,2458381.776,-0.000313,0.000313,0.660510293,-0.04487647,0.04487647,0.6216205,-0.1050193,0.1050193,0.298731,-5.8e-06,5.8e-06,0.081271784,PC,,4,4,4,4,4,4,4,2018-12-11 21:32:33+00,2021-11-15 17:49:16+00,likely SV,"[3, 30]",0,0,0,0,True,,0.277347,,16.45,13.1672,11.171,10.618,10.324,10.12,9.902,9.763,True,5.98,-3.84,10.63,0.03344572,0.018815184,-0.012081991,0.237765955,0.038348027,-0.038348027,0.005703556,853239875.9,4.079470738,0,90,0,0,0.2,0.8,2.3,23.9,13.5,8.6,2237.8338,2237.8338,256789.1001,188.652653,2458381.925,1117,1118,1032.77355,2.0,30.0,61.0,4.0,32.0,65.0,Transit,2.0,30.0,61.0,1,0,1,1
317417916,TOI-2781,TOI-2781.01,3868.0,-157.0,157.0,0.698101,-0.02,0.02,4.57118,-0.02,0.02,155.1097665,,,12.9395,87.820416,-13.381044,PC,03/06/2021 22:07,6.077411671,-0.353204,0.353204,2459226.428,-0.001509,0.001509,0.637,-0.0013876,0.0013876,1.279,-0.194,0.194,2.7636665,-9.1e-06,9.1e-06,0.07981228,PC,PC,3,4,3,3,4,4,4,2021-06-03 22:07:27+00,2021-06-03 22:07:27+00,found in faint-star QLP search,"[6, 33]",0,0,0,0,True,"Star Distance, ",0.662139,,14.525,12.9395,11.693,11.046,10.911,10.782,10.769,10.698,True,46.52,-18.99,32.09,0.100966431,0.146368289,-0.059749222,0.542191285,0.031510804,-0.031510804,0.033594042,5025597200.0,10.3477854,0,90,0,0,0.2,0.8,2.3,19.2,28.0,11.4,4604.4,4604.4,118272.6392,86.89016458,2459227.81,161,164,850.252193,3.0,49.0,100.0,28.0,241.0,464.0,Transit,3.0,49.0,100.0,1,0,1,1
302976834,TOI-2783,TOI-2783.01,6058.0,,,1.55,-0.07,0.07,,,,700.165,,,12.373,83.450594,16.810667,PC,03/06/2021 22:07,24.08260159,-0.988396,0.988396,2459547.675,-0.000286,0.000286,2.029,-0.000108582,0.000108582,3.102,-0.051,0.051,2.3044132,-1.4e-06,1.4e-06,0.142442971,PC,PC,3,4,3,3,4,4,4,2021-06-03 22:07:27+00,2022-03-11 11:20:14+00,found in faint-star QLP search; large Rp,"[6, 43, 44, 45]",0,0,0,0,True,"Star Mass, ",1.495348143,,13.267,12.9479,11.619,11.272,11.183,10.982,11.001,11.013,True,193.51,-112.27,266.16,0.837433013,0.608850549,-0.353240924,2.1485095,0.088178936,-0.088178936,0.039051054,5841954530.0,5.417569243,0,90,0,0,0.2,0.8,2.3,98.5,71.7,41.6,11167.2,11167.2,2600486.584,1910.473198,2459548.827,152,152,1840.3992,1.0,5.0,9.0,1.0,2.0,3.0,Eclipse,1.0,2.0,3.0,1,0,1,3
281987399,TOI-2786,TOI-2786.01,5605.0,-122.0,122.0,1.88805,,,3.88168,,,716.889,-14.1675,14.1675,13.3318,88.908628,1.167967,PC,03/06/2021 22:07,18.04782123,,,2459219.995,-0.003129,0.003129,0.768,-0.000579018,0.000579018,4.483,-0.344,0.344,3.7576217,-2.21e-05,2.21e-05,0.087635609,PC,PC,3,4,3,3,4,4,4,2021-06-03 22:07:27+00,2021-06-03 22:07:27+00,found in faint-star QLP search,"[6, 33]",0,0,0,0,True,,0.99,,14.707,13.3318,12.142,11.692,11.526,11.429,11.424,11.465,True,309.03,-157.97,325.15,1.023036309,0.972317117,-0.497029204,1.610121532,,,0.04715896,7054879959.0,5.370987404,0,90,0,0,0.2,0.8,2.3,134.6,128.0,65.5,16138.8,16138.8,1938529.858,1424.160139,2459221.874,103,102,1710.14743,4.0,50.0,100.0,1.0,6.0,12.0,Eclipse,1.0,6.0,12.0,1,0,1,2
122613513,TOI-279,TOI-279.01,4413.0,-171.0,171.0,0.725034,-0.06,0.06,4.5562,-0.440143,0.440143,74.3761,-0.20465,0.20465,10.5012,41.18845,-32.211043,PC,17/05/2019 18:40,3.13855202,-0.183555,0.183555,2459168.43,-0.00599,0.00599,0.1575,-0.000165379,0.000165379,3.698,-0.538,0.538,11.4707838,-0.0001502,0.0001502,0.03968627,PC,PC,2,4,1,1,4,4,4,2019-05-17 18:40:33+00,2020-12-22 15:46:15+00,,"[3, 4, 30]",0,0,0,0,True,,0.69,,12.035,10.5012,9.532,8.984,8.831,8.758,8.822,8.732,True,8.97,-5.34,13.23,0.041626235,0.028222776,-0.016801519,0.280003338,0.016375708,-0.016375708,0.087960525,13158707213.0,26.08752315,0,90,0,0,0.2,0.8,2.3,4.8,3.3,1.9,13312.8,13312.8,31550.95359,23.17922021,2459174.165,44,43,610.9455501,6.0,53.0,106.0,511.0,3008.0,5271.0,Transit,6.0,53.0,106.0,0,0,0,1
247518629,TOI-2790,TOI-2790.01,6901.0,-157.7,157.7,1.93032,-0.1,0.1,4.0429,-0.09,0.09,832.581,-30.865,30.865,12.273,85.967216,16.360063,PC,03/06/2021 22:07,21.12879478,-1.09728,1.09728,2459547.21,-0.000512,0.000512,1.007,-7.71e-05,7.71e-05,3.553,-0.084,0.084,2.3341583,-2.8e-06,2.8e-06,0.10034939,PC,PC,3,4,3,3,4,4,4,2021-06-03 22:07:28+00,2022-03-11 11:01:34+00,found in faint-star QLP search,"[6, 43, 44, 45]",0,0,0,0,True,,1.5,,12.765,12.273,11.618,11.469,11.375,11.308,11.327,11.045,True,217.98,-124.33,291.15,0.916060346,0.68584178,-0.391185927,1.884988055,0.097892933,-0.097892933,0.039427815,5898317157.0,4.392146397,0,90,0,0,0.2,0.8,2.3,107.1,80.2,45.7,12790.8,12790.8,6663862.288,4895.67236,2459548.377,152,152,2328.40555,1.0,12.0,24.0,1.0,2.0,5.0,Eclipse,1.0,2.0,5.0,0,0,0,2
237406657,TOI-2791,TOI-2791.01,6425.0,-136.4,136.4,2.01728,-0.09,0.09,3.94248,-0.09,0.09,1148.8,-16.46,16.46,12.7587,96.172915,-36.929228,PC,03/06/2021 22:07,15.57455781,-0.7336,0.7336,2458515.618,-0.003339,0.003339,0.501,-0.000255201,0.000255201,4.989,-0.319,0.319,3.7482756,-0.0005589,0.0005589,0.070781353,PC,PC,3,4,3,3,4,4,4,2021-06-03 22:07:28+00,2021-06-03 22:07:28+00,found in faint-star QLP search; CTOI from Olmschenk et al. (2021),"[6, 7]",0,0,0,0,True,,1.3,,13.294,12.7587,12.205,12.002,11.983,11.897,11.914,11.676,True,443.12,-199.12,361.41,1.137123028,1.394211439,-0.626501583,1.389471369,0.065447521,-0.065447521,0.051553403,7712279302.0,5.495339943,0,90,0,0,0.2,0.8,2.3,124.9,153.1,68.8,17960.4,17960.4,3198101.519,2349.516922,2458517.492,239,239,1938.031594,21.0,310.0,616.0,4.0,30.0,59.0,Eclipse,4.0,30.0,59.0,1,0,1,1
232139628,TOI-2794,TOI-2794.01,6151.0,-126.0,126.0,1.84983,,,3.97199,,,809.18,-17.044,17.044,13.0577,90.627138,4.150327,PC,03/06/2021 22:07,15.7847682,,,2459222.33,-0.002721,0.002721,0.612,-0.000452917,0.000452917,4.43,-0.264,0.264,4.7654865,-2.9e-05,2.9e-05,0.078230429,PC,PC,3,4,3,3,4,4,4,2021-06-03 22:07:28+00,2021-06-03 22:07:28+00,found in faint-star QLP search,"[6, 33]",0,0,0,0,True,,1.17,,13.822,13.0577,12.04,11.672,11.582,11.421,11.428,11.557,True,429.81,-195.03,357.34,1.124317376,1.352333495,-0.613633004,1.408225117,,,0.05841628,8738951160.0,6.790558428,0,90,0,0,0.2,0.8,2.3,122.3,147.1,66.7,15948.0,15948.0,1759260.214,1292.457922,2459224.713,79,78,1669.083193,11.0,162.0,322.0,2.0,18.0,35.0,Eclipse,2.0,18.0,35.0,1,0,1,2
160347548,TOI-2798,TOI-2798.01,5931.0,-129.2,129.2,1.60785,-0.08,0.08,4.059,-0.08,0.08,836.501,-9.5855,9.5855,12.8054,91.437408,-33.187516,PC,03/06/2021 22:07,20.81765015,-0.918441,0.918441,2459221.168,-0.000644,0.000644,1.409,-0.000185886,0.000185886,4.436,-0.093,0.093,3.994474,-9.6e-06,9.6e-06,0.118701306,PC,PC,3,4,3,3,4,4,4,2021-06-03 22:07:29+00,2021-06-03 22:07:29+00,found in faint-star QLP search,"[6, 32, 33]",0,0,0,0,True,,1.08,,13.431,12.8054,12.227,11.937,11.877,11.801,11.818,11.693,True,223.51,-127.1,294.46,0.92647477,0.703241105,-0.399901322,1.857229542,0.081937959,-0.081937959,0.05056312,7564135103.0,6.762258116,0,90,0,0,0.2,0.8,2.3,112.7,85.6,48.7,15969.6,15969.6,1533407.514,1126.533001,2459223.165,183,182,1612.750014,1.0,21.0,42.0,1.0,6.0,12.0,Eclipse,1.0,6.0,12.0,1,0,1,2
44764338,TOI-2804,TOI-2804.01,5913.86,-149.1,149.1,1.50621,-0.0848141,0.0848141,4.11572,-0.08,0.08,129.525,-0.459,0.459,8.9118,146.418889,-38.887361,PC,03/06/2021 22:37,4.837933541,-7.6468186,7.6468186,2459991.19,-0.001387,0.001387,0.086713633,-0.009491863,0.009491863,0.9062451,-0.4540067,0.4540067,4.8033954,-1.45e-05,1.45e-05,0.029447179,PC,PC,3,4,3,3,4,4,4,2021-06-03 22:37:58+00,2024-01-16 20:51:42+00,transit duration short for period and stellar radius,"[9, 35, 36, 62, 63]",0,0,0,0,True,,1.08,0.217016,9.443,8.9118,8.344,8.131,8.061,8.01,8.057,8.024,True,26.85,-12.6,23.67,0.074474149,0.084479548,-0.039644034,0.431612263,0.682204634,-0.682204634,0.057163313,8551509848.0,8.160847647,0,90,0,0,0.2,0.8,2.3,8.5,9.7,4.6,3262.48236,3262.48236,1040735.998,764.5869974,2459993.592,105,106,1463.822459,7.0,83.0,165.0,23.0,184.0,371.0,Transit,7.0,83.0,165.0,0,0,0,1
45655786,TOI-2809,TOI-2809.01,6225.0,,,1.3377,,,,,,308.013,,,10.9095,149.034708,-38.088834,PC,03/06/2021 22:37,10.49653429,-0.1622326,0.1622326,2459989.989,-0.000662,0.000662,0.517503207,-0.00780552,0.00780552,2.6922287,-0.0534849,0.0534849,3.1660849,-7.62e-05,7.62e-05,0.071937696,PC,PC,3,4,3,3,4,4,4,2021-06-03 22:37:59+00,2024-01-16 20:44:00+00,found in s36 and faint-star QLP search,"[9, 35, 36, 62, 63]",0,0,0,0,True,"Star Mass, ",1.279296125,,11.406,10.9095,10.312,10.043,10.009,9.961,9.988,10.027,True,422.94,-152.09,236.43,0.743891972,1.330718058,-0.478528655,0.936439677,0.014473448,-0.014473448,0.045816311,6854022526.0,7.36486511,0,90,0,0,0.2,0.8,2.3,87.4,156.3,56.2,9692.02332,9692.02332,1568898.297,1152.606656,2459991.572,157,154,1621.966796,7.0,93.0,184.0,1.0,9.0,18.0,Eclipse,1.0,9.0,18.0,0,0,0,2
268187322,TOI-2814,TOI-2814.01,6737.0,-327.3,327.3,1.53077,-0.0653969,0.0653969,4.22661,-0.69,0.69,427.312,-4.3235,4.3235,11.1664,116.249354,-48.750526,PC,04/06/2021 00:47,16.01209731,-0.6759685,0.6759685,2459964.944,-0.000926,0.000926,0.91963438,-0.012462701,0.012462701,4.7009896,-0.0675062,0.0675062,5.479335,-0.0001774,0.0001774,0.095897569,PC,PC,3,4,3,3,4,4,4,2021-06-04 00:47:23+00,2024-01-16 20:45:20+00,found in faint-star QLP search; CTOI from Olmschenk et al,"[7, 8, 9, 34, 61, 62]",0,0,0,0,True,,1.44,,11.968,11.1664,10.594,10.414,10.327,10.299,10.312,10.236,True,413.65,-191.33,354.38,1.115004174,1.301488449,-0.601991502,1.428506097,0.060305974,-0.060305974,0.068703798,10277941874.0,9.651042132,0,90,0,0,0.2,0.8,2.3,100.8,117.7,54.4,16923.56256,16923.56256,1253533.36,920.9206848,2459967.684,187,187,1533.431724,2.0,25.0,50.0,1.0,3.0,7.0,Eclipse,1.0,3.0,7.0,0,0,0,2
285526706,TOI-2817,TOI-2817.01,5900.0,-127.9,127.9,0.981385,-0.04,0.04,4.48377,-0.08,0.08,331.16,-3.5855,3.5855,12.1234,120.031887,-42.172067,PC,04/06/2021 00:47,10.83228489,-0.521819,0.521819,2459247.299,-0.001911,0.001911,1.024,-0.000553133,0.000553133,3.263,-0.3,0.3,6.2804387,-1.8e-05,1.8e-05,0.101192885,PC,PC,3,4,3,3,4,4,4,2021-06-04 00:47:24+00,2021-06-04 00:47:24+00,found in faint-star QLP search,"[7, 8, 34]",0,0,0,0,True,,1.07,,12.771,12.1234,11.403,11.091,10.995,10.952,10.994,10.805,True,486.26,-175.21,273.97,0.862006021,1.529945058,-0.55127231,0.96639339,0.046553653,-0.046553653,0.068155396,10195902182.0,14.9335906,0,90,0,0,0.2,0.8,2.3,90.8,161.1,58.0,11746.8,11746.8,307896.3558,226.1991041,2459250.439,140,140,1079.580156,9.0,135.0,269.0,4.0,35.0,72.0,Eclipse,4.0,35.0,72.0,0,0,0,1
387275908,TOI-2819,TOI-2819.01,6163.46,-115.2,115.2,1.96701,-0.09,0.09,3.91864,-0.07,0.07,655.523,-13.9135,13.9135,11.6805,109.783871,12.776861,APC,04/06/2021 00:47,19.19032105,-1.11767,1.11767,2459222.517,-0.000884,0.000884,0.8,-0.000794745,0.000794745,2.073,-0.222,0.222,4.3905548,-7.1e-06,7.1e-06,0.089442719,PC,APC,3,4,3,3,4,4,4,2021-06-04 00:47:24+00,2022-03-11 09:52:47+00,found in faint-star QLP search; ~700 ppm secondary; possibly synchronized,"[7, 33, 44, 45, 46]",0,0,0,0,True,,1.17,-0.087,12.166,11.6805,11.137,10.881,10.81,10.784,10.792,10.77,True,265.86,-143.36,311.98,0.981598855,0.836489107,-0.451061003,1.712048715,0.09971201,-0.09971201,0.055308494,8274032875.0,6.046285787,0,90,0,0,0.2,0.8,2.3,109.7,93.5,50.4,7462.8,7462.8,2237075.549,1643.489686,2459224.712,79,83,1772.414313,3.0,49.0,98.0,1.0,8.0,17.0,Eclipse,1.0,8.0,17.0,0,0,0,2
130349701,TOI-2822,TOI-2822.01,6086.0,-147.1,147.1,1.69358,-0.08,0.08,4.03736,-0.08,0.08,898.797,-12.2875,12.2875,12.8504,120.003728,-28.633446,PC,04/06/2021 00:47,12.82507503,-0.719105,0.719105,2459248.445,-0.004255,0.004255,0.482,-0.000615517,0.000615517,4.111,-0.535,0.535,2.8798613,-2.11e-05,2.11e-05,0.06942622,PC,PC,3,4,3,3,4,4,4,2021-06-04 00:47:25+00,2021-06-04 00:47:25+00,found in faint-star QLP search,"[7, 8, 34]",0,0,0,0,True,,1.14,,13.448,12.8504,12.271,11.979,11.9,11.868,11.945,11.963,True,654.67,-253.96,414.58,1.304414556,2.059822176,-0.79904752,1.144178525,0.064154361,-0.064154361,0.041397592,6192991656.0,5.256210811,0,90,0,0,0.2,0.8,2.3,170.8,269.6,104.6,14799.6,14799.6,2814053.252,2067.372063,2459249.885,185,187,1877.070406,51.0,748.0,1488.0,5.0,34.0,68.0,Eclipse,5.0,34.0,68.0,1,0,1,1
271035369,TOI-2823,TOI-2823.01,8083.5,-519.6,519.6,1.918895813,,,,,,1106.49,,,12.1195,125.179823,-25.691466,PC,04/06/2021 00:47,30.4250866,,,2459244.237,-0.00074,0.00074,2.113,-0.00159563,0.00159563,3.328,-0.274,0.274,4.7962078,-6.2e-06,6.2e-06,0.145361618,PC,PC,3,4,3,3,4,4,4,2021-06-04 00:47:25+00,2021-06-04 00:47:25+00,no radius; found in faint-star QLP search,"[7, 8, 34]",0,0,0,0,True,"Star Radius, Star Mass, ",1.9534,,12.764,12.1195,11.78,11.704,11.656,11.648,11.666,11.827,True,260.98,-124.97,239.99,0.755092984,0.82113491,-0.393199593,2.714349086,,,0.069585195,10409796936.0,7.797741953,0,90,0,0,0.2,0.8,2.3,58.2,63.4,30.4,11980.8,11980.8,3980702.875,2924.462751,2459246.636,102,100,2046.915974,1.0,2.0,4.0,1.0,3.0,5.0,Transit,1.0,2.0,4.0,0,0,0,2
123462119,TOI-2826,TOI-2826.01,9168.0,-716.0,716.0,2.287213673,,,,,,936.741,-35.0425,35.0425,12.8565,102.832655,-11.586243,PC,04/06/2021 00:47,49.31273877,,,2459224.572,-0.000382,0.000382,3.907,-0.000340486,0.000340486,2.621,-0.047,0.047,1.9275568,-1.6e-06,1.6e-06,0.197661327,PC,PC,3,4,3,3,4,4,4,2021-06-04 00:47:25+00,2021-06-04 00:47:25+00,no radius; found in faint-star QLP search,"[6, 7, 33]",0,0,0,0,True,"Star Radius, Star Mass, ",2.670153846,,13.067,12.8565,12.31,12.176,12.106,12.0,12.024,11.655,True,261.23,-125.01,239.74,0.754306396,0.821921498,-0.393325447,4.399395445,,,0.042055581,6291425311.0,3.95385104,0,90,0,0,0.2,0.8,2.3,64.0,69.7,33.4,9435.6,9435.6,25620837.46,18822.60172,2459225.536,226,226,3260.239126,1.0,1.0,1.0,1.0,1.0,1.0,Either,1.0,1.0,1.0,0,0,0,3
440775339,TOI-2827,TOI-2827.01,5990.0,-181.2,181.2,1.49071,-0.09,0.09,4.13385,-0.6,0.6,382.261,-10.968,10.968,11.1865,108.721945,11.989395,PC,04/06/2021 00:47,8.306997844,-0.475754,0.475754,2459572.2,-0.00145,0.00145,0.261,-0.000123228,0.000123228,2.965,-0.23,0.23,5.3393042,-1.38e-05,1.38e-05,0.051088159,PC,PC,3,4,3,3,4,4,4,2021-06-04 00:47:25+00,2022-03-11 10:46:30+00,found in faint-star QLP search,"[7, 33, 44, 45, 46]",0,0,0,0,True,,1.103,,11.786,11.1865,10.614,10.318,10.242,10.185,10.22,10.198,True,138.34,-49.75,77.72,0.244534467,0.435266317,-0.156531005,0.741101983,0.042444002,-0.042444002,0.061775077,9241420007.0,8.910940431,0,90,0,0,0.2,0.8,2.3,26.6,47.4,17.1,10674.0,10674.0,918750.7539,674.9693313,2459574.87,66,67,1418.894334,7.0,98.0,195.0,9.0,72.0,148.0,Eclipse,9.0,72.0,148.0,0,0,0,1
307456716,TOI-2830,TOI-2830.01,6968.0,-593.2,593.2,1.68052,,,4.17,-1.77,1.77,566.013,,,11.8365,124.346776,-17.493754,APC,04/06/2021 00:47,8.998764491,,,2459251.243,-0.003971,0.003971,0.241,-0.00021524,0.00021524,5.058,-0.46,0.46,4.2555436,-2.84e-05,2.84e-05,0.049091751,PC,APC,3,4,3,3,4,4,4,2021-06-04 00:47:26+00,2021-06-04 00:47:26+00,found in faint-star QLP search,"[7, 8, 34]",0,0,0,0,True,"Star Mass, ",1.636910042,,12.508,11.8365,11.246,11.009,10.94,10.897,10.94,11.008,True,206.75,-73.27,113.59,0.357394108,0.650508248,-0.230533201,0.802817375,,,0.060572596,9061531342.0,7.750610425,0,90,0,0,0.2,0.8,2.3,32.3,58.7,20.8,18208.8,18208.8,2224320.641,1634.119166,2459253.371,101,104,1769.804072,9.0,121.0,239.0,6.0,43.0,87.0,Eclipse,6.0,43.0,87.0,0,0,0,1
