Star Name,Planet Name,FGS1_Signal,FGS2_Signal,Ch0_E1,Ch0_T1,Ch1_E1,Ch1_T1,Ch0_E2,Ch0_T2,Ch1_E2,Ch1_T2,Ch0_E3,Ch0_T3,Ch1_E3,Ch1_T3,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Semi-major Axis [AU],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s]
283886138 b,283886138 b,1025553.6920368398,1640665.5369014917,665.6895734849048,6.403321831316305,99.6415190288829,8.603874459072355,6732.428751544564,68.5061312999396,667.454300288382,68.34192196063093,13461.160894004192,132.38011593929545,1324.589918912475,134.17408760897706,6.403321831316305,68.34192196063093,132.38011593929545,99.6415190288829,667.454300288382,1324.589918912475,Transit,6.0,68.0,132.0,0,0,0,1.12799,-0.150126,0.150126,5908.933333333333,-5712.533,6022.066,1.3329483333333334,-1.178308,1.309461,94.00302847753224,-21.211178450687285,21.211178450687285,4.241100549227651,,,142.0,0.0,7.973,7.627000000000001,9.15,8.9673,0.0,8.544,,,,,,,,,11.9497486729,34.585123204,2.7288217748946835,0.0,0.0,0.2486779409228022,0.0,0.0,7.939269761220931,0.0,0.0,0.0249806738746108,0.0,0.0,1.0,5.4525156008691305,,,1266.2564133447072,9442007496.374023,0.0631572407784215,0.3,2.3,11509.748189591026,0.6541885789793629,1.0,86.31721993867437,0.0,0.0,0.1501410498146885,0.0,0.0,0.0,0.0,0.0,0.0,8488.827817136887,,,1.0,8491.554074937321,11509.748189591026
289270167 b,289270167 b,218765.37223714835,306195.19332277915,18.411056061780958,5.0290356423467255,10.458456319263181,9.341730582058132,266.1868220291553,78.82755161775414,88.56594628748562,91.15951150858763,528.8019339571629,154.27061414047273,176.35363733748207,181.5417011526533,5.0290356423467255,78.82755161775414,154.27061414047273,10.458456319263181,88.56594628748562,176.35363733748207,Transit,5.0,79.0,154.0,0,0,0,1.73968,-0.383879,0.383879,6965.333333333333,-5648.0,6183.5,2.343052333333333,-1.994552,2.390697,479.8659789341757,-40.15432059911223,40.15432059911223,3.92001,-0.686687,0.686687,278.0,0.0,10.013,9.792,11.265,10.996,0.0,10.578,,,,,,,,,24.76760132,76.6764083483,8.573187723500803,0.0,0.0,0.7812758934419994,0.0,0.0,55.685631178566354,0.0,0.0,0.1752131661740771,0.0,0.0,1.0,3.9287261970459135,,,2053.6503665239934,8767765892.595057,0.0586472634956191,0.3,2.3,13742.698243987472,0.7761309477465321,1.0,81.70587319805773,0.0,0.0,0.1254130804622881,0.0,0.0,0.0,0.0,0.0,0.0,8487.574519712944,,,1.0,8489.538882811466,13742.698243987472
232071074 b,232071074 b,180010.09772328587,292353.04034292296,15.155043802959021,7.085427350605623,10.77962785419394,12.1070188401127,210.60362368923433,100.58833461339434,91.15735285019377,113.86369276552473,413.98476637263974,196.56935375346634,181.08642503534963,226.22908973118695,7.085427350605623,100.58833461339434,196.56935375346634,10.77962785419394,91.15735285019377,181.08642503534963,Eclipse,11.0,91.0,181.0,0,0,0,1.03549,-0.123715,0.123715,5752.388333333333,-5538.6,5794.0,2.510689,-2.368209,2.591654,408.3975138967188,-40.041705297222016,40.041705297222016,3.64257,-0.430464,0.430464,2866.0,0.0,9.811,9.419,10.948,10.7898,0.0,10.374,,,,,,,,,27.8051372576,-66.4809017169,6.077165361167237,0.0,0.0,0.5538129981833542,0.0,0.0,30.847124471270096,0.0,0.0,0.097059550759971,0.0,0.0,1.0,2.3777249181491755,,,2263.0226074044062,5277007227.105969,0.0352977072047222,0.3,2.3,21372.57521971417,0.3217695861456113,1.0,83.88777926947915,0.0,0.0,0.1698619017423225,0.0,0.0,0.0,0.0,0.0,0.0,8484.758480442222,,,1.0,8485.947342901296,21372.57521971417
289576180 b,289576180 b,424463.4014804856,653064.9983815299,5582.280416295554,12.163567589625368,451.8731664725403,18.68773379907489,76534.19903513961,163.6690708619551,3547.6482996527398,172.19168308596159,148571.2095996044,319.2646744480787,7024.822876332581,341.5191737094108,12.163567589625368,163.6690708619551,319.2646744480787,451.8731664725403,3547.6482996527398,7024.822876332581,Transit,12.0,164.0,319.0,0,0,0,1.21676,-0.201054,0.201054,6205.349999999999,-5972.45,6261.5,1.271173,-1.222342,1.343521,152.45315011820924,-18.79148495824548,18.79148495824548,4.11,-0.16,0.16,1788.0,0.0,8.949,8.692,9.943,9.78176,0.0,9.429,-0.26,-0.12,0.12,,,,,,1.1697666832200002,-12.2661448627,2.8970536698911458,0.0,0.0,0.2640089389491852,0.0,0.0,8.850723627997933,0.0,0.0,0.0278485360939956,0.0,0.0,1.0,10.494096680907449,,,1030.8809825730673,14982915442.534016,0.100220170184174,0.3,2.3,14017.88185654786,0.6043139482739386,1.0,87.95643810856426,0.0,0.0,0.0966601316609065,0.0,0.0,0.0,0.0,0.0,0.0,8493.1894603814,,,1.0,8498.436508721854,14017.88185654786
248949273 b,248949273 b,211683.07142341384,343792.8776559289,39.504280567011904,2.360008129290166,6.30458011260585,3.850964069258029,486.2207188677127,31.944841125540943,44.45915804865828,35.40456392792067,979.8976470248615,62.32202982716488,87.99534808033378,70.23948547392769,2.360008129290166,31.944841125540943,62.32202982716488,6.30458011260585,44.45915804865828,87.99534808033378,Transit,2.0,32.0,62.0,0,0,0,1.06108,-0.126301,0.126301,5823.0,-5575.477,5799.5,2.2759016666666665,-1.515553,1.63979,341.3886126230239,-25.301819862169907,25.301819862169907,3.97332,-0.4937,0.4937,1807.0,0.0,10.286,9.874,11.385,11.24,0.0,10.835,,,,,,,,,20.7751617795,-3.31099752226,11.713496659316004,0.0,0.0,1.06745272155315,0.0,0.0,93.38123060284305,0.0,0.0,0.2938212377029393,0.0,0.0,1.0,13.19947660491366,,,1226.7866344255608,16679582013.592196,0.1115691104588106,0.3,2.3,23269.12872535409,0.8005709100231644,1.0,85.64275891215172,0.0,0.0,0.0015357534660325,0.0,0.0,0.0,0.0,0.0,0.0,8490.790846643038,,,1.0,8497.390584945495,23269.12872535409
232077841 b,232077841 b,125250.47478234404,227513.67504900796,14444.868310180862,4.25566981368032,371.24068036001955,7.557297070580115,284779.9836983137,64.30460647462587,2838.8038825037406,73.58557610382015,583088.7566158801,125.90710771134627,5808.0010286414235,146.49904343435665,4.25566981368032,64.30460647462587,125.90710771134627,371.24068036001955,2838.8038825037406,5808.0010286414235,Transit,4.0,64.0,126.0,0,0,0,0.845432289198,-0.100287,0.100287,5085.166666666667,-5093.933,5205.483,0.8376742333333334,-0.7483678,0.7815033,126.51849621723156,-39.7040669865187,39.7040669865187,4.48471,-2.00351,2.00351,2860.0,0.0,9.884,9.354,11.489,11.0503,0.0,10.554,,,,,,,,,29.1666557634,-69.2386484764,3.90768440705916,0.0,0.0,0.3561078708268214,0.0,0.0,14.85112452866884,0.0,0.0,0.0467286173262435,0.0,0.0,1.0,10.913439902685733,,,719.2250992403935,13621722569.378302,0.0911152011329652,0.3,2.3,13202.648019576542,0.1738605938348748,1.0,89.57393775700572,0.0,0.0,0.0133167038312464,0.0,0.0,0.0,0.0,0.0,0.0,8485.79694816051,,,1.0,8491.253668111853,13202.648019576542
289626398 b,289626398 b,138943.3643234964,208425.8538846674,13.168586642644001,4.997395709812008,9.706775175606994,9.967528941289604,204.0197795707739,80.17832369656898,84.36411319274993,97.57934360902851,403.6942205751331,157.20737311938166,168.0400968805718,194.37292339969093,4.997395709812008,80.17832369656898,157.20737311938166,9.706775175606994,84.36411319274993,168.0400968805718,Transit,5.0,80.0,157.0,0,0,0,1.36817,-0.295629,0.295629,6435.783333333333,-6331.0,7007.75,2.02487,-1.097403,1.344555,447.8426346107192,-25.09659075148707,25.09659075148707,4.46,-0.16,0.16,1784.0,0.0,10.969,10.699000000000002,11.72,11.7822,0.0,11.438,,-0.12,0.12,,,,,,2.30427140028,-14.280899407,7.345238586731647,0.0,0.0,0.6693727029518578,0.0,0.0,42.59759255609591,0.0,0.0,0.1340320457033745,0.0,0.0,1.0,2.2051019538216856,,,2225.817279315676,5506772272.2376,0.036834597138713,0.3,2.3,12488.883742729557,0.6544113858891771,1.0,80.36561082062411,0.0,0.0,0.0161302196577867,0.0,0.0,0.0,0.0,0.0,0.0,8486.332874155603,,,1.0,8487.435425132515,12488.883742729557
251850982 b,251850982 b,310305.6385281954,510725.6528248295,2.702720526672949,0.7333005696945002,1.3523749960377647,1.1847832315908526,35.24395132250133,10.770370490522039,11.38639899031443,11.484655851028789,71.60724257181201,21.072356562066442,22.612185521455796,22.847157493876452,1.0,10.770370490522039,21.072356562066442,1.3523749960377647,11.38639899031443,22.612185521455796,Transit,1.0,11.0,21.0,0,0,0,1.00182,-0.124308,0.124308,5717.400000000001,-5589.15,6009.2,1.2982563333333337,-1.149476,1.328745,155.94759668487674,-27.76669721966494,27.76669721966494,3.85,-0.08,0.08,1754.0,0.0,9.182,8.76,10.33,10.1272,0.0,9.726,-0.24,-0.09,0.09,,,,,,7.944297109630001,-30.9182257478,6.326720486715188,0.0,0.0,0.5765549945053349,0.0,0.0,33.10366024187698,0.0,0.0,0.1041596727947783,0.0,0.0,1.0,1.4441630297131312,,,1920.4258157973445,3743162611.8278832,0.0250378770021932,0.3,2.3,9512.88203944297,0.3523049293025796,1.0,85.1248340161475,0.0,0.0,0.2461536166517736,0.0,0.0,0.0,0.0,0.0,0.0,8484.548303303309,,,1.0,8485.270384818165,9512.88203944297
251845125 b,251845125 b,1100564.8610337072,1927441.3712110533,5357.755754123023,7.093819880940516,398.2960489340151,9.436701830162605,59353.836189208305,74.07287498363739,2471.9524746550287,73.80980113902797,117525.11880320248,142.9877821422327,4976.260865283943,144.7456492939695,7.093819880940516,73.80980113902797,142.9877821422327,398.2960489340151,2471.9524746550287,4976.260865283943,Transit,7.0,74.0,143.0,0,0,0,0.882426,,,5332.26,-5346.0,5486.41,0.83997115,-0.7721705,0.8132645,46.42807243386719,-14.215131282382822,14.215131282382822,4.535571487717301,,,1753.0,0.0,7.568,7.053,,,0.0,8.256,,,,,,,,,6.93300201947,-32.3879079741,1.5535274946723527,0.0,0.0,0.1415731954707779,0.0,0.0,3.1182100057378714,0.0,0.0,0.0098113541381804,0.0,0.0,1.0,4.613216717583743,,,999.121392043917,7782634767.651323,0.0520577576431526,0.3,2.3,8553.684004213694,0.4782580537655605,1.0,87.9426029680442,0.0,0.0,0.11797656539784,0.0,0.0,0.0,0.0,0.0,0.0,8487.912388282362,,,1.0,8490.218996641153,8553.684004213694
289646227 b,289646227 b,435028.58877312386,705340.5428780746,603.796150932599,5.445651811034875,93.04400929765802,8.321837046165902,7586.645943122419,74.45389319926532,702.0911813894097,77.66147861280564,15355.075851904894,145.3298333140845,1406.460774108073,154.12341308864256,5.445651811034875,74.45389319926532,145.3298333140845,93.04400929765802,702.0911813894097,1406.460774108073,Transit,5.0,74.0,145.0,0,0,0,1.0227,-0.12364,0.12364,5777.5,-5584.518,5745.333,1.105279,-1.117654,1.18295,115.99685340929834,-22.82363547817369,22.82363547817369,4.4,-0.12,0.12,1783.0,0.0,8.8,8.435,10.014,9.78902,0.0,9.368,0.22,-0.1,0.1,,,,,,2.40395360844,-15.3102122042,2.8305140322021334,0.0,0.0,0.2579451717063094,0.0,0.0,8.484443434878848,0.0,0.0,0.0266960464663311,0.0,0.0,1.0,4.385921138684508,,,1232.21555926549,7904139760.938599,0.0528705000731678,0.3,2.3,10673.773165205212,0.4709386886428455,1.0,87.3748241393734,0.0,0.0,0.1364934506175336,0.0,0.0,0.0,0.0,0.0,0.0,8484.76619806746,,,1.0,8486.959158636802,10673.773165205212
290648239 b,290648239 b,88770.93450596054,148284.2566433978,641.9297195283247,23.802448116104163,198.61267702448828,48.815285900213915,8625.475955876635,374.6196855577319,1551.7132035618447,473.7520802648237,17219.03123541156,734.3712532801295,3042.096131865086,943.1690670765888,23.802448116104163,374.6196855577319,734.3712532801295,198.61267702448828,1551.7132035618447,3042.096131865086,Transit,24.0,375.0,734.0,0,0,0,1.01547,-0.119147,0.119147,5566.977666666667,-5224.0,5345.25,1.63589,-1.436056,1.503492,354.9026812414395,-51.70981471556849,51.70981471556849,3.97242,-0.519253,0.519253,2714.0,0.0,10.562,10.114,11.644,11.6136,0.0,11.166,,,,,,,,,8.45702215226,-80.4891773325,3.927226293280232,0.0,0.0,0.3578887258727291,0.0,0.0,14.97499438717164,0.0,0.0,0.047118370116011,0.0,0.0,1.0,4.582474220522896,,,1425.1954433988983,8119333231.654013,0.0543099212819666,0.3,2.3,16622.416122521776,0.4045760915987997,1.0,86.74993808719849,0.0,0.0,0.0111206869843437,0.0,0.0,0.0,0.0,0.0,0.0,8487.29281989485,,,1.0,8489.584057005111,16622.416122521776
237912376 b,237912376 b,631155.9724839622,1070777.6859693788,1727.3407957794013,2.687122441545609,56.252681877921674,3.8650879197112604,27076.46744253686,33.89917952780129,382.7223861782515,34.41027790838439,55184.043611071975,65.96327266674669,769.6573563634423,68.07333534159028,2.687122441545609,33.89917952780129,65.96327266674669,56.252681877921674,382.7223861782515,769.6573563634423,Transit,3.0,34.0,66.0,0,0,0,0.987304,-0.124592,0.124592,5525.344333333333,-5502.8,5617.0,1.4941546666666667,-1.074321,1.119375,117.33826300868432,-45.08679891916975,45.08679891916975,3.47,-0.1,0.1,2871.0,0.0,8.993,8.585,10.255,9.98714,0.0,9.564,-0.08,-0.08,0.08,,,,,,22.1152414952,-63.0788220091,7.360441485208746,0.0,0.0,0.6707581453886359,0.0,0.0,42.751952241526936,0.0,0.0,0.134517733817913,0.0,0.0,1.0,22.036590364726216,,,804.6794933926144,22916302398.039,0.1532863036658127,0.3,2.3,9017.231398959646,0.9922908295529732,1.0,87.4209401495863,0.0,0.0,0.0211105411532329,0.0,0.0,0.0,0.0,0.0,0.0,8499.302694077604,,,1.0,8510.320989259966,9017.231398959646
219986559 b,219986559 b,152480.86377242536,237557.89677067305,14.157934042086751,2.3127270627740892,5.458105432220796,4.444943950391248,195.83371031469926,37.29022088108996,44.81352557068294,44.01951946757356,389.1891491173374,73.15827525144084,88.62767563033718,87.73693911603418,2.3127270627740892,37.29022088108996,73.15827525144084,5.458105432220796,44.81352557068294,88.62767563033718,Transit,2.0,37.0,73.0,0,0,0,1.11769,-0.145181,0.145181,6072.333333333333,-6007.0,6396.327,1.5718023333333333,-1.01612,1.152102,305.0872907676278,-36.78622969217403,36.78622969217403,4.3237,-0.450309,0.450309,3083.0,0.0,10.691,10.365,11.725,11.5129,0.0,11.165,,,,,,,,,29.89128352920001,-53.4126390396,8.769213424958433,0.0,0.0,0.7991397452533961,0.0,0.0,57.91967097398454,0.0,0.0,0.1822425052985435,0.0,0.0,1.0,3.591248724941817,,,1626.5781575612016,7125829467.743511,0.0476644111554749,0.3,2.3,9176.264973837968,0.8597181782333025,1.0,82.42102233813057,0.0,0.0,0.0075340803859883,0.0,0.0,0.0,0.0,0.0,0.0,8486.564907453954,,,1.0,8488.360531816425,9176.264973837968
278856004 b,278856004 b,253986.75690529065,333038.1161759867,124.15317268236825,6.1158552906682395,33.099055376236,10.681354815462385,1612.1112018382223,93.07818582195421,255.09111655108535,102.6801934999634,3221.643917559812,182.6561680558842,501.4142573957172,204.36039946662862,6.1158552906682395,93.07818582195421,182.6561680558842,33.099055376236,255.09111655108535,501.4142573957172,Transit,6.0,93.0,183.0,0,0,0,2.44417,-0.425536,0.425536,8342.666666666666,-5716.0,6239.533,2.248059666666667,-2.332334,2.77914,547.0860933012483,-29.30578312324864,29.30578312324864,4.2073,-0.741748,0.741748,252.0,0.0,10.283,10.097,11.374,11.2472,0.0,10.837,,,,,,,,,24.2704063825,67.6354013027,8.739706544325992,0.0,0.0,0.7964507787601507,0.0,0.0,57.5833908582581,0.0,0.0,0.1811844100134443,0.0,0.0,1.0,12.254136444848466,,,1558.1709148842997,20963490244.526623,0.140224015013556,0.3,2.3,16980.65752162047,0.7851761942146275,1.0,86.64274232680516,0.0,0.0,0.1371878414421536,0.0,0.0,0.0,0.0,0.0,0.0,8496.752595302183,,,1.0,8502.879663524607,16980.65752162047
299435747 b,299435747 b,161022.74252551235,227096.05375788288,13.691978425279359,3.602688256316696,6.934456986958533,6.408451325459961,186.37536550997274,54.5270510694067,56.532848998267845,60.72718209056994,378.16597466761107,106.96214883226506,112.00125589623957,120.79771532884351,3.602688256316696,54.5270510694067,106.96214883226506,6.934456986958533,56.532848998267845,112.00125589623957,Transit,4.0,55.0,107.0,0,0,0,1.78494286827,-0.385941,0.385941,7331.481666666667,-6290.042,7379.83,2.444690666666667,-1.296737,1.784997,621.1053822377945,-13.148206423893525,13.148206423893525,4.12245,-1.53279,1.53279,139.0,0.0,10.422,10.14,11.343,11.2797,0.0,10.916,,,,,,,,,26.7429920803,48.1789779805,10.045726238109513,0.0,0.0,0.915468550914673,0.0,0.0,72.61076168134613,0.0,0.0,0.2284675810121175,0.0,0.0,1.0,5.170123872442282,,,2006.2656200307624,10619564789.41267,0.0710338781900513,0.3,2.3,22732.99054764939,0.2967356017164054,1.0,87.27682762388658,0.0,0.0,0.007892260494824,0.0,0.0,0.0,0.0,0.0,0.0,8486.237868499942,,,1.0,8488.822930436163,22732.99054764939
258768890 b,258768890 b,178655.7001941898,294371.6458917601,11124.605928780222,224.25586018560506,2870.842483900831,352.4697496663832,118643.03427878619,2677.3960169886172,19865.101276833248,3018.158089328208,235955.33102155215,5197.763609737907,38731.29611704602,5961.52095889592,224.25586018560506,2677.3960169886172,5197.763609737907,2870.842483900831,19865.101276833248,38731.29611704602,Transit,224.0,2677.0,5198.0,0,0,0,1.046916954575,-0.124452,0.124452,5692.333333333333,-5299.275,5867.025,2.9885206666666666,-5.734787,7.029431,472.087070656934,-21.93149297021542,21.93149297021542,4.33787,-2.00353,2.00353,1877.0,0.0,8.746,8.366,10.055,9.8399,0.0,9.374,,,,,,,,,10.421936868,13.5384713414,2.410744459248284,0.0,0.0,0.2196915070571271,0.0,0.0,6.521089200339192,0.0,0.0,0.0205184113300451,0.0,0.0,1.0,11.220239834166016,,,1453.967816716238,14900590662.921629,0.0996695027620175,0.3,2.3,43491.27467718165,0.0268984460387615,1.0,89.7850161919513,0.0,0.0,0.0315434764577298,0.0,0.0,0.0,0.0,0.0,0.0,8491.769547405653,,,1.0,8497.379667322735,43491.27467718165
278929672 b,278929672 b,120236.59661859894,189827.96107896854,7494.954938692398,30.51206241678945,840.6972932632467,61.57317135213554,111353.56886446611,495.1031463500458,6086.305459049838,607.0157934813776,227394.38305752183,971.5221156186041,12180.21979157157,1209.6010647036371,30.51206241678945,495.1031463500458,971.5221156186041,840.6972932632467,6086.305459049838,12180.21979157157,Transit,31.0,495.0,972.0,0,0,0,1.12638,-0.149342,0.149342,5981.083333333333,-5562.0,6617.667,1.3271513333333331,-0.9382837,1.328257,281.4628600274161,-29.27454736516785,29.27454736516785,4.20497,-0.416104,0.416104,256.0,0.0,10.295,9.956,11.525,11.2776,0.0,10.86,,,,,,,,,24.6295336631,69.1554998686,3.7329123768443866,0.0,0.0,0.340180869289176,0.0,0.0,13.743299705208004,0.0,0.0,0.0432428797889895,0.0,0.0,1.0,9.605867977176196,,,1059.1792760904211,13766304310.575298,0.0920823030807712,0.3,2.3,9774.75586869768,0.8647681044431469,1.0,86.67592231944413,0.0,0.0,0.0700288692410355,0.0,0.0,0.0,0.0,0.0,0.0,8491.281310276128,,,1.0,8496.084244264717,9774.75586869768
299438209 b,299438209 b,362073.52713483013,556841.9318075036,7.278312500694071,0.839704961296524,1.7961192087301587,1.3017460954150137,86.35247870708518,11.243582603161581,13.244674628649914,11.922288723145803,171.60865422411055,21.923111732551313,26.145162197817466,23.64117489218405,1.0,11.243582603161581,21.923111732551313,1.7961192087301587,13.244674628649914,26.145162197817466,Transit,1.0,11.0,22.0,0,0,0,1.23170676884,-0.210481,0.210481,6200.0,-5909.85,6648.14,1.7699383333333334,-0.9811684,1.241626,229.47677614032065,-25.00045501154502,25.00045501154502,4.25482,-2.00729,2.00729,141.0,0.0,9.843,9.511,10.832,10.7763,0.0,10.38,,,,,,,,,26.63972601,49.4253279846,10.109015018908078,0.0,0.0,0.9212360670776184,0.0,0.0,73.35665636425239,0.0,0.0,0.2308145162314622,0.0,0.0,1.0,5.865282047211771,,,1472.467300842786,10207663774.797386,0.0682786874568387,0.3,2.3,16960.793775199098,0.5915972662418043,1.0,85.90878957440582,0.0,0.0,0.0385454750923108,0.0,0.0,0.0,0.0,0.0,0.0,8486.625248988159,,,1.0,8489.557890011765,16960.793775199098
275188401 b,275188401 b,11065.986951564571,47035.99208690232,145794.71891608345,29.55159425016213,4965.419024813024,48.66928042501275,3162812.767745683,542.7311315854673,47533.129270251746,479.98550180730695,6431106.630584022,1072.8864030397133,93185.42201546162,955.0618655004786,29.55159425016213,479.98550180730695,955.0618655004786,4965.419024813024,47533.129270251746,93185.42201546162,Transit,30.0,480.0,955.0,1,0,1,0.386,-0.044,0.044,3536.0,-68.0,68.0,0.372,-0.031,0.031,63.91459,,,4.9235,-0.223441,0.223441,-1.0,0.0,9.864,9.092,13.354,,0.0,11.208,,,,,,,,,10.566233,77.816734,1.3909375156262525,0.0,0.0,0.1267563460979653,0.0,0.0,2.5376916089149013,0.0,0.0,0.0079847704364803,0.0,0.0,1.0,1.920560505792906,,,677.7438748292705,3293915171.85987,0.0220328774037449,0.3,2.3,3446.7478618746463,0.6168157328439873,1.0,87.22296862373061,0.0,0.0,0.0712774955602072,0.0,0.0,0.0,0.0,0.0,0.0,8485.205267935991,,,1.0,8486.165548188888,3446.7478618746463
