Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star C/H,Star C/H Error,Star O/H,Star O/H Error,Star N/H,Star N/H Error,Star C/O,Star N/O,Star C/N,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star Rotational Velocity [km/s],Star Rotational Velocity Error Lower [km/s],Star Rotational Velocity Error Upper [km/s],Star Rotation Period [days],Star Rotation Period Error Lower [days],Star Rotation Period Error Upper [days],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star Parallax [mas],Star Parallax Error Lower [mas],Star Parallax Error Upper [mas],HD ID,HIP ID,TIC ID,Gaia DR3 ID,Star B Mag,Star V Mag,Star H Mag,Star I Mag,Star J Mag,Star Ks Mag,Star u Mag,Star g Mag,Star r Mag,Star i Mag,Star z Mag,Star TESS Mag,Star Kepler Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star RA,Star Dec,Coordinate Source,Coordinate Ref Epoch,Proper Motion [mas/yr],Total Proper Motion Error Lower [mas/yr],Total Proper Motion Error Upper [mas/yr],RA Proper Motion [mas/yr],RA Proper Motion Error Lower [mas/yr],RA Proper Motion Error Upper [mas/yr],Dec Proper Motion [mas/yr],Dec Proper Motion Error Lower [mas/yr],Dec Proper Motion Error Upper [mas/yr],2MASS RA,2MASS Dec,Planet Name,Planet Radius [Rjup],Planet Radius Error Lower [Rjup],Planet Radius Error Upper [Rjup],Planet Radius [Re],Rp/Rs,Rp/Rs Error Lower,Rp/Rs Error Upper,Msin(i) [Mjup],Msin(i) Error Lower [Mjup],Msin(i) Error Upper [Mjup],Planet Mass [Mjup],Planet Mass Error Lower [Mjup],Planet Mass Error Upper [Mjup],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Mass Flag,Radial Velocity Amplitude [m/s],Radial Velocity Amplitude Error Lower [m/s],Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Density [g/cm3],Planet Density Error Lower [g/cm3],Planet Density Error Upper [g/cm3],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Transit Temperature [K],Planet Eclipse Temperature [K],Planet Insolation Flux [W/m2],Planet Insolation Flux Error Upper [W/m2],Planet Insolation Flux Error Lower [W/m2],Planet Insolation Flux [Earth],Planet Insolation Flux Error Upper [Earth],Planet Insolation Flux Error Lower [Earth],Planet Semi-major Axis [au],Planet Semi-major Axis Error Lower [au],Planet Semi-major Axis Error Upper [au],Planet Semi-major Axis [m],a/Rs,a/Rs Error Lower,a/Rs Error Upper,Inclination,Inclination Error Lower,Inclination Error Upper,Eccentricity,Eccentricity Error Lower,Eccentricity Error Upper,Periastron,Periastron Error Lower,Periastron Error Upper,Projected Obliquity,Projected Obliquity Error Lower,Projected Obliquity Error Upper,True Obliquity,True Obliquity Error Lower,True Obliquity Error Upper,Transit,Transit Impact Parameter,Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hrs],Transit Duration Error Lower [hrs],Transit Duration Error Upper [hrs],Transit Duration T14 [s],Transit Duration T12 [s],Transit Duration T23 [s],Eclipse,Eclipse Impact Parameter,Eclipse Depth [%],Eclipse Depth Error Lower [%],Eclipse Depth Error Upper [%],Eclipse Duration E14 [s],Eclipse Duration E12 [s],Eclipse Duration E23 [s],Eclipse Mid Time,Transit Flag,RV Flag,Survey,Discovery Year,Publication,Publication Date,Controversial Flag,Solution Type,Number of Transmission Spectra,Number of Emission Spectra,TTV Flag,Eclipse Flag,Planet Albedo,Mean Molecular Weight,Heat Redistribution Factor,In PLATO FOV,No. Desired Parameters,Inferred Parameters,ExoClock Orbital Parameters,ExoClock Priority,ExoClock Ephemeris,Uniform Stellar Parameters,Calculated Parameters,Assumed Parameters,Replaced Values,Available Transits,Available Eclipses,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
WASP-6,0.741746,0.025071,0.034942,5142,116,116,0.889242,0.035917,0.027456,4.44,0.16,0.16,-0.2,,,[Fe/H],-0.23,0.04,,,-0.26,0.12,,,4.265795188,3.2,-3.1,2.1,,2.5,0.3,0.3,28.28,-3.97,3.99,197.119,-1.607,1.632,5.04464,-0.0413555,0.0413555,,,TIC 204376737,Gaia DR3 2385171398768647552,12.897,11.907,10.445,,10.769,10.325,,,,,,11.4779,,11.9761,10.275,10.338,10.243,8.294,348.1571282,-22.6741248,NEA,J2000,43.6387439,-0.0641803,0.0641803,-23.3048,-0.0645325,0.0645325,-36.8948,-0.0640393,0.0640393,348.1572368,-22.67396495,WASP-6b,1.03,-0.1,0.1,11.54525015,0.119028977,-0.000924145,0.000924145,,,,0.37,-0.08,0.08,117.5965104,25.42627253,-25.42627253,FALSE,74.3,-1.5,1.5,,,,,,,3.36100218,1.00E-07,1.00E-07,1232.570157,1234.113765,1234.113765,433143.07,38892.54,37980.25,318.2128418,28.57278931,27.90256643,0.035985489,,,5383352549,8.701835158,-0.41,0.41,88.47,-0.56,0.56,0.05,-0.02,0.02,0,,,7.2,-3.7,3.7,,,,TRUE,0.231761311,2456239.963,5.80E-05,5.80E-05,2.1,-0.022,0.022,,,,11649.65744,1307.538363,9034.580715,TRUE,0.231761311,,,,11649.65744,1307.338354,9034.980732,2456241.751,1,1,SuperWASP,2009,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2017-03,0,Published Confirmed,3,3,FALSE,TRUE,0.2,2.3,0.8,FALSE,11,,FALSE,medium,TRUE,TRUE," Planet Semi-major Axis, Transit Impact Parameter, Rp/Rs, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Periastron, ","Star Age [Gyr], Star Rotation Period [days], Projected Obliquity, ",102,104,1,5,9,1,3,6,Eclipse,1,3,6,green,green,green,2
WASP-60,1.234589,0.044812,0.040298,6064,77,77,1.448348,0.04592,0.047565,4.21,0.03,0.03,-0.04,-0.09,0.09,[Fe/H],,,,,,,,,,3.6,-2.1,4.3,G1 V,4.6,0.2,0.2,,,,431.052,-7.303,7.554,2.324272414,0.019385027,0.019385027,,,TIC 288246496,Gaia DR3 2868528637464028160,13.115,11.67,10.656,,10.964,10.585,15.2691,12.7213,12.0479,11.8383,12.8267,11.5639,,12.0196,10.554,10.59,10.627,8.645001,356.6665882,31.15593649,Gaia,J2000,30.8227338,-0.0502092,0.0502092,30.2622,-0.0507604,0.0507604,-5.85151,-0.0321304,0.0321304,356.6665614,31.15593732,WASP-60b,0.86,-0.12,0.12,9.639723429,0.061018422,-0.004916548,0.004916548,,,,0.514,-0.034,0.034,163.363801,10.80616582,-10.80616582,FALSE,55.76263388,,,,,,1.1,-0.4,0.4,4.30500416,8.80E-07,8.80E-07,1526.984064,1526.984064,1526.984064,684809.31,148421.69,186921.98,503.101935,109.039463,137.324082,0.0531,-0.0006,0.0006,7943646934,7.885321046,-0.991,1.236,87.9,-1.6,1.6,0,,,0,,,,,,,,,TRUE,0.288947407,2458906.904,0.00025,0.00025,0.6,-0.06,0.06,3.336,-0.12,0.12,15382.33785,964.9745139,13452.38883,TRUE,0.288947407,,,,15382.33785,964.9745139,13452.38883,2458909.057,1,1,SuperWASP,2012,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,2013-01,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,11,,FALSE,low,TRUE,TRUE," Rp/Rs, Radial Velocity Amplitude, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,90,89,10,129,255,4,26,51,Eclipse,4,26,51,green,green,green,1
WASP-61,1.179164,0.01264,0.010788,6267,59,59,1.370373,0.028287,0.028989,4.27,0.15,0.15,-0.1,-0.12,0.12,[Fe/H],-0.01,0.08,,,,,,,,2.7,-0.6,0.1,,11.1,0.2,0.2,,,,488.66,-5.436,5.558,2.064947092,0.009373968,0.009373968,,,TIC 13021029,Gaia DR3 2959177048983750016,12.829,12.489,11.034,,11.219,11.008,,,,,,11.7231,,12.0702,10.915,10.949,10.966,9.337,75.29966149,-26.05415723,Gaia,J2000,3.2075751,-0.042276,0.042276,0.494681,-0.0286745,0.0286745,3.1692,-0.0425532,0.0425532,75.29966115,-26.05415768,WASP-61b,1.21,-0.03,0.03,13.56286668,0.090736499,-0.000440837,0.000440837,,,,2.06,-0.16,0.16,654.7265176,50.85254506,-50.85254506,FALSE,227,-16,16,,,,1.55,-0.13,0.12,3.85589724,5.10E-07,5.10E-07,1549.259273,1549.259273,1549.259273,1330737.94,100833.13,97338.53,977.6397937,74.07805658,71.51071411,0.0521,-0.0008,0.0008,7794049063,8.181655433,-0.116,0.039,89.3,-0.7,0.4,0,,,0,,,4,-18.4,17.1,,,,TRUE,0.099955291,2457513.709,0.00023,0.00023,0.8,-0.008,0.008,3.9504,-0.0072,0.0072,14120.60371,1190.985984,11738.63174,TRUE,0.099955291,,,,14120.60371,1190.985984,11738.63174,2457515.637,1,1,SuperWASP,2012,<a refstr=BROWN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B/abstract target=ref>Brown et al. 2017</a>,2017-01,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,TRUE,11,,FALSE,high,TRUE,TRUE," Rp/Rs, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,146,145,23,326,645,2,9,18,Eclipse,2,9,18,yellow,green,green,2
WASP-62,1.279238,0.014004,0.010302,6327,51,51,1.23021,0.0132,0.017263,4.36,0.1,0.1,0.04,-0.08,0.08,[Fe/H],0.19,0.06,0.14,0.11,,,0.616595002,,,0.8,-0.6,0.6,,8.7,0.4,0.4,,,,175.631,-0.586,0.59,5.66486,-0.0189104,0.0189104,,,TIC 149603524,Gaia DR3 4756649415309914240,10.734,10.213,9.008,,9.272,8.944,,,,,,9.7109,,10.0721,8.896,8.917,8.87,9.165,87.1398205,-63.9883286,NEA,J2000,30.3814908,-0.0367465,0.0367465,-15.6405,-0.0371897,0.0371897,26.0463,-0.0365854,0.0365854,,,WASP-62b,1.34,-0.03,0.05,15.02003418,0.111933733,-0.000893386,0.000893386,,,,0.58,-0.03,0.03,184.3404758,9.534852198,-9.534852198,FALSE,61,-3,3,,,,0.32,-0.04,0.04,4.41193826,1.70E-07,1.70E-07,1415.285732,1415.285732,1415.285732,948722.15,69103.76,56055.8,696.988114,50.76776098,41.18194807,0.0571,-0.0005,0.0005,8542038417,9.992574997,-0.221,0.137,88.5,-0.7,0.4,0,,,0,,,19.4,-4.9,5.1,,,,TRUE,0.261575119,2459089.344,2.40E-05,2.40E-05,1.13,-0.02,0.02,3.816,-0.024,0.024,13153.23023,1416.050218,10321.1298,TRUE,0.261575119,,,,13153.23023,1416.050218,10321.1298,2459091.55,1,1,SuperWASP,2012,<a refstr=BROWN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B/abstract target=ref>Brown et al. 2017</a>,2017-01,0,Published Confirmed,4,5,FALSE,TRUE,0.2,2.3,0.8,TRUE,11,,FALSE,medium,TRUE,TRUE," Rp/Rs, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,282,282,1,2,4,1,1,2,Eclipse,1,1,2,green,green,green,3
WASP-63,1.180527,0.014963,0.079333,5605,71,71,1.761091,0.057635,0.055379,3.98,0.14,0.14,0.08,,,[Fe/H],0.31,0.04,0.19,0.1,0.29,0.12,0.72443596,0.173780083,4.168693835,8.3,-1.2,1.3,,2.3,1,1,,,,290.684,-2.008,2.034,3.41141,-0.0237401,0.0237401,,,TIC 393414358,Gaia DR3 5574766468155514752,11.74,11.155,9.463,,9.818,9.393,,,,,,10.439,,10.9185,9.343,9.388,9.325,9.072,94.3363562,-38.3233826,NEA,J2000,32.4563917,-0.042206,0.042206,-17.5576,-0.0392867,0.0392867,-27.2974,-0.0433563,0.0433563,,,WASP-63b,1.41,-0.14,0.14,15.80466283,0.082275922,-0.001033109,0.001033109,,,,0.37,-0.09,0.09,117.5965104,28.60455659,-28.60455659,FALSE,39,-3,3,,,,,,,4.37808197,6.90E-07,6.90E-07,1504.006435,1504.006435,1504.006435,1251119.14,144320.31,146368.07,919.1470545,106.0263436,107.5307508,0.056872227,,,8507964129,6.944194063,-0.3,0.3,87.8,-1.3,1.3,0,,,0,,,,,,,,,TRUE,0.266572396,2458618.552,0.00018,0.00018,0.61,-0.017,0.017,,,,18270.98081,1496.190679,15278.59946,TRUE,0.266572396,,,,18270.98081,1496.190679,15278.59946,2458620.741,1,1,SuperWASP,2012,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2017-03,0,Published Confirmed,3,3,FALSE,TRUE,0.2,2.3,0.8,TRUE,10,,FALSE,high,TRUE,TRUE," Planet Semi-major Axis, Transit Impact Parameter, Rp/Rs, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ","Star Age [Gyr], ",214,215,1,3,5,1,2,4,Eclipse,1,2,4,green,green,green,2
WASP-64,0.996274,0.055406,0.055201,5581,127,127,1.08041,0.047058,0.05215,4.38,0.04,0.04,-0.08,-0.11,0.11,[Fe/H],,,,,,,,,,1.2,-0.7,1.2,G7,2.3,0.4,0.4,,,,369.926,-2.979,3.026,2.67451,-0.0217775,0.0217775,,,TIC 52640302,Gaia DR3 5583523425437258240,13.411,12.704,11.079,,11.368,10.956,,,,,,12.0506,,12.5257,10.963,11.012,10.977,9.289,101.1149223,-32.8583878,NEA,J2000,19.4211056,-0.0342197,0.0342197,-19.3886,-0.0341979,0.0341979,-1.12318,-0.0401968,0.0401968,101.1150211,-32.85838314,WASP-64b,1.271,-0.039,0.039,14.24661451,0.1234,-0.0011,0.0011,,,,1.271,-0.068,0.068,403.9599048,21.61233165,-21.61233165,FALSE,221,-11,11,,,,0.823,-0.069,0.085,1.573290335,7.70E-08,7.70E-08,1717.74924,1717.74924,1717.74924,1665763.61,181430.34,116000.56,1223.769717,133.2895943,85.22095909,0.02648,-0.00024,0.00024,3961351616,5.278062385,-0.09,0.11,86.57,-0.6,0.8,0,,,0,,,,,,,,,TRUE,0.315781419,2457429.645,8.40E-05,8.40E-05,1.522,-0.025,0.025,2.39976,-0.01104,0.01104,8916.949427,1086.960133,6743.029162,TRUE,0.315781419,,,,8916.949427,1086.960133,6743.029162,2457430.431,1,1,SuperWASP,2012,<a refstr=GILLON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A..82G/abstract target=ref> Gillon et al. 2013 </a>,2013-04,0,Published Confirmed,0,3,FALSE,TRUE,0.2,2.3,0.8,TRUE,12,,FALSE,low,TRUE,TRUE, ,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,441,440,4,49,96,1,3,5,Eclipse,1,3,5,yellow,green,green,2
WASP-65,0.93,-0.14,0.14,5600,-100,100,1.01,-0.05,0.05,4.4,-0.02,0.02,-0.07,-0.07,0.07,[Fe/H],,,,,,,,,,8.8,-2.9,3.2,G6,3.6,-0.5,0.5,,,,273.703,-2.68,2.733,3.636243218,0.020156324,0.020156324,,,TIC 444013020,Gaia DR3 596931979481073152,12.386,11.869,10.44,,10.669,10.346,15.326,12.521,11.7755,11.6309,12.1361,11.302,,11.7509,10.307,10.351,10.275,8.361,133.3242872,8.523003026,Gaia,J2000,4.2653858,-0.0498402,0.0498402,2.75978,-0.0606351,0.0606351,3.25225,-0.040315,0.040315,133.3242868,8.523002554,WASP-65b,1.112,-0.059,0.059,12.46438657,0.113140699,-0.000662891,0.000662891,,,,1.55,-0.16,0.16,492.6340302,50.85254506,-50.85254506,FALSE,249,-5,5,,,,1.5,-0.11,0.09,2.31142053,1.50E-07,1.50E-07,1484.939563,1484.939563,1484.939563,1114899.59,193878.79,151978.89,819.0720144,142.4349713,111.6527952,0.0334,-0.0017,0.0016,4996568881,7.110964356,,,88.8,-0.7,0.8,0,,,0,,,,,,,,,TRUE,0.148920801,2458877.458,8.90E-05,8.90E-05,1.28,-0.015,0.015,2.73504,-0.0108,0.0108,9903.670687,1033.296274,7837.07814,TRUE,0.148920801,,,,9903.670687,1033.296274,7837.07814,2458878.614,1,1,SuperWASP,2013,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,2013-11,0,Published Confirmed,0,3,FALSE,TRUE,0.2,2.3,0.8,FALSE,10,,FALSE,low,TRUE,FALSE," a/Rs, Rp/Rs, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ","Star Age [Gyr], ",154,152,7,88,175,1,3,6,Eclipse,1,3,6,green,green,green,2
WASP-66,1.360867,0.023595,0.023968,6641,97,97,1.686133,0.066779,0.069832,4.09,0.14,0.14,-0.31,,,[Fe/H],-0.04,0.07,-0.03,0.12,,,0.537031796,,,3.7,-1.2,0.7,,13.4,0.4,0.4,,,,500.258,-12.828,13.509,1.9717,-0.052185,0.052185,,,TIC 53735810,Gaia DR3 5444147952811517696,11.999,11.605,10.496,,10.719,10.452,,,,,,11.248,,11.5904,10.4,10.426,10.374,8.444,158.2250301,-34.9899074,NEA,J2000,17.753996,-0.0837951,0.0837951,11.4916,-0.0834697,0.0834697,-13.5332,-0.0840289,0.0840289,158.2249699,-34.98984932,WASP-66b,1.4,-0.28,0.28,15.69257302,0.085324087,-0.000937602,0.000937602,,,,2.35,-0.98,0.98,746.8967555,311.4718385,-311.4718385,FALSE,246,-11,11,,,,,,,4.08605134,6.20E-07,6.20E-07,1772.475758,1772.475758,1772.475758,2348428.66,326219.37,285318.12,1725.29635,239.6602877,209.6117797,0.05503827,,,8233608029,7.019018005,-0.37,0.37,85.9,-0.9,0.9,0,,,0,,,,,,,,,TRUE,0.501841849,2458074.274,0.00027,0.00027,0.67,-0.016,0.016,,,,15495.52742,1598.255652,12299.01612,TRUE,0.501841849,,,,15495.52742,1598.255652,12299.01612,2458076.317,1,1,SuperWASP,2012,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2017-03,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,10,,FALSE,high,TRUE,TRUE," Planet Semi-major Axis, Transit Impact Parameter, Rp/Rs, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ","Star Age [Gyr], ",104,105,14,178,353,1,4,8,Eclipse,1,4,8,green,green,green,2
WASP-68,1.299184,0.007062,0.010084,5913,23,23,1.61733,0.018693,0.018913,4.09,0.11,0.11,0.22,-0.08,0.08,[Fe/H],0.36,0.03,0.23,0.08,0.47,0.12,0.741310241,0.239883292,3.090295433,5.7,-1.3,1.3,G0,2.3,0.4,0.4,,,,226.399,-1.599,1.621,4.38839,-0.0311691,0.0311691,HD 193334,,TIC 71841620,Gaia DR3 6860535606196306304,11.342,10.674,9.042,,9.341,8.948,,,,,,9.9543,,10.4092,8.913,8.968,8.922,8.28,305.0957239,-19.3147271,NEA,J2000,12.7836816,-0.0531258,0.0531258,-11.1729,-0.0568287,0.0568287,-6.21199,-0.0387973,0.0387973,,,WASP-68b,1.24,-0.06,0.1,13.89913611,0.075,-0.002,0.002,,,,0.95,-0.03,0.03,301.9369863,9.534852198,-9.534852198,FALSE,97.9,-1.9,1.9,,,,0.665,-0.133,0.093,5.0843153,1.90E-06,1.90E-06,1454.139095,1454.139095,1454.139095,1092096,134455.22,73643.71,802.3191314,98.77885765,54.10308017,0.06206,-0.0004,0.00045,9284043856,8.267493474,-0.46,0.25,88.1,-1.3,1.3,0,,,0,,,,,,,,,TRUE,0.274110221,2456852.932,0.00054,0.00054,0.57,-0.02,0.03,5.136,-0.048,0.072,17636.95406,1329.10305,14978.74796,TRUE,0.274110221,,,,17636.95406,1329.10305,14978.74796,2456855.475,1,1,SuperWASP,2014,<a refstr=DELREZ_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A.143D/abstract target=ref> Delrez et al. 2014 </a>,2014-03,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,12,,FALSE,alert,TRUE,TRUE, ,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ","Star Age [Gyr], ",68,69,2,17,32,1,2,4,Eclipse,1,2,4,green,green,green,2
WASP-69,0.810756,0.036151,0.058433,4693,150,150,0.898759,0.035247,0.02775,4.46,0.15,0.15,,,,,0.36,0.03,0.18,0.12,0.33,0.12,0.831763771,0.19498446,4.265795188,1.8,-0.8,0.8,,3.2,0.3,0.3,23.07,-0.16,0.16,49.9605,-0.1313,0.132,19.9871,-0.0523379,0.0523379,,,TIC 248853232,Gaia DR3 6910753016653587840,10.935,9.873,7.543,,8.032,7.459,,,,,,8.8628,,9.48466,7.315,7.441,7.409,7.394,315.0259661,-5.094857,NEA,J2000,99.3197205,-0.0485729,0.0485729,33.6756,-0.0800677,0.0800677,-93.4364,-0.0428141,0.0428141,,,WASP-69b,1.057,-0.017,0.017,11.84789263,0.120855711,,,,,,0.26,-0.0185,0.0185,82.63538571,5.879825522,-5.879825522,FALSE,38.1,-2.4,2.4,,,,,,,3.8681384,4.20E-07,4.20E-07,1008.523135,1008.523135,1008.523135,193800.95,13755.07,15364.51,142.3777853,10.10529827,11.28768928,0.04525,-0.00075,0.00075,6769303649,10.82678176,-0.46,0.46,86.71,-0.2,0.2,0,,,90,,,0.4,-1.9,2,29.2,-5,6.1,TRUE,0.621346651,2458924.576,0.00015,0.00015,1.460610292,,,2.2296,-0.0288,0.0288,9192.729424,1534.056014,6124.617396,TRUE,0.621346651,,,,9192.729424,1534.056014,6124.617396,2458926.51,1,1,SuperWASP,2014,<a refstr=CASASAYAS_BARRIS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A.135C/abstract target=ref>Casasayas-Barris et al. 2017</a>,2017-12,0,Published Confirmed,1,7,FALSE,TRUE,0.2,2.3,0.8,FALSE,10,,FALSE,medium,TRUE,TRUE," Rp/Rs, Transit Depth, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ","Star Age [Gyr], Star Rotation Period [days], True Obliquity, ",93,93,1,1,1,1,1,1,Either,1,1,1,green,green,green,3
WASP-7,1.394197,0.022519,0.022652,6539,95,95,1.467261,0.045289,0.048181,4.25,0.11,0.11,0,,,[Fe/H],0.2,0.09,,,,,,,,2.4,-1.1,0.9,,18.9,0.3,0.3,,,,162.303,-1.276,1.296,6.13303,-0.0484422,0.0484422,HD 197286,,TIC 389352124,Gaia DR3 6681720724498802176,9.978,9.504,8.414,,8.648,8.396,,,,,,9.0532,,9.37671,8.357,8.376,8.355,8.209,311.0427558,-39.2254856,NEA,J2000,64.9452766,-0.0521293,0.0521293,30.4679,-0.0687359,0.0687359,-57.355,-0.0463796,0.0463796,,,WASP-7b,1.07,-0.06,0.06,11.99360938,0.074939682,-0.001334407,0.001334407,,,,1.25,-0.23,0.23,397.2855082,73.10053352,-73.10053352,FALSE,97,-13,13,,,,,,,4.9546494,8.90E-07,8.90E-07,1437.615417,1437.615417,1437.615417,844494.01,143619.68,112772.54,620.4158797,105.5116189,82.84946226,0.070584802,,,10559336098,10.34444598,-0.48,0.48,89.6,-0.65,0.65,0,,,0,,,86,-6,6,,,,TRUE,0.07221727,2459504.495,0.00015,0.00015,0.58,-0.02,0.02,,,,14153.47647,994.4112889,12164.65389,TRUE,0.07221727,,,,14153.47647,994.4112889,12164.65389,2459506.973,1,1,SuperWASP,2008,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2017-03,0,Published Confirmed,0,2,FALSE,TRUE,0.2,2.3,0.8,FALSE,10,,FALSE,high,TRUE,TRUE," Planet Semi-major Axis, Transit Impact Parameter, Rp/Rs, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ","Star Age [Gyr], Projected Obliquity, ",76,76,5,34,65,1,3,5,Eclipse,1,3,5,green,green,green,2
WASP-70A,1.106,-0.042,0.042,5763,-79,79,1.215,-0.089,0.064,4.314,-0.036,0.052,-0.006,-0.063,0.063,[Fe/H],,,,,,,,,,9.5,-0.5,0.5,G4,1.8,-0.4,0.4,,,,222.355,-2.816,2.888,4.46958,-0.0572401,0.0572401,HD 358155,,TIC 442530946,Gaia DR3 6888469489370835840,11.747,10.786,9.714,,9.996,9.58,,,,,,10.5959,,11.0323,9.325,9.39,9.379,8.231,315.4771912,-13.4333821,NEA,J2000,53.4793099,-0.0737319,0.0737319,44.2432,-0.0824069,0.0824069,-30.0429,-0.049988,0.049988,,,WASP-70Ab,1.164,-0.102,0.073,13.04725357,0.09844919,-0.001320478,0.001117328,,,,0.59,-0.022,0.022,187.5187599,6.992224945,-6.992224945,FALSE,72.3,-2,2,,,,0.499,-0.08,0.138,3.71301737,9.30E-07,9.30E-07,1390.480526,1390.480526,1390.480526,864463.96,94679.7,139429.73,635.087001,69.55737835,102.4334306,0.04853,-0.00062,0.00062,7259984665,8.588897543,,,87.12,-0.65,1.24,0,,,0,,,,,,,,,TRUE,0.431543301,2456527.377,0.00038,0.00038,0.97,-0.026,0.022,3.3336,-0.0456,0.0336,12052.80389,1308.234051,9436.335788,TRUE,0.431543301,,,,12052.80389,1308.234051,9436.335788,2456529.233,1,1,SuperWASP,2014,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,2014-12,0,Published Confirmed,0,0,FALSE,FALSE,0.2,2.3,0.8,FALSE,10,,FALSE,high,TRUE,FALSE," a/Rs, Rp/Rs, ","Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Eccentricity, Eccentricity, Eccentricity, Eccentricity, ",,95,95,1,8,16,1,3,5,Eclipse,1,3,5,green,green,green,2
