Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star Rotational Velocity [km/s],Star Rotational Velocity Error Lower [km/s],Star Rotational Velocity Error Upper [km/s],Star Rotation Period [days],Star Rotation Period Error Lower [days],Star Rotation Period Error Upper [days],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star Parallax [mas],Star Parallax Error Lower [mas],Star Parallax Error Upper [mas],HD ID,HIP ID,TIC ID,Gaia ID,Star B Mag,Star V Mag,Star H Mag,Star I Mag,Star J Mag,Star Ks Mag,Star u Mag,Star g Mag,Star r Mag,Star i Mag,Star z Mag,Star TESS Mag,Star Kepler Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star RA,Star Dec,Proper Motion [mas/yr],Total Proper Motion Error Lower [mas/yr],Total Proper Motion Error Upper [mas/yr],RA Proper Motion [mas/yr],RA Proper Motion Error Lower [mas/yr],RA Proper Motion Error Upper [mas/yr],Dec Proper Motion [mas/yr],Dec Proper Motion Error Lower [mas/yr],Dec Proper Motion Error Upper [mas/yr],Planet Name,Planet Radius [Rjup],Planet Radius Error Lower [Rjup],Planet Radius Error Upper [Rjup],Planet Radius [Re],Rp/Rs,Rp/Rs Error Lower,Rp/Rs Error Upper,Msin(i) [Mjup],Msin(i) Error Lower [Mjup],Msin(i) Error Upper [Mjup],Planet Mass [Mjup],Planet Mass Error Lower [Mjup],Planet Mass Error Upper [Mjup],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Mass Flag,Radial Velocity Amplitude [m/s],Radial Velocity Amplitude Error Lower [m/s],Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Density [g/cm3],Planet Density Error Lower [g/cm3],Planet Density Error Upper [g/cm3],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Transit Temperature [K],Planet Eclipse Temperature [K],Planet Insolation Flux [W/m2],Planet Insolation Flux Error Upper [W/m2],Planet Insolation Flux Error Lower [W/m2],Planet Insolation Flux [Earth],Planet Insolation Flux Error Upper [Earth],Planet Insolation Flux Error Lower [Earth],Planet Semi-major Axis [au],Planet Semi-major Axis Error Lower [au],Planet Semi-major Axis Error Upper [au],Planet Semi-major Axis [m],a/Rs,a/Rs Error Lower,a/Rs Error Upper,Inclination,Inclination Error Lower,Inclination Error Upper,Eccentricity,Eccentricity Error Lower,Eccentricity Error Upper,Periastron,Periastron Error Lower,Periastron Error Upper,Projected Obliquity,Projected Obliquity Error Lower,Projected Obliquity Error Upper,True Obliquity,True Obliquity Error Lower,True Obliquity Error Upper,Transit,Transit Impact Parameter,Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hrs],Transit Duration Error Lower [hrs],Transit Duration Error Upper [hrs],Transit Duration T14 [s],Transit Duration T12 [s],Transit Duration T23 [s],Eclipse,Eclipse Impact Parameter,Eclipse Depth [%],Eclipse Depth Error Lower [%],Eclipse Depth Error Upper [%],Eclipse Duration E14 [s],Eclipse Duration E12 [s],Eclipse Duration E23 [s],Eclipse Mid Time,Transit Flag,RV Flag,Survey,Discovery Year,Publication,Publication Date,Controversial Flag,Solution Type,Number of Transmission Spectra,Number of Emission Spectra,TTV Flag,Eclipse Flag,Publication Year,Publication Month,No. Desired Parameters,Prime Source,Inferred Parameters,ExoClock Orbital Parameters,ExoClock Priority,ExoClock Ephemeris,Uniform Stellar Parameters,Calculated Parameters,Planet Albedo,Mean Molecular Weight,Heat Redistribution Factor,Assumed Parameters,Replaced Values,Available Transits,Available Eclipses,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
HAT-P-63,0.925,-0.023,0.023,5400.0,-39.0,55.0,0.9661,-0.0082,0.011,4.435,-0.015,0.015,0.251,-0.061,0.061,[Fe/H],9.0,-1.7,1.7,,,,,,,,403.458,-3.904,3.98,2.44998,-0.0240313,0.0240313,,,TIC 325670253,Gaia DR2 4474644332250439552,14.784,13.657,11.63,,12.021,11.512,,,,,,12.8999,,13.5106,11.453,11.514,11.662,8.43,269.5720695,5.7613709,14.8739392,-0.0356196,0.0356196,-14.8709,-0.035618,0.035618,-0.300669,-0.0393023,0.0393023,HAT-P-63b,1.119,-0.033,0.033,12.542849437920385,0.1191,-0.0032,0.0032,,,,0.614,-0.024,0.024,195.14664164913032,7.627881758272195,-7.627881758272195,False,87.3,-3.2,3.2,,,,0.54,-0.055,0.055,3.377728,-1.3e-05,1.3e-05,1234.9512551151402,1234.9512551151402,1234.9512551151402,526934.48,25893.1,21371.94,387.1176291164917,19.02262209615934,15.701107170705386,0.04294,-0.00035,0.00035,6423732567.858,9.56,-0.14,0.14,88.45,-0.44,0.44,0.0,,,0.0,,,,,,,,,True,0.2585913444745712,2456382.94256,-0.00053,0.00053,1.4167293641870145,,,2.933,-0.038,0.038,10606.870783515502,1205.3438398604255,8196.18310379465,True,0.2585913444745712,,,,10606.870783515502,1205.3438398604255,8196.18310379465,2456384.631424,1.0,1.0,HATNet,2021.0,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,2021-07,0.0,Published Confirmed,0.0,0.0,False,False,2021,7,11,True,,False,,,False," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",,119.0,121.0,3.0,42.0,84.0,3.0,15.0,31.0,Eclipse,3.0,15.0,31.0,1,0,1,2
HAT-P-64,1.298,-0.021,0.021,6457.0,-29.0,29.0,1.735,-0.028,0.041,4.072,-0.015,0.015,-0.113,-0.056,0.027,[Fe/H],2.88,-0.13,0.13,,,,,,,,651.897,-14.728,15.413,1.50537,-0.0351902,0.0351902,,,TIC 455036659,Gaia DR2 3279418602369232000,13.446,12.855,11.225,,11.485,11.123,,,,,,12.1569,,12.6221,11.058,11.055,11.52,8.555,68.9743955,2.4312732,8.6899889,-0.0731894,0.0731894,7.78409,-0.0787553,0.0787553,-3.86314,-0.0438523,0.0438523,HAT-P-64b,1.703,-0.07,0.07,19.08889418478857,0.1007,-0.0034,0.0034,,,,0.58,-0.13,0.18,184.34047582491127,57.20911318704147,-41.317692857307726,False,62.0,-18.0,18.0,,,,0.144,-0.035,0.046,4.007232,1.7e-06,1.7e-06,1767.8803620473711,1767.8803620473711,1767.8803620473711,2219292.51,85118.07,80093.7,1630.4251997082974,62.53283226668253,58.84162913606935,0.05387,-0.0003,0.0003,8058837294.609,6.67,-0.12,0.12,88.01,-0.7,0.7,0.0,,,0.0,,,,,,,,,True,0.2316162140144217,2457751.46354,0.00063,0.00063,1.017422234443641,,,4.925,-0.048,0.048,17868.308019241755,1730.499114692362,14407.30978985703,True,0.2316162140144217,,,,17868.308019241755,1730.499114692362,14407.30978985703,2457753.467156,1.0,1.0,HATNet,2021.0,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,2021-07,0.0,Published Confirmed,0.0,0.0,False,False,2021,7,11,True,,False,low,True,False," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",,93.0,94.0,1.0,6.0,12.0,1.0,4.0,7.0,Eclipse,1.0,4.0,7.0,0,0,0,2
HAT-P-65,1.212,-0.05,0.05,5835.0,-51.0,51.0,1.86,-0.096,0.096,3.983,-0.035,0.035,0.1,-0.08,0.08,[Fe/H],5.46,-0.61,0.61,G2,7.1,-0.5,0.5,,,,738.519,-18.922,19.924,1.32608,-0.0353211,0.0353211,,,TIC 283419843,Gaia DR2 1757302881526250496,13.818,13.121,11.604,,11.892,11.528,,,,,,12.5375,,12.9952,11.494,11.532,11.373,8.729,315.9054895,11.9893675,7.4606907,-0.0543752,0.0543752,4.21755,-0.05562,0.05562,-6.1542,-0.0537807,0.0537807,HAT-P-65b,1.89,-0.13,0.13,21.184973581474107,0.1045,-0.0024,0.0024,,,,0.527,-0.083,0.083,167.49557027539365,26.37975774735801,-26.37975774735801,False,68.0,-11.0,11.0,,,,0.096,-0.025,0.025,2.60544724,5e-07,5e-07,1930.0464558302783,1930.0464558302783,1930.0464558302783,3171740.15,257195.07,273570.74,2330.1502817609994,188.9509028121488,200.9814507952567,0.03951,-0.00054,0.00054,5910611871.357,4.57,-0.2,0.2,84.2,-1.3,1.3,0.0,,,0.0,,,,,,,,,True,0.4618272781260657,2458280.04462,0.00018,0.00018,1.0903567251484494,,,4.3656,-0.0528,0.0528,15943.533747888465,1896.920729603408,12149.69228868165,True,0.4618272781260657,,,,15943.533747888465,1896.920729603408,12149.69228868165,2458281.34734362,1.0,1.0,HATNet,2016.0,<a refstr=HARTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..182H/abstract target=ref>Hartman et al. 2016</a>,2016-12,0.0,Published Confirmed,1.0,0.0,False,False,2016,12,11,True,,False,medium,True,False," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",,149.0,153.0,1.0,5.0,9.0,1.0,3.0,5.0,Eclipse,1.0,3.0,5.0,1,0,1,2
HAT-P-66,1.255,-0.054,0.107,6002.0,-50.0,50.0,1.881,-0.095,0.151,3.993,-0.045,0.045,0.035,-0.08,0.08,[Fe/H],4.66,-1.12,0.52,G0,7.57,-0.5,0.5,,,,935.456,-23.177,24.361,1.03958,-0.0269714,0.0269714,,,TIC 137881699,Gaia DR2 852608874351434752,13.552,13.014,11.735,,12.001,11.675,15.1285,13.5302,13.0217,14.1947,13.4445,12.5119,,12.8922,11.655,11.663,11.47,8.861,150.5726262,53.9508237,17.9084728,-0.0475159,0.0475159,-9.38107,-0.0389157,0.0389157,-15.2548,-0.0503872,0.0503872,HAT-P-66b,1.59,-0.1,0.16,17.822279362192504,0.0872,-0.0024,0.0024,,,,0.783,-0.057,0.057,248.8596423636304,18.11621917589646,-18.11621917589646,False,93.5,-5.7,5.7,,,,0.242,-0.061,0.045,2.972089,1.1e-06,1.1e-06,1896.1038948432968,1896.1038948432968,1896.1038948432968,2993843.94,375335.66,275054.88,2199.457071014932,275.74405611504795,202.07178893004144,0.04363,-0.00064,0.00121,6526955098.641001,5.01,-0.32,0.21,86.2,-1.8,1.8,0.0,,,0.0,,,,,,,,,True,0.3320322410040003,2458248.50549,0.00033,0.00033,0.7545491673765942,,,4.6992,-0.0672,0.0672,17050.87193621676,1540.103423749035,13970.665088718692,True,0.3320322410040004,,,,17050.87193621676,1540.103423749035,13970.665088718692,2458249.9915344995,1.0,1.0,HATNet,2016.0,<a refstr=HARTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..182H/abstract target=ref>Hartman et al. 2016</a>,2016-12,0.0,Published Confirmed,0.0,0.0,False,False,2016,12,11,True,,False,medium,True,False," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",,151.0,153.0,3.0,43.0,84.0,2.0,10.0,19.0,Eclipse,2.0,10.0,19.0,1,0,1,2
HAT-P-67,1.642,-0.072,0.155,6406.0,-61.0,65.0,2.546,-0.084,0.099,3.854,-0.023,0.014,-0.08,-0.05,0.05,[Fe/H],1.24,-0.22,0.27,,35.8,-1.1,1.1,,,,371.686,-3.497,3.563,2.66176,-0.0253586,0.0253586,,,TIC 198588220,Gaia DR2 1358614983131339392,10.544,10.106,8.961,,9.145001,8.9,,,,,,9.63331,,9.97496,8.856,8.877,8.851,8.809,256.6107279,44.7768849,20.4868845,-0.0451417,0.0451417,9.43591,-0.0424185,0.0424185,-18.1845,-0.0458473,0.0458473,HAT-P-67b,2.085,-0.071,0.096,23.370724824007148,0.0834,-0.0017,0.0017,,,,0.34,-0.19,0.25,108.06165824218944,79.4571016486687,-60.387397252988215,False,36.0,,,,,,0.052,-0.028,0.039,4.8101042,1.8e-06,1.8e-06,1898.793094839276,1898.793094839276,1898.793094839276,2995074.07,160287.15,131594.92,2200.3607981900923,117.75654059654528,96.67750995185284,0.06505,-0.00079,0.00273,9731341489.035,5.691,-0.124,0.057,88.8,-1.3,1.1,0.0,,,0.0,,,,,,,,,True,0.1191833115561849,2458770.48632,0.00031,0.00031,0.7082167706016134,,,6.9888,-0.0456,0.0456,25188.2083806984,1983.5910514422924,21221.026277813817,True,0.1191833115561849,,,,25188.2083806984,1983.5910514422924,21221.026277813817,2458772.8913721,1.0,1.0,HATNet,2017.0,<a refstr=ZHOU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..211Z/abstract target=ref>Zhou et al. 2017</a>,2017-05,0.0,Published Confirmed,0.0,0.0,False,False,2017,5,11,True,,False,high,True,False," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",,213.0,213.0,1.0,1.0,1.0,1.0,1.0,1.0,Either,1.0,1.0,1.0,0,0,0,3
HAT-P-68,0.6785,-0.0079,0.0299,4508.0,-43.0,43.0,0.6701,-0.0032,0.0041,4.615,-0.013,0.013,-0.059,-0.036,0.036,[Fe/H],11.1,-6.9,1.1,K,0.0,-2.0,2.0,24.593,-0.064,0.064,202.152,-0.943,0.953,4.91793,-0.0230162,0.0230162,,,TIC 63189173,Gaia DR2 675443053940533760,15.317,13.802,11.21,,11.75,11.019,17.1782,15.5769,13.678,13.2784,13.3813,12.8033,,13.5442,10.969,11.03,11.024,8.892,118.4831501,23.9382192,23.700655,-0.0390561,0.0390561,-23.6552,-0.0391079,0.0391079,-1.46716,-0.0217623,0.0217623,HAT-P-68b,1.072,-0.012,0.012,12.016027343566266,0.1644,-0.0015,0.0015,,,,0.724,-0.043,0.043,230.10776637454447,13.666621483571015,-13.666621483571015,False,143.4,-8.4,8.4,,,,0.727,-0.051,0.051,2.29840555,1.8e-07,1.8e-07,1028.8055371805372,1028.8055371805372,1028.8055371805372,251599.36,11603.21,12391.36,184.8399590978117,8.524413026342037,9.103435221640709,0.02996,-0.00012,0.00043,4481952206.172,9.6,-0.047,0.185,88.73,-0.27,0.47,0.0,,,0.0,,,,,,,,,True,0.2127731182138983,2458140.34562,0.00011,0.00011,2.7025965716637,,,2.0868,-0.01272,0.01272,7557.686003044551,1114.7337315839948,5328.218539876561,True,0.2127731182138984,,,,7557.686003044551,1114.7337315839948,5328.218539876561,2458141.494822775,1.0,1.0,HATNet,2020.0,<a refstr=LINDOR_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...64L/abstract target=ref>Lindor et al. 2021</a>,2021-02,0.0,Published Confirmed,0.0,0.0,False,False,2021,2,11,True,,False,low,True,False," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",,155.0,152.0,2.0,22.0,43.0,1.0,7.0,13.0,Eclipse,1.0,7.0,13.0,1,0,1,2
HAT-P-69,1.648,-0.026,0.058,7394.0,-600.0,360.0,1.926,-0.031,0.06,4.11,-0.064,0.034,-0.069,-0.075,0.058,[Fe/H],1.27,-0.44,0.28,,77.44,-0.57,0.55,,,,341.263,-4.969,5.116,2.90206,-0.0429616,0.0429616,,,TIC 379929661,Gaia DR2 3080104185367102592,10.052,9.774,9.293,,9.373,9.28,,,,,,9.6129,,9.77332,9.221,9.259,9.236,8.321,130.5056385,3.7105662,3.0209652,-0.0719506,0.0719506,-2.85623,-0.0740785,0.0740785,0.983962,-0.0505824,0.0505824,HAT-P-69b,1.676,-0.033,0.051,18.78625170505323,0.08703,-0.0008,0.00075,,,,3.58,-0.58,0.58,1137.8256956089358,184.34047582491127,-184.34047582491127,False,309.0,-49.0,49.0,,,,1.02,-0.16,0.18,4.7869883,3.3e-06,3.3e-06,1932.452856790004,1932.452856790004,1932.452856790004,3225599.68,524565.41,663943.91,2369.718718350932,385.3771684018864,487.772962409925,0.06555,-0.00035,0.0007,9806140424.385,7.32,-0.18,0.16,87.19,-0.72,0.52,0.0,,,0.0,,,21.2,-3.6,4.6,,,,True,0.3588563652073476,2459170.75396,0.00016,0.00016,0.7627,,,5.1264,-0.0336,0.0336,18537.8055359219,1693.9497644649794,15149.90600699194,True,0.3588563652073476,,,,18537.8055359219,1693.9497644649794,15149.90600699194,2459173.14745415,1.0,1.0,HATNet,2019.0,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,2019-10,0.0,Published Confirmed,0.0,0.0,False,False,2019,10,11,True,,False,medium,True,False, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",,75.0,76.0,5.0,48.0,95.0,1.0,1.0,2.0,Eclipse,1.0,1.0,2.0,0,0,0,3
HAT-P-7,1.47,-0.07,0.07,6441.0,-69.0,69.0,1.84,-0.17,0.17,4.02,-0.01,0.01,0.15,-0.08,0.08,[Fe/H],1.78,-0.19,0.17,,3.8,-0.5,0.5,,,,341.079,-2.397,2.431,2.9031,-0.020597,0.020597,,,TIC 424865156,Gaia DR2 2129256395211984000,10.964,10.481,9.344,,9.555,9.334,,,,,,10.0274,10.463,10.3654,9.275,9.3,9.282,8.928001,292.24719,47.9695429,20.3369477,-0.0378578,0.0378578,-18.2812,-0.0380635,0.0380635,8.91006,-0.0369793,0.0369793,HAT-P-7b,1.491,-0.061,0.061,16.712590269829573,0.07809,-0.00068,0.00068,,,,1.682,-0.02,0.021,534.587379892243,6.674396538488171,-6.356568131893496,False,201.2815224434229,,,,,,0.629,-0.078,0.078,2.204736003,4.9e-08,4.9e-08,2268.7454858146752,2269.218097424265,2268.2785849386373,5982010.25,521627.73,554770.22,4394.743014977027,383.2189727250672,407.5674309087432,0.03676,-0.00019,0.00019,5499217726.932,4.03,-0.16,0.16,82.2,-1.2,1.2,0.0016,-0.001,0.0034,165.0,-66.0,93.0,182.5,-9.4,9.4,,,,True,0.5467059600970379,2455739.244382,1.3e-05,1.3e-05,0.6934106817981875,,,,,,14235.605045878654,1450.6388886447037,11334.327268589246,True,0.5471589410070239,0.00712,-0.00022,0.00019,14243.240620767034,1452.3863382679,11338.467944231234,2455740.344580798,1.0,1.0,HATNet,2008.0,<a refstr=WONG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..122W/abstract target=ref>Wong et al. 2016</a>,2016-06,0.0,Published Confirmed,3.0,4.0,False,True,2016,6,12,True,,False,ttvs,True,False," Transit Impact Parameter, Transit Depth, Radial Velocity Amplitude, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ","Star Age [Gyr], Star Rotational Velocity [km/s], Projected Obliquity, Eclipse Depth [%], ",495.0,494.0,2.0,23.0,45.0,1.0,1.0,2.0,Eclipse,1.0,1.0,2.0,0,0,0,3
HAT-P-70,1.89,-0.013,0.01,8450.0,-690.0,540.0,1.858,-0.091,0.119,4.181,-0.063,0.055,-0.059,-0.088,0.075,[Fe/H],0.6,-0.2,0.38,,99.85,-0.61,0.64,,,,330.739,-6.552,6.818,2.99621,-0.0606236,0.0606236,HD 287325,,TIC 399870368,Gaia DR2 3291455819447952768,9.621,9.47,9.023,,9.068,8.963,,,,,,9.3371,,9.45174,8.941,8.961,8.941,8.333,74.5523332,9.9979794,5.6591036,-0.0729101,0.0729101,-2.65745,-0.0961909,0.0961909,-4.99634,-0.0648242,0.0648242,HAT-P-70b,1.87,-0.1,0.15,20.96079396685533,0.09887,-0.00095,0.00133,,,,0.9222901223358158,-0.3965032620910841,0.6951235176462722,293.13,220.93,-126.02,True,649.0,,,87.02128212079407,65.58732254954126,37.411462398466455,1.54,,,2.74431939,9.8e-07,9.8e-07,2559.4312011449915,2559.4312011449915,2559.4312011449915,10017475.82,3977402.8,2819548.2,7359.437722067806,2922.03831864883,2071.408981176696,0.04739,-0.00106,0.00031,7089443092.473001,5.45,-0.49,0.29,96.5,-0.91,1.42,0.0,,,0.0,,,113.1,-3.4,5.1,,,,True,0.6169575150350916,2459089.978883,8.9e-05,8.9e-05,0.8443,,,3.48,-0.048,0.0672,12734.628294773378,1778.685819802672,9177.256655168034,True,0.6169575150350916,,,,12734.628294773378,1778.685819802672,9177.256655168034,2459091.351042696,1.0,0.0,HATNet,2019.0,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,2019-10,0.0,Published Confirmed,0.0,1.0,False,True,2019,10,10,True,,False,low,True,False, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Planet Mass, ",,132.0,132.0,1.0,1.0,2.0,1.0,1.0,1.0,Eclipse,1.0,1.0,1.0,0,0,0,3
HAT-P-8,1.28,,0.04,6200.0,,80.0,1.58,,0.08,,,,,,,,3.4,-1.0,1.0,,11.5,,0.5,,,,211.553,-1.682,1.709,4.69844,-0.0375931,0.0375931,,,TIC 188876052,Gaia DR2 1891507552824189568,10.77,10.358,9.004,,9.214,8.953,,,,,,9.7758,,10.1489,8.927,8.946,8.902,9.146,343.0414932,35.4471778,76.2465043,-0.0629093,0.0629093,74.7468,-0.0632308,0.0632308,15.0481,-0.0543768,0.0543768,HAT-P-8b,1.5,-0.06,0.08,16.813471096408023,0.0953,-0.0009,0.0009,,,,1.52,-0.16,0.18,483.0991780239057,57.20911318704147,-50.85254505514797,False,153.1,-3.9,3.9,,,,0.568,-0.048,0.048,3.07634347,5.8e-07,5.8e-07,1739.7619531255723,1739.7619531255723,1739.7619531255723,2188550.78,149930.39,257239.54,1607.8404836112616,110.14784439483056,188.983573137626,0.0487,-0.0026,0.0026,7285416303.09,6.35,-0.17,0.34,87.5,-0.9,1.9,0.0,,,0.0,,,,,,,,,True,0.2769831097698851,2456052.75596,0.00024,0.00024,0.6427,,,3.8088,-0.0264,0.0264,14199.131380398214,1338.7482012502458,11521.634977897722,True,0.2769831097698851,,,,14199.131380398214,1338.7482012502458,11521.634977897722,2456054.294131736,1.0,1.0,HATNet,2008.0,<a refstr=LATHAM_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...704.1107L/abstract target=ref> Latham et al. 2009 </a>,2009-10,0.0,Published Confirmed,0.0,1.0,False,True,2009,10,11,True,,False,low,True,False, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ","Star Age [Gyr], ",143.0,143.0,1.0,9.0,18.0,1.0,1.0,1.0,Eclipse,1.0,1.0,1.0,0,0,0,3
HAT-P-9,1.281,-0.056,0.057,6350.0,-150.0,150.0,1.338,-0.06,0.065,4.293,-0.035,0.033,0.12,-0.2,0.2,[Fe/H],1.6,-1.4,1.8,,11.9,,1.0,,,,455.203,-8.635,8.968,2.1687,-0.0421441,0.0421441,,,TIC 371234684,Gaia DR2 898130030131443584,12.346,12.344,11.043,,11.274,11.015,15.4634,12.7181,12.2061,14.2577,13.7853,11.7946,,12.1536,10.991,11.016,10.892,8.693,110.1685157,37.1405946,16.2127474,-0.0668138,0.0668138,-9.62995,-0.0711222,0.0711222,-13.0429,-0.0643438,0.0643438,HAT-P-9b,1.393,-0.065,0.067,15.614110158197583,0.10696,-0.00087,0.00086,0.748,-0.063,0.063,0.749,-0.063,0.064,238.0534765394114,20.34101802205919,-20.02318961546451,False,82.1,-6.4,6.5,,,,0.342,-0.048,0.057,3.92281131,3.9e-07,3.9e-07,1540.1012189807143,1575.7440741076953,1514.781971432321,1295721.67,190984.71,172416.65,951.9147444768868,140.30880676607217,126.66759777839545,0.05287,-0.00078,0.00078,7909239423.909,8.5,-0.35,0.34,86.44,-0.36,0.37,0.084,-0.047,0.052,152.0,-39.0,42.0,,,,,,,True,0.5041897123124703,2456489.15311,0.00019,0.00019,1.144,-0.019,0.018,3.36,-0.0336,0.0336,12041.751941166303,1522.02816466876,8997.695611828784,True,0.5455883519812496,,,,12733.988631784974,1698.0754747215503,9337.837682341871,2456490.9293201584,1.0,1.0,HATNet,2008.0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,2019-02,0.0,Published Confirmed,0.0,0.0,False,False,2019,2,14,True,,False,low,True,False, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ","Star Age [Gyr], Star Rotational Velocity [km/s], ",93.0,94.0,2.0,17.0,33.0,1.0,5.0,10.0,Eclipse,1.0,5.0,10.0,0,0,0,2
HATS-1,0.986,-0.054,0.054,5870.0,-100.0,100.0,1.038,-0.075,0.128,4.4,-0.08,0.08,-0.06,-0.12,0.12,[Fe/H],6.0,-2.8,2.8,,2.52,,0.5,,,,283.971,-3.682,3.778,3.49336,-0.0458985,0.0458985,,,TIC 219698950,Gaia DR2 3540018633568783488,12.712,12.155,10.634,,10.924,10.58,,,,,,11.5122,,11.9363,10.509,10.533,10.514,8.452,175.5252399,-23.3548451,20.3782793,-0.0642908,0.0642908,-20.3573,-0.064323,0.064323,-0.924448,-0.0461282,0.0461282,HATS-1b,1.302,-0.098,0.162,14.594092911682162,0.1288,-0.002,0.002,,,,1.855,-0.196,0.262,589.5716942331218,83.2710425278048,-62.29436769255626,False,254.1,-33.1,33.1,,,,1.03,-0.25,0.25,3.4464563,7.6e-07,7.6e-07,1368.4508060926603,1378.4113558497477,1378.4113558643442,845279.35,125935.81,115942.55,620.9928375025472,92.51998880024888,85.17834146993057,0.0444,-0.0008,0.0008,6642145459.08,9.2,-0.82,0.82,85.6,-1.4,0.6,0.12,-0.092,0.092,0.0,,,,,,,,,True,0.6956513219314818,2458711.86936,0.00019,0.00019,1.661491592927659,,,2.4168,-0.0288,0.0288,9134.009031857426,1875.554310184252,5382.900411488923,True,0.6956513219167489,,,,9134.00903173244,1875.1134174373333,5383.782196857772,2458713.855244749,1.0,1.0,HATSouth,2012.0,<a refstr=PENEV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....145....5P/abstract target=ref> Penev et al. 2013 </a>,2013-01,0.0,Published Confirmed,0.0,0.0,False,False,2013,1,12,True,,False,low,True,False," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Periastron, ","Star Age [Gyr], ",101.0,101.0,5.0,65.0,130.0,1.0,3.0,6.0,Eclipse,1.0,3.0,6.0,0,0,0,2
